COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	m o tʃ i								
2-1	k e + + tɬ n + tɬ								
8-1	w eː i i								
16-1	eː s + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w aː k + tɬ k								
53-1	n a k a s								
54-1	tɬ aː l + i i								
55-1	k w a								
60-1	iː x + t e l o l								
83-1	tɬ e + tɬ								
87-1	p a tɬ aː n i								
92-1	m a k a								
103-1	m aː +								
106-1	k a k i								
138-1	n e ʔ w aː								
139-1	m i k + t i aː								
142-1	m a t i								
145-1	m o + t e k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m e ts + tɬ i								
186-1	k e ʔ + tɬ								
190-1	j j k a + tɬ								
194-1	s eː								
220-1	o ʔ + tɬ i								
231-1	i tɬ a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n + n								
314-1	k w a w + + tɬ								
315-1	oː m e								
322-1	t e ʔ a m e i								
1-2		m u l i							
2-2		n e k + n i							
8-2		w e j i							
16-2		e s + t i							
24-2		i s t i							
32-2		m i k i							
51-2		u n + i							
52-2		w a k + t u							
53-2		n a k a s							
54-2		t a l l							
55-2		b w a +							
60-2		s a + t e l u l u							
83-2		t a + t							
87-2		p a r aː n i							
92-2		m a k a							
103-2		m a +							
106-2		b a k i							
138-2		n e h e							
139-2		m i k + t i h							
142-2		m a t i							
145-2		m u + t e k a							
176-2		t aː k a + t							
179-2		n a k a + t							
180-2		m e ts + t i							
186-2		b e h +							
190-2		j a k a + i							
194-2		s e							
220-2		u h + t i							
231-2		i r a							
240-2		b u l i							
283-2		t e + t							
293-2		i n + i							
314-2		b w a i + + t							
315-2		u m e							
322-2		t e h e m m							
1-3			m o tʃ i						
2-3			t e + + t n						
8-3			w eː j						
16-3			e s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + ʔ						
52-3			w aː ʔ + t i ʔ						
53-3			n a k a s						
54-3			t aː l						
55-3			k w aː						
60-3			i x + t e l o l o						
83-3			t eː + ʔ						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː +						
106-3			k a k i						
138-3			n e h						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a + ʔ						
179-3			n a k a + ʔ						
180-3			m eː ts + t i						
186-3			k e l + t i						
190-3			j a k aː + ʔ						
194-3			s eː						
220-3			o h + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t eː + ʔ						
293-3			i n +						
314-3			k w a w + ʔ						
315-3			o m e						
322-3			t e h w aː n ʔ						
1-4				m o tʃ i					
2-4				n e h + tɬ e					
8-4				w e j j i					
16-4				e s + tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + t o k					
53-4				n a k a s					
54-4				tɬ a l i					
55-4				k w a					
60-4				i x + t e l l					
83-4				tɬ e + tɬ tɬ					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m a h					
106-4				k a k i					
138-4				n e h w a					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				tɬ a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e l +					
190-4				j a k + +					
194-4				s e					
220-4				o h + tɬ i					
231-4				i tɬ a					
240-4				k o tʃ i					
283-4				t e + + tɬ e					
293-4				i n + i					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w a e +					
1-5					m o tʃ i				
2-5					n e x + t n				
8-5					w eː j i				
16-5					e s + t i				
24-5					i s t i				
32-5					m i k i				
51-5					o n + i				
52-5					w aː k + t o				
53-5					n a g a s				
54-5					t aː l i				
55-5					b a a				
60-5					iː x e				
83-5					t i + t				
87-5					p a t aː n i				
92-5					m a g a				
103-5					m a				
106-5					b a k i				
138-5					n e h a				
139-5					m i k + t i				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t aː g a + t				
179-5					n a g a + t				
180-5					m e ts + t i				
186-5					b e h +				
190-5					j a k t				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					g o tʃ i				
283-5					t e + t				
293-5					i n n				
314-5					b a a i t +				
315-5					o m e				
322-5					t e h a + m				
1-6						m u tʃ i			
2-6						t e + + n n			
8-6						w e j a			
16-6						eː s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						uː n +			
52-6						w a k + t u			
53-6						n a k a s			
54-6						t aː l l			
55-6						k w a			
60-6						iː x + t e l uː l u			
83-6						t aː + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m a j			
106-6						k a k i			
138-6						n e h			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t a k a + t			
179-6						n a k a + t			
180-6						m e ts + t i			
186-6						k e h			
190-6						j a k a +			
194-6						s eː			
220-6						uː h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						kx n +			
314-6						k w a w + t			
315-6						uː m e			
322-6						t e h a + n			
1-7							x + tʃ o		
2-7							n e e n		
8-7							w e p		
16-7							t p t		
24-7							t tʃ t e		
32-7							m t k		
51-7							o n		
52-7							w a k		
53-7							n e k e l		
54-7							t e l		
55-7							k w l		
60-7							t ts		
83-7							t e		
87-7							t l t e n e		
92-7							x a k ts e		
103-7							m a		
106-7							k a k		
138-7							n e k e		
139-7							m t k t l		
142-7							x e e		
145-7							x + m t e k ts		
176-7							t a k e		
179-7							n e k +		
180-7							m + ts		
186-7							k + tʃ m		
190-7							o e k		
194-7							o ts		
220-7							o m		
231-7							t t e e		
240-7							k + tʃ i		
283-7							t e		
293-7							o n		
314-7							k w e e		
315-7							o n +		
322-7							t e k e l +		
1-8								m o tʃ ɨ	
2-8								n a + + tɬ n	
8-8								w e h ɨ	
16-8								e s + tɬ ɨ	
24-8								ɨ s t ɨ	
32-8								m ɨ + ɨ	
51-8								oː n + ɨ	
52-8								w aː k + tɬ ɨ +	
53-8								n a k a s	
54-8								tɬ a l l ɨ	
55-8								k w a h	
60-8								iː x + t ə l o l	
83-8								tɬ ɨ + tɬ	
87-8								p a tɬ a n ɨ	
92-8								m a k a h	
103-8								m aː h ɨ	
106-8								k aː k ɨ	
138-8								n ɨ h a	
139-8								m ɨ k + tɬ ɨ +	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								tɬ aː k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː n + tɬ ɨ	
186-8								k e h	
190-8								j e k +	
194-8								s e	
220-8								oː h + tɬ ɨ	
231-8								ɨ tɬ a	
240-8								k o tʃ ɨ	
283-8								t ɨ + tɬ	
293-8								ɨ n + ɨ	
314-8								k w a w + tɬ	
315-8								oː m ɨ	
322-8								t ə h a a n h	
1-9									m o tʃ iː iː n
2-9									n e x + tɬ e
8-9									b e j iː
16-9									e s + tɬ iː
24-9									tʃ i pː iː
32-9									m iː k iː
51-9									o n + iː
52-9									b ø k + tɬ o k
53-9									n a k a s
54-9									tɬ ø l iː iː
55-9									k w a
60-9									i x + t o
83-9									tɬ e + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m ø n
106-9									k a k iː
138-9									n e h a
139-9									m iː k + tɬ iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									tɬ p k a + tɬ
179-9									n a k a + tɬ
180-9									m e ts + tɬ iː
186-9									k e h iː
190-9									j a k w + iː
194-9									s i
220-9									o h + tɬ iː
231-9									i tɬ a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									iː n + iː n
314-9									k w a w iː +
315-9									u m e
322-9									t e h a m e iː
