COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	n ɔ ⁵⁵								
495-1	n au ʔ								
838-1	n̥ ɔ a ⁵⁵								
438-1	ȵ ɔ a ʔ ⁵⁵								
334-1	l w ʔ ʔ								
360-1	l i ³¹								
394-1	m i ³¹								
221-1	ȵ̥ a p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	ʈʂ w ³¹								
7-1	p a n ³¹								
664-1	ɔ w a ŋ								
246-1	x ɔ ʔ ʔ								
547-1	pʰ ʐ k ⁵⁵								
555-1	ʑ a m ⁵⁵								
464-1	m au ³¹								
119-1	m au ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ȵ̥ au ⁵⁵								
477-1	n a ʔ ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	k ʐ o ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	m au o ʔ ⁵⁵								
580-1	s a t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w ŋ ŋ								
696-1	ȵ̥ au ⁵⁵								
86-1	tʰ u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a n ⁵⁵								
536-1	s ɔ k ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵								
589-1	tʰ u								
658-1	ɔ a m ⁵⁵								
456-1	m ʐ w ŋ ŋ								
183-1	k ʐ ³¹								
785-1	x ɔ ³¹								
714-1	u ⁵⁵								
331-1	l ɔ a								
665-2		ŋ o ⁵¹							
495-2		n o ⁵⁵							
838-2		n o k ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l ai ²¹							
394-2		m j ²¹							
221-2		j u p ⁵⁵							
202-2		k u̱i ²¹							
935-2		u ²¹							
93-2		tʃ i ²¹ ⁵⁵							
7-2		p a̱ n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i m ⁵¹							
464-2		m au ²¹							
119-2		m i ŋ ⁵⁵							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹							
693-2		ŋ au ⁵¹							
477-2		n a̱ p ²¹							
891-2		t i ŋ ⁵⁵							
528-2		v u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		tʃʰ a̱ t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s a ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a n ⁵¹							
536-2		s o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		v o ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		u a t							
331-2		l o ²¹							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			n a ʔ ⁵⁵						
438-3			m j a ʔ ³¹						
334-3			l a ʔ ³¹						
360-3			l i ³¹						
394-3			m j i						
221-3			j a p ⁵⁵						
202-3			k au ³¹						
935-3			au ³¹						
93-3			t a ³¹						
7-3			p ɛ̃ ʔ ⁵⁵						
664-3			v ɔ̃ ⁵⁵						
246-3			k j ʔ ⁵⁵						
547-3			ʃ a k ⁵⁵						
555-3			j ɛ̃ ⁵⁵						
464-3			m au ³¹						
119-3			m a ŋ ⁵⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
79-3			t a̱ ³¹						
693-3			ŋ u ⁵⁵						
477-3			n ɛ ʔ ⁵⁵						
891-3			t a ŋ ³⁵						
528-3			ɣ a ⁵⁵						
797-3			k j au ʔ ⁵⁵						
493-3			n a k ³¹						
217-3			j ɛ ʔ ³¹						
896-3			t a̱ ʔ ⁵⁵						
452-3			m j au ʔ ³¹						
580-3			s au ʔ ⁵⁵						
833-3			n a̱ ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ ui ⁵⁵						
86-3			t au ŋ ⁵⁵						
384-3			m a n ³⁵						
61-3			t ɛ̃ ⁵⁵						
536-3			s a ʔ ⁵⁵						
779-3			v a ⁵⁵						
589-3			tʰ au ŋ						
680-3			ŋ a̱ ʔ ⁵⁵						
456-3			m j ɔ̃ ³¹						
183-3			ɣ j a ³¹						
785-3			kʰ a ³¹						
331-3			l a ³⁵						
665-4				ŋ o ³¹					
495-4				n j ⁵⁵					
838-4				n əː ³¹ ³¹					
438-4				m j ɔː ʔ ³¹					
334-4				l ɔː ʔ ³¹					
360-4				l ei ⁵⁵					
394-4				m j ei ³³					
221-4				j uː p ³¹					
202-4				kʰ j ⁵⁵					
935-4				ɔː ⁵⁵ ³³					
93-4				tʃ ɔ ⁵⁵					
7-4				p a n ⁵⁵					
664-4				w o ŋ ³¹					
246-4				k ɔ ʔ ³¹					
547-4				s ə̱ k ⁵⁵					
555-4				j a̱ m ³³					
464-4				m j ⁵⁵					
119-4				tʃ j ŋ ³¹					
835-4				n a̱ p ⁵⁵					
79-4				t ɔ ³¹					
693-4				ŋ j aːu					
477-4				n a p ⁵⁵					
891-4				t əː ŋ ⁵⁵					
528-4				j uː ³³					
797-4				kʰ j uː k ⁵⁵					
493-4				n əː k ³¹					
217-4				j a p ³¹					
896-4				tsʰ uː t ⁵⁵					
452-4				m j uː ʔ ³¹					
580-4				s ɔ k ⁵⁵					
833-4				n a̱ ³¹					
390-4				m a ŋ ³¹					
696-4				ŋ ɛː ³¹					
86-4				t uː ŋ ³¹					
384-4				m a n ⁵⁵					
61-4				t a̱ː m ³³					
536-4				ʃ ɔ ʔ ⁵⁵					
731-4				ʃ ei ⁵⁵					
779-4				p o ³¹					
589-4				tʰ uː ŋ ³¹					
680-4				ŋ ɔ ʔ ⁵⁵					
658-4				w uː m ³¹					
456-4				m j aː ŋ ³¹					
183-4				k j ɔː ³³					
785-4				kʰ ɔ ⁵⁵					
714-4				tsʰ uː t					
331-4				l ɔː ⁵⁵					
665-5					ŋ ɔ ³¹				
495-5					n a ⁵⁵ ⁵⁵				
838-5					n a k ³¹				
438-5					m ɔ ʔ ʔ ³¹				
334-5					l ɔ ʔ ³¹				
360-5					l a ³⁵				
394-5					m i i				
221-5					j ɛ k ⁵⁵				
202-5					k u k				
935-5					au ³⁵ ³¹				
93-5					ts ɔ ³⁵				
7-5					p ə ŋ ³⁵				
664-5					v ɔ̃ ³¹				
246-5					k ɔ ʔ ³¹				
547-5					s a k ⁵⁵				
555-5					j ɛ̃ k ³¹				
464-5					m u k				
119-5					m a ŋ ⁵⁵				
835-5					n ɛ̱ ʔ ⁵⁵				
79-5					t u ³⁵				
693-5					ŋ u k ³¹				
477-5					n ɛ ʔ ⁵⁵				
891-5					t a ŋ ⁵⁵				
528-5					ɣ ɔ ³¹				
797-5					k j au k ⁵⁵				
493-5					n a k ³¹				
217-5					j ɛ ʔ ³¹				
896-5					tʃʰ a̱ t ⁵⁵				
452-5					m j au k ³¹				
580-5					tʰ ɔ ʔ ⁵⁵				
833-5					n ɔ ³¹				
390-5					m ɔ̃ ³⁵				
696-5					ŋ ai ³¹ ³¹				
86-5					t au ŋ ³¹				
384-5					m ə ŋ ⁵⁵				
61-5					t ə ŋ				
536-5					x ɔ ʔ ⁵⁵				
731-5					ʃ i ³⁵				
779-5					ŋ ɔ ³¹				
589-5					tʰ au ŋ ³¹				
680-5					ŋ ɔ̱ ʔ ⁵⁵				
658-5					v ɛ̃ ³¹				
456-5					m j ɔ̃ ³⁵				
785-5					kʰ ɔ ³⁵				
714-5					au ɛ̃ ³¹				
331-5					l ɔ ³⁵				
665-6						ɲ a			
495-6						n ui̯ ⁵			
838-6						j a k			
438-6						m a a k			
334-6						l a k			
360-6						l i j ⁵			
394-6						m i ⁵ ⁵			
221-6						j a p			
202-6						k ui̯ ⁵			
935-6						tʃʰ a ⁵			
93-6						c a ⁵ ⁵			
7-6						p a n			
664-6						w a ŋ			
246-6						kʰ a k			
