COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
5428	pʰ ɛ ³¹	pʰ ɯ ³¹	pʰ ɛ ³¹				pʰ ɛ̃ ³¹	pʰ ɛ ³¹	pʰ ɯ ³¹
1484			ɕ ɛ ⁴⁴					ɕ ɛ ⁴⁴	
660	t w a ³¹	t w a ³¹	t w a ³¹				t w e ³³	t w a ³¹	
2564		tʰ e ³³				tsʰ e ³³	tsʰ e ⁵⁵		tsʰ ɛ ³³
5852		k ɛ ⁴²				k e ⁵⁵	kʲ ɛ ⁴²		
3098			j a ⁵⁵					j ao ²¹	
4604		k ɯ ³¹	k u ³¹			k ɯ ³¹			k ɯ ³¹
531	p ɔ ³¹								p e ²¹
149					t ɯ̃ ³¹			d ɔ ³¹	
218					ts ẽ ⁵⁵			tɕʰ i ³¹	ts ɿ ⁴⁴
6577	ɕ ɛ ⁵⁵	ɕʰ ɛ̃ ⁵⁵	ɕ ɛ̃ ⁵⁵	ɕ j ɛ̃ ⁵⁵		ɕ ɛ ⁵⁵			ɕ ɛ ⁵⁵
5489			s ɛ̃ ⁵⁵			s ɿ ³⁵			s ɿ ⁵⁵
3408		k ɔu ⁵⁵				k ɤ ³⁵			
4161			k ɛ ⁴⁴					g ɛ ⁵⁵	
4027	ŋ ɤ ³³							ŋ w e ³³	
462	tɕ i ³⁵	tɕ ĩ ³⁵	tɕ ĩ ⁵⁵	tɕ ĩ ⁵⁵	ts ẽ ⁵⁵		tɕ ĩ ³⁵	tɕ i ³⁵	
4112		j ĩ ⁴⁴	j ɯ̃ ³³	j ɯ ⁴⁴					
4636		j ĩ ⁵⁵	j ĩ ⁵⁵	j ɛ̃ ⁵⁵					
5899	m i ⁴⁴					m i ⁴⁴	m i ⁴⁴	m i ⁴⁴	m i ⁴⁴
4834	x ɔ ³⁵					x w ɔ ³⁵			
3875		ts ɿ ⁵⁵			ts ɯ ³¹	tsʰ ɛ ³³		ts ɿ ³³	tsʰ ɛ ³³
2913					m e ³³	m ɯ ⁵⁵		m ɯ ⁴⁴	
3917			a ³¹			a ³¹	a ³¹		
109					ʈʂ æ ⁵⁵		tɕ ɛ ⁴⁴		
6320	pʰ i ³¹	pʰ ĩ ³¹		pʰ ĩ ³¹		pʰ i ³¹		pʰ i ³¹	pʰ i ³¹
2969	ɤ ⁴⁴		ɤ ⁴⁴			v ɤ ⁴⁴	ɛ ⁴⁴	ʔ ɯ ⁴⁴	v ɤ ⁴⁴
983	tɕ i ⁴²		tɕ i ⁴²	tɕ i ³¹			tɕ i ⁴²	k ɛ ³¹	kʲ i ⁴²
5286		kʰ w ã ⁵⁵	kʰ w ã ⁵⁵	kʰ w ã ⁴⁴		kʰ w a ³⁵		kʰ w a ⁴⁴	
4751	ts w a ⁴²	ts w a ⁴²	ts w a ⁴²	ts w a ⁴²					
3396		m ɛ ²¹	m ɛ ²¹	m æ ²¹		m ɛ ²¹	m ɛ ²¹		m ɛ ²¹
1174	p e ⁴²		p e ⁴²	p e ³³		p e ³²			p e ⁴²
2436		p e ⁴⁴		p ẽ ⁴⁴		p e ⁴⁴			p e ⁴⁴
4689	e ⁵⁵				ɤ ⁴⁴				
1745		t õ ⁴²				t ɔ ⁴⁴			t o ³²
4788	v ɤ ³³	v ɤ ³³	v ɤ ³³			v ɤ ³³		v ɤ ³³	v ɤ ³³
3406	ŋ w e ³³						l w ẽ ³³		x w e ³³
1522								ɕ ɛ ⁴⁴	s e ⁴⁴
4411	k w a ⁴²				q w a ⁴⁴				
5226	p e ²¹							p e ²¹	
3626	ʈʂ w ɛ ⁵⁵							ts w ɛ ⁵⁵	
2452		p e ⁴⁴		p ẽ ⁴⁴		p e ⁴⁴		p e ⁴⁴	p e ⁴⁴
6486	j ɔ ⁴²	j ɔ̃u ⁴²	j õ ⁴²	j ɔ̃ ⁴²			j ɛ̃ ²¹	j ɔ ⁴²	
5692	z ɿ ⁴²			ʐ ɛ ⁴²	s æ̃ ³³				
1277			x ɯ̃ ³³					x ɯ ³³	x ɯ ³⁵
1843		ɣ ɔu ⁴²	ɣ ou ⁴²			ɔ ⁴²			ɔ ⁴²
4116				ts ɛ ³¹					ts ɿ ³¹
1216		ts ɿ ³³					ts ɿ ³³		
3304				l ã ³¹					l a ³¹
3549			tsʰ ɯ ⁵⁵		ʈʂʰ ʅ ³³	tsʰ ɿ ⁵⁵	ts ɿ ⁵⁵		tsʰ ɿ ⁵⁵
4729	x ɛ ⁴⁴				χ a ⁵⁵			x ɛ ⁴⁴	
740		p j ɛ̃ ²¹					p ɛ̃ ²¹		
5229						s e ³²			s e ⁴²
1444		k ɔu ³³	k o ³³	k o ⁴⁴	k ɔ ³³		k ɔu ³³		tɕʰ ɔ ⁵⁵
3415							j ɛ̃ ³³	j ɛ ³³	
6029	ŋ ɤ ⁴²	ɤ̃ ⁴²	ɤ̃ ⁴²			ŋ ɤ ³²	ŋ ɯ ⁴²	n e ⁴⁴	
1710					m ɔ ³³	m ɯ ³³	m e ³³		m ɔ ³³
4456	ɲ i ²¹	j ĩ ²¹	j ĩ ²¹						ɲ i ²¹
3762		k ẽ ⁴²			tɕ a ⁴²		tɕ ɛ̃ ⁴²		
53	t e ³³	t j ɛ ³³	t ĩ ³³	t j ɛ̃ ³³			t ĩ ³³	t i ³³	
1242	j ɯ ³⁵							j ɯ ³⁵	j ɯ ³⁵
5591	k a ³⁵							k ɛ ³⁵	k a ³⁵
2484		p ɔu ⁵⁵			p ɤ ⁵⁵		p ɔ ³⁵		
1777		j ĩ ³³	j ĩ ³³				j ɔ ³³		
3170					t ɯ ⁵⁵	t ɯ ⁴⁴	t ou ⁴⁴	t ɯ ³³	
6875	kʰ ɤ ⁵⁵		kʰ ɤ ⁵⁵	kʰ u ⁵⁵		kʰ ɤ ⁵⁵	kʰ ɛ ⁵⁵		kʰ ɤ ⁵⁵
5227		ts ɿ ³³			tɕ ĩ ³³				
1990						k o ²¹	k ã ²¹		k o ⁴²
2541		w ẽ ⁴²	w ẽ ⁴²	w ẽ ⁴²		w e ⁴²			w e ³²
927				k a ⁵⁵	q a ⁵⁵				
4070						ts ɿ ³³	tɕ ɿ ³³		ts ɿ ³³
5831						m i ⁴⁴			m i ⁴⁴
5404					pʰ a ⁵⁵			pʰ a ⁴⁴	
6168	n ɯ ³¹							n ɯ ³¹	
483	ʈʂ ɔ ³¹	ts ɔ̃u ²¹	ts õu ²¹	ts ɔ ³³		ts o ²¹			ts o ²¹
1287						x ɛ ⁵⁵			x ɛ ⁵⁵
1337		x w a ⁵⁵	x w a ⁵⁵	x w a ⁵⁵					
3410			pʰ j ɯ ⁴⁴	pʰ j ɯ ⁴⁴					
3356	p ɔ ³¹					p ɔ ²¹		p ɔ ³¹	p o ³¹
2577		w a ⁴²	w a ⁴²						
5889						ɕ u ³³	s u ³³	s w ɔ ³³	s ɔ ³³
1944			t w ɛ ⁴⁴	t w ɛ ⁴⁴					
3825			ɣ ou ²¹	ɔ̃ ²¹	õ ³¹	o ⁴²			ɔ ²¹
5401	tʰ u ³³	tʰ u ³³	tʰ u ³³	tʰ u ³³					
1539	tɕ y ³¹							tɕ o ³¹	
4163				p ɛ ³¹	p ã ³¹				
1318				x ã ³³	x a ⁴²				
2574	p ɔ ⁴²			p o ³³				p o ⁴²	
3547	ʂ ɔ ³³	sʰ ɔu ³³	s u ³³	s ɔ̃ ³³	ʂ ʅ ³³			s ɔ ³³	
4691		n a ⁵⁵				n a ⁴²			n a ³⁵
6804						ɲ i ²¹		ɲ i ²¹	ɲ i ²¹
4277		f ɤ ³³	f ɤ ³³						
6381	p ɯ ⁴⁴		p ɯ ⁴⁴	p ɯ ⁴⁴				p ao ⁴⁴	p ɯ ⁴⁴
6488						z ɤ ³³			z ɤ ³¹
4276	p ɔ ³¹				p o ³³	p ɔ ²¹		p ɔ ³¹	
5150		p ɛ ⁴²						p ɛ ⁴²	
6803					a ⁵⁵	a ⁵⁵	a ⁵⁵	a ⁵⁵	a ⁵⁵
2768	t a ⁴⁴	t a ⁴⁴	t a ⁴⁴			t a ⁴⁴	t a ⁴⁴	t a ⁴⁴	
3042	t ɯ ²¹	t ɯ ⁵⁵	t ɯ ²¹	t j ɯ ²¹		t ɯ ²¹	t ou ³¹		
141						t e ³³			t ɛ ³³
1276	ʈʂ ɤ ⁴²	ts w ɔ̃ ⁴²		ts ao ⁴²		ts ɤ ⁴²	tɕ ɛ ⁴²		
4692			tɕ i ⁵⁵	tɕ ĩ ⁵⁵			tɕ i ⁵⁵	tɕ o ⁵⁵	
2342				tɕʰ ɛ ⁴⁴			tɕʰ ɛ̃ ²¹		ts a ⁴⁴
417	p ɯ ⁴⁴	p ɯ ⁵⁵	p o ⁵⁵	p u ⁵⁵		p o ⁵⁵	p ɔ ³⁵	p u ⁵⁵	
4894			ɕ o ²¹	ɕ o ³¹					
422							ɕ ɛ ⁴⁴	ʃ ɤ ³³	s e ⁵⁵
5901				ɕ õ ⁵⁵	ɕ õ ⁵⁵				
1365			v ɤ ⁵⁵		v ɤ ⁵⁵	ŋ ɤ ³⁵	ɛ ³⁵		v ɤ ³⁵
5776		ts ɿ ⁵⁵					ts ɿ ³⁵		ts ɿ ³⁵
774					t ɤ ³³		tʰ ɛ̃ ⁵⁵		
2198						tʰ j ɔ ³³			tɕʰ o ³³
6181		sʰ w a ⁴⁴	s w a ⁴⁴			ʃ w a ⁴⁴		s w a ⁴⁴	s w a ⁴⁴
6130	kʲ i ³¹	tsʰ ɿ ³³			tɕ a ⁴²			tɕ i ³¹	
4529	z ɔ ³¹		ɕ õ ²¹		ʐ u ³¹	ɕ o ³¹	z ou ³¹		
2877		w ẽ ⁵⁵	w ẽ ⁵⁵			w e ³⁵	w ẽ ³⁵	w ɛ ³³	w ɛ ³⁵
4731			ɯ ⁴⁴	ɯ ⁴⁴		ɯ ⁴⁴	ou ⁴⁴		ɯ ⁴⁴
180	tɕʰ ɔ ⁵⁵	ts a ³⁵	ts a ³⁵	tɕʰ ɛ̃ ⁵⁵	d a ⁵⁵		tɕʰ w ɛ ⁵⁵	ts a ⁵⁵	
3759	y ⁴⁴		j y ⁴⁴	j y ⁴⁴		j y ⁴⁴		j y ⁴⁴	
1462	x ɯ ⁴⁴					x ɯ ⁴⁴	x ou ⁴⁴	x ɯ ⁴⁴	x ɯ ⁴⁴
6173							t ou ³¹		t ɯ ³¹
4136	p i ²¹					p i ²¹	p i ³³	p i ²¹	p i ²¹
1942	t o ⁴⁴	t ou ⁴⁴			t u ⁵⁵	t o ⁴⁴		t o ⁴⁴	t o ⁴⁴
5777			t w ẽ ⁵⁵	t w ẽ ⁴⁴					
5391				pʰ ao ⁵⁵				pʰ ao ³³	
2668	x ɯ ⁴⁴	x ɯ̃ ⁴⁴					x ɯ̃ ³³		x ɯ ³²
4750	tɕ i ⁴²	tɕ i ⁴²	tɕ i ⁴²	tɕ i ⁵⁵	ts a ⁴⁴	tɕ ɯ ³¹		tɕ ɯ ³³	
1747			t ɯ ²¹	t j ɯ ³¹				t ɯ ³¹	
6876		kʰ w ɔ ³⁵							k w a ⁴⁴
6897	p e ²¹	pʰ ĩ ³¹		pʰ i ³³		p e ²¹			
2196				ts ɿ ³³					ts ɿ ³³
1163	pʰ j ɔ ³¹					pʰ j ɔ ³¹	pʰ j ɔ ³¹	pʰ j ɔ ³¹	pʰ j ɔ ³¹
6556	ʈʂ ɤ ⁴⁴	ts w ɔ ⁴⁴							
4530	ʈʂ ɯ ³¹	ts ɯ ³¹	ts ɯ ³¹	ts ɯ ²¹	ɖ ɯ ³¹			dz ɯ ³¹	ts ɯ ³¹
967	n i ⁵⁵	n i ³⁵	n i ⁵⁵	n i ⁵⁵					
2098					tɕ ɯ̃ ³¹	tɕ i ³³			ts ɿ ³³
2992				m ɯ ⁵⁵	m u ⁵⁵				m i ³²
195	t ɔ ³⁵	t ɔu ³⁵	t o ⁵⁵	t u ⁵⁵		t ɔ ³⁵			t ɔ ³⁵
5855				j ɛ̃ ⁴⁴		j ɛ ³¹			j a ⁴²
4026	z ɿ ⁴²			ʐ ɛ ³¹	ʐ a ⁴²	s ɿ ³¹		tɕʰ i ⁴²	
4138		v ɤ ³¹	ɤ̃ ³¹			f ɤ ⁴⁴			f ɤ ⁴⁴
3303	k ɯ ³³		k ɯ ³³			k ɯ ³³	k ɯ ³³	k ɯ ³³	
6916				l a ⁴²					l a ⁴²
3826					s õ ⁵⁵			s ɿ ⁵⁵	
3670						tʰ u ⁵⁵		tʰ u ⁵⁵	
1800		p ɛ ²¹	p ɛ ²¹		p a ⁴²	p ɛ ²¹	p ɛ ²¹		
5289						pʰ i ⁴²	pʰ i ⁵⁵		pʰ i ⁵⁵
6753							l e ³¹		l e ³¹
1257		v ɤ ⁴²	v ɤ ⁴²						
6545			tɕʰ ɛ ⁴⁴		tɕʰ a ⁵⁵				
4572	u ³¹		w a ⁴²	w a ⁴²				w u ³¹	
4895						ɲ i ⁵⁵			ɲ i ⁵⁵
6646	v ɤ ⁴⁴		v ɤ ⁴⁴						
586		ts ɿ ³³	ts ɿ ³³	ts ɿ ⁵⁵					
1998	a ⁵⁵			a ⁴⁴	a ⁵⁵			a ⁵⁵	a ³³
6981	ŋ ɤ ²¹		ɤ̃ ²¹		ŋ o ³¹	ŋ ɤ ²¹	ŋ ɯ ²¹		ŋ ɤ ²¹
948				v ɛ ³³	v e ³³				
4874	p e ⁴⁴							p e ⁴⁴	p e ⁴⁴
138	l a ⁴⁴	l a ⁴⁴					l a ⁴⁴		
5550						ŋ ɯ ²¹			ŋ ɯ ²¹
1316	m ɯ ⁵⁵	m ɯ ³⁵	m ɯ ⁵⁵	m ɯ̃ ³³			m e ³⁵	m ɛ ⁵⁵	m ɛ ⁵⁵
1945			f ɛ̃ ³³	f ɛ̃ ³³				f ɛ ⁴⁴	
2767	a ⁵⁵		a ⁵⁵	a ⁵⁵		a ⁵⁵	a ⁵⁵	a ⁵⁵	
947	j ɛ ⁴²	j ɛ̃ ⁴²	j ɛ ⁴²			j ɛ ³²		j ɛ ⁴²	j ɛ ⁴²
1988	f ɛ ⁴⁴	f ɤ ²¹	f ɛ ⁴⁴	f e ⁴⁴				f ɛ ⁴⁴	
6806								n a ⁴⁴	n a ⁴⁴
183					tɕ ã ³¹			tɕʰ i ³¹	
3630			v ɤ ⁵⁵		v ɤ ⁵⁵				
882		ts ɿ ³³	ts ɿ ³³				ts ɿ ³³		ts ɿ ³³
1583			kʰ w ɛ ⁵⁵					kʰ w ɛ ⁵⁵	
3212	k a ³⁵			k e ⁵⁵	q ẽ ⁵⁵			k ɛ ³⁵	k a ³⁵
5775	m j ɔ ⁴²					m j ɔ ³²		m j ɔ ⁴²	
2482	a ⁵⁵	a ⁵⁵		a ⁴⁴	a ⁵⁵			a ⁴⁴	
