COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
106						p ɨ s a			h w i ɕ a	
274	n eː θ a		n u r e i t a	n u r e t a	n u r e t a		n o r e t a	n u r e t a	ɴ d i t oː r u	n u r e t a
449					dʑ u k u s i t a					dʑ u k u s i t a
124	x a m u r i								k a n u ɴ	
23	ʔ a r a ɴ					a r a ŋ				
427							k a ŋ u	k a g u		k a ŋ u
433	s i b u r u r i								ʃ i p u j u ɴ	
403		h oː r u		h oː r u	h o r u					
289		u d e		u d e		u d i	o d e	u d e		u d e
123			k uː				k uː	k uː		
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
113	w a θ a					b a t a			w a t a	
450			u r e i t a	u r e t a			o r e t a			
288			a ɕ	a s i	a s i		a s i			a s i
387				eː	eː		eː			iː
280	n a g a m u ɴ								n a g a m u ɴ	
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
149	x u r i	k u r u	k u	k u r u	k u r u		k u r u	k u r u		k u r u
90		ts u b u r i							ɕ i b u r u	
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
354	ʔ a tɕ i ɕ a r i	a ts u kʲ a	a i tɕ i	a t ui			a tɕ iː	a ts ui	ʔ a ɕ i s a ɴ	a ts ui
85	z u b u					dz uː			z uː	
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
3			o iː				o r a	o r e		
153			s u w a iː tɕ o	s u w a r u	s u w a tː e r u		s u w a r u	s u w a r u		s u w a tː e r u
136	n ɨ b u r u r i		n e i m u tɕː o i			n i v			n i ɴ z u ɴ	n e m u r u
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
426		k a m a r u		k a m u						
207		a t a r a s i kʲ a					a t a r a s i	a t a r a s iː		a t a r a s iː
443		s a g e r u		s a g e r u						
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
199	ʔ a ts ɨ s a r i		a tɕ i	a t ui	a ts ui	a ts ɨ		a ts ui	ʔ a ɕ i s a ɴ	a ts ui
415	m u s u b u r i	m u s u b u		m u s u b u	m u s u b u		m o s u b u	m u s u b u	m u s u b u ɴ	m u s u b u
34	ɕ o g o ɕ a ɴ					u k aː ʃ a				
369	k i r i r u ɴ	k i r e r o	k i r u	k i r e r u	k i r e r u	tʃː i	j oː			k i r e r u
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
5					a ɴ t a					a n a t a
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
59	ʔʲ u		iː o	u o		i z o	e o	u o	ʔ i j u	
265							m o j a	m o j a		
155	i r u r i	i t e							i ts oː n	
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
355					g o ts ui	u d a				
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
251	b i tɕ i n a								b i ɕ i n u	
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
432			s u i u		s uː		s uː	s uː		s uː
53			o t o k o	o t o k o	o t o k o		o t o k o	o t o k o		o t o k o
203			s a m i		s a b ui		s a b iː	s a m ui		s a m ui
215		j o kː j a	j o k a							
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
314		m o s i	m o ɕ i k a		m o s i	m u s ɨ	m o s i	m o s i	m u s i	m o s i
431		n o m u		n o m u						
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
406		n a g u r u						n a g u r u		n a ŋ u r u
248	ʔ a m a								ʔ a m a	
81	x o g a								k uː g a	
376	w a r u s a r i	w a r u kʲ a	w a r i		w a r ui		w a r iː	w a r ui	w a sː a ɴ	w a r ui
-107			h iː z a				ɸ u z a			
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
167	θ e d a					t i d a			t iː d a	
211				eː	eː		eː	eː		iː
383	n a b i r o s a r i					n a b ɭ ɨː				
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
307		m i	m iː	m i	m iː		m i	m i		m i
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
142	θ u b u r i		t o i	t o b u	t o b u		t o b u		t u b u ɴ	t o b u
244	x u m a					k o m a n			k u m a	
118	s i ɴ d o	s i ɴ z oː	s i ɴ i z oː		s i ɴ z oː		s i ɴ z oː	s i ɴ z oː		s i ɴ z oː
340	m a ɕ u					m aː s o			m aː ɕ u	
258	ʔ i k i r a s a r i								ʔ i k i r a s a ɴ	
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
298	x ɨ ɴ x o	k e g u a	k e g a i w a	k e g a w a	k e ŋ a w a		k e ŋ a w a	k e g a w a		k e ŋ a w a
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
230	ʔ a ɴ tɕ u		a iː	a n o h i t o	a n o h i t o		a r e	a n o h i t o	ʔ a n u tsː u	a n o h i t o
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
269	ʔ i x i	i k e		i k e			e k e	i k e		
73	s i s i					s ɨː s ɨ			s i s i	
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
178	m i tɕ a					m t a			ɴ ts a	
456	ts ɨ n a	ts u n a	ts u n a	t u n a		ts ɨ n a	ts u n a		ɕ i n a	ts u n a
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
184	u a ts ɨ					u m a ts ɨ				
306	n a r i					n a ɭ			n a i	
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
233	ʔ a ɴ tɕ u ɴ x j a		a iː d o ɴ	a n o h i t o t a t i	a n o h i t o j a r a		a e r a	a n o h i t o t a tɕ i	ʔ a tː aː	a n o h i t o t a tɕ i
296		k u tɕ i b i r u		k u t i b i r o	k u tɕ i b i r u		k u tɕ i b e r o	k u tɕ i b e r a		k u tɕ i b i r u
287	h a g i	h a g i				k a r a p a dz ɨ				
286								m u k oː z u n e	h w i ɕ a	
86			s iː b o							s i pː o
32				j o k e	j oː k e					
39			h u t e	h u t o i			ɸ u t eː			
183		h i	h i	h i	h iː		ɸ i	h i	h w iː	h i
158					a ŋ e r u					a ŋ e r u
1	w a ɴ	w a r e				b a n			w a ɴ	
80		t a m a g o	t a m a g o	t a m a g o	t a m a ŋ o		t a m a ŋ o	t a m a g o		t a m a ŋ o
290			t e		t eː				t iː	
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
437					k o w a ŋ a r u					k o w a ŋ a r u
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
58		s a k a n a			s a k a n a					s a k a n a
12				a s i r aː	w a t e r a					w a t a s i t a tɕ i
13			o i d o ɴ				o r a r a	o r a tɕ i		
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
451		h o k o r i		h o k o r i	h o k o r i	p u k i	h o k e	h o k o r i	h u k ui	h o k o r i
255		tɕ iː t o					tɕ iː t o			
261		s o r a		s o r a						s o r a
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
122				t a b e r u	t a b e r u					t a b e r u
10	ʔʲ a					vː a			ʔʲ aː	
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
159				j a r u			j a r u	j a r u		
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
224					a ɴ t a r a					a ɴ t a t a tɕ i
72		n i k u	n i	n i k u	n i k u		n i k u	n i k u		n i k u
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
457					n a w a			n a w a		
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
88	h i g i					pˢ ɨ g i				
45							k o m eː		g u m a s a ɴ	
