COGID	Albanian	English	French	German	Latin
560-1	k ə ə				
438-1	f ə r				
1222-1	n				
353-1	p e e e				
201-1	s ð n o				
20-1	s j n				
503-1	p e ə n				
957-1	g n				
728-1	l j				
244-1	n m e				
289-1	n o ł				
911-1	d e r r e				
724-1	t ə r				
145-1	c i				
992-1	g				
1181-1	k i n o				
741-1	p m k				
1150-1	g j ə v i				
585-1	d t				
814-1	j u r r				
916-1	d o				
1079-1	j e j r				
630-1	m n i ʃ				
343-1	j i a				
560-2		s ɪ m			
438-2		s r i			
1222-2		m ai k			
353-2		s ʊ s θ			
201-2		s ɪ n o			
20-2		s ɪ u r θ			
503-2		p ʊ au n			
957-2		g n			
728-2		s a n			
244-2		θ ɪ m a			
289-2		s o ɪi d			
911-2		s a i			
724-2		g r ð			
145-2		p ɪ ai			
992-2		s a			
706-2		s t ʊ			
106-2		p a d ə			
741-2		s i s			
421-2		b ɪi ʊ s			
227-2		p ʊ ɪi			
920-2		h ɪ r θ			
1083-2		h ɑ r θ			
1066-2		w ɪ			
1125-2		g n n			
1197-2		s a d ə			
473-2		s t au h			
284-2		θ a s			
661-2		j n			
701-2		r o i			
315-2		s a t			
1169-2		s i ɪi			
1150-2		s ɪ r m			
982-2		s i ɪi			
987-2		s ə			
1055-2		s t w u n			
1130-2		s p u			
433-2		s ʊ ɪi			
625-2		s ɪ v			
1186-2		s ɪ n			
416-2		s			
1233-2		s ɪ n d			
884-2		s i r			
1016-2		p s ə θ p s			
952-2		p			
78-2		b l a r			
514-2		j r i n			
116-2		s s			
188-2		p ɪ r n o			
745-2		p ɪ θ r r			
1100-2		g r i ɪi d			
47-2		g m s ɪ n			
111-2		s au s o			
1061-2		s a s t			
24-2		θ ɪ n d			
232-2		n ə n			
671-2		r i m t			
560-3			s ɑ̃ t i		
438-3			g r		
1222-3			s v		
353-3			p u s e		
201-3			p ɑ̃ n		
20-3			k a r i		
503-3			p u r		
957-3			n n		
728-3			l a t		
244-3			n ɥ n		
289-3			n ɛ s		
911-3			p i ɛ̃ i		
724-3			f r		
145-3			k u z		
992-3			k		
1181-3			s ɑ̃ n e		
706-3			u n		
106-3			p u s r r		
741-3			p ø ʃ		
421-3			f l u s ɛ		
227-3			p u		
920-3			k g r u		
1083-3			k r n		
1066-3			m		
1125-3			g ɑ̃ t		
1197-3			m e u r r		
473-3			n e i		
284-3			n ɥ s e		
661-3			n n		
701-3			r u ɛ i		
315-3			p t i		
1169-3			s ɛ l o		
1150-3			s ʃ r r		
982-3			s s d		
987-3			n		
1055-3			t ɛ̃ ø o		
1130-3			s ɥ g		
433-3			s ɛ l e		
585-3			f e		
625-3			d j ʃ		
1186-3			g ɑ̃ n		
814-3			a r r t		
416-3			g z		
1233-3			a ɑ̃ t		
884-3			v ɑ̃ r s		
916-3			s		
1016-3			ɛ̃ t s e l		
952-3			w		
514-3			p ʒ r		
1079-3			f r r z		
1100-3			p r i ɛ e		
47-3			ɛ̃ l j		
111-3			l a k		
1061-3			m ɔ t e		
1155-3			k s l		
343-3			v j ɛ r		
671-3			p u r e		
560-4				ʃ eː b d	
438-4				i r	
1222-4				m i k	
353-4				f au ʃ s	
201-4				f ai n	
20-4				z au ts	
503-4				f au au n	
957-4				g n	
728-4				ʃ uː n	
244-4				n e m	
289-4				n uː s	
911-4				r yː iː h	
724-4				d r a t	
145-4				h oː s	
992-4				h eː	
1181-4				h au n eː	
706-4				ai h	
106-4				f au r a	
421-4				f l au eː r	
227-4				f au t	
920-4				h ai r	
1083-4				h au r n	
1066-4				v i	
1125-4				ai y n	
1197-4				ʃ eː t a	
473-4				n uː i k	
284-4				n eː k	
661-4				v ə	
701-4				r au l	
315-4				r a n	
1169-4				ʃ a l t	
1150-4				ʃ au ə r	
982-4				z eː u ts	
987-4				ʃ y ai	
1055-4				ʃ t v r	
1130-4				ʃ l iː s	
433-4				ʃ a l	
585-4				z s	
625-4				ʃ eː n	
1186-4				ʃ y n d	
814-4				iː r au	
416-4				h ai s	
1233-4				aː y n d	
884-4				ʃ eː r m	
78-4				b l eː	
514-4				b ə r n	
116-4				ʃ t	
188-4				f au eː s	
745-4				f aː n eː r	
1100-4				f r r iː	
630-4				n e uː au l t	
1155-4				h au k	
24-4				n y s	
232-4				n au n	
671-4				r ai s ts	
560-5					s w t u
438-5					f r u
1222-5					s i i
353-5					p m l i a
201-5					s u n a u
20-5					k a e r d
503-5					p u aː u
957-5					n n u
728-5					s u o
244-5					n m m u
289-5					n u l
911-5					s r t iː
724-5					f e iː e
145-5					i uː n
992-5					k aː
1181-5					k ae t n
706-5					i i u
106-5					p oː r r t
741-5					p uː lː
421-5					f l u l i
227-5					p u t u
920-5					k r iː u
1083-5					k b r n u
1066-5					g o
1125-5					k n n u
1197-5					m a t r t
473-5					n u u i l
284-5					n u s u
661-5					aː t
701-5					r aː t iː
315-5					r e n t
1169-5					s e l t u
982-5					s e oː e
987-5					s uː u
1055-5					s t t r eː a
1130-5					s u e u
433-5					s aː l u i i
585-5					f t
625-5					s u b u
1186-5					g n u
814-5					m r e l
416-5					k au t i
1233-5					t e n t
884-5					w aː r p u
916-5					k
1016-5					a n u l a l a
952-5					w t u
78-5					u iː w s a
1079-5					p t w
116-5					m t u
188-5					p m iː a
745-5					s eː r t iː
47-5					k m uː n d n
111-5					l g s u
1061-5					m a n t aː n u
630-5					m e i o
1155-5					k u l s i
24-5					n o u a
232-5					n e n a
343-5					w i i l i n
