COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
635	a t a			a t a				
582	p u r tʃ i			p u r tʃ i				
2607		tʃ i k p a	tʃ i k p a			tʃ i k p a		tʃ i k p a
774		tʃ i n a ŋ	tʃ i n a ŋ			tʃ i n a ŋ		tʃ i n a ŋ
2238	ŋ a r l a	ŋ a r ʃ u	ŋ a r b o	ŋ a r tʃʰ a m	ŋ a r e n	ŋ a r ʃ u	ŋ a r kʰ e n	ŋ a r b a n
1648						ɾ i t a ŋ p u		ɾ i t a ŋ p u
2266		g ɾ a n tʃ u			g ɾ a kʰ e n	g r a k a n	g ɾ a kʰ e n	
1415	ɾ a	ɾ a	ɾ a		ɾ a	ɾ a	ɾ a	ɾ a
2173		b i n tʃ u		b i n tʃʰ a m				
1040	pʰ u i b u			pʰ o i b u				
1906	u ɲ u	u ɲ u m o		u ɲ u		u ɲ u		
2092		l e m	tʃ a m l e m b o		l e m b o	l e m b o		
229	kʰ a	kʰ a	kʰ a	kʰ a	kʰ a	kʰ a		kʰ a
1280	i ŋ s a ŋ	dʒ i ŋ z a ŋ	dʒ i ŋ z a ŋ		s i n tʃ a ŋ	dʒ i ŋ z a ŋ	z i ŋ tʃ a n	dʒ i n s a n
2387		g ɾ o w a n			g ɾ o w a n	g ɾ o g a n		d r o g a n p a
2588		kʰ u	kʰ u		kʰ u	kʰ u	kʰ u	
936		tʰ o ŋ	tʰ o ŋ		t o ŋ	kʰ a t o ŋ		
493			ɾ i d o n	ɾ i d o n	ɾ i d o n	ɾ i d o n	ɾ i d o n	
1751	b u ʃ i l a	b u ʃ i l a	b u ʃ i l a	b u ʃ i l a	b u tʃ i l a	b u ʃ i l a	b u tʃ i l a	p u tʃʰ l a
655		s a tʃ i l a	s a tʃ i l a		s a tʃ i l a	s a tʃ i l a	s e tʃ i l a	
699	d o ŋ p a	d o ŋ p a	d o ŋ p a	d o ŋ p a	d o ŋ p a	d o ŋ p a	d o ŋ p a	
990		tʃ o tʃ o			tʃ o tʃ o	tʃ o tʃ o	tʃ o tʃ o	tʃ o
1968	t o ŋ t a	t o ŋ t a tʰ u ɾ	t o ŋ t a tʰ u ɾ	t o ŋ t r a	t o ŋ t a	t o ŋ t a tʰ u ɾ	t o ŋ t a	t o ŋ t a
1707	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a ŋ	m o ŋ n a m	m o ŋ n a ŋ
89	k a ŋ p o	g a ŋ p u	g a ŋ p u	g a ŋ p u	g a ŋ p u	k a ŋ p u	g a ŋ p u	
2443	tʃʰ i k p o		tʰ i k b o	tʰ i g tʃʰ a m				tʰ i k p a n
454			kʰ u r l a	k u r b a n		kʰ u r l a		
2452	n u ŋ k a l a	n o ŋ kʰ u			n o ŋ kʰ ə n	n o ŋ kʰ u	n o ŋ tʃ u kʰ ə n	
2605	ɾ e d̪ a ŋ			pʰ a i ɾ e d̪ a ŋ				
1663	z u m	z u m	z u m	z u m	z u m	z u m	z u m	z u m
962	s e m				s e m			s e m
1805	h a s o k l a							kʰ a s o
728	tʰ a ŋ p u							tʰ a ŋ p u
1576		g o ŋ ɾ i			g o ŋ ɾ i	ɾ i g o ŋ ɾ i		
2256	pʰ u l o	pʰ u l o	pʰ u l o		u kʰ e n		pʰ u a kʰ e n	pʰ u l a n
1832	k a r m a	k a r m a	k a r m a	k a r m a	k a r m a	k a r m a	k a r m a	k a r m a
2338	ɲ o ɾ l a	ɲ u r tʃ u				j u r tʃ u	ɲ u r kʰ ə n	
1089		j o m l o k p a ts o k			j o m l o k p a ts o k		j o m l o k p a ts o k	
2608					j a m l o k		j a m l o k	
2535	ʃ a	ʃ a h	ɕ j a	ɕ a	ʃ a	ɕ a	ʃ a	ʃ a
1594		pʰ e i tʰ u ŋ			pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ	pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ
1112					t a ŋ l e m		t a ŋ l e m kʰ e n	
965				tʰ i ŋ l o m			tʰ i ŋ l o m	
2348		l a ŋ tʃ o i	l a ŋ tʃ e			l a ŋ tʃ o i		
1521		tʃʰ u	tʃʰ u		tʃʰ u	tʃʰ u	tʃʰ u	tʃʰ u
2784			z i	z i		z i		z i
1770		tʃ j a ŋ			o tʃ a n			
2163	ŋ a t̪ k a		ŋ a t a ɲ dʒ i			ŋ a t̪ a k a n		ŋ a t p a n
453	tʃ a ŋ p u	tʃʰ a ŋ p u		tʃʰ a ŋ p u	tʃ a ŋ p u		tʃ a ŋ p u	tʃ a ŋ p u
1307		t̪ʰ e p z a	t̪ʰ e p z a	k e p k a	t e p k a	t e p k a	t e p k a	k e p k a
2719	ɾ i d i	ɾ i d i	ɾ i d i	ɾ i d i	ɾ i d i	ɾ i d i	ɾ i d i	ɾ i d i
1548		pʰ e l u tʃ o k			pʰ e l u tʃ o k	pʰ e l u tʃ o k		
2560	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ
266	j i			j i				
1852		kʰ o m tʰ e ɾ a ŋ	kʰ o m d̪ a ɾ a ŋ		kʰ o m d̪ a ɾ a ŋ	kʰ o m tʰ e ɾ a ŋ	kʰ o m d i r a ŋ	
2358			ʔ i w o			ʔ i w o		
1734	z i m u		z i m b u	z i m u	z e m b u	z i m b u	z i m b u	
2756	tʃ e r b u	s e r b u	s e r b u	s e r b u	s e r u	s e r b u	s e r u	s e r b u
865						z a s	z a s	
19	n a i b a	n a ʃ i b a k		n a i b a	n a ʃ i	n a ʃ i	n a ʃ t i b a	n a ʃ i b a k
74				n a n	n a n			
1880					j o ŋ j o ŋ		j o ŋ j o ŋ	
66			z a m i ŋ			z a m i n		z a m i n z i m b u
2277			ŋ j e w o			ŋ j e w o		
2646		h a ŋ j a				h a ŋ j a		
1680	kʰ a n d i	kʰ a n d a		kʰ a n t i	kʰ a n d a	kʰ a n d a	kʰ a n tʰ u r	kʰ a n d a
329		tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n		tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n	
2492		ʃ e ʃ u				ʃ e ʃ u		
2007		b u	b u ʃ u		b u ʃ u	b u a t̪ a	b u a t̪ a	
2166					g r a n dʒ a m e kʰ e n		g r a ŋ g i m e kʰ e n	
1761					s a ʔ	s a h̥		
2526	l e	l e h̥	l e	l e	l e	l e	l e	l e
116	tʰ u l u	tʰ u l i	tʰ u l i	tʰ u l u		tʰ u l i		tʰ u l i
2140					dʒ a kʰ ə n		dʒ a kʰ ə n	
2006	s e m tʃ e n							s e m tʃ e n
1575	ɾ i j a m a			ɾ i j a m a				
1049	b u		b u	b u	b u	b u	b u	b u
1244	t r o ŋ tʃ u m	k u ɾ o ŋ tʃ u ŋ b u	k u ɾ o ŋ tʃ u ŋ b u	t r o ŋ tʃ u m	k r o ŋ tʃ u ŋ		k r o ŋ tʃ u ŋ	
1486	p a s a g o ŋ			p a s a g o m				
2416						z i k a n		z i g p a n
1815		b r o ŋ b u	b u ŋ p u		a t ə r o ŋ b a	b ă ɾ o ŋ b a	a t ə r o ŋ b a	
2737	ɲ i z o k a	ŋ i z a	ŋ i z a		n i z a	ŋ i z a	ɲ i dʒ a	
1584	g a ɾ i l a m	g a ɾ i l a m			g a ɾ i l a m	g a ɾ i l a m		g a ɾ i l a m
2710			n ĭ z i	n ĭ z i		ŋ i z i		n ĭ z i
2158					p i r kʰ ə n		p i r kʰ ə n	
1264				z o ɾ				z o ɾ
257	tʰ a ŋ a	tʰ a ŋ a	tʰ a ŋ a	pʰ a ŋ a	tʰ a ŋ a	tʰ a ŋ a		tʰ a ŋ a
591		n e g a ŋ	n e g a ŋ		n e g a ŋ	n e j a g a ŋ	n e g a ŋ	
2209	b i t i ŋ p i n l a	b i t i ŋ p e w o	b i t i ŋ p e w o	b i t i ŋ pʰ i tʃʰ a m	b i t i ŋ p æ kʰ ə n	p i t i ŋ		
