COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
342	j u k i	j u k i	j ui	j u k i	j u k i	j u ts ɨ	e k i	j u k i	j u tɕ i	j u k i
346	k u r a s a r i	k u r a kʲ a	k ui r e	k u r a i	k u r a i	fː a	k u r eː	k u r a i	k u r a s a ɴ	k u r a i
15	ʔ a r ɨ		a iː	a r e	a r e		a r e	a r e	ʔ a r i	a r e
233	ʔ a ɴ tɕ u ɴ x j a		a iː d o ɴ	a n o h i t o t a t i	a n o h i t o j a r a		a e r a	a n o h i t o t a tɕ i	ʔ a tː aː	a n o h i t o t a tɕ i
262	h i r u h i ɴ m a	h i r u m a	h i j i	h i r u m a	h i r u m a		ɸ i r u	h i r u m a	h w i r u	h i r u m a
173	ʔ i s i	i s i	iː ɕ	i s i	i s i	i s ɨ	e s i	i s i	ʔ i s i	i s i
360	ʔ i kː j a s a r i								ʔ i ɴ ts a s a ɴ	
-107			h iː z a				ɸ u z a			
155	i r u r i	i t e							i ts oː n	
430	h a x u r i	h a k u	h a	h a k u	h a k u	p a f u	h a k u	h a k u	h a ts u ɴ	h a k u
130	mʲ uː r i		m i	m i r u	m i r u	m iː ɭ	m i r u	m i r u		m i r u
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
258	ʔ i k i r a s a r i								ʔ i k i r a s a ɴ	
123			k uː				k uː	k uː		
361	ʔ u b u s a r i	o m o kʲ a	o i m i	o m o t a i	o m o t a i	i v u	o m eː	o m o i	ʔ ɴ b u s a ɴ	o m o i
78		a b u r a n i k u	a b u r a m i	a b u r a	a b u r a	a vː a	a b u r a	a b u r a n i k u		a b u r a m i
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
122				t a b e r u	t a b e r u					t a b e r u
23	ʔ a r a ɴ					a r a ŋ				
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
215		j o kː j a	j o k a							
195	k u r u s a r i	k u r o kʲ a	k u r e	k u r o i	k u r o i	f u	k u r eː	k u r o i	k u r u s a ɴ	k u r o i
253	j uː ts ɨ	j o tsː u	j o i	j o tː u	j o tsː u	j uː ts ɨ	j o tsː u	j o tsː u	j uː ɕ i	j o tsː u
403		h oː r u		h oː r u	h o r u					
85	z u b u					dz uː			z uː	
307		m i	m iː	m i	m iː		m i	m i		m i
188	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a		j a m a
355					g o ts ui	u d a				
276	ʔ a r a u r i	a r a u	a i r u	a r a u	a r a u	a r a u	a r a o	a r a u	ʔ a r a j u ɴ	a r a u
446	ɕ aː tɕ i	s i t a	s i t e	s i t a	s i t a e	s ɨ t aː r a	s i t a	s i t a	s i ts a ɴ k a i	s i t a e
81	x o g a								k uː g a	
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
426		k a m a r u		k a m u						
432			s u i u		s uː		s uː	s uː		s uː
414	h u r u r i	h o r u	h o	h o r u	h o r u	p u ɭ	h o r u	h o r u	h u j u ɴ	h o r u
244	x u m a					k o m a n			k u m a	
192		a o kʲ a	a o	a o i	a o i	a u	a w eː	a o i		a o i
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
2				a s i	w a t e					w a t a s i
251	b i tɕ i n a								b i ɕ i n u	
261		s o r a		s o r a						s o r a
406		n a g u r u						n a g u r u		n a ŋ u r u
194	s i r u s a r i	s i r o kʲ a	s i r e	s i r o i	s i r o i	sː u	s i r eː	s i r o i	s i r u s a ɴ	s i r o i
119	k i m o	k i m o	k i m o	k i m o	k i m o	ts ɨ m u		k i m o	tɕ i m u	k i m o
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
455	ʔ i k i tɕ u r i	i k i t e	i k iː tɕː o	i k i tʲ uː	i k i t e r u		e k e tɕ o r u	i k i t o r u	ʔ i tɕ i ts oː ɴ	i k i t e r u
221	n aː	n a m i a	n a i	n a	n aː	n aː	n a	n a m a	n aː	n a m a e
-136				n e r u	n e r u		n e r u	n e b u r u		
267	n a g a r e r u r i	n a g a r e r u	n a g a r u	n a g a r e r u	n a ŋ a r e r u	n a g a r i ɭ	n a g a r e r u	n a g a r e r u	n a g a r i j u ɴ	n a ŋ a r e r u
53			o t o k o	o t o k o	o t o k o		o t o k o	o t o k o		o t o k o
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
5					a ɴ t a					a n a t a
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
354	ʔ a tɕ i ɕ a r i	a ts u kʲ a	a i tɕ i	a t ui			a tɕ iː	a ts ui	ʔ a ɕ i s a ɴ	a ts ui
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
458	θ u s i	t o s i	t o ɕ	t o s i	t o s i	t u s ɨ	t o s i	t o s i	t u s i	t o s i
347	k i r u r i	k i r u	k i t	k i r u	k i r u	ts ɨː ts ɨː	k i r u	k i r u	tɕ i j u ɴ	k i r u
376	w a r u s a r i	w a r u kʲ a	w a r i		w a r ui		w a r iː	w a r ui	w a sː a ɴ	w a r ui
252	m iː ts ɨ	m i tsː u	m i	m i tː u	m i tsː u	m iː ts ɨ	m i tsː u	m i tsː u	m iː ɕ i	m i tsː u
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
394	h i dʑ a r i	h i d a r i	h i d a i	h i d a r i	h i d a r i	p ɨ d a ɭ	ɸ u d a r i	h i d a r i	h w i z a i	h i d a r i
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
449					dʑ u k u s i t a					dʑ u k u s i t a
72		n i k u	n i	n i k u	n i k u		n i k u	n i k u		n i k u
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
296		k u tɕ i b i r u		k u t i b i r o	k u tɕ i b i r u		k u tɕ i b e r o	k u tɕ i b e r a		k u tɕ i b i r u
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
235	x j a s i		i k e ɴ						ts aː	
456	ts ɨ n a	ts u n a	ts u n a	t u n a		ts ɨ n a	ts u n a		ɕ i n a	ts u n a
206						m t i			m iː	
457					n a w a			n a w a		
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
350	s e b a s a r i	s e b a kʲ a	s e m e	s e b a i	s e b a i		s e m eː	s e m a i	ʃ i b a s a ɴ	s e m a i
86			s iː b o							s i pː o
183		h i	h i	h i	h iː		ɸ i	h i	h w iː	h i
204		i pː i a	pː e	i pː a i	i pː a i		e pː eː	i pː a i		i pː a i
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
13			o i d o ɴ				o r a r a	o r a tɕ i		
424	o θ a u r i	u t o u	ui t o	u t a u	u t a u		o t a o	u t a u	ʔ u t a j u ɴ	u t a u
239	ʔ i ts ɨ	i ts u	iː	i t u	i ts u	i ts ɨ	e ts u	i ts u	ʔ i ɕ i	i ts u
331	u θ u					b u t u		o tː o	u t u	
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
313	n a ɴ θ ɨ	d e	d e	d e	d e		d e	d e	u t i	d e
442	s e m e ts ɨ k ɨ r u r i	s i m e ts u k e r u	s i m e ts u k u	s i m e r u		ʃ i m i ɭ	s i m e r u	s i m e ts u k e r u	s i m i j u ɴ	s i m e ts u k e r u
170	m ɨ z ɨ	m i z u	m iː	m i d u	m i z u	m i dz ɨ	m e z u	m i z u	m i dʒ i	m i z u
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
396	h u r u s a r i	h u r u s i kʲ a	ɸ u r i	h u r ui	h u r ui		ɸ u r iː	h u r u s iː	h u r u s a ɴ	h u r ui
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
185	h w e	h i a	h e i	h a i	h a i	p a z ɨ	ɸ eː	h a i	h w eː	h a i
117				k i m o					tɕ i m u	
12				a s i r aː	w a t e r a					w a t a s i t a tɕ i
159				j a r u			j a r u	j a r u		
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
289		u d e		u d e		u d i	o d e	u d e		u d e
62	ʔ i ɴ		i ɴ	i n u	i n u	i n	e n o	i n u	ʔ i ɴ	i n u
49	o n a g u	o ɴ n a g o	o n a g o	o n a g o	o n a ŋ o			o ɴ n a	w i n a g u	o ɴ n a
32				j o k e	j oː k e					
314		m o s i	m o ɕ i k a		m o s i	m u s ɨ	m o s i	m o s i	m u s i	m o s i
427							k a ŋ u	k a g u		k a ŋ u
96	m ɨː		m e	m e	m eː	m iː	m e	m e	m iː	m e
435	h u k u r i	h u k u	h u	h u k u	h u k u	fː u	ɸ u k u	h u k u	h u ts u ɴ	h u k u
254	ʔ i ts ɨ ts ɨ	i ts u ts u	i ts u	i t u t u	i ts u ts u	i ts ɨ ts ɨ	e ts u ts u	i ts u ts u	ʔ i ɕ i ɕ i	i ts u ts u
124	x a m u r i								k a n u ɴ	
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
167	θ e d a					t i d a			t iː d a	
90		ts u b u r i							ɕ i b u r u	
348	h i r u s a r i	h i r o kʲ a	h i r e	h i r o i	h i r o i	pˢ ɨ s u	ɸ u r eː	h i r o i	h w i r u s a ɴ	h i r o i
171		k u a	k a i w a	k a w a	k a w a	k aː	k a w a	k a w a	k aː r a	k a w a
306	n a r i					n a ɭ			n a i	
186	m eː r u r i	m i e r u	m o i j u	m o e r u	m o e r u	m ui ɭ	m o e r u	m o e r u	m eː j u ɴ	m o e r u
447	ʔ w ɨː tɕ i	w e	u eː	u e	u eː	w aː r a	e w e	u e	ʔ w iː ɴ k a i	u eː
89		k iː	k e i	k e	k eː		k e	k e	k iː	k e
340	m a ɕ u					m aː s o			m aː ɕ u	
387				eː	eː		eː			iː
21	n uː					n a u			n uː	
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
255		tɕ iː t o					tɕ iː t o			
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
248	ʔ a m a								ʔ a m a	
309	k u s a	k u s a	k u s a	k u s a	k u s a	f u s a	k u s a	k u s a	k u s a	k u s a
203			s a m i		s a b ui		s a b iː	s a m ui		s a m ui
268	ʔ u m i	u m i	u ɴ	u m i	u m i	i m	o m i	u m i	ʔ u m i	u m i
379	k u s a r e θ a	k u s a r u a	k e sː a r e t a	k u s a tː a	k u s a tː a	f u s a r i t a m	k u s a tː a	k u s a tː a	k u tsː oː r u	k u s a tː a
161	ʔʲ u r i	j u	j u i u	j uː	j uː		e o	j uː	ʔʲ u ɴ	j uː
101	h w a		h a	h a	h aː	p aː	ɸ a	h a	h aː	h a
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
280	n a g a m u ɴ								n a g a m u ɴ	
191	ʔ oː s a r i								ʔ oː s a ɴ	
114	k u b i	k u b i	k ui	k u b i	k u b i		k u b i	k u b i	k u b i	k u b i
288			a ɕ	a s i	a s i		a s i			a s i
415	m u s u b u r i	m u s u b u		m u s u b u	m u s u b u		m o s u b u	m u s u b u	m u s u b u ɴ	m u s u b u
38					oː k iː	u k u		oː k iː		oː k iː
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
423	x a ɴ g e r u r i	k a ɴ g i a r u	k a ɴ g u	k a ɴ g a e r u	k a ɴ ŋ a e r u	k a ŋ g a i ɭ	k a ɴ ŋ a e r u	k a ɴ g a e r u	k a ɴ g eː j u ɴ	k a ɴ ŋ a e r u
22		n a kː j a	n a k a	n a i	n a i		n eː	n a i	n eː ɴ	n a i
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
305	tɕ i	tɕ i	tɕ i tɕ i	t i t i	tɕ i tɕ i	ts ɨː	tɕ i	tɕ i tɕ i	tɕ iː	o tɕ i tɕ i
138	s i mʲ u r i		s iː ɴ	s i n u r u	s i n u	s ɨ n	s i n o r u	s i n u	s i n u ɴ	s i n u
104		a s i	a ɕ	a s i	a s i		a s i	a s i		a s i
351	θ uː s a r i	t oː kʲ a	t o j e	t oː i	t o i	t uː	t o w eː	t oː k ui	t uː s a ɴ	t oː i
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
207		a t a r a s i kʲ a					a t a r a s i	a t a r a s iː		a t a r a s iː
386						m a tː oː β u			m a tː oː b a	
230	ʔ a ɴ tɕ u		a iː	a n o h i t o	a n o h i t o		a r e	a n o h i t o	ʔ a n u tsː u	a n o h i t o
345	w a r a b ɨ					j a r a b i			w a r a b i	
250		h o k u a	h o k a ɴ	h o k a n o	h o k a n o	p u k a n u	h o k a n o	h o k a n o ɴ		h o k a n o
433	s i b u r u r i								ʃ i p u j u ɴ	
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
118	s i ɴ d o	s i ɴ z oː	s i ɴ i z oː		s i ɴ z oː		s i ɴ z oː	s i ɴ z oː		s i ɴ z oː
308	h a n a	h a n a	h a n a	h a n a	h a n a	p a n a	h a n a	h a n a	h a n a	h a n a
420	ʔ u θ ɨ r u r i	o t e r u	o ts u		o tɕ i r u	u t i ɭ	o tɕ i r u	o tɕ i r u	ʔ u t i j u ɴ	o kː o tɕ i r u
134	s i tɕ u r i		s i j i tɕ o	s i tː j uː	s i tː e r u	s ɨː	s i tɕː o r u	s i tː o r u	s i tsː oː ɴ	s i tː e r u
265							m o j a	m o j a		
413	ts ɨ k i s a s u r i	ts u tɕː a s u	ts u iː s a	t u k i s a s u	ts u k i s a s u	ts ɨ f u	s a s u	ts u k i s a s u	ɕ i tɕ i k u dʑ i j u ɴ	ts u k i s a s u
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
193	k iː s a r i	k iː r o kʲ a	k iː	k iː r o i	k iː r o i	ts ɨː r u	k iː r o	k iː r o i	tɕ iː r u	k iː r o i
39			h u t e	h u t o i			ɸ u t eː			
352	tɕ i kʲ a s a r i	tɕ i k a kʲ a	tɕ i k e	t i k a i	tɕ i k a i		tɕ i k eː	tɕ i k a i	tɕ i ts a s a ɴ	tɕ i k a i
24		m i ɴ n a		m i ɴ n a	m i ɴ n a	mː n a	ɴː n a	m i ɴ n a	ɴ n a	m i ɴ n a
286								m u k oː z u n e	h w i ɕ a	
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
146	ʔ a kː u r i		a j u ɴ	a r u k u	a r u k u	a ɭ ɨ f u	a r u k u	a r u k u	ʔ a tsː u ɴ	a r u k u
178	m i tɕ a					m t a			ɴ ts a	
304	ts ɨ z ɨ	ts u d a k i	ts u b a	t u b a	ts u b a	ts ɨ ts ɨ	ts u b a k e	ts u b a k i	ɕ i ɴ p eː	ts u b a
400	h i pː a r u r i	h i pː a r u	h i pː a	h i pː a r u	h i pː a r u	p i k a u	ɕ a b a r u	h i pː a r u	h w i ts u ɴ	h i pː a r u
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
-260	θ ɨ ɴ		t e i ɴ		t e ɴ	t i n	t e ɴ	t e ɴ dʑ i k u	t i ɴ	
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
224					a ɴ t a r a					a ɴ t a t a tɕ i
34	ɕ o g o ɕ a ɴ					u k aː ʃ a				
269	ʔ i x i	i k e		i k e			e k e	i k e		
190	h aː s a r i	a k a kʲ a	a i k e	a k a i	a k a i	a k a	a k eː	a k a i	ʔ a k a s a ɴ	a k a i
182	x ɨ b u s i		k e i m ui	k e m u r i	k e m u r i	k i β u s ɨ	k e m o r i	k e m u r i	k i b u s i	k e m u
383	n a b i r o s a r i					n a b ɭ ɨː				
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
1	w a ɴ	w a r e				b a n			w a ɴ	
290			t e		t eː				t iː	
437					k o w a ŋ a r u					k o w a ŋ a r u
80		t a m a g o	t a m a g o	t a m a g o	t a m a ŋ o		t a m a ŋ o	t a m a g o		t a m a ŋ o
399	s ɨ r u r i								ʃ i j u ɴ	
75		k u a b e	k a w a	k a w a	k a w a	k aː	k a w a	k a w a	k aː	k a w a
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
58		s a k a n a			s a k a n a					s a k a n a
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
310	θ u	t o	t o	t o	t o	t u	t o	t o	t u	t o
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
56	tɕ u	h i t o	h iː t o	h i t o	h i t o	p ɨ t u	ɸ u t o		tsː u	h i t o
298	x ɨ ɴ x o	k e g u a	k e g a i w a	k e g a w a	k e ŋ a w a		k e ŋ a w a	k e g a w a		k e ŋ a w a
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
142	θ u b u r i		t o i	t o b u	t o b u		t o b u		t u b u ɴ	t o b u
