index	index_p	rindex	rindex_p	cogid	id_AntangWesternSandong	segment_AntangWesternSandong	segment_AntangWesternSandong_L1	segment_AntangWesternSandong_L2	segment_AntangWesternSandong_L3	segment_AntangWesternSandong_R1	segment_AntangWesternSandong_R2	segment_AntangWesternSandong_R3	SC_AntangWesternSandong	SC_AntangWesternSandong_L1	SC_AntangWesternSandong_L2	SC_AntangWesternSandong_L3	SC_AntangWesternSandong_R1	SC_AntangWesternSandong_R2	SC_AntangWesternSandong_R3	PROSODY_AntangWesternSandong	PROSODY_AntangWesternSandong_L1	PROSODY_AntangWesternSandong_L2	PROSODY_AntangWesternSandong_L3	PROSODY_AntangWesternSandong_R1	PROSODY_AntangWesternSandong_R2	PROSODY_AntangWesternSandong_R3	id_BanliangYangAn	segment_BanliangYangAn	segment_BanliangYangAn_L1	segment_BanliangYangAn_L2	segment_BanliangYangAn_L3	segment_BanliangYangAn_R1	segment_BanliangYangAn_R2	segment_BanliangYangAn_R3	SC_BanliangYangAn	SC_BanliangYangAn_L1	SC_BanliangYangAn_L2	SC_BanliangYangAn_L3	SC_BanliangYangAn_R1	SC_BanliangYangAn_R2	SC_BanliangYangAn_R3	PROSODY_BanliangYangAn	PROSODY_BanliangYangAn_L1	PROSODY_BanliangYangAn_L2	PROSODY_BanliangYangAn_L3	PROSODY_BanliangYangAn_R1	PROSODY_BanliangYangAn_R2	PROSODY_BanliangYangAn_R3	id_DujiangEasternSandong	segment_DujiangEasternSandong	segment_DujiangEasternSandong_L1	segment_DujiangEasternSandong_L2	segment_DujiangEasternSandong_L3	segment_DujiangEasternSandong_R1	segment_DujiangEasternSandong_R2	segment_DujiangEasternSandong_R3	SC_DujiangEasternSandong	SC_DujiangEasternSandong_L1	SC_DujiangEasternSandong_L2	SC_DujiangEasternSandong_L3	SC_DujiangEasternSandong_R1	SC_DujiangEasternSandong_R2	SC_DujiangEasternSandong_R3	PROSODY_DujiangEasternSandong	PROSODY_DujiangEasternSandong_L1	PROSODY_DujiangEasternSandong_L2	PROSODY_DujiangEasternSandong_L3	PROSODY_DujiangEasternSandong_R1	PROSODY_DujiangEasternSandong_R2	PROSODY_DujiangEasternSandong_R3	id_JiaoliPandong	segment_JiaoliPandong	segment_JiaoliPandong_L1	segment_JiaoliPandong_L2	segment_JiaoliPandong_L3	segment_JiaoliPandong_R1	segment_JiaoliPandong_R2	segment_JiaoliPandong_R3	SC_JiaoliPandong	SC_JiaoliPandong_L1	SC_JiaoliPandong_L2	SC_JiaoliPandong_L3	SC_JiaoliPandong_R1	SC_JiaoliPandong_R2	SC_JiaoliPandong_R3	PROSODY_JiaoliPandong	PROSODY_JiaoliPandong_L1	PROSODY_JiaoliPandong_L2	PROSODY_JiaoliPandong_L3	PROSODY_JiaoliPandong_R1	PROSODY_JiaoliPandong_R2	PROSODY_JiaoliPandong_R3	id_JiarongSouthernSandong	segment_JiarongSouthernSandong	segment_JiarongSouthernSandong_L1	segment_JiarongSouthernSandong_L2	segment_JiarongSouthernSandong_L3	segment_JiarongSouthernSandong_R1	segment_JiarongSouthernSandong_R2	segment_JiarongSouthernSandong_R3	SC_JiarongSouthernSandong	SC_JiarongSouthernSandong_L1	SC_JiarongSouthernSandong_L2	SC_JiarongSouthernSandong_L3	SC_JiarongSouthernSandong_R1	SC_JiarongSouthernSandong_R2	SC_JiarongSouthernSandong_R3	PROSODY_JiarongSouthernSandong	PROSODY_JiarongSouthernSandong_L1	PROSODY_JiarongSouthernSandong_L2	PROSODY_JiarongSouthernSandong_L3	PROSODY_JiarongSouthernSandong_R1	PROSODY_JiarongSouthernSandong_R2	PROSODY_JiarongSouthernSandong_R3	id_JiuqianSouthernSandong	segment_JiuqianSouthernSandong	segment_JiuqianSouthernSandong_L1	segment_JiuqianSouthernSandong_L2	segment_JiuqianSouthernSandong_L3	segment_JiuqianSouthernSandong_R1	segment_JiuqianSouthernSandong_R2	segment_JiuqianSouthernSandong_R3	SC_JiuqianSouthernSandong	SC_JiuqianSouthernSandong_L1	SC_JiuqianSouthernSandong_L2	SC_JiuqianSouthernSandong_L3	SC_JiuqianSouthernSandong_R1	SC_JiuqianSouthernSandong_R2	SC_JiuqianSouthernSandong_R3	PROSODY_JiuqianSouthernSandong	PROSODY_JiuqianSouthernSandong_L1	PROSODY_JiuqianSouthernSandong_L2	PROSODY_JiuqianSouthernSandong_L3	PROSODY_JiuqianSouthernSandong_R1	PROSODY_JiuqianSouthernSandong_R2	PROSODY_JiuqianSouthernSandong_R3	id_Pandong	segment_Pandong	segment_Pandong_L1	segment_Pandong_L2	segment_Pandong_L3	segment_Pandong_R1	segment_Pandong_R2	segment_Pandong_R3	SC_Pandong	SC_Pandong_L1	SC_Pandong_L2	SC_Pandong_L3	SC_Pandong_R1	SC_Pandong_R2	SC_Pandong_R3	PROSODY_Pandong	PROSODY_Pandong_L1	PROSODY_Pandong_L2	PROSODY_Pandong_L3	PROSODY_Pandong_R1	PROSODY_Pandong_R2	PROSODY_Pandong_R3	id_RenliEasternSandong	segment_RenliEasternSandong	segment_RenliEasternSandong_L1	segment_RenliEasternSandong_L2	segment_RenliEasternSandong_L3	segment_RenliEasternSandong_R1	segment_RenliEasternSandong_R2	segment_RenliEasternSandong_R3	SC_RenliEasternSandong	SC_RenliEasternSandong_L1	SC_RenliEasternSandong_L2	SC_RenliEasternSandong_L3	SC_RenliEasternSandong_R1	SC_RenliEasternSandong_R2	SC_RenliEasternSandong_R3	PROSODY_RenliEasternSandong	PROSODY_RenliEasternSandong_L1	PROSODY_RenliEasternSandong_L2	PROSODY_RenliEasternSandong_L3	PROSODY_RenliEasternSandong_R1	PROSODY_RenliEasternSandong_R2	PROSODY_RenliEasternSandong_R3	id_SanjiangEasternSandong	segment_SanjiangEasternSandong	segment_SanjiangEasternSandong_L1	segment_SanjiangEasternSandong_L2	segment_SanjiangEasternSandong_L3	segment_SanjiangEasternSandong_R1	segment_SanjiangEasternSandong_R2	segment_SanjiangEasternSandong_R3	SC_SanjiangEasternSandong	SC_SanjiangEasternSandong_L1	SC_SanjiangEasternSandong_L2	SC_SanjiangEasternSandong_L3	SC_SanjiangEasternSandong_R1	SC_SanjiangEasternSandong_R2	SC_SanjiangEasternSandong_R3	PROSODY_SanjiangEasternSandong	PROSODY_SanjiangEasternSandong_L1	PROSODY_SanjiangEasternSandong_L2	PROSODY_SanjiangEasternSandong_L3	PROSODY_SanjiangEasternSandong_R1	PROSODY_SanjiangEasternSandong_R2	PROSODY_SanjiangEasternSandong_R3	id_ShuigenCentralSandong	segment_ShuigenCentralSandong	segment_ShuigenCentralSandong_L1	segment_ShuigenCentralSandong_L2	segment_ShuigenCentralSandong_L3	segment_ShuigenCentralSandong_R1	segment_ShuigenCentralSandong_R2	segment_ShuigenCentralSandong_R3	SC_ShuigenCentralSandong	SC_ShuigenCentralSandong_L1	SC_ShuigenCentralSandong_L2	SC_ShuigenCentralSandong_L3	SC_ShuigenCentralSandong_R1	SC_ShuigenCentralSandong_R2	SC_ShuigenCentralSandong_R3	PROSODY_ShuigenCentralSandong	PROSODY_ShuigenCentralSandong_L1	PROSODY_ShuigenCentralSandong_L2	PROSODY_ShuigenCentralSandong_L3	PROSODY_ShuigenCentralSandong_R1	PROSODY_ShuigenCentralSandong_R2	PROSODY_ShuigenCentralSandong_R3	id_ShuiweiSouthernSandong	segment_ShuiweiSouthernSandong	segment_ShuiweiSouthernSandong_L1	segment_ShuiweiSouthernSandong_L2	segment_ShuiweiSouthernSandong_L3	segment_ShuiweiSouthernSandong_R1	segment_ShuiweiSouthernSandong_R2	segment_ShuiweiSouthernSandong_R3	SC_ShuiweiSouthernSandong	SC_ShuiweiSouthernSandong_L1	SC_ShuiweiSouthernSandong_L2	SC_ShuiweiSouthernSandong_L3	SC_ShuiweiSouthernSandong_R1	SC_ShuiweiSouthernSandong_R2	SC_ShuiweiSouthernSandong_R3	PROSODY_ShuiweiSouthernSandong	PROSODY_ShuiweiSouthernSandong_L1	PROSODY_ShuiweiSouthernSandong_L2	PROSODY_ShuiweiSouthernSandong_L3	PROSODY_ShuiweiSouthernSandong_R1	PROSODY_ShuiweiSouthernSandong_R2	PROSODY_ShuiweiSouthernSandong_R3	id_ShuiyaoSouthernSandong	segment_ShuiyaoSouthernSandong	segment_ShuiyaoSouthernSandong_L1	segment_ShuiyaoSouthernSandong_L2	segment_ShuiyaoSouthernSandong_L3	segment_ShuiyaoSouthernSandong_R1	segment_ShuiyaoSouthernSandong_R2	segment_ShuiyaoSouthernSandong_R3	SC_ShuiyaoSouthernSandong	SC_ShuiyaoSouthernSandong_L1	SC_ShuiyaoSouthernSandong_L2	SC_ShuiyaoSouthernSandong_L3	SC_ShuiyaoSouthernSandong_R1	SC_ShuiyaoSouthernSandong_R2	SC_ShuiyaoSouthernSandong_R3	PROSODY_ShuiyaoSouthernSandong	PROSODY_ShuiyaoSouthernSandong_L1	PROSODY_ShuiyaoSouthernSandong_L2	PROSODY_ShuiyaoSouthernSandong_L3	PROSODY_ShuiyaoSouthernSandong_R1	PROSODY_ShuiyaoSouthernSandong_R2	PROSODY_ShuiyaoSouthernSandong_R3	id_TangnianYangAn	segment_TangnianYangAn	segment_TangnianYangAn_L1	segment_TangnianYangAn_L2	segment_TangnianYangAn_L3	segment_TangnianYangAn_R1	segment_TangnianYangAn_R2	segment_TangnianYangAn_R3	SC_TangnianYangAn	SC_TangnianYangAn_L1	SC_TangnianYangAn_L2	SC_TangnianYangAn_L3	SC_TangnianYangAn_R1	SC_TangnianYangAn_R2	SC_TangnianYangAn_R3	PROSODY_TangnianYangAn	PROSODY_TangnianYangAn_L1	PROSODY_TangnianYangAn_L2	PROSODY_TangnianYangAn_L3	PROSODY_TangnianYangAn_R1	PROSODY_TangnianYangAn_R2	PROSODY_TangnianYangAn_R3	id_TangzhouWesternSandong	segment_TangzhouWesternSandong	segment_TangzhouWesternSandong_L1	segment_TangzhouWesternSandong_L2	segment_TangzhouWesternSandong_L3	segment_TangzhouWesternSandong_R1	segment_TangzhouWesternSandong_R2	segment_TangzhouWesternSandong_R3	SC_TangzhouWesternSandong	SC_TangzhouWesternSandong_L1	SC_TangzhouWesternSandong_L2	SC_TangzhouWesternSandong_L3	SC_TangzhouWesternSandong_R1	SC_TangzhouWesternSandong_R2	SC_TangzhouWesternSandong_R3	PROSODY_TangzhouWesternSandong	PROSODY_TangzhouWesternSandong_L1	PROSODY_TangzhouWesternSandong_L2	PROSODY_TangzhouWesternSandong_L3	PROSODY_TangzhouWesternSandong_R1	PROSODY_TangzhouWesternSandong_R2	PROSODY_TangzhouWesternSandong_R3	id_TingpaiWesternSandong	segment_TingpaiWesternSandong	segment_TingpaiWesternSandong_L1	segment_TingpaiWesternSandong_L2	segment_TingpaiWesternSandong_L3	segment_TingpaiWesternSandong_R1	segment_TingpaiWesternSandong_R2	segment_TingpaiWesternSandong_R3	SC_TingpaiWesternSandong	SC_TingpaiWesternSandong_L1	SC_TingpaiWesternSandong_L2	SC_TingpaiWesternSandong_L3	SC_TingpaiWesternSandong_R1	SC_TingpaiWesternSandong_R2	SC_TingpaiWesternSandong_R3	PROSODY_TingpaiWesternSandong	PROSODY_TingpaiWesternSandong_L1	PROSODY_TingpaiWesternSandong_L2	PROSODY_TingpaiWesternSandong_L3	PROSODY_TingpaiWesternSandong_R1	PROSODY_TingpaiWesternSandong_R2	PROSODY_TingpaiWesternSandong_R3	id_ZhongheCentralSandong	segment_ZhongheCentralSandong	segment_ZhongheCentralSandong_L1	segment_ZhongheCentralSandong_L2	segment_ZhongheCentralSandong_L3	segment_ZhongheCentralSandong_R1	segment_ZhongheCentralSandong_R2	segment_ZhongheCentralSandong_R3	SC_ZhongheCentralSandong	SC_ZhongheCentralSandong_L1	SC_ZhongheCentralSandong_L2	SC_ZhongheCentralSandong_L3	SC_ZhongheCentralSandong_R1	SC_ZhongheCentralSandong_R2	SC_ZhongheCentralSandong_R3	PROSODY_ZhongheCentralSandong	PROSODY_ZhongheCentralSandong_L1	PROSODY_ZhongheCentralSandong_L2	PROSODY_ZhongheCentralSandong_L3	PROSODY_ZhongheCentralSandong_R1	PROSODY_ZhongheCentralSandong_R2	PROSODY_ZhongheCentralSandong_R3
1	0.2500	4	1.0000	2																																																																																																															1	ȶ	∅	∅	∅	ə	n	¹	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																																																																			2	ȶ	∅	∅	∅	i	n	¹	T	∅	∅	∅	I	N	_	1	∅	∅	∅	7	4	0	3	ȶ	∅	∅	∅	ə	n	¹	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																																													4	ȶ	∅	∅	∅	ə	n	¹	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	5	ȶ	∅	∅	∅	a	n	¹	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	6	ȶ	∅	∅	∅	ə	n	¹	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	2																																																																																																															1	ə	ȶ	∅	∅	n	¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																																																			2	i	ȶ	∅	∅	n	¹	∅	I	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	3	ə	ȶ	∅	∅	n	¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																													4	ə	ȶ	∅	∅	n	¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	5	a	ȶ	∅	∅	n	¹	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	6	ə	ȶ	∅	∅	n	¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	2																																																																																																															1	n	ə	ȶ	∅	¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																																																			2	n	i	ȶ	∅	¹	∅	∅	N	I	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	3	n	ə	ȶ	∅	¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																													4	n	ə	ȶ	∅	¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	5	n	a	ȶ	∅	¹	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	6	n	ə	ȶ	∅	¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	2																																																																																																															1	¹	n	ə	ȶ	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																			2	¹	n	i	ȶ	∅	∅	∅	_	N	I	T	∅	∅	∅	0	4	7	1	∅	∅	∅	3	¹	n	ə	ȶ	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																													4	¹	n	ə	ȶ	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅	5	¹	n	a	ȶ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅	6	¹	n	ə	ȶ	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.2500	4	1.0000	21	7	ȶ	∅	∅	∅	ə	n	¹	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																							8	ȶ	∅	∅	∅	ə	n	¹	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																							9	ȶ	∅	∅	∅	i	n	¹	T	∅	∅	∅	I	N	_	1	∅	∅	∅	7	4	0	10	ȶ	∅	∅	∅	ə	n	¹	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																																																																			11	ȶ	∅	∅	∅	i	n	¹	T	∅	∅	∅	I	N	_	1	∅	∅	∅	7	4	0																																																																			12	ȶ	∅	∅	∅	ə	n	¹	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	13	ȶ	∅	∅	∅	a	n	¹	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	14	ȶ	∅	∅	∅	ə	n	¹	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	21	7	ə	ȶ	∅	∅	n	¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							8	ə	ȶ	∅	∅	n	¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							9	i	ȶ	∅	∅	n	¹	∅	I	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	10	ə	ȶ	∅	∅	n	¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																																																			11	i	ȶ	∅	∅	n	¹	∅	I	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																																																			12	ə	ȶ	∅	∅	n	¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	13	a	ȶ	∅	∅	n	¹	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	14	ə	ȶ	∅	∅	n	¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	21	7	n	ə	ȶ	∅	¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							8	n	ə	ȶ	∅	¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							9	n	i	ȶ	∅	¹	∅	∅	N	I	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	10	n	ə	ȶ	∅	¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																																																			11	n	i	ȶ	∅	¹	∅	∅	N	I	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																																																			12	n	ə	ȶ	∅	¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	13	n	a	ȶ	∅	¹	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	14	n	ə	ȶ	∅	¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	21	7	¹	n	ə	ȶ	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							8	¹	n	ə	ȶ	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							9	¹	n	i	ȶ	∅	∅	∅	_	N	I	T	∅	∅	∅	0	4	7	1	∅	∅	∅	10	¹	n	ə	ȶ	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																			11	¹	n	i	ȶ	∅	∅	∅	_	N	I	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																			12	¹	n	ə	ȶ	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅	13	¹	n	a	ȶ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅	14	¹	n	ə	ȶ	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.3333	3	1.0000	23																																																																			15	d	∅	∅	∅	aːu	¹	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																																																																																					16	t	∅	∅	∅	aːu	¹	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																																																														
2	0.6667	2	0.6667	23																																																																			15	aːu	d	∅	∅	¹	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																																																					16	aːu	t	∅	∅	¹	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																														
3	1.0000	1	0.3333	23																																																																			15	¹	aːu	d	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																																																					16	¹	aːu	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																														
1	0.2500	4	1.0000	67																							17	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	18	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	19	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0																							20	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0																							21	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	22	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	23	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0																																													24	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	25	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0																							26	ŋ	∅	∅	∅	a	m	¹	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	67																							17	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅	18	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅	19	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																							20	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																							21	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅	22	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅	23	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																																													24	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅	25	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																							26	a	ŋ	∅	∅	m	¹	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅
3	0.7500	2	0.5000	67																							17	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅	18	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅	19	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							20	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							21	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅	22	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅	23	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅																																													24	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅	25	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							26	m	a	ŋ	∅	¹	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅
