COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t t									
56-1	a a									
96-1	a t a									
99-1	a p a k a									
114-1	t o k									
115-1	u a									
133-1	t a p a a a									
144-1	a w a w a a									
150-1	k a w									
234-1	k o m									
236-1	p a k n									
241-1	a w i n									
249-1	i a a									
1-1	w a t a									
2-1	w o m									
65-1	a w									
74-1	p a n a									
106-1	t n a o									
128-1	k o k									
147-1	t k									
231-1	p a n a w									
232-1	p a i									
239-1	n a k a k a n									
266-1	i t i m									
51-1	w w e									
97-1	w a p a k									
109-1	u p a k									
121-1	k a p a a a k									
149-1	t o k									
160-1	k a w a k									
163-1	u p n									
167-1	p a									
207-1	m									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n a p a t									
139-1	m a k a a i									
142-1	p a a a a a a									
145-1	k a k a t									
148-1	t a a a w a									
162-1	n n									
166-1	i m									
179-1	t a									
201-1	p a									
21-1	t a w									
24-1	p a k a n a n									
50-1	n a									
57-1	t o k a w a n									
84-1	p w a n									
91-1	m a k o n									
131-1	t u k a a i m									
151-1	k w									
154-1	w e									
192-1	t t									
197-1	t a k									
205-1	i p a n									
227-1	w a p a t o									
246-1	i w i									
251-1	w a n a									
271-1	tʃ i w									
285-1	k a w n n									
75-1	u p a a									
79-1	t a n									
104-1	k a p w a									
153-1	tʃ a k									
157-1	t a a a m									
174-1	p u k u									
240-1	t i m a k									
270-1	k a w a t									
52-2		i t e								
56-2		i m e								
96-2		a k p								
99-2		a w i								
114-2		t o k i								
115-2		i p								
133-2		t i m a								
144-2		a u a a								
150-2		k a i								
234-2		k o m								
236-2		m e k i m								
241-2		a a i a								
249-2		i s e								
74-2		a a								
93-2		t a a p								
95-2		i i								
106-2		t i e k								
119-2		i p k t i								
128-2		w o k								
147-2		t i m i								
231-2		m a m a u								
232-2		i								
239-2		m a m a k a								
266-2		i s i m								
51-2		i i e								
55-2		i a a m								
97-2		m a m a m								
121-2		k a m i a i								
163-2		i m e								
167-2		t a								
259-2		t i a								
66-2		k a p a k a i								
112-2		t a a a s a s i								
116-2		t o a k a								
125-2		k a t i m a i								
135-2		k i m i								
139-2		m o k o k i								
142-2		m m a m								
148-2		t a a i								
162-2		i m i m								
166-2		i m i								
179-2		t a								
45-2		i a a a m a								
84-2		m i i a m								
131-2		k i e i m								
146-2		i m m								
154-2		i e								
192-2		t i t								
197-2		t a a i m								
235-2		a o a i								
237-2		m i m a p i								
246-2		i i i								
250-2		m o p a k a t								
267-2		t a								
39-2		p a m i m i								
42-2		k a t a a m a								
44-2		i a m a m								
75-2		i m i p a								
94-2		i e p e i								
122-2		i k i r a i								
52-3			t							
56-3			i a							
96-3			i a i							
99-3			i t i a							
114-3			tʃ k i							
115-3			i t							
133-3			tʃ i p e i a							
144-3			e t e a i i i							
150-3			k i a							
234-3			k o k							
236-3			p i k i							
241-3			i a i							
249-3			i k							
1-3			a i tʃ i							
2-3			o w i							
65-3			i a i							
93-3			tʃ i p i k i i							
95-3			o i							
106-3			tʃ i i k i							
119-3			i a i i							
128-3			o e k							
147-3			tʃ i ɲ i i							
231-3			p i i t							
232-3			o i i							
239-3			ɲ i k i k i							
266-3			i i i							
3-3			o i i i o e							
4-3			m i o i m							
55-3			i h i a							
109-3			i p i a i							
121-3			k e p i a e k i							
149-3			tʃ e k							
160-3			k i k i k							
207-3			ɲ i							
112-3			tʃ o i t a i a							
125-3			k i i i a e i							
134-3			k i p e tʃ i							
135-3			i k i a a							
139-3			o a k o i i							
57-3			tʃ k a a a							
71-3			k i							
131-3			o k a i a k							
146-3			i i a							
227-3			a i p i i t							
132-3			i a i							
240-3			tʃ i ɲ a k							
52-4				t t e						
56-4				i a a						
96-4				a t a						
99-4				a a i a k						
114-4				t o k i						
115-4				i a						
133-4				t i p a a a						
144-4				a a a w a a						
150-4				k a w						
234-4				k o m						
236-4				p a k i n						
241-4				a w i n						
249-4				i a a						
1-4				w a t a						
2-4				w i						
65-4				i w						
74-4				p a n a						
93-4				t a p a k i t						
95-4				w i k i						
106-4				t i n a						
119-4				i a t t i						
128-4				k a k						
147-4				t i a i						
231-4				p a n a w						
232-4				p i						
239-4				n a k a k a n						
266-4				i t i m						
3-4				w a a i k a						
4-4				w a k a						
51-4				w w i						
97-4				w a p a k						
109-4				i p a m a						
121-4				k a p a a a k a						
149-4				t o k						
160-4				k i w i k						
163-4				i p i n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t a p a k a p i						
134-4				n a p a t						
135-4				k a k i t a						
139-4				a a r i a i						
142-4				p a a a a a a						
145-4				k a t a t i						
148-4				t a a a w a a						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p a						
21-4				t a w a						
24-4				w a k a w a						
45-4				i w a a a a a						
50-4				i n a						
57-4				t i k a w a n						
71-4				a i i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t o k a a i a						
146-4				k k i a a a						
151-4				k i w						
154-4				w a						
192-4				t o t						
205-4				i p a n						
227-4				w a p i a o						
235-4				a a w i						
237-4				r a a a i						
246-4				i w i						
250-4				m a p a t a						
251-4				w a n a						
271-4				tʃ i w						
284-4				w i t i						
285-4				i k a w i n						
44-4				w a n a a						
75-4				i p i a a						
79-4				t a n						
94-4				k k a k a i						
104-4				k a p i a						
132-4				i a a						
153-4				tʃ a k						
157-4				t a a a m						
174-4				p i k i						
177-4				t a						
240-4				t i m a k						
270-4				k a w a t i						
52-5					e t e					
56-5					i m					
96-5					a t a					
99-5					a e i					
114-5					t o k i					
115-5					i o					
133-5					t i p a a a					
144-5					a a a w					
150-5					k a w					
234-5					k o m					
236-5					p a k i n					
241-5					a w i a					
249-5					i j a					
1-5					w a t a					
2-5					w a					
65-5					i w					
74-5					p a n a					
93-5					t a p a k i i					
95-5					w i k i					
106-5					t i n i t					
119-5					i a t i i					
128-5					k o k					
147-5					t i m i					
239-5					n a m a k a n					
266-5					i s i m					
3-5					w i a i k o					
4-5					w a k i					
51-5					w w					
55-5					i w a m					
97-5					m a p a m					
109-5					i p i t i					
149-5					t o k					
160-5					k i k i k					
163-5					i p n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a a a k a w					
112-5					t a a a j i s i					
116-5					t o p a k a					
134-5					n i p a t					
135-5					t i m t					
139-5					m k o a i					
142-5					p a t a m					
145-5					k a k a t i					
148-5					t a s a w					
162-5					i i i n					
166-5					i m i					
179-5					t a					
201-5					p i					
21-5					t a w					
45-5					f w i a					
50-5					i a a					
71-5					m i					
84-5					p i w a o					
91-5					m a k o n					
146-5					k i m a					
151-5					k i w					
154-5					w e					
192-5					t i t					
197-5					t a k i m					
205-5					i p a n					
235-5					s o w i					
237-5					m i m a j i					
250-5					m o p a k o k					
251-5					w a n a					
267-5					t o w a					
271-5					j i w					
284-5					w i t i					
285-5					i r a w i n					
39-5					n a m i r a a					
42-5					t i t a a a s					
44-5					w a n a a					
75-5					i p i j a					
79-5					t a i					
94-5					i w e k i					
104-5					k a p i i					
122-5					p i k i n a s i					
153-5					k a k					
157-5					t a a a m					
174-5					p i r i					
177-5					t o					
270-5					k a w a t i					
52-6						t t t				
56-6						i a u				
96-6						a a a i i				
99-6						a i i a i				
114-6						tʃ i k i				
115-6						t i i				
133-6						tʃ i p a a a i				
144-6						a a a a i a				
150-6						k a w				
234-6						k k				
236-6						p i k i k				
241-6						a w i u				
249-6						i a i				
1-6						w a tʃ a				
2-6						w a i				
65-6						i w i				
74-6						p a k a				
93-6						tʃ t p i k i				
95-6						k i i				
106-6						tʃ i k i k i				
119-6						i i i t i				
128-6						k k i i				
147-6						tʃ i k i a i				
231-6						p a k a w				
232-6						p i i				
239-6						m a k a k i				
266-6						i t i a i				
3-6						k a i i k i				
4-6						w a k i				
55-6						i w a m				
97-6						k a a i k				
109-6						i a i i				
160-6						k i a i k				
207-6						k i				
112-6						t a a i a a i				
116-6						tʃ p a k i a				
125-6						k a i i m a a i				
134-6						u i p a tʃ i				
135-6						k i k i				
139-6						k a k a i i				
201-6						p a i				
21-6						n a t i				
24-6						k i k i a				
57-6						t i k a w a u				
131-6						t i k a i i k				
227-6						a a a i i t i				
267-6						tʃ t w				
132-6						i i				
240-6						tʃ i k a k				
52-7							a t a			
56-7							i m e			
96-7							a t			
99-7							a i i a			
114-7							t k i			
115-7							i r			
133-7							t i p a r a			
144-7							a t r w			
150-7							k a w			
234-7							k k m			
236-7							a i k i i			
241-7							a w i p			
249-7							i m e			
1-7							w a t a			
2-7							w k o			
65-7							i w i			
74-7							a a m a			
93-7							t a a a r i n i			
95-7							w i k i			
106-7							t i n i i			
119-7							i a i t i			
128-7							a k k i			
147-7							t i m i			
231-7							a a n a w			
232-7							a i			
266-7							a a i m			
3-7							w k i i k o			
4-7							w a k i			
51-7							w w e			
55-7							i w a m			
97-7							m a a a m			
109-7							i a i n i			
121-7							k a a i r a k			
149-7							t k k			
160-7							k i r i k			
163-7							i a a t			
167-7							a a			
207-7							m i			
259-7							t k w a			
66-7							k a i a k a w			
125-7							k a t i a a k i			
135-7							t i m			
142-7							p a a r m			
145-7							k a t a t i i			
148-7							t r r a w			
162-7							i i i n			
166-7							i m i			
179-7							t a			
201-7							a a			
21-7							t a w			
24-7							a a k a i a n			
50-7							i n a			
57-7							t k a w a n			
71-7							o m i			
84-7							a i w a n			
131-7							t i k a i a m			
146-7							i i i a a			
151-7							k i w			
197-7							t i a			
205-7							i a a n			
227-7							m a a i i			
237-7							m i m a r i			
246-7							i w i			
250-7							m o m a t i p a			
251-7							w a m a			
267-7							t o w a			
271-7							m i w			
284-7							w i t i			
285-7							i i a w i m			
122-7							a i k i k i n i			
132-7							i k			
240-7							t k a k			
52-8								e t e		
56-8								e k		
96-8								a a a		
99-8								a a a a		
114-8								t k		
115-8								a a		
133-8								t a t a a		
144-8								a i a i a a		
150-8								k a i		
234-8								k k		
236-8								a k e w		
241-8								a i a		
249-8								a a e		
1-8								i a t a		
2-8								a o		
65-8								a i		
74-8								a w a		
93-8								t a a i a		
95-8								i a		
119-8								a a a t a		
231-8								t a a		
232-8								a a		
239-8								m a k a k a		
3-8								a a a a k a		
4-8								i a k a		
51-8								e i e		
55-8								a k a k		
109-8								a a m a		
121-8								k a t a a a k		
149-8								t a k		
163-8								e a e		
167-8								t a		
259-8								t i a		
66-8								k a a a v a i		
112-8								t a a a a a a		
116-8								t a k a		
125-8								k a a a m a a		
145-8								k a k a t		
45-8								a e a a a		
91-8								k k w		
235-8								a a i a		
246-8								e i e		
250-8								k i e t e k		
271-8								a e i		
284-8								i a		
39-8								m a k a j a k a e		
