COGID	Albanian	English	French	German	Latin
560-1	t e m				
438-1	u r				
1222-1	a m				
353-1	p u t				
201-1	m e n t				
20-1	m r r				
503-1	p r r				
957-1	e				
728-1	r a n				
244-1	n e m				
289-1	n a				
911-1	r r				
724-1	t r r				
145-1	d m				
992-1	m				
1181-1	m r				
741-1	p m				
1150-1	t r t				
585-1	t m				
814-1	v r ə				
560-2		v o n			
438-2		h r			
1222-2		ai s			
353-2		f ɪ ʃ			
201-2		f ɪ n p			
20-2		f a r			
503-2		f l l n			
957-2		ɪ n			
728-2		l a n			
244-2		n b m n			
289-2		n a t t			
911-2		r a r			
724-2		t r ɑ			
145-2		t w			
992-2		w			
706-2		g			
106-2		f a t			
741-2		p p n			
421-2		f l k s			
227-2		f k t			
920-2		k r			
1083-2		k ɑ r n			
1066-2		ɪ n			
1125-2		k n n			
1197-2		m o t			
473-2		n			
284-2		n o s			
661-2		ai n			
701-2		r f			
315-2		r			
1169-2		s a l			
1150-2		k o r			
982-2		s ɪ t			
987-2		n i			
1055-2		s t r r			
1130-2		s h g			
433-2		s o n			
625-2		l n			
1186-2		t o n			
560-3			v a m		
438-3			v r		
1222-3			p v		
353-3			f ɑ̃ s		
201-3			f p s p		
20-3			f a r		
503-3			f l		
957-3			ɑ̃		
728-3			a n		
244-3			y m		
289-3			n a		
911-3			r ɛ		
724-3			r ɛ		
145-3			v e		
992-3			k		
1181-3			k a n		
706-3			a		
106-3			f a r r		
741-3			f a k		
421-3			f m s		
227-3			f k		
920-3			k ɔ r		
1083-3			k ɔ r n		
1066-3			a		
1125-3			g		
1197-3			m r r		
473-3			n ɔ		
284-3			n s		
661-3			f		
701-3			r u a		
315-3			r ɔ		
1169-3			s a		
1150-3			k u r r		
982-3			s		
987-3			n j		
1055-3			s r		
1130-3			s a g		
433-3			s a l		
585-3			k		
625-3			n		
1186-3			n		
814-3			v r		
560-4				k ə n	
438-4				i r	
1222-4				a b	
353-4				f i ʃ n	
201-4				f e v	
20-4				h a r	
503-4				f l l n	
957-4				eː n	
728-4				l a n	
244-4				n h g	
289-4				n ai x t	
911-4				r a t	
724-4				d r eː	
145-4				t m	
992-4				h	
1181-4				x a n n	
706-4				ai	
106-4				f a d r	
421-4				f l m e r	
227-4				f e t	
920-4				h r t	
1083-4				h r n	
1066-4				ai	
1125-4				n eː n	
1197-4				m ə d r	
473-4				n k	
284-4				n aː l	
661-4				v n	
701-4				r a t	
315-4				r k d t	
1169-4				ʃ a l t	
1150-4				v a r r	
982-4				ʃ i t	
987-4				z n b	
1055-4				z t e r	
1130-4				ʃ ai k	
433-4				ʃ d n	
585-4				t x	
625-4				z n	
1186-4				t e n	
814-4				b r r	
560-5					w e m
438-5					w r o
1222-5					u m
353-5					p i t k
201-5					f p k e
20-5					f a e o
503-5					p l l
957-5					e n
728-5					l a p
244-5					n k m
289-5					n a t d
911-5					r a s o
724-5					t r w o
145-5					d w d
992-5					k e
1181-5					p e n n
706-5					o u
106-5					p aː t
741-5					p e
421-5					f l k r o
227-5					p k o
920-5					k o r
1083-5					k aː r n
1066-5					e
1125-5					n n
1197-5					m a t
473-5					n u o
284-5					n aː
661-5					w n
701-5					r u t
315-5					r b n d
1169-5					s a l
982-5					l s t o
987-5					s n e
1055-5					s t o a n
1130-5					s e k o
433-5					s a n a
585-5					t k
625-5					p
1186-5					d aː n
814-5					w e a
