ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Bunoge	k ɛ m n ɔ	k ɛ m n ɔ	2
2	Mombo	k aː n u	k aː - n u	2
3	Penange	k aː m n ɔ	k aː m n ɔ	2
4	Bunoge	k a n i	k a n i	3
5	Mombo	k a n i	k a n i	3
6	Penange	k a n	k a n -	3
7	Najamba	k u n dʒ ɛ	k u n dʒ ɛ	4
8	Tiranige_Diga	k u n dʒ o	k u n dʒ o	4
9	Bankan_Tey	d aː b a	d aː b a	21
10	Mombo	d e b u	d e b u	21
11	Penange	d aː b a	d aː b a	21
12	Mombo	b ɛ l i	b ɛ l i	26
13	Tiranige_Diga	b e l	b e l -	26
14	Tommo_So	b ɛ l u	b ɛ l u	26
15	Bankan_Tey	k i s ɛ	k i s ɛ	42
16	Bunoge	k i dʒ ɛ	k i dʒ ɛ	42
17	Penange	k i dʒ ɛ	k i dʒ ɛ	42
18	Bankan_Tey	a r	a r	60
19	Ben_Tey	a r	a r	60
20	Bankan_Tey	k ɛ n d ɛ	k ɛ n d ɛ	61
21	Ben_Tey	k ɛ l ɛ	k ɛ - l ɛ	61
22	Nanga	k ɛ n d ɛ	k ɛ n d ɛ	61
23	Jamsay	k i	k i - -	62
24	Toro_Tegu	k i l a	k i l a	62
25	Yorno_So	k i	k i - -	62
26	Mombo	k a r a	k a r a	64
27	Penange	k a r a	k a r a	64
28	Tiranige_Diga	k a r a	k a r a	64
29	Bunoge	d i n	d i n	94
30	Mombo	d i n	d i n	94
31	Mombo	j ɛː	j ɛː	96
32	Penange	j ɛ	j ɛ	96
33	Bankan_Tey	ɔ j̃	ɔ j̃	115
34	Ben_Tey	ɔ j̃	ɔ j̃	115
35	Mombo	dʷ ɛː	dʷ ɛː	117
36	Penange	dʷ ɛː	dʷ ɛː	117
37	Tiranige_Diga	dʷ ɛː	dʷ ɛː	117
38	Tommo_So	u n d ɔ	u n d ɔ	120
39	Yorno_So	u n ɔ	u n - ɔ	120
40	Ben_Tey	k ɛ l ɛ	k ɛ l ɛ	136
41	Perge_Tegu	k ɛ l ɛ	k ɛ l ɛ	136
42	Togo_Kan	k ɛ n ɛ	k ɛ n ɛ	136
43	Tommo_So	o nː u	- o nː u	144
44	Toro_Tegu	t u ŋ ɔ	t u ŋ ɔ	144
45	Yorno_So	o n ɔ	- o n ɔ	144
46	Bunoge	ɲ a m i	ɲ a m i	159
47	Penange	ɲ a m	ɲ a m -	159
48	Jamsay	dʒ e j	dʒ e j	179
49	Tommo_So	dʒ o j̃	dʒ o j̃	179
50	Nanga	t u m a	t u m a	180
51	Yanda_Dom	t i m e	t i m e	180
52	Jamsay	b ɛ w	b ɛ w	197
53	Nanga	b ɛː	b ɛː -	197
54	Perge_Tegu	b ɛ w	b ɛ w	197
55	Tebul_Ure	b e j aː	b e j aː	200
56	Yanda_Dom	b i j a	b i j a	200
57	Mombo	j aː g a	j aː g a	224
58	Penange	j a g a	j a g a	224
59	Tiranige_Diga	j a g a	j a g a	224
60	Bankan_Tey	t u m b i	t u m b i	239
61	Ben_Tey	t u m d i	t u m d i	239
62	Tiranige_Diga	t u m b u	t u m b u	239
63	Bunoge	d ɔ g u	d ɔ g u	241
64	Mombo	d ɔ g ɛ	d ɔ g ɛ	241
65	Penange	d ɔ g u	d ɔ g u	241
66	Bunoge	l ɛ	l ɛ	242
67	Penange	l ɛ	l ɛ	242
68	Tiranige_Diga	l ɔ	l ɔ	242
69	Perge_Tegu	n ɔː	n ɔː	246
70	Yanda_Dom	n ɔ	n ɔ	246
71	Mombo	b a ŋ g ũː	b a ŋ g ũː	281
72	Penange	p a ŋ̍	p a ŋ̍ - -	281
73	Nanga	g o	g o	283
74	Toro_Tegu	k u	k u	283
75	Yorno_So	g e	g e	283
76	Bankan_Tey	d i j̃ a w̃	d i j̃ a w̃	309
77	Ben_Tey	d i j̃ a w	d i j̃ a w	309
78	Yanda_Dom	d i j a	d i j a -	309
79	Mombo	b a j̃	b a j̃	312
80	Penange	b a j̃	b a j̃	312
81	Tiranige_Diga	b a j	b a j	312
82	Nanga	d u g i	d u g i	314
83	Yorno_So	d u g u	d u g u	314
84	Bankan_Tey	n iː m	- n iː m	327
85	Mombo	i n i	i n i -	327
86	Najamba	n iː	- n iː -	327
87	Ben_Tey	n iː j̃ i	n iː j̃ i	328
88	Tiranige_Diga	n i j e	n i j e	328
89	Jamsay	s aː dʒ ĩː	s aː dʒ - ĩː	331
90	Togo_Kan	s a dʒ u	s a dʒ - u	331
91	Tommo_So	s a d a a	s a d a a	331
92	Perge_Tegu	s a s a j	s a s a j	334
93	Toro_Tegu	s a j	s a - - j	334
94	Yorno_So	s i s aː	s i s aː -	334
95	Ben_Tey	k u w o	k u w o	345
96	Nanga	k u w o	k u w o	345
97	Bunoge	n u n dʒ e	n u n dʒ e	346
98	Mombo	n u ŋ g ɛ	n u ŋ g ɛ	346
99	Bankan_Tey	m	m	360
100	Ben_Tey	m	m	360
101	Bunoge	k a r	k a r -	361
102	Mombo	k a r a	k a r a	361
103	Penange	k a r a	k a r a	361
104	Bunoge	g a	g a - -	362
105	Mombo	k a nː i	k a nː i	362
106	Bankan_Tey	m	m	386
107	Ben_Tey	m	m	386
108	Najamba	d u b e	d u b e	388
109	Tiranige_Diga	d uː	d uː - -	388
110	Jamsay	j aː	j aː - -	412
111	Togo_Kan	j aː t ũ	j aː t ũ	412
112	Toro_Tegu	j a	j a - -	412
113	Mombo	s o j	s o j	414
114	Yorno_So	s ɔ j	s ɔ j	414
115	Ben_Tey	k i m dʒ ɛ	k i m dʒ ɛ	430
116	Nanga	k ɛ m dʒ i	k ɛ m dʒ i	430
117	Jamsay	k a m ɲ a	k a m ɲ a	431
118	Yorno_So	k ɛ m ɲ ɛ	k ɛ m ɲ ɛ	431
119	Togo_Kan	k u m u ɲ u	k u m u ɲ - u	435
120	Tommo_So	k u m u n dʒ o	k u m u n dʒ o	435
121	Tebul_Ure	dʒ e n dʒ e	dʒ e n dʒ e	450
122	Yanda_Dom	dʒ e n dʒ u	dʒ e n dʒ u	450
123	Tommo_So	i l i j e	i l i j e	451
124	Yorno_So	i lː iː	i lː - - iː	451
125	Toro_Tegu	d u n u	d u n u	468
126	Yanda_Dom	d o n u	d o n u	468
127	Bankan_Tey	dʒ e s u	dʒ e s u	482
128	Jamsay	dʒ e dʒ u	dʒ e dʒ u	482
129	Toro_Tegu	dʒ e s u	dʒ e s u	482
130	Bunoge	w e n a m a	w e n a m a	484
131	Penange	w e n a m a	w e n a m a	484
132	Tebul_Ure	g o	g o	487
133	Tiranige_Diga	g õː	g õː	487
134	Mombo	t a dʒ u	t a dʒ u	525
135	Penange	t a dʒ i	t a dʒ i	525
136	Najamba	t a b uː	t a b uː	527
137	Tommo_So	t a b u	t a b u	527
138	Najamba	o n dʒ uː	o n dʒ uː	548
139	Tiranige_Diga	u n dʒ i	u n dʒ i	548
140	Najamba	s u n dʒ u	s u n dʒ u	570
141	Tiranige_Diga	s u n dʒ u	s u n dʒ u	570
142	Najamba	s u n dʒ i	s u n dʒ i	571
143	Tiranige_Diga	s u n dʒ o	s u n dʒ o	571
144	Togo_Kan	ɲ i n i	ɲ i n i	572
145	Tommo_So	n i nː u	n i nː u	572
146	Yorno_So	n i n u	n i n u	572
147	Bankan_Tey	u s i r̃ iː	u s i r̃ iː	594
148	Ben_Tey	u s u n iː	u s u n iː	594
149	Nanga	u s i r i	u s i r i	594
150	Jamsay	s aː m a	s aː m a	596
151	Togo_Kan	s ɔ m u	s ɔ m u	596
152	Mombo	g e n i	g e n i	597
153	Penange	g eː n i	g eː n i	597
154	Tebul_Ure	i d i l u	i d i l u	600
155	Tiranige_Diga	i dʒ i l i	i dʒ i l i	600
156	Tommo_So	dʒ oː l u	- dʒ oː l u	600
157	Bunoge	s i m i	s i m i	615
158	Penange	s i m ɛ	s i m ɛ	615
159	Najamba	ɔ n dʒ ɛ	ɔ n dʒ ɛ	616
160	Tebul_Ure	ɔ n d u	ɔ n d u	616
161	Tiranige_Diga	u n dʒ o	u n dʒ o	616
162	Togo_Kan	u dʒ ɔ	u dʒ ɔ	618
163	Tommo_So	u d ɔ	u d ɔ	618
164	Yorno_So	u dʒ ɔ	u dʒ ɔ	618
165	Nanga	k u w o	k u w o	634
166	Tiranige_Diga	s u w o	s u w o	634
167	Bunoge	d i ŋ g e	d i ŋ g e	651
168	Mombo	d i ŋ g e	d i ŋ g e	651
169	Penange	d i ŋ g e	d i ŋ g e	651
170	Perge_Tegu	b i j̃ ɛ	b i j̃ ɛ	652
171	Togo_Kan	b i j ɛ	b i j ɛ	652
172	Toro_Tegu	b i w	b i w -	652
173	Bunoge	s ɔː w ɛ	s ɔː w ɛ	668
174	Penange	s ɔ g ɛ	s ɔ g ɛ	668
175	Najamba	d ɔ n ɛ	d ɔ n ɛ	670
176	Tiranige_Diga	d ɔ n ɔ	d ɔ n ɔ	670
177	Najamba	j a n d i	j a n d i	687
178	Tiranige_Diga	j aː n d o	j aː n d o	687
179	Yanda_Dom	j a n d u	j a n d u	687
180	Bankan_Tey	m	m -	701
181	Ben_Tey	m	m -	701
182	Bunoge	m ɛ	m ɛ	701
183	Bunoge	j a b e	j a b e	743
184	Penange	j a j e	j a j e	743
185	Tiranige_Diga	j a j o	j a j o	743
186	Perge_Tegu	w o s o	w o s o	768
187	Yorno_So	w o dʒ o	w o dʒ o	768
188	Bankan_Tey	m	m	785
189	Ben_Tey	m	m	785
190	Ben_Tey	n i	n i	786
191	Jamsay	n i	n i	786
192	Perge_Tegu	n i	n i	786
193	Bankan_Tey	k e n d e	k e n d e	827
194	Nanga	k eː n d e	k eː n d e	827
195	Bankan_Tey	j	j -	828
196	Penange	j e	j e	828
197	Ben_Tey	tʃ e l eː	tʃ e l eː	829
198	Perge_Tegu	k e l e	k e l e	829
199	Jamsay	m o	m o	832
200	Mombo	m o	m o	832
201	Mombo	t e g a	t e g a	833
202	Tommo_So	t u g u	t u g u	833
203	Bunoge	b ɛ m b ɔ	b ɛ m b ɔ	853
204	Tiranige_Diga	b e m b e	b e m b e	853
205	Tommo_So	g e ɲː u	g e ɲː u	858
206	Yanda_Dom	dʒ e ɲ u	dʒ e ɲ u	858
207	Bankan_Tey	ɛ z ɛ	ɛ z ɛ	870
208	Toro_Tegu	ɛ̃ s a	ɛ̃ s a	870
209	Bankan_Tey	m	m	871
210	Ben_Tey	m	m	871
211	Bunoge	s iː dʒ a	s iː dʒ a	873
212	Mombo	s i dʒ a	s i dʒ a	873
213	Tiranige_Diga	s i dʒ a	s i dʒ a	873
214	Najamba	k o k o	k o k o	874
215	Togo_Kan	k o g o	k o g o	874
216	Penange	k oː	k oː	891
217	Toro_Tegu	k u	k u	891
218	Yanda_Dom	k o	k o	891
219	Tommo_So	p a t r ɔ	p a t r ɔ	892
220	Yanda_Dom	b a d u	b a d - u	892
221	Bankan_Tey	j i	j i	909
222	Ben_Tey	j i	j i	909
223	Nanga	j iː	j iː	909
224	Bankan_Tey	m	m	910
225	Ben_Tey	m	m	910
226	Bunoge	b e	b e	911
227	Tiranige_Diga	b eː	b eː	911
228	Mombo	w eː	w eː	913
229	Penange	w eː	w eː	913
230	Bankan_Tey	ɔ m b ɔ	ɔ m b ɔ	928
231	Ben_Tey	o m b o	o m b o	928
232	Nanga	ɔː m b ɔ	ɔː m b ɔ	928
233	Bankan_Tey	j	j	929
234	Ben_Tey	j	j	929
235	Tommo_So	b ɛː	b ɛː - -	936
236	Yanda_Dom	b i j a	b i j a	936
237	Yorno_So	b i	b i - -	936
238	Ben_Tey	j a r	j a r	951
239	Nanga	j a r	j a r	951
240	Perge_Tegu	j a r	j a r	951
241	Mombo	a l e	a l e	954
242	Penange	a l e	a l e	954
243	Perge_Tegu	k uː	k uː	958
244	Togo_Kan	g ɔ	g ɔ	958
245	Tebul_Ure	a r̃ a	- a r̃ a	959
246	Yanda_Dom	b a r a	b a r a	959
247	Tommo_So	m ɔ	m ɔ	963
248	Yorno_So	m ɔ	m ɔ	963
249	Mombo	k e l o	k e l o	980
250	Togo_Kan	k e l u	k e l u	980
251	Najamba	j e g e	j e g e	981
252	Tommo_So	j e g e	j e g e	981
253	Najamba	l e	l e	982
254	Tommo_So	l u	l u	982
255	Bunoge	g e	g e	1001
256	Mombo	g e	g e	1001
257	Tiranige_Diga	g o	g o	1001
258	Jamsay	w e	w e	1027
259	Perge_Tegu	w e	w e	1027
260	Najamba	m a m i l i	m a m i l i	1029
261	Tebul_Ure	m iː l iː	m - - iː l iː	1029
262	Togo_Kan	k i g i	k i g i	1033
263	Tommo_So	k i g i	k i g i	1033
264	Yorno_So	k i g i	k i g i	1033
265	Bunoge	k ɔː n d e	k ɔː n d e	1053
266	Mombo	k ɔː n d i	k ɔː n d i	1053
267	Penange	k ɔː n d e	k ɔː n d e	1053
268	Bankan_Tey	l u w o	l u w o	1071
269	Nanga	l u g o	l u g o	1071
270	Bunoge	p eː	p eː - -	1109
271	Tommo_So	p i j e	p i j e	1109
272	Yorno_So	p iː	p iː - -	1109
273	Mombo	w ɛː	w ɛː	1111
274	Penange	wː ɛː	wː ɛː	1111
275	Jamsay	o m n o	o m n o	1129
276	Perge_Tegu	o m d o	o m d o	1129
277	Mombo	e l	e l	1130
278	Yanda_Dom	e l	e l	1130
279	Tommo_So	w oː b u	w oː b u	1137
280	Yorno_So	w o b u	w o b u	1137
281	Jamsay	n u w̃ o	n u w̃ o	1153
