ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Bunoge	k ɛ m n ɔ	k ɛ m n ɔ	2
2	Mombo	k aː n u	k aː - n u	2
3	Penange	k aː m n ɔ	k aː m n ɔ	2
4	Bunoge	k a n i	k a n i	3
5	Mombo	k a n i	k a n i	3
6	Penange	k a n	k a n -	3
7	Najamba	k u n dʒ ɛ	k u n dʒ ɛ	4
8	Tiranige_Diga	k u n dʒ o	k u n dʒ o	4
9	Bankan_Tey	d aː b a	d aː b a	21
10	Mombo	d e b u	d e b u	21
11	Penange	d aː b a	d aː b a	21
12	Mombo	b ɛ l i	b ɛ l i	26
13	Tiranige_Diga	b e l	b e l -	26
14	Tommo_So	b ɛ l u	b ɛ l u	26
15	Bankan_Tey	k i s ɛ	k i s ɛ	42
16	Bunoge	k i dʒ ɛ	k i dʒ ɛ	42
17	Penange	k i dʒ ɛ	k i dʒ ɛ	42
18	Bankan_Tey	a r	a r	60
19	Ben_Tey	a r	a r	60
20	Bankan_Tey	k ɛ n d ɛ	k ɛ n d ɛ	61
21	Ben_Tey	k ɛ l ɛ	k ɛ - l ɛ	61
22	Nanga	k ɛ n d ɛ	k ɛ n d ɛ	61
23	Jamsay	k i	k i - -	62
24	Toro_Tegu	k i l a	k i l a	62
25	Yorno_So	k i	k i - -	62
26	Mombo	k a r a	k a r a	64
27	Penange	k a r a	k a r a	64
28	Tiranige_Diga	k a r a	k a r a	64
29	Bunoge	d i n	d i n	94
30	Mombo	d i n	d i n	94
31	Mombo	j ɛː	j ɛː	96
32	Penange	j ɛ	j ɛ	96
33	Bankan_Tey	ɔ j̃	ɔ j̃	115
34	Ben_Tey	ɔ j̃	ɔ j̃	115
35	Mombo	dʷ ɛː	dʷ ɛː	117
36	Penange	dʷ ɛː	dʷ ɛː	117
37	Tiranige_Diga	dʷ ɛː	dʷ ɛː	117
38	Tommo_So	u n d ɔ	u n d ɔ	120
39	Yorno_So	u n ɔ	u n - ɔ	120
40	Ben_Tey	k ɛ l ɛ	k ɛ l ɛ	136
41	Perge_Tegu	k ɛ l ɛ	k ɛ l ɛ	136
42	Togo_Kan	k ɛ n ɛ	k ɛ n ɛ	136
43	Tommo_So	o nː u	- o nː u	144
44	Toro_Tegu	t u ŋ ɔ	t u ŋ ɔ	144
45	Yorno_So	o n ɔ	- o n ɔ	144
46	Bunoge	ɲ a m i	ɲ a m i	159
47	Penange	ɲ a m	ɲ a m -	159
48	Ben_Tey	k o m b iː	k o m b - - iː	178
49	Bunoge	k o b a l i	k o - b a l i	178
50	Mombo	k o m b o l i	k o m b o l i	178
51	Tebul_Ure	k o b e	k o - b - - e	178
52	Jamsay	dʒ e j	dʒ e j	179
53	Tommo_So	dʒ o j̃	dʒ o j̃	179
54	Nanga	t u m a	t u m a	180
55	Yanda_Dom	t i m e	t i m e	180
56	Jamsay	b ɛ w	b ɛ w	197
57	Nanga	b ɛː	b ɛː -	197
58	Perge_Tegu	b ɛ w	b ɛ w	197
59	Tebul_Ure	b e j aː	b e j aː	200
60	Yanda_Dom	b i j a	b i j a	200
61	Mombo	j aː g a	j aː g a	224
62	Penange	j a g a	j a g a	224
63	Tiranige_Diga	j a g a	j a g a	224
64	Bankan_Tey	t u m b i	t u m b i	239
65	Ben_Tey	t u m d i	t u m d i	239
66	Tiranige_Diga	t u m b u	t u m b u	239
67	Bunoge	d ɔ g u	d ɔ g u	241
68	Mombo	d ɔ g ɛ	d ɔ g ɛ	241
69	Penange	d ɔ g u	d ɔ g u	241
70	Bunoge	l ɛ	l ɛ	242
71	Penange	l ɛ	l ɛ	242
72	Tiranige_Diga	l ɔ	l ɔ	242
73	Perge_Tegu	n ɔː	n ɔː	246
74	Yanda_Dom	n ɔ	n ɔ	246
75	Mombo	b a ŋ g ũː	b a ŋ g ũː	281
76	Penange	p a ŋ̍	p a ŋ̍ - -	281
77	Nanga	g o	g o	283
78	Toro_Tegu	k u	k u	283
79	Yorno_So	g e	g e	283
80	Bankan_Tey	d i j̃ a w̃	d i j̃ a w̃	309
81	Ben_Tey	d i j̃ a w	d i j̃ a w	309
82	Yanda_Dom	d i j a	d i j a -	309
83	Mombo	b a j̃	b a j̃	312
84	Penange	b a j̃	b a j̃	312
85	Tiranige_Diga	b a j	b a j	312
86	Nanga	d u g i	d u g i	314
87	Yorno_So	d u g u	d u g u	314
88	Bankan_Tey	n iː m	- n iː m	327
89	Mombo	i n i	i n i -	327
90	Najamba	n iː	- n iː -	327
91	Ben_Tey	n iː j̃ i	n iː j̃ i	328
92	Tiranige_Diga	n i j e	n i j e	328
93	Jamsay	s aː dʒ ĩː	s aː dʒ - ĩː	331
94	Togo_Kan	s a dʒ u	s a dʒ - u	331
95	Tommo_So	s a d a a	s a d a a	331
96	Perge_Tegu	s a s a j	s a s a j	334
97	Toro_Tegu	s a j	s a - - j	334
98	Yorno_So	s i s aː	s i s aː -	334
99	Ben_Tey	k u w o	k u w o	345
100	Nanga	k u w o	k u w o	345
101	Bunoge	n u n dʒ e	n u n dʒ e	346
102	Mombo	n u ŋ g ɛ	n u ŋ g ɛ	346
103	Jamsay	tʃ ɛ r ɛ	tʃ ɛ r ɛ	347
104	Tebul_Ure	tʃ ɛ r ɛ	tʃ ɛ r ɛ	347
105	Tiranige_Diga	tʃ ɛ r ɔ	tʃ ɛ r ɔ	347
106	Toro_Tegu	tʃ ɛ r u	tʃ ɛ r u	347
107	Bankan_Tey	m	m	360
108	Ben_Tey	m	m	360
109	Bunoge	k a r	k a r -	361
110	Mombo	k a r a	k a r a	361
111	Penange	k a r a	k a r a	361
112	Bunoge	g a	g a - -	362
113	Mombo	k a nː i	k a nː i	362
114	Bankan_Tey	m	m	386
115	Ben_Tey	m	m	386
116	Najamba	d u b e	d u b e	388
117	Tiranige_Diga	d uː	d uː - -	388
118	Perge_Tegu	n	n -	389
119	Tommo_So	n ɛ	n ɛ	389
120	Toro_Tegu	n	n -	389
121	Yorno_So	n ɛ	n ɛ	389
122	Jamsay	j aː	j aː - -	412
123	Togo_Kan	j aː t ũ	j aː t ũ	412
124	Toro_Tegu	j a	j a - -	412
125	Mombo	s o j	s o j	414
126	Yorno_So	s ɔ j	s ɔ j	414
127	Ben_Tey	k i m dʒ ɛ	k i m dʒ ɛ	430
128	Nanga	k ɛ m dʒ i	k ɛ m dʒ i	430
129	Jamsay	k a m ɲ a	k a m ɲ a	431
130	Yorno_So	k ɛ m ɲ ɛ	k ɛ m ɲ ɛ	431
131	Togo_Kan	k u m u ɲ u	k u m u ɲ - u	435
132	Tommo_So	k u m u n dʒ o	k u m u n dʒ o	435
133	Jamsay	n ɛ j̃	n ɛ j̃	448
134	Perge_Tegu	n ɛ m	n ɛ m	448
135	Togo_Kan	n ɛ	n ɛ -	448
136	Toro_Tegu	n e ŋ	n e ŋ	448
137	Tebul_Ure	dʒ e n dʒ e	dʒ e n dʒ e	450
138	Yanda_Dom	dʒ e n dʒ u	dʒ e n dʒ u	450
139	Tommo_So	i l i j e	i l i j e	451
140	Yorno_So	i lː iː	i lː - - iː	451
141	Toro_Tegu	d u n u	d u n u	468
142	Yanda_Dom	d o n u	d o n u	468
143	Bankan_Tey	dʒ e s u	dʒ e s u	482
144	Jamsay	dʒ e dʒ u	dʒ e dʒ u	482
145	Toro_Tegu	dʒ e s u	dʒ e s u	482
146	Bunoge	w e n a m a	w e n a m a	484
147	Penange	w e n a m a	w e n a m a	484
148	Tebul_Ure	g o	g o	487
149	Tiranige_Diga	g õː	g õː	487
150	Mombo	t a dʒ u	t a dʒ u	525
151	Penange	t a dʒ i	t a dʒ i	525
152	Najamba	t a b uː	t a b uː	527
153	Tommo_So	t a b u	t a b u	527
154	Najamba	o n dʒ uː	o n dʒ uː	548
155	Tiranige_Diga	u n dʒ i	u n dʒ i	548
156	Bankan_Tey	s u m ɔ	s u m ɔ	563
157	Ben_Tey	s ũ	s ũ - -	563
158	Nanga	s u m o	s u m o	563
159	Perge_Tegu	s u w̃ o	s u w̃ o	563
160	Jamsay	j i n e	j i n e	567
161	Togo_Kan	ɲ i n e	ɲ i n e	567
162	Tommo_So	n i nː ɛ	n i nː ɛ	567
163	Yorno_So	n i n ɛ	n i n ɛ	567
164	Mombo	n e n d e l e	n e n d e l e	568
165	Penange	n e n d i l e	n e n d i l e	568
166	Tebul_Ure	n i n d u g o	n i n d u g o	568
167	Yanda_Dom	n i n d u g o	n i n d u g o	568
168	Mombo	n e n d e l e	n e n d e l e	569
169	Penange	n e n d i l	n e n d i l -	569
170	Tebul_Ure	n i n d i	n i n d i - -	569
171	Yanda_Dom	n i n d u g u	n i n d u g u	569
172	Najamba	s u n dʒ u	s u n dʒ u	570
173	Tiranige_Diga	s u n dʒ u	s u n dʒ u	570
174	Najamba	s u n dʒ i	s u n dʒ i	571
175	Tiranige_Diga	s u n dʒ o	s u n dʒ o	571
176	Togo_Kan	ɲ i n i	ɲ i n i	572
177	Tommo_So	n i nː u	n i nː u	572
178	Yorno_So	n i n u	n i n u	572
179	Bankan_Tey	u s i r̃ iː	u s i r̃ iː	594
180	Ben_Tey	u s u n iː	u s u n iː	594
181	Nanga	u s i r i	u s i r i	594
182	Jamsay	s aː m a	s aː m a	596
183	Togo_Kan	s ɔ m u	s ɔ m u	596
184	Mombo	g e n i	g e n i	597
185	Penange	g eː n i	g eː n i	597
186	Tebul_Ure	i d i l u	i d i l u	600
187	Tiranige_Diga	i dʒ i l i	i dʒ i l i	600
188	Tommo_So	dʒ oː l u	- dʒ oː l u	600
189	Bankan_Tey	m a	m a -	613
190	Jamsay	m aː	m aː -	613
191	Perge_Tegu	m aː	m aː -	613
192	Toro_Tegu	m a j̃	m a j̃	613
193	Bunoge	s i m i	s i m i	615
194	Penange	s i m ɛ	s i m ɛ	615
195	Najamba	ɔ n dʒ ɛ	ɔ n dʒ ɛ	616
196	Tebul_Ure	ɔ n d u	ɔ n d u	616
197	Tiranige_Diga	u n dʒ o	u n dʒ o	616
198	Togo_Kan	u dʒ ɔ	u dʒ ɔ	618
199	Tommo_So	u d ɔ	u d ɔ	618
200	Yorno_So	u dʒ ɔ	u dʒ ɔ	618
201	Nanga	k u w o	k u w o	634
202	Tiranige_Diga	s u w o	s u w o	634
203	Bunoge	d i ŋ g e	d i ŋ g e	651
204	Mombo	d i ŋ g e	d i ŋ g e	651
205	Penange	d i ŋ g e	d i ŋ g e	651
206	Perge_Tegu	b i j̃ ɛ	b i j̃ ɛ	652
207	Togo_Kan	b i j ɛ	b i j ɛ	652
208	Toro_Tegu	b i w	b i w -	652
209	Bunoge	s ɔː w ɛ	s ɔː w ɛ	668
210	Penange	s ɔ g ɛ	s ɔ g ɛ	668
211	Najamba	d ɔ n ɛ	d ɔ n ɛ	670
212	Tiranige_Diga	d ɔ n ɔ	d ɔ n ɔ	670
213	Bankan_Tey	ɲ a n	ɲ a n -	684
214	Ben_Tey	ɲ a r̃ i	ɲ a r̃ i	684
215	Bunoge	ɲ aː ŋ i	ɲ aː ŋ i	684
216	Nanga	ɲ aː r̃ i	ɲ aː r̃ i	684
217	Najamba	j a n d i	j a n d i	687
218	Tiranige_Diga	j aː n d o	j aː n d o	687
219	Yanda_Dom	j a n d u	j a n d u	687
220	Bankan_Tey	m	m -	701
221	Ben_Tey	m	m -	701
222	Bunoge	m ɛ	m ɛ	701
223	Bankan_Tey	z a r a	z a r a	742
224	Ben_Tey	dʒ a r a	dʒ a r a	742
225	Nanga	dʒ a r a	dʒ a r a	742
226	Yanda_Dom	z aː	z aː - -	742
227	Bunoge	j a b e	j a b e	743
228	Penange	j a j e	j a j e	743
229	Tiranige_Diga	j a j o	j a j o	743
230	Perge_Tegu	w o s o	w o s o	768
231	Yorno_So	w o dʒ o	w o dʒ o	768
232	Bankan_Tey	m	m	785
233	Ben_Tey	m	m	785
234	Ben_Tey	n i	n i	786
235	Jamsay	n i	n i	786
236	Perge_Tegu	n i	n i	786
237	Ben_Tey	n i w̃ ɛ	n i w̃ ɛ	787
238	Jamsay	n i w̃ e	n i w̃ e	787
239	Perge_Tegu	n i w̃ e	n i w̃ e	787
240	Toro_Tegu	n i w̃ a	n i w̃ a	787
241	Bankan_Tey	k e n d e	k e n d e	827
242	Nanga	k eː n d e	k eː n d e	827
243	Bankan_Tey	j	j -	828
244	Penange	j e	j e	828
245	Ben_Tey	tʃ e l eː	tʃ e l eː	829
246	Perge_Tegu	k e l e	k e l e	829
247	Jamsay	m o	m o	832
248	Mombo	m o	m o	832
249	Mombo	t e g a	t e g a	833
250	Tommo_So	t u g u	t u g u	833
251	Bunoge	b ɛ m b ɔ	b ɛ m b ɔ	853
252	Tiranige_Diga	b e m b e	b e m b e	853
253	Tommo_So	g e ɲː u	g e ɲː u	858
254	Yanda_Dom	dʒ e ɲ u	dʒ e ɲ u	858
255	Bankan_Tey	ɛ z ɛ	ɛ z ɛ	870
256	Toro_Tegu	ɛ̃ s a	ɛ̃ s a	870
257	Bankan_Tey	m	m	871
258	Ben_Tey	m	m	871
259	Bunoge	s iː dʒ a	s iː dʒ a	873
260	Mombo	s i dʒ a	s i dʒ a	873
261	Tiranige_Diga	s i dʒ a	s i dʒ a	873
262	Najamba	k o k o	k o k o	874
263	Togo_Kan	k o g o	k o g o	874
264	Penange	k oː	k oː	891
265	Toro_Tegu	k u	k u	891
266	Yanda_Dom	k o	k o	891
267	Tommo_So	p a t r ɔ	p a t r ɔ	892
268	Yanda_Dom	b a d u	b a d - u	892
269	Bankan_Tey	j i	j i	909
