COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
6320	pʰ i ³¹	pʰ ĩ ³¹		pʰ ĩ ³¹		pʰ i ³¹		pʰ i ³¹	pʰ i ³¹
6173							t ou ³¹		t ɯ ³¹
6556	ʈʂ ɤ ⁴⁴	ts w ɔ ⁴⁴							
2680			m o ³¹	m ɔ ³¹					
6544	t a ⁴²	t ã ⁴²				t a ³²		t a ⁴²	
4692			tɕ i ⁵⁵	tɕ ĩ ⁵⁵			tɕ i ⁵⁵	tɕ o ⁵⁵	
739	k u ²¹		k u ²¹	k u ²¹		k u ²¹			k u ²¹
957		p ɔu ³¹			b o ⁴⁴		p a ³¹	p ao ²¹	
3536			ɕ ĩ ²¹		ʂ æ ⁴²		z ẽ ³¹	z e ³¹	
2669			k ɯ ⁴²	k ɯ ⁴²		tsʰ ɿ ²¹		tsʰ ɿ ³¹	
1257		v ɤ ⁴²	v ɤ ⁴²						
4635	ʈʂ ɔ ⁴²				tɕ a ⁴²	ts o ³¹	k w ɔ ⁴²	k ɔ ³¹	tɕʰ o ⁴²
5077					t ɯ ⁵⁵			t ɯ ³³	
5513		ts ou ⁴²	ts o ⁴⁴	ts u ⁴⁴	ts u ⁵⁵	ts o ⁴⁴	ts ɔ ⁴⁴		ts o ⁴⁴
1742	ɲ ɤ ³³					n ɤ ³³		ɲ ɤ ³³	ɲ ɤ ³³
1365			v ɤ ⁵⁵		v ɤ ⁵⁵	ŋ ɤ ³⁵	ɛ ³⁵		v ɤ ³⁵
663						j i ³¹			j i ³¹
3473	k ɤ ²¹								k ɤ ²¹
3236					b ɯ ³³		p ɯ ³³		
2847			n e ⁴⁴	n ẽ ⁵⁵		n e ⁴⁴			n e ⁴⁴
4029		j ɔ̃ ²¹	j õ ²¹				j ã ²¹		j o ³¹
5545				t u ⁵⁵	t ao ⁵⁵	t ɔ ³⁵		t ao ⁵⁵	t ɔ ⁵⁵
3405	kʲ i ³¹	tɕ i ³¹	ts ɿ ³³	ts ɿ ³³		tɕ i ³¹		dʑ i ³³	kʲ i ³¹
2198						tʰ j ɔ ³³			tɕʰ o ³³
6181		sʰ w a ⁴⁴	s w a ⁴⁴			ʃ w a ⁴⁴		s w a ⁴⁴	s w a ⁴⁴
462	tɕ i ³⁵	tɕ ĩ ³⁵	tɕ ĩ ⁵⁵	tɕ ĩ ⁵⁵	ts ẽ ⁵⁵		tɕ ĩ ³⁵	tɕ i ³⁵	
2768	t a ⁴⁴	t a ⁴⁴	t a ⁴⁴			t a ⁴⁴	t a ⁴⁴	t a ⁴⁴	
1277			x ɯ̃ ³³					x ɯ ³³	x ɯ ³⁵
5589	k u ²¹	k u ²¹	k ou ²¹	k u ³³	q u ⁵⁵				
3291		sʰ ɯ ⁴⁴	s ɯ ⁴⁴	s ɯ ⁴⁴		z ɯ ⁴⁴			s ɯ ⁴⁴
6171			l ɯ ³¹			l ɯ ³¹			
2145			ɕ ĩ ⁵⁵					s ɛ ³³	ɕ i ³³
5229						s e ³²			s e ⁴²
