COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
159				j a r u			j a r u	j a r u		
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
215		j o kː j a	j o k a							
85	z u b u					dz uː			z uː	
307		m i	m iː	m i	m iː		m i	m i		m i
255		tɕ iː t o					tɕ iː t o			
403		h oː r u		h oː r u	h o r u					
287	h a g i	h a g i				k a r a p a dz ɨ				
106						p ɨ s a			h w i ɕ a	
265							m o j a	m o j a		
117				k i m o					tɕ i m u	
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
426		k a m a r u		k a m u						
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
258	ʔ i k i r a s a r i								ʔ i k i r a s a ɴ	
39			h u t e	h u t o i			ɸ u t eː			
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
23	ʔ a r a ɴ					a r a ŋ				
251	b i tɕ i n a								b i ɕ i n u	
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
21	n uː					n a u			n uː	
383	n a b i r o s a r i					n a b ɭ ɨː				
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
10	ʔʲ a					vː a			ʔʲ aː	
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
306	n a r i					n a ɭ			n a i	
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
432			s u i u		s uː		s uː	s uː		s uː
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
211				eː	eː		eː	eː		iː
290			t e		t eː				t iː	
-107			h iː z a				ɸ u z a			
206						m t i			m iː	
224					a ɴ t a r a					a ɴ t a t a tɕ i
345	w a r a b ɨ					j a r a b i			w a r a b i	
191	ʔ oː s a r i								ʔ oː s a ɴ	
155	i r u r i	i t e							i ts oː n	
406		n a g u r u						n a g u r u		n a ŋ u r u
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
1	w a ɴ	w a r e				b a n			w a ɴ	
245		k o k o	k o k o	k o k o	k o k o		k o k o	k o k o		k o k o
86			s iː b o							s i pː o
88	h i g i					pˢ ɨ g i				
280	n a g a m u ɴ								n a g a m u ɴ	
207		a t a r a s i kʲ a					a t a r a s i	a t a r a s iː		a t a r a s iː
123			k uː				k uː	k uː		
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
3			o iː				o r a	o r e		
38					oː k iː	u k u		oː k iː		oː k iː
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
113	w a θ a					b a t a			w a t a	
244	x u m a					k o m a n			k u m a	
443		s a g e r u		s a g e r u						
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
5					a ɴ t a					a n a t a
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
32				j o k e	j oː k e					
387				eː	eː		eː			iː
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
288			a ɕ	a s i	a s i		a s i			a s i
2				a s i	w a t e					w a t a s i
449					dʑ u k u s i t a					dʑ u k u s i t a
296		k u tɕ i b i r u		k u t i b i r o	k u tɕ i b i r u		k u tɕ i b e r o	k u tɕ i b e r a		k u tɕ i b i r u
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
269	ʔ i x i	i k e		i k e			e k e	i k e		
-136				n e r u	n e r u		n e r u	n e b u r u		
437					k o w a ŋ a r u					k o w a ŋ a r u
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
53			o t o k o	o t o k o	o t o k o		o t o k o	o t o k o		o t o k o
457					n a w a			n a w a		
450			u r e i t a	u r e t a			o r e t a			
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
34	ɕ o g o ɕ a ɴ					u k aː ʃ a				
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
340	m a ɕ u					m aː s o			m aː ɕ u	
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
45							k o m eː		g u m a s a ɴ	
261		s o r a		s o r a						s o r a
235	x j a s i		i k e ɴ						ts aː	
73	s i s i					s ɨː s ɨ			s i s i	
286								m u k oː z u n e	h w i ɕ a	
355					g o ts ui	u d a				
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
184	u a ts ɨ					u m a ts ɨ				
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
331	u θ u					b u t u		o tː o	u t u	
158					a ŋ e r u					a ŋ e r u
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
399	s ɨ r u r i								ʃ i j u ɴ	
248	ʔ a m a								ʔ a m a	
