COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ³						
18-1	n j ɔ n ⁵						
19-1	n j ³¹						
44-1	l u ʔ ⁴³						
50-1	ʃ a ŋ ³						
62-1	s ai ʔ k ⁵⁴						
70-1	b a n ³¹						
75-1	n j ɔ ʔ ⁴³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ³²						
127-1	kʰ w ei ³¹						
132-1	w ɔ ʔ ³²						
133-1	n ɔ ⁵						
135-1	n au ⁵						
142-1	d j ɛ ³						
143-1	ŋ j ʔ ʔ						
149-1	j u ⁵						
152-1	ŋ ɔ ³						
157-1	b u ⁵						
183-1	ʔ u ⁵						
184-1	n ṵ ʔ ʔ						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ⁴³						
192-1	n j ³						
195-1	n ɔ ³						
200-1	k a ɛ ³¹						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³²						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³						
244-1	s w t ⁵						
253-1	n j ɔ ³¹						
270-1	n ei ³						
278-1	m j ŋ ŋ ³¹						
279-1	w ɔ ³¹						
285-1	j a m m ³¹						
308-1	d j ɛ ³¹						
322-1	n i ³¹						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ u k ⁵⁴						
362-1	j i ³¹						
391-1	j ɔ ⁵¹ p						
394-1	m ɔ ʔ ⁴³						
397-1	tʃʰ ei ⁵						
443-1	n j æ̰ ⁵¹ p						
460-1	s a ʔ ⁵³						
463-1	w i ³						
464-1	ʔ u ŋ ³						
473-1	s w m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ a ³						
494-1	dʒ j ³						
496-1	h j ɛ ³						
516-1	w a ³						
522-1	n ɔ ʔ ⁴³						
523-1	pʰ j u ³						
524-1	n a̰ ³¹						
540-1	kʰ j ⁵						
3-1	b a ³ ³¹						
