COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	m j a n						
19-1	n a ³¹						
44-1	l u ʔ ⁵						
50-1	h j ŋ ³						
62-1	s ai k ⁵						
70-1	d a n						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	m j u ʔ ³						
127-1	kʰ w ei ³						
132-1	w ɔ ʔ ³²						
133-1	n au ⁵						
135-1	n au ⁵						
142-1	d z i ei						
143-1	ŋ ɔ̰ ʔ ⁵³						
149-1	ʔ æu ⁵³						
152-1	ŋ ɔ ³						
157-1	d ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ ³¹						
185-1	tsʰ a n						
189-1	m j ɔ ʔ						
192-1	n j ³						
195-1	n ɔ ³						
200-1	k a n ³						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei						
244-1	s w ḭ						
253-1	m j ɛ						
270-1	m ei ³						
278-1	m j ŋ ŋ ³¹						
279-1	w ɔ ³¹						
285-1	j ɛ n m						
308-1	d j a						
322-1	m ei ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ						
347-1	ʃ u k						
362-1	j ei ³¹						
391-1	j ṵ p ⁵						
394-1	m ɔ ʔ ³²						
397-1	tʃʰ ei ⁵						
443-1	n j ɔ p ⁵³						
460-1	s a ʔ ⁵³						
463-1	w ṵ ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k						
481-1	tsʰ ɛ ³						
494-1	g j ⁵						
496-1	h j ŋ ŋ						
516-1	w a ³						
522-1	n ɔ ʔ ³²						
523-1	pʰ j u ³						
524-1	n ɛ ³¹						
540-1	kʰ ɔ ⁵						
3-1	d j i						
6-1	k j ³						
7-1	dʒ ṵ m ³¹						
20-1	n a p						
51-1	ŋ w ʔ ³						
64-1	g ɔ ŋ ³¹						
65-1	k ṵ k ⁵⁴						
66-1	d z u						
71-1	ʃ i ⁵						
72-1	ʔ a ³¹						
76-1	w ɔ ³						
77-1	n j ʔ ʔ						
78-1	m au ³¹						
82-1	pʰ u ŋ ⁵³						
87-1	ŋ ɔ ³¹						
93-1	l a m						
94-1	m j ei						
100-1	s w n ⁵³						
116-1	l j ³						
119-1	w a n ⁵						
124-1	pʰ j ɨu ³						
136-1	l i ei ³¹						
137-1	kʰ j au ³¹						
144-1	s w t						
145-1	d u ŋ ³¹						
146-1	m au ³¹						
150-1	g j ɔ ʔ						
154-1	m j i ³¹						
165-1	kʰ j a m						
166-1	pʰ j ɔ ³						
169-1	k j a̰ ŋ ³						
170-1	d j ɔ ³						
171-1	j a ŋ						
174-1	l a m						
181-1	m j ɔ ʔ ⁵						
193-1	d ə ⁵						
205-1	n ṵ ⁵³						
206-1	m w ⁵ ³						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l ɔ n ³						
217-1	ʔ u ⁴²						
224-1	n j au ⁵ ⁵						
228-1	d u ŋ						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	k j ə ³						
256-1	ʔ a						
257-1	pʰ ɔ ³						
272-1	m ɔ						
273-1	ʔ a ⁵						
274-1	m a ŋ						
1-2		m au ⁵²					
4-2		l a ⁵²					
18-2		m j a ³					
19-2		n j ⁵²					
44-2		l au ʔ					
50-2		ʃ a ŋ ⁵²					
62-2		s a ⁵² ⁵²					
70-2		p a n ²³					
75-2		m j a ʔ					
97-2		tʃʰ a ŋ ⁵²					
112-2		x a ⁵²					
122-2		m j au ʔ ³					
127-2		kʰ w i					
132-2		a̰ a ʔ					
133-2		n au ⁵²					
135-2		n au ŋ					
142-2		t aː a̰ i					
143-2		ŋ a ʔ					
149-2		ʔ au					
152-2		ŋ a					
157-2		p a ⁵²					
183-2		ʔ au					
184-2		n au ʔ ⁵²					
185-2		x a m					
189-2		m j a ʔ					
192-2		n a ³					
195-2		n a					
200-2		k i n					
216-2		s a ŋ ²³					
218-2		l a ʔ					
225-2		s a ŋ					
235-2		kʰ j ə					
244-2		s a̰ i					
253-2		m j ²³					
270-2		m i ²³					
278-2		m a ŋ ŋ					
279-2		w a ⁵²					
285-2		j a̰u m ³					
308-2		p j i					
322-2		m i ²³					
325-2		kʰ au ⁵²					
337-2		m j a ŋ					
341-2		ts aː a					
347-2		ʃ au ʔ					
362-2		j i ⁵²					
391-2		j a̰ ʔ ⁵²					
394-2		m a ʔ					
397-2		tʃʰ i ⁵²					
443-2		n j a ʔ					
460-2		s a ʔ					
463-2		w i ⁵²					
464-2		ʔ au ŋ					
473-2		s a m ⁵²					
476-2		kʰ j ŋ k					
481-2		x i					
494-2		ɣ au ⁵²					
496-2		ʃ j ŋ ŋ					
516-2		w i					
522-2		n a ʔ					
523-2		pʰ j au ⁵²					
524-2		n i					
540-2		kʰ a ²³					
3-2		p w ⁵²					
6-2		k i					
7-2		ts e m					
20-2		n a ʔ					
39-2		m j i ⁵²					
51-2		ŋ a̰ ⁵² ³					
72-2		ʔ a ⁵²					
94-2		m j i					
100-2		s a̰ n					
116-2		l a ⁵²					
136-2		l i ŋ					
137-2		kʰ j ṵ ŋ					
139-2		m i					
150-2		k a a ʔ					
154-2		m w i					
166-2		pʰ j a ³					
169-2		k j e ŋ					
170-2		p j a ⁵²					
171-2		j o ŋ					
174-2		l e m					
181-2		m j a ʔ ²³					
205-2		n a̰ ³					
206-2		m ṵ ⁵²					
214-2		l a m ⁵²					
217-2		ʔ au ³					
224-2		n j ṵ ŋ ⁵²					
228-2		p au ²³					
246-2		k j ʔ ³					
256-2		ʔ a					
257-2		pʰ a					
273-2		ʔ a ⁵²					
1-3			m au ³				
4-3			l ɔ ³				
18-3			m j e n				
19-3			n e ³				
44-3			l o ʔ ³²				
50-3			ʃ j ŋ m				
62-3			s ə k ⁵³				
70-3			b æ n ³				
75-3			m j ɔ ʔ				
97-3			tʃʰ a ŋ ⁴				
112-3			tsʰ ɔ ⁴				
122-3			m j o ʔ ³				
127-3			kʰ w ⁵ ³				
132-3			w ɔ ʔ ³				
133-3			n au ³				
135-3			n au ŋ				
