COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
468-1	eː a b a			
222-1	a b o b o n e			
208-1	a b u k b u b u			
962-1	a g o k ɗ e			
203-1	a g u b i			
138-1	l ɲ l e			
504-1	ɗ oː ʃ a			
662-1	ɓ b b a			
478-1	g k ɗ e			
409-1	a k e			
410-1	g u n b i			
256-1	ɓ l l e			
622-1	n b u			
546-1	n b u			
547-1	ʃ ə ɗ a			
847-1	n ɲ n b i g i			
95-1	b ə ɗ i			
105-1	b ɪ n i			
510-1	b o ʃ a			
951-1	m b m a e e			
1116-1	m b u m			
149-1	ɓ u u u i			
376-1	ɓ a l i			
815-1	k o k a			
453-1	ɗ u m e			
67-1	ɗ l ʃ e			
47-1	ɗ o k o k a			
869-1	ɗ oː eː a			
57-1	k l g u			
303-1	g a u i a			
443-1	g ɓ k e			
884-1	g u n b i			
166-1	g u n b i			
918-1	a b e k e			
831-1	k l ʃ e			
616-1	b e e			
84-1	k o ʃ l l e			
346-1	k o l u l u			
601-1	u i g i			
177-1	k a ɗ a			
341-1	k o l a			
1066-1	ɗ e n ʃ i g i			
318-1	ɗ e ʃ i			
241-1	m b ʃ o			
556-1	k a n b u g u			
191-1	ɓ ə m b eː l			
458-1	a u i u i			
1-1	k a n b i k			
751-1	k o			
864-1	a g o n i			
154-1	a m a n ʃ i			
278-1	a m i l u i			
766-1	ʃ oː k a			
251-1	a g b k u			
582-1	o a o g			
6-1	a l i			
1106-1	n g o			
473-1	ʃ i n e			
1111-1	k a l u			
957-1	m a k e			
41-1	b i			
24-1	u			
25-1	eː b k e			
879-1	a b a k i b ə b			
837-1	m l ʃ i			
233-1	b i b i i o			
938-1	ɓ u l a			
369-1	a k e			
946-1	ɓ a g g o			
889-1	ɓ b l e			
820-1	l ʃ o k e			
438-1	n b ə n e			
283-1	m a n ɗ i e			
52-1	b oː k			
842-1	ɗ o g o ʃ a			
110-1	u i ʃ ɗ k i			
165-1	m a			
1007-1	o g g o l e			
1088-1	k o ʃ ə l e			
1087-1	o g g o l e			
702-1	e l a			
536-1	k b b e			
694-1	n b ə			
468-2		l a b a		
222-2		a b a b o b i		
208-2		a b u r b u d u		
962-2		a g o r h a		
203-2		a g u d i ʔ		
138-2		ʃ i l e		
504-2		ɗ oː ʃ ɛ		
662-2		ɓ oː d aː		
478-2		g o ɗ e		
409-2		a r e		
410-2		g u n d i		
256-2		ɓ l l e		
622-2		n d u		
546-2		n d u		
547-2		ʃ ɛ f a		
847-2		n n d i g e		
95-2		b ɛ ɗ i		
105-2		b ɛ n i		
510-2		b o ʃ a		
951-2		m b r m a r		
1116-2		m b u m a		
149-2		ɓ u s s i		
376-2		ɓ ʔ l i		
815-2		g o r a		
453-2		ɗ u ŋ e		
67-2		ɗ a ʃ e		
47-2		d o k u l aː		
869-2		ɗ oː l a		
57-2		k aː g u		
303-2		g a s ʔ i a		
443-2		g e r a		
884-2		g oː n d i		
166-2		g u n d i		
918-2		a b a r e		
831-2		h aː ʃ e		
616-2		b aː e		
84-2		h o ʃ a l a		
346-2		h u h o l u		
601-2		s i g i		
177-2		k ʔ a f a		
341-2		k ʔ o l a		
1066-2		f e n s e i i		
318-2		f e ʃ i		
241-2		m aː ʃ ʃ o		
556-2		h a n d u u		
191-2		oː ʔ m b i l		
458-2		a s ʔ i s ʔ i		
1-2		h a n h i r		
751-2		r o		
864-2		a ŋ o n i		
154-2		a m a n d i		
278-2		a m i l u i		
766-2		ʃ oː r a		
251-2		a g oː r u		
582-2		u ʔ u ŋ		
6-2		a l i		
1106-2		ŋ g o		
473-2		ŋ i e		
1111-2		h a l u		
957-2		m a r e		
41-2		b i e		
24-2		s i		
25-2		h a r e		
879-2		a b a r a b ɛ d i		
566-2		aː f a ŋ o r r s s		
742-2		a g u		
1044-2		ʃ i m b i l		
13-2		a l d a m i		
720-2		aː s ɛ l a		
837-2		m aː ʃ i		
233-2		ɓ i ɓ i o		
938-2		ɓ ʔ l l a		
369-2		a r e		
946-2		ɓ a ŋ g o		
889-2		ɓ ʔ l o		
820-2		a ʃ o r e n		
405-2		b ə d e		
134-2		ɓ ʔ ɗ i i i		
1078-2		m oː h i		
429-2		b o ŋ k o		
187-2		b oː s k ʔ e		
438-2		n d ɛ n e		
385-2		m o k ʔ o ʃ		
283-2		m n n s ʔ a r		
390-2		aː b a i		
783-2		m a r h a		
842-2		ɗ o ŋ o ʃ e		
110-2		k i i d e i		
650-2		k ʔ o ʃ		
91-2		g a l a s i		
668-2		w ɛ ɗ a		
777-2		d i n i aː		
728-2		s i ʃ i		
165-2		m a		
1007-2		o ŋ g o l e		
1087-2		o ŋ g o l e		
894-2		aː s ʔ u		
536-2		k ʔ oː d e		
694-2		n d ə		
468-3			h a b a	
222-3			a b a b ɔ ʔ i	
208-3			a b u r b u d u	
962-3			a g ɔ r a	
203-3			a g u d i ʔ	
138-3			ʃ ʃ l e	
504-3			ɗ ɔ ʃ a f	
662-3			p s d w	
478-3			g k d a	
409-3			a r e	
410-3			g u n d i	
256-3			p aː l e	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f a ʔ	
847-3			n n d d g i	
95-3			b ɛ ɗ i	
105-3			b t n i	
510-3			b ɔ ʃ a	
951-3			m b m a r e	
1116-3			m b u m a	
149-3			p u s ʔ i	
376-3			p i l i	
815-3			k ɔ r a	
453-3			ɗ u ɲ e	
67-3			ɗ a ʃ e	
47-3			d ɔ k ɔ h a	
869-3			ɗ ʊː h a	
57-3			k aː g u	
303-3			g a s ʔ i a	
443-3			g e r a	
884-3			g u n d i	
166-3			g u n d i	
918-3			a b ɛ r e	
831-3			h aː ʃ e	
616-3			b e	
84-3			h ɔ ʃ a l a	
346-3			h ɔ h ɔ l u	
601-3			s i g i	
177-3			k ʔ a f a	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n s i ŋ a	
318-3			f eː s i	
241-3			m h ʃ ɔ ɔ	
556-3			h a n d u u	
191-3			p t m b i l	
458-3			a s ʔ i s ʔ i	
1-3			h a ŋ h i r	
751-3			r ɔ	
864-3			a ŋ ɔ n i	
154-3			a m a n d i	
278-3			a m i l u ʔ a	
766-3			ʃ p r a	
251-3			a g d r u	
582-3			ɔ ʔ ɔ ŋ	
6-3			a l i	
1106-3			n g ɔ	
473-3			ɲ i e	
1111-3			h a l u	
957-3			m a r e	
24-3			s i	
25-3			h a r e	
879-3			a b a r a b ɛ	
566-3			a n f a n f ɔ r ɔ s	
742-3			a g ɔ ʔ	
1044-3			ʃ i m b i l u	
13-3			a l h a m i s	
720-3			aː s ɛ l a ʔ	
233-3			b i b i ɔ ɔ	
938-3			p u l a	
369-3			a r e	
889-3			p eː l e	
405-3			b d e	
134-3			p ɗ i ʔ i	
1078-3			m e h i	
429-3			b ɔ ŋ ɔ ʃ ʃ	
187-3			b u s s ʔ k	
385-3			m ɔ k ʔ ɔ ʃ	
283-3			a n s aː r e	
390-3			a b a	
783-3			m a r a a	
52-3			d p ʃ	
842-3			ɗ ɔ ŋ ɔ ʃ a	
650-3			k ʔ ɔ ʃ	
91-3			g a l a s i	
668-3			w ɛ l a	
777-3			g i n d aː l i a	
728-3			s i ʔ i	
165-3			m a	
1088-3			h ɔ ʃ a l e	
702-3			l a	
894-3			iː s ʔ u	
536-3			k ʔ d e	
468-4				θ a b a
222-4				a b o b o n e
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ a
662-4				ɓ z d a
478-4				g e h a
409-4				a r e
410-4				g u n d i
256-4				ɓ θ l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ n d g g i
95-4				b ɛ ɗ i
105-4				b ə n i
510-4				b o ʃ a
951-4				m b r m r
1116-4				m b ə m a
149-4				ɓ u s s i
