COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ ə k ⁵⁵								
438-1	ȵ ɔ ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	ȵ i ³¹								
221-1	i t ⁵⁵								
202-1	k au ³¹								
935-1	u ³¹								
93-1	ts ɔ ³¹								
7-1	p a n ³¹								
664-1	ɔ ŋ ⁵⁵								
246-1	k ʐ a ŋ ⁵⁵								
547-1	ʂ ə k ⁵⁵								
555-1	i n ⁵⁵								
464-1	m au ³¹								
119-1	ts e ŋ ³⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	ȵ e n ³¹								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	tɕʰ o t ⁵³								
452-1	ȵ u ʔ ⁵⁵								
580-1	m̥ ɔ ʔ ⁵⁵								
833-1	ȵ̥ ɔ ŋ ⁵⁵								
390-1	m w a ŋ ³¹								
696-1	ŋ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	tɕ a ŋ ³¹								
536-1	s ɔ ʔ ⁵⁵								
731-1	ʂ ə ³¹								
779-1	ɕ ɔ ⁵⁵								
589-1	tʰ ə k ³⁵								
658-1	ɔ m ⁵⁵								
456-1	m̥ ʐ a ŋ ³¹								
183-1	k ʐ ə ³¹								
785-1	x ɔ ³¹								
714-1	ʐ i t ⁵⁵								
331-1	l ɔ ³¹								
930-1	n ai ³⁵								
161-1	k w a ŋ ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ w a ʔ ⁵⁵								
194-1	ʐ w a ʔ ⁵⁵								
727-1	oi ³¹								
260-1	tɕʰ a p ⁵⁵								
144-1	ts e ŋ ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ ə k ⁵⁵								
29-1	p ə k ⁵⁵								
316-1	tʰ ɔ ʔ ⁵⁵								
389-1	m ʐ w a ŋ ⁵⁵								
118-1	m ɔ ʔ ³¹								
312-1	x o ³¹								
490-1	n i ʔ ³¹								
436-1	ȵ ɔ ³¹								
927-1	ŋ̊ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ʑ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	oi ³¹								
660-1	ɔ p ⁵⁵								
642-1	ʈʂʰ a ŋ ³⁵								
257-1	kʰ ʐ a m ⁵⁵								
167-1	tɕ ɔ ³¹								
880-1	ʈʂʰ a p ³⁵								
484-1	n w a ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ a n ³¹								
811-1	x au ³¹								
458-1	tʰ u ŋ ³¹								
884-1	tʰ i ʔ ³¹								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ɕ ɔ ⁵⁵								
920-1	u ŋ ³¹								
36-1	pʰ a k ³⁵								
12-1	p i ⁵⁵								
350-1	l w a ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ o ʔ ⁵⁵								
280-1	tɕʰ i ³⁵								
612-1	tʰ w a ŋ ³¹								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	kʰ ʐ au ³¹								
148-1	k a n ³¹								
652-1	oi ⁵⁵								
220-1	ȵ̥ a ŋ ³¹								
562-1	pʰ ʐ ai ⁵⁵								
31-1	p ʐ a ŋ ⁵⁵								
386-1	m ei ³¹								
804-1	ʈʂʰ au ³¹								
369-1	l ə k ⁵⁵								
125-1	p a n ³¹								
314-1	x ʐ w a ⁵⁵								
823-1	l̥ a p ⁵⁵								
471-1	n a m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	m ɔ ŋ ⁵⁵								
272-1	kʰ ʐ a ŋ ⁵⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ʑ a m ³¹								
123-1	t u ⁵⁵								
512-1	pʰ i k ⁵⁵								
518-1	pʰ ʐ o ⁵⁵								
878-1	tʰ ɔ ³¹								
849-1	pʰ a t ⁵⁵								
524-1	pʰ u ʔ ⁵⁵								
90-1	tʰ ɔ ³⁵								
541-1	s a n ³¹								
933-1	ȵ̥ au ³¹								
467-1	n ɔ ³¹								
49-1	p au ³¹								
822-1	kʰ o k ⁵⁵								
52-1	p ui ⁵⁵								
377-1	l u m ³¹								
127-1	ʈʂ a p ⁵⁵								
67-1	t a t ⁵⁵								
864-1	pʰ ʐ a ³¹								
126-1	ʈʂ w a ʔ ⁵⁵								
656-1	ɔ m ³⁵								
635-1	x au ³¹								
473-1	n̥ a m ⁵⁵								
98-1	ʂ w a ³¹								
445-1	ȵ au ⁵⁵								
379-1	l u ³⁵								
323-1	x ʐ o p ⁵⁵								
485-1	n w a ŋ ³¹								
357-1	l̥ ə ⁵⁵								
432-1	m a ʔ ³¹								
80-1	t au ³¹								
10-1	ʂ a m ⁵⁵								
335-1	o ʔ ⁵⁵								
649-1	o ³¹								
115-1	tɕ e n ³¹								
137-1	k ɔ ⁵⁵								
844-1	pʰ ɔ ⁵⁵								
723-1	ɕ e t ⁵⁵								
