COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ ə k ⁵⁵								
438-1	ȵ ɔ ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	ȵ i ³¹								
221-1	i t ⁵⁵								
202-1	k au ³¹								
935-1	u ³¹								
93-1	ts ɔ ³¹								
7-1	p a n ³¹								
664-1	ɔ ŋ ⁵⁵								
246-1	k ʐ a ŋ ⁵⁵								
547-1	ʂ ə k ⁵⁵								
555-1	i n ⁵⁵								
464-1	m au ³¹								
119-1	ts e ŋ ³⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	ȵ e n ³¹								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	tɕʰ o t ⁵³								
452-1	ȵ u ʔ ⁵⁵								
580-1	m̥ ɔ ʔ ⁵⁵								
833-1	ȵ̥ ɔ ŋ ⁵⁵								
390-1	m w a ŋ ³¹								
696-1	ŋ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	tɕ a ŋ ³¹								
536-1	s ɔ ʔ ⁵⁵								
731-1	ʂ ə ³¹								
779-1	ɕ ɔ ⁵⁵								
589-1	tʰ ə k ³⁵								
658-1	ɔ m ⁵⁵								
456-1	m̥ ʐ a ŋ ³¹								
183-1	k ʐ ə ³¹								
785-1	x ɔ ³¹								
714-1	ʐ i t ⁵⁵								
331-1	l ɔ ³¹								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		j o ²¹							
438-2		l ă ²¹							
334-2		l o ʔ ²¹							
360-2		l ai ²¹							
394-2		m j i ²¹							
221-2		j u̱ p ⁵⁵							
202-2		k au ²¹							
935-2		u ²¹							
93-2		s i k ⁵⁵							
7-2		p a n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k j a̱ ŋ ⁵¹							
547-2		s i k ⁵⁵							
555-2		j u̱ m ⁵¹							
464-2		m au ²¹							
119-2		m j i̱ ⁵⁵							
835-2		n a̱ p ⁵⁵							
79-2		t o ²¹							
693-2		ŋ au ⁵¹							
477-2		ŋ j i ⁵⁵							
891-2		tʰ i ŋ ⁵⁵							
528-2		v o ⁵¹							
797-2		k j u̱ ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ²¹							
896-2		ts u̱ t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		ŋ o̱ ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ u n ⁵¹							
86-2		ts u̱ ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		ts a n ⁵¹							
536-2		p a n ²¹							
731-2		ts ui ²¹							
779-2		o̱ ⁵¹							
589-2		kʰ u ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v a m ⁵¹							
456-2		m j a ŋ ⁵¹							
183-2		k o̱ ²¹							
785-2		kʰ o ²¹							
714-2		u ⁵¹							
331-2		l o ²¹							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			l a m ³¹						
438-3			m j a ʔ ³¹						
334-3			l a ʔ ³¹						
360-3			l i ³¹						
394-3			m əi ³¹						
221-3			j a̱ p ⁵⁵						
202-3			k u ³¹						
935-3			ŭ ³¹						
93-3			t a ³¹						
7-3			p ɛ̃ ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k a̱ ʔ ⁵⁵						
547-3			s a k ⁵⁵						
555-3			j a̱ m ⁵⁵						
464-3			m au ³¹						
119-3			t a ŋ ⁵⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
79-3			t ɔ ³¹						
693-3			ŋ au ⁵⁵						
477-3			n ɛ ʔ ³¹						
891-3			t a̱ ŋ ³⁵						
528-3			ɣ ɔ ⁵⁵						
797-3			k j a̱u ʔ ⁵⁵						
493-3			n a k ³¹						
217-3			j ɛ ʔ ⁵⁵						
896-3			ts ɔ̱ t ⁵⁵						
452-3			m j au ʔ ³¹						
580-3			ŋ a̱ ʔ ⁵⁵						
833-3			n a̱ ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ ø ⁵⁵						
86-3			t au ŋ ⁵⁵						
384-3			m ɛ̃ ³⁵						
61-3			t ɛ̃ ⁵⁵						
536-3			x a ʔ ⁵⁵						
779-3			a ⁵⁵						
589-3			tʰ ɔ̃ ⁵⁵						
680-3			ŋ a̱ ʔ ⁵⁵						
456-3			m j ɔ̃ ³¹						
183-3			k ɔ̱ ³⁵						
785-3			kʰ a ³¹						
331-3			l a ³¹						
665-4				ŋ o ³¹					
495-4				n ou ⁵⁵					
838-4				j ɔː ³³					
438-4				l ə̆ ⁵⁵					
334-4				l ɔ ʔ ³¹					
360-4				l ei ³³					
394-4				m j eːi ³³					
221-4				j u̱ː p ⁵⁵					
202-4				k ou ³³					
935-4				w o ³³					
93-4				l ə ŋ ⁵⁵					
7-4				p a n ³³					
664-4				v aː ŋ ³¹					
246-4				k ɔ̱ ʔ ⁵⁵					
547-4				s ə̱ k ⁵⁵					
555-4				j ɔ̱ m ³³					
464-4				m ou ³³					
119-4				m j i ⁵³					
835-4				n a̱ p ⁵⁵					
79-4				t ɔː ʔ ³¹					
