COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
206		j o ⁵¹	j a ⁵⁵	j o ³¹	j ɔ ³¹	j a	j a ¹	j ɑ ⁵³	j ɔ ³¹
930	n ai ³⁵	ŋ a̱ p ⁵⁵	ŋ ɛ̱ ʔ ⁵⁵	ŋ a̱ː p ⁵⁵	ŋ ɛ̱ ʔ ⁵⁵		ˀŋ a p ⁴	ɑ ʔ ⁴	a p ⁵⁵
353		l ai ⁵¹	l i ⁵⁵	l ei ³¹	l a ³¹	l i j	l i ¹	l ɛ ²²	l ai ⁵⁵
161	k w a ŋ ⁵⁵	k a ŋ ⁵¹	k ɔ̃ ⁵⁵	k aː ŋ ³¹	k ɔ̃ ³¹		g a ŋ ¹	b ɑ ʔ ⁴	p ɔ ŋ ⁵⁵
814	x ui ³¹	kʰ ui ²¹		kʰ ui ⁵⁵	k u̱i ³⁵	kʰ u j ⁵	ˀk ui ²	kʰ w e ⁵⁵	f ui ³¹
179	k ʐ w a ʔ ⁵⁵	v o ʔ ²¹	ɣ a ʔ ³¹	k j ɔ ʔ ³¹		k r a k	g r a k ⁴	tɕ ɛ ʔ ⁴	k ʐ ɔ ʔ ⁵⁵
194	ʐ w a ʔ ⁵⁵	v o ʔ ²¹	ɣ a ʔ ³¹	j ɔː ʔ ³¹	ɣ ɔ ʔ ³¹		r a k ⁴	j ɛ ʔ ⁴	ʐ ɔ ʔ ⁵⁵
727	oi ³¹	ʃ a ŋ ⁵¹	ʃ ɔ̃ ⁵⁵	s a ŋ ³¹	ʃ ɔ̃ ³¹		ʃ a ŋ ¹	l e ⁵⁵	v ui ³¹
260	tɕʰ a p ⁵⁵	kʰ j a p ⁵⁵	kʰ j ɛ ʔ ⁵⁵	kʰ j a p ⁵⁵	kʰ j ɛ ʔ ⁵⁵		k j a p ⁴	m j ɛ ʔ ⁴	kʰ ʒ a p ⁵⁵
144	ts e ŋ ⁵⁵	k a m ⁵¹	k ɛ̃ ⁵⁵	k a m ³¹	k ɛ̃ ³¹		g a m ¹	kʰ w ɛ ⁵⁵	ʈʂ ɯ ŋ ⁵⁵
53	p u m ⁵⁵	p u m ⁵¹	p a m ⁵⁵	p ɔ m ³¹	p a m ³¹		b u m ¹	p õ ²²	p u m ⁵⁵
59	t ɔ ʔ ⁵⁵	t o ʔ ²¹	t a ʔ ³¹	t ɔː ʔ ³¹	t ɔ ʔ ³¹		d a k ⁴	t ɛ ʔ ⁴	t ɔ ʔ ⁵⁵
506	pʰ ə k ⁵⁵	pʰ e k ⁵⁵	pʰ a k ⁵⁵	pʰ ɔːi ³¹	pʰ a k ⁵⁵		p i k ⁴	p e ʔ ⁴	pʰ i ⁵⁵
29	p ə k ⁵⁵	p i k ²¹	p a k ³¹	p əː ³¹	p a k ³¹	p a c	b i k ⁴		p i ⁵⁵
