COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ a ⁵⁵								
495-1	n au ³⁵								
838-1	ʐ a ⁵⁵								
438-1	m ɔ ʔ ⁵⁵								
334-1	l a k ⁵⁵								
360-1	l i ³¹								
394-1	m ə ³¹								
221-1	ʐ i pʰ ⁵⁵								
202-1	tɕ au ³¹								
935-1	u ³¹								
93-1	tsʰ ɔ ŋ ³¹								
7-1	p a n ³¹								
664-1	a ŋ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	ʐ a m ⁵⁵								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ u ʔ ⁵⁵								
580-1	ŋ ɔ ʔ ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m a ŋ ³¹								
696-1	ŋ u ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	ȵ a n ³⁵								
61-1	t a m ⁵⁵								
536-1	s a k ⁵⁵								
731-1	s i ³¹								
779-1	o ⁵⁵								
589-1	x u ŋ ⁵⁵								
658-1	a m ⁵⁵								
456-1	ȵ a ŋ ³¹								
183-1	k w i ³¹								
785-1	x ɔ ³¹								
714-1	u ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ a p ⁵⁵								
161-1	tɕ a ŋ ⁵⁵								
814-1	x ui ³¹								
179-1	k.ʐ w a k ⁵⁵								
194-1	w a k ⁵⁵								
727-1	ʂ a ŋ ⁵⁵								
260-1	x a p ⁵⁵								
144-1	tɕ a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t a k ⁵⁵								
506-1	pʰ a ʔ ⁵⁵								
29-1	p i k ⁵⁵								
316-1	ɔ k ⁵⁵								
389-1	m ʐ a ŋ ⁵⁵								
118-1	m a ³⁵								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	ȵ ɔ ³¹								
927-1	ŋ a n ⁵⁵								
383-1	m ɔ k ⁵⁵								
211-1	a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	ʂ a ³⁵								
