COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	l ɔ ⁵⁵								
495-1	ʑ u ³⁵								
838-1	l ɔ ŋ ³¹								
438-1	ȵ ʐ w ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	ȵ i ³¹								
221-1	s ə ŋ ⁵⁵								
202-1	k au ³¹								
935-1	l ³¹								
93-1	ʈʂ w a ³¹								
7-1	p ɔ ŋ ³¹								
664-1	l a ⁵⁵ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə ʔ ⁵⁵								
555-1	x ⁵⁵ m ⁵⁵								
464-1	m au ³¹								
119-1	l ə ŋ ⁵⁵								
835-1	x a t ⁵⁵								
79-1	t o ³¹								
693-1	l au ⁵⁵								
477-1	ȵ ɔ t ³¹								
891-1	l ə ŋ ³⁵								
528-1	s o ⁵⁵								
797-1	x ʐ u ʔ ⁵⁵								
493-1	l ɔ ʔ ⁵⁵								
217-1	ȵ a t ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ i u ʔ ⁵⁵								
580-1	s u t ⁵⁵								
833-1	l a ⁵⁵								
390-1	ȵ ə ŋ ³¹								
696-1	l ui ⁵⁵								
86-1	l u ŋ ⁵⁵								
384-1	ȵ a ŋ ³⁵								
61-1	t a m ⁵⁵								
536-1	s ɔ ʔ ⁵⁵								
731-1	s i ³¹								
779-1	a ⁵⁵								
589-1	l ə ŋ ⁵⁵								
658-1	l a m ⁵⁵								
456-1	ȵ a ə ŋ ³¹								
183-1	k ʐ ⁵⁵								
785-1	ʈʂ ɔ ³¹								
714-1	l ⁵⁵								
331-1	l ɔ								
930-1	x ³⁵ t ⁵⁵								
161-1	k ə ⁵⁵ ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ w a ³¹								
194-1	m̥ ɔ ʔ ⁵⁵								
727-1	s a ⁵⁵ ⁵⁵								
260-1	tɕʰ a a ⁵⁵								
144-1	x a m ⁵⁵								
53-1	p ʐ m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	l ɔ ʔ ⁵⁵								
29-1	p ɔ ŋ ⁵⁵								
316-1	l ɔ ʔ ⁵⁵								
389-1	ȵ ʐ w ŋ ⁵⁵								
118-1	ȵ a ³⁵								
312-1	ʈʂ o ³¹								
490-1	ȵ i ³⁵								
436-1	ȵ ʐ w a								
927-1	l ə ŋ ⁵⁵								
383-1	ȵ ɔ ʔ ⁵⁵								
211-1	x a m ⁵⁵								
873-1	l ə ŋ ⁵⁵								
877-1	x a ³⁵								
344-1	l ui m ⁵⁵								
666-1	l ɔ ³¹								
595-1	l ɔ ŋ								
660-1	p ɔ t ⁵⁵								
642-1	l ə ŋ								
257-1	tɕʰ a m ⁵⁵								
167-1	tɕʰ ɔ w ³¹								
880-1	a u t ⁵⁵								
484-1	n̥ ə ŋ ⁵⁵								
574-1	s au w								
718-1	ȵ ə ŋ ³¹								
811-1	s au ³¹								
458-1	l u ŋ ³¹								
884-1	p i								
205-1	k u ʔ ⁵⁵								
499-1	p a ⁵⁵								
706-1	ʂ a ⁵⁵								
920-1	l ui ³⁵								
36-1	p ɔ a ⁵⁵								
12-1	p i ⁵⁵ ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p a ŋ ⁵⁵								
342-1	s u ʔ ⁵⁵								
280-1	tɕʰ i ⁵⁵								
612-1	l ə ŋ ³¹								
459-1	ȵ ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	tɕʰ u ³⁵								
148-1	k ɔ ŋ ³¹								
652-1	l ui ⁵⁵								
220-1	ʈʂ ə ŋ ³¹								
562-1	s ə ŋ ³¹								
31-1	p ʐ ɔ ʔ ⁵⁵								
386-1	ȵ a t ³¹								
804-1	tɕʰ ʐ ə ŋ ³¹								
369-1	l ə ʔ ⁵⁵								
125-1	t i								
314-1	k ʐ ŋ ⁵⁵								
823-1	l u t ⁵⁵								
471-1	l a m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	ȵ ə ŋ ³¹								
272-1	tɕʰ ʐ ə ŋ ³¹								
463-1	ȵ au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ɔ a m								
123-1	t i ⁵⁵								
512-1	p ʐ ə ŋ ⁵⁵								
518-1	tɕʰ ʐ o ⁵⁵								
878-1	t i ³¹								
849-1	p ɔ t ⁵⁵								
524-1	p au ʔ ⁵⁵								
90-1	l ɔ ³⁵								
541-1	s a ŋ ³¹								
933-1	s au ³¹								
467-1	s ɔ ³¹								
49-1	p i ³¹								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ ⁵⁵								
377-1	l u t ³¹								
127-1	ʈʂ ui t ³¹								
67-1	l t ⁵⁵								
864-1	p ʐ a ⁵⁵								
126-1	ʈʂ w ʔ ⁵⁵								
656-1	l a ³⁵								
635-1	ʈʂ ɔ ʔ ⁵⁵								
473-1	ȵ a m ⁵⁵								
98-1	s ɔ ³¹								
445-1	ȵ u au ⁵⁵								
379-1	l ui ³⁵								
323-1	tɕʰ ʐ u pʰ								
485-1	ȵ ə ŋ ³¹								
357-1	l ɿ ⁵⁵								
432-1	ȵ ⁵⁵ ʔ ⁵⁵								
80-1	t au ³¹								
10-1	p i ŋ ⁵⁵								
335-1	l ɔ ʔ ⁵⁵								
649-1	ɔ ɔ ³¹								
115-1	l ŋ ³¹								
137-1	k ɔ ⁵⁵								
844-1	p a ⁵⁵								
723-1	ȵ ³¹ o								
494-1	l ə ŋ ³¹								
196-1	k ʐ o ʔ ⁵⁵								
376-1	l u ŋ ⁵⁵								
466-1	ȵ a ⁵⁵								
75-1	t ə ŋ ³¹								
552-1	l ə ŋ ⁵⁵								
208-1	s ə ³¹								
180-1	tɕʰ ɔ a m								
253-1	x a t ⁵⁵								
45-1	p ʐ w ⁵⁵								
665-2		l o ⁵¹							
495-2		l au ²¹							
838-2		l i ŋ							
438-2		m j o ʔ ⁵⁵							
334-2		l o ʔ ⁵⁵							
360-2		l i ŋ							
394-2		m a ŋ							
221-2		l e ŋ							
202-2		s e ²¹							
935-2		l							
93-2		l e ŋ							
7-2		l a m ²¹							
664-2		l a ŋ ⁵¹							
246-2		s e ʔ ⁵⁵							
547-2		l i ʔ ⁵⁵							
555-2		l ŋ m ⁵¹							
464-2		m a ²¹							
119-2		l i ŋ ²¹							
835-2		l o ʔ ⁵⁵							
79-2		s e ²¹							
693-2		l u̱i ²¹							
477-2		s e ʔ ⁵⁵							
891-2		l i ŋ ⁵⁵							
528-2		l a ²¹							
797-2		k j o ʔ ⁵⁵							
493-2		l i ŋ ⁵⁵							
217-2		s e ʔ ⁵⁵							
896-2		l au ʔ ⁵⁵							
452-2		m j ŋ ʔ ⁵⁵							
580-2		l o ʔ ⁵⁵							
833-2		l a ⁵¹							
390-2		m a ŋ							
696-2		l ui ŋ							
86-2		l i ŋ ⁵¹							
384-2		m a ⁵⁵ ⁵⁵							
61-2		l a m ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		ts a ⁵⁵							
779-2		l o ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		l o ʔ ⁵⁵							
658-2		x a m ⁵¹							
456-2		m e ŋ ŋ ⁵¹							
183-2		k e ŋ ²¹							
785-2		s e ²¹							
714-2		l							
331-2		l o ⁵¹							
206-2		l o ⁵¹							
930-2		l o ʔ ⁵⁵							
353-2		l i ŋ							
161-2		s e ŋ ⁵¹							
814-2		s e ⁵⁵							
179-2		s e o ŋ ²¹							
194-2		s o ʔ ⁵⁵							
727-2		l a ŋ ⁵¹							
260-2		s j o ʔ ⁵⁵							
144-2		l a ŋ ⁵¹							
53-2		l a ŋ ⁵¹							
59-2		l o ʔ ⁵⁵							
506-2		l o ʔ ⁵⁵							
29-2		l i ŋ ²¹							
316-2		l o ʔ ⁵⁵							
389-2		m e a ŋ ⁵¹							
118-2		m a ⁵⁵							
312-2		s e ²¹							
490-2		l i ⁵⁵							
436-2		m a ŋ ⁵¹							
927-2		l a ŋ ⁵¹							
383-2		m o ʔ ⁵⁵							
211-2		x a m ⁵¹							
873-2		l i ŋ ²¹							
371-2		l i ŋ							
877-2		s e ²¹							
344-2		l a m ⁵¹							
666-2		l o							
595-2		l a m ²¹							
660-2		l o ʔ ⁵⁵							
642-2		l i ŋ ²¹							
257-2		s j a m ⁵¹							
167-2		k e ŋ ²¹							
880-2		l o ʔ ⁵⁵							
337-2		l o ⁵¹							
484-2		m a ŋ ⁵¹							
574-2		s e m ⁵¹							
718-2		l a ⁵⁵ ²¹							
811-2		s e ²¹							
458-2		tʰ au ŋ ²¹							
884-2		l i ⁵⁵							
205-2		s e ʔ ⁵⁵							
499-2		m e ²¹							
706-2		l o ⁵¹							
920-2		l e ²¹							
36-2		l j a ŋ ⁵¹							
12-2		l i ⁵⁵							
