COGID	dutch	english	french	german
1212	r oː k			r au x
1052	z ɛɪ			z iː
1002	k l ɛɪ	k l eɪ		
-1337	v ɔ r k	f ɔː k		
855	l aː x	l əʊ		
528	j øː k			j ʊ k ə n
-1033	b aː j	b eɪ		
2127	d r aː j ə			d r eː ə n
243	d yː r			t ɔy ə r
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
100	v r ɑu w			f r au
30	l ɛɪ m			l ai m
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
1861	s x eː d ə l			ʃ ɛː d ə l
1193	b r eː t			b r ai t
2125	w ɪ k ə l ə			v ɪ k ə l n
436	h ɑu t			h ɔ l ts
736	v r ɑu w			f r au
785	w iː l	w iː l		
-78	p ɛɪ m + b oː m	p aɪ n		
2006	p ɔ t	p ɔ t		
1851		f l əʊ		f l iː s ə n
2228	h ɑ l s			h a l s
677	t ɛ l ə			ts ɛː l ə n
111	k ɪ n t			k ɪ n t
776	v ə r + d eː l ə			t ai l ə n
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
337	k aː p	k eɪ p		
287	t ɑu w			t au
1608	b ɔ r s t			b r ʊ s t
2166	b ɔ r s t ə l			b ʏ r s t ə
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
52	b ɑ k + s t eː n			b a k + ʃ t ai n
1689		l ɪ f t	l ə v e	
116	j ɔ ŋ ə			j ʊ ŋ ə
169	r ɛɪ ɣ ə r			r ai ə r
1530	k oː n ɛɪ n			k a n iː n + x ə n
1921	s l aː n			ʃ l aː ɡ ə n
-588	p l ɑ t			p l a t
260	m uː			m yː d ə
20	k l ɛɪ n			k l ai n
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
186	s x ʉ l t			ʃ ʊ l t
1556	x eː w ə			ɡ a f ə n
2253	k ɛ r v ə	k ɑː v		
1865	x ə + z ɪ x t			g e + z ɪ x t
-2035		k ʌ z n̩		k uː z iː n ə
798		s n eɪ l		ʃ n ɛ k ə
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
1509	s n ɔ t	s n ɔ t		
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
1666	v l ɑ k t ə			f l ɛ x ə
2091	b ə + w aː r ə			b ə + v aː r ə n
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
