COGID	dutch	english	french	german
1469-1	v ɑ n t			
2047-1	s ɔ n			
2054-1	d ɔ n d r r			
1375-1	l ɪ x t			
760-1	w ɪ n d			
756-1	s n aː j			
726-1	m ɔ t ə r			
1351-1	x r ɛɪ n d t aː t r			
1353-1	x r ɛɪ n + m ɔ t ə r			
412-1	v w ɛɪ ɣ ə r ɛɪ n t ə r			
406-1	s w ɛɪ ɣ r r ɛɪ m ə r			
1005-1	s t iː p + v aː d ə r			
1012-1	s t eː p + m ɔ t ə r			
1016-1	w ɪ d iː ə r			
1069-1	ɪ x			
509-1	v ɑ l ə			
693-1	m uː l l			
2179-1	n ɛ s t			
1753-1	v ɪ s x			
1131-1	w ɔ l f			
1198-1	b aː r t			
2032-1	h ɔ r			
2241-1	n aː z ə			
2244-1	l ɪ p ə			
610-1	k n iː			
945-1	h ɛ r			
1534-1	l ɛ k ə			
384-1	s uː ɣ ə			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n n			
471-1	z p ə			
1385-1	z aː d			
792-1	j øː k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɔ ŋ			
867-1	h ɔ n d ə d			
1970-1	v ɔ l			
1230-1	d r ɪ d			
2017-1	n œy w			
968-1	w ɛ l d			
1674-1	l ɑ n d			
1671-1	h iː ɣ ə l			
829-1	k l ɪ p ə			
1025-1	w ɔ t ə r			
1027-1	z aː j			
1832-1	r ɑu w			
-1816-1	h ts aː aː n			
-335-1	l ɑ ɣ uː n			
1043-1	s t r oː m			
423-1	s t ɛɪ n			
2049-1	m ɛɪ n t			
2062-1	s t ɔ r m			
2065-1	r aː n ə ə + b oː ɣ			
1368-1	s ɑ d ə			
1365-1	d ɑu ɛɪ			
754-1	r aː n ə			
768-1	w ɛ t ə r			
1211-1	v ɛɪ ə r			
106-1	m ɑ n			
-98-1	b aː v iː			
719-1	v aː d ə r			
1341-1	z oː n			
-2027-1	d ɑ n t			
-2026-1	n ɛ v ə ɛɪ			
409-1	s w ɛɪ ɣ iː r + z uː n			
402-1	d w iː ɣ r r ɛɪ n ɔ l t ə r			
1014-1	s t iː p + d ɔ x t ə r			
1059-1	w iː r			
120-1	s t ɛ l			
2183-1	s t iː r			
2194-1	ɔ k s ə			
2199-1	k ɑ l l			
2197-1	s aː p			
1523-1	z ɑu w			
1521-1	b ɔ k			
512-1	m ɛ r aː			
2141-1	h uː n			
2147-1	x ɑ n t			
814-1	k r ɛɪ ə			
810-1	d ɑu v ə			
1755-1	h ɔ n t			
1758-1	m uː s			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n ɪ t ə			
1305-1	v l uː			
711-1	w ɔ s p ə			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ k			
-73-1	m ɔ s k ɛɪ t uː j			
1810-1	h ɑu d			
1805-1	v l ɛɪ s x			
1813-1	h aː r r			
1811-1	b l uː d			
690-1	r ɪ p ə			
2177-1	h ɑu p t			
246-1	oː ɣ ə r + b r ɑu			
249-1	oː ɣ l ɛɪ d l ɛɪ t			
1506-1	n aː z t n + l			
2242-1	m ɔ n t			
2245-1	t ɔ ŋ ə			
1196-1	n ɑ k ə			
2174-1	s x l d ə r			
575-1	ɑ k t ə l + h			
603-1	b l ə ə + b oː ɣ			
601-1	h ɑ n d			
615-1	v ɪ ŋ k r r			
901-1	k l uː ə			
608-1	v ɔ t			
596-1	t aː j			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ ə			
947-1	l aː v ə r			
1606-1	h ʉ p			
472-1	n ɛɪ iː ə			
1535-1	s w ɪ t ə			
1546-1	s p ɔ k ə			
1959-1	s l aː p ə			
694-1	s n ɛ r k			
1961-1	d r iː m ə			
323-1	l aː v ɪ aː			
1885-1	x r aː p			
2156-1	k r + d ɛ l t ə			
1903-1	w ɔ n d ə			
525-1	s w ɛ l øː ŋ			
276-1	l aː m aː j			
274-1	d ɑu p			
278-1	b l ɛɪ n d			
258-1	b ə + d r r ŋ k			
256-1	n ɑ k aː d			
383-1	eː t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə			
2003-1	k ɛ t ə l			
2024-1	p ɑ n			
1321-1	k ɔ p			
1976-1	t ɔ ŋ ə			
1243-1	m aː l l ɛɪ t			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r ɛɪ d			
650-1	d eː k			
1532-1	k n eː t ə			
-36-1	z ɔ p ə			
34-1	b oː n			
-1647-1	v ɛɪ ɣ ə			
-1615-1	d l l			
125-1	v ɑ t			
1659-1	h oː n ɪ j			
1661-1	m ɪ l k			
1676-1	b ɔ t ə r			
480-1	x r ɛɪ d r ɛ ŋ k			
1466-1	k l ɛɪ j ɔ ŋ			
2277-1	w ɔ l ə			
2271-1	v ɪ l t			
2293-1	l aː d ə r			
624-1	s p ɪ n ə			
628-1	s p ɪ n d ə l			
626-1	w iː v ə			
633-1	n aː d ə l			
1185-1	s uː t t ɛ r r r			
1179-1	h uː t			
2168-1	k ɑ m			
1952-1	d uː r			
899-1	l ɛɪ d ə r			
922-1	b eː d			
-934-1	l ɑ m p ə			
916-1	t r ɔ p			
1726-1	v eː l d			
2108-1	p l øː ɣ			
1133-1	v ɔ r aː ə			
2114-1	s p aː d ə			
1272-1	r ɛɪ ɣ			
1979-1	x r aː s			
1989-1	h aː j			
-2260-1	p l ɑ n t ə			
70-1	b uː k ə			
-89-1	w ɛɪ n + s t k			
-12-1	p ɛɪ p ə			
713-1	v ɑ p			
747-1	n eː t ə l			
308-1	d uː n			
289-1	b ɪ n d ə			
1930-1	b r eː k ə			
1928-1	s p ɑ l t ə			
858-1	s t r ɛ k ə			
1577-1	h v + h ɛ ŋ			
908-1	w ɔ s ə			
648-1	b uː r			
1855-1	h ɔ l h l			
657-1	h ɑ m ə r			
2058-1	n aː ɣ ə l			
949-1	s m ɛɪ t m d			
1642-1	x aː l d			
1640-1	z ɪ l v ə r			
1633-1	ɛɪ v ə n			
1630-1	t ɪ n			
993-1	x l aː s			
-2121-1	r ɔ l ə			
1692-1	v ɑ l ə			
1694-1	d r ɔ p ə			
1062-1	s ɛ ŋ k ə			
476-1	s w ɪ m ə			
1051-1	v l ɛɪ ɣ			
1075-1	b l aː v ə			
135-1	x l ɛɪ d ə			
-134-1	d ɑ n t ə			
1839-1	x s + x eː ə			
1097-1	k uː r øː k + k oː m			
1777-1	v ɔ l ɣ ə			
1434-1	b r ɪ ŋ ə			
1417-1	l ɛɪ d ə			
1424-1	r ɛɪ d ə			
778-1	p aː d			
790-1	b r ʉ k			
1223-1	p ɑ d ə l			
1117-1	z aː ɣ ə l			
1411-1	h aː v ə			
1407-1	h ɑ l d ə			
1390-1	d ɪ ŋ			
2086-1	x aː v ə			
2082-1	t uː r øː k + k aː b ə			
576-1	z uː k ə			
579-1	v ɪ n d ə			
581-1	v ɛ r + l r			
-1791-1	r eː j			
-225-1	p r ɛɪ s			
-2284-1	p l ɑ t			
1479-1	aː p n ə			
847-1	h ɛɪ x			
659-1	b ɔ d ə m			
860-1	m ɪ d ə			
213-1	r eː x t			
1286-1	v ɛ r			
1293-1	w ɛ s t ə			
474-1	d ɪ k			
467-1	d iː n			
1177-1	d iː p			
588-1	v l ɑ			
