COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l̥ ə ⁵⁵								
438-1	n i ɔ ʔ								
334-1	l w ʔ ⁵⁵								
360-1	l i ³¹								
394-1	n i ³¹								
221-1	l p p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	l ə ³¹								
7-1	p a n ³¹								
664-1	o a m ⁵⁵								
246-1	x a ʔ ⁵⁵								
547-1	ʂ ə k ⁵⁵								
555-1	i m ⁵⁵ ⁵⁵								
464-1	m au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n w p ⁵⁵								
79-1	t o ³¹								
693-1	ɕ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	l̥ o ⁵⁵								
797-1	x ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	l a p ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	ȵ ʐ u ʔ ⁵⁵								
580-1	ʂ ɔ t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	ȵ w ŋ ³¹								
696-1	ŋ m ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	ȵ a n ³⁵								
61-1	t a m ⁵⁵								
536-1	s ə ʔ ⁵⁵								
731-1	ʂ o ³¹								
779-1	a ⁵⁵ ⁵⁵								
589-1	t ə m ⁵⁵								
658-1	o a m ⁵⁵								
456-1	ȵ ʐ w a ³¹								
183-1	k ʐ ə								
785-1	x ɔ ³¹								
714-1	o ⁵⁵								
331-1	l w ³¹								
930-1	ȵ p p ⁵⁵								
161-1	k a m ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ w k ⁵⁵								
194-1	ʐ ɔ ʔ ⁵⁵								
727-1	ʂ a m								
260-1	x ʐ a p ⁵⁵								
144-1	ʂ a m ⁵⁵								
53-1	p ə m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ ə k								
29-1	p ə ʔ								
316-1	t w ʔ ⁵⁵								
389-1	m ʐ w m ⁵⁵								
118-1	ȵ ɔ ³⁵								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	ȵ a ɔ ³¹								
927-1	ɕ a m ⁵⁵								
383-1	ȵ ɔ ʔ ⁵⁵								
211-1	l a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	ʂ a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t w ŋ								
660-1	o a t ⁵⁵								
642-1	l a ŋ ³⁵								
257-1	x ʐ a m ⁵⁵								
167-1	k ʐ ɔ ³¹								
880-1	t a p ⁵⁵								
484-1	n w m ⁵⁵								
574-1	s ə m ³¹								
718-1	ʂ ɔ n ³¹								
811-1	x au ³¹								
458-1	t ə ŋ ³¹								
884-1	l i ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ ɔ ⁵⁵								
920-1	ʑ ŋ ³¹								
36-1	p ʐ w m ⁵⁵								
12-1	p i ⁵⁵								
350-1	l w ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ u ʔ ⁵⁵								
280-1	x i ⁵⁵								
612-1	t ə ŋ ³¹								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ au ³⁵								
148-1	x ə ŋ ³¹								
652-1	o ɿ ⁵⁵								
220-1	a w ŋ ³¹								
562-1	ʂ ə ŋ ³¹								
31-1	p ʐ ɔ ʔ								
386-1	m a p ⁵⁵								
804-1	x ʐ ə ŋ ³¹								
369-1	l ə k ⁵⁵								
125-1	t ə ³¹								
314-1	k ʐ ɔ								
823-1	l ui p ⁵⁵								
471-1	n ɔ m ⁵⁵								
40-1	p ʐ ə ŋ ³⁵								
393-1	ȵ w ŋ ⁵⁵								
272-1	x ʐ w ŋ ³⁵								
463-1	ȵ au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ʑ a m								
123-1	t o m								
512-1	pʰ u u k								
518-1	pʰ ʐ o ⁵⁵								
878-1	t ɔ ³¹								
849-1	ʂ w t ⁵⁵								
524-1	pʰ u ʔ ⁵⁵								
90-1	t ɔ ³⁵ ⁵⁵								
541-1	ʂ ə n ³¹								
933-1	n au ³¹								
467-1	n ɔ ³¹								
49-1	p au ³¹								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ ⁵⁵								
377-1	l ə ³¹ ³¹								
127-1	ʈʂ a p ⁵⁵								
67-1	tʰ a t ⁵⁵								
864-1	p ʐ a ³¹								
126-1	ʈʂ w a								
656-1	o a m								
635-1	ʈʂʰ ɔ ʔ								
473-1	n ɔ m ⁵⁵								
98-1	ʂ ɔ ³¹								
445-1	ȵ ʐ au ⁵⁵								
379-1	l ə t ⁵⁵								
665-2		ŋ o ⁵¹							
495-2		n ui ⁵⁵							
838-2		l i ⁵¹							
438-2		p j m ʔ							
334-2		l o ʔ ⁵⁵							
360-2		l i ²¹							
394-2		n j i ²¹							
221-2		j t p ⁵⁵							
202-2		k au ²¹							
935-2		a ²¹ ²¹							
93-2		l o ²¹ ²¹							
7-2		p a n ²¹							
664-2		a a ŋ ⁵¹							
246-2		k o ʔ ʔ							
547-2		k i k ⁵⁵							
555-2		j i ⁵¹ ⁵¹							
464-2		ts ui ²¹							
119-2		l i ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		ts au ²¹ ²¹							
