COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə lː a																		
112-1	d a b ə n a																		
331-1	ɲː ɨ g u s																		
377-1	b ə kʼ lː s																		
381-1	ʔ a zː																		
417-1	rː u j																		
451-1	s ə bː ɨ																		
454-1	ʔ a nː ɨ s																		
484-1	s ɨ f ɨ s t																		
535-1	ʔ a s ɨ rː																		
543-1	s ə s rː																		
593-1	ʔ a m ɨ s																		
640-1	m ə ɲː																		
1-1	d ə b ə h ə																		
65-1	tʼ u b																		
212-1	ʔ ə ɲː																		
244-1	ʔ a rː b ə ɲː																		
248-1	m ɨ lː a																		
293-1	f ə rː ə s																		
373-1	kʼ ɨ m a ɲː																		
408-1	b ɨ ʔ a																		
414-1	d ə bː a a																		
601-1	ʔ ə rː u																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ ə mː a																		
209-1	s ə m u t																		
242-1	ʔ a m ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə rː																		
490-1	tʼ ə bː ɨ																		
638-1	s ɨ rː ɲː																		
645-1	kʼ a lː																		
160-1	d ə rː ə ɲː																		
208-1	ʔ ɨ ɲː kʼ u l a																		
214-1	ʔ a bː																		
378-1	ʔ a nː g ə zː																		
379-1	ʔ ə tʃʼ ə																		
409-1	zː ə zː ə ʔ																		
598-1	k ɨ lː t																		
646-1	ʔ a k t																		
210-1	n ə nː w nː																		
215-1	ʔ a nː s w ə a																		
285-1	b ɨ tʼ a d																		
332-1	ʔ ɨ zː ə s																		
380-1	ʔ a nː ɨ ɲː																		
412-1	s a h ɨ n																		
64-1	d a b o																		
67-1	w ɨ rː																		
251-1	f ɨ ɲː																		
294-1	b ɨ nː ɨ																		
597-1	ʔ ə b ai̯ ə																		
7-1	ʔ a l dʒː a																		
158-1	kʼ ə m ɨ s																		
372-1	s ə ɲː f ə ʔ																		
374-1	z ə s s a ɲː																		
375-1	s ə b																		
411-1	ɲː ə rː a sː																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	b ə s ɲː a sː a																		
113-1	b u nː a																		
330-1	kʼ ə lː d																		
448-1	f ə d a m s ə j ə zː																		
449-1	ʔ a jː ə																		
491-1	d ɨ nː dʒː ə t																		
596-1	n ə dʒː ə																		
4-1	zː ə h ə																		
8-1	f ə bː ə ʔ s																		
106-1	m ə s a																		
290-1	ʔ a g ə j ə																		
489-1	jː w rː nː sː tʼ a a																		
602-1	m ɨ n																		
2-1	tʃʼ u lː u																		
3-1	k ɨ rː ə																		
213-1	ʔ a rː ə s																		
486-1	n ə ɲː ə kʼ ə																		
647-1	tʼ ə sː a t																		
10-1	tʼ ɨ s u s																		
110-1	tʼ a ʔ a																		
152-1	ʔ a o																		
211-1	m ɨ tʃʼ ə t																		
328-1	s ə h ə b ə																		
333-1	m ɨ s ɨ rː																		
334-1	ʔ a ɲː b ə s a																		
410-1	s a s ə																		
540-1	l ə bː a																		
109-1	g u n tʃʼ ə																		
153-1	w ə sː ə ɲː ə																		
250-1	t ə k ə																		
289-1	lː ɨ b																		
326-1	m ə ʔ ɨ																		
594-1	dʒː a j																		
154-1	ʔ a f ə s ə																		
245-1	tʼ ə o ə s ə																		
247-1	ʔ ɨ nː kʼ u rː w rː ɨ t																		
286-1	tʃʼ ə g ə r																		
643-1	dʒː tʼ																		
62-1	rː ə h a																		
288-1	ʔ ɨ ʔ s s																		
416-1	kʼ ə ɲː ɨ h																		
5-1	g ə bː s																		
61-2		d ə m																	
63-2		ʔ a tʼ ɨ m																	
107-2		dʒː a m ə l a																	
112-2		d a b ə n a																	
331-2		n ɨ dʒː w tʃ																	
377-2		b ə kʼ l e																	
381-2		ʔ a d a																	
417-2		rː ɨ z																	
451-2		tʃ ə b a																	
454-2		ʔ a h i tʃ																	
484-2		tʃ ɨ fː ɨ s t																	
