COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u															
1089-1	n a															
1319-1	n i															
1398-1	s u n d															
1557-1	g i r i															
1626-1	w a															
1840-1	t i r̃ d															
2247-1	g o															
4677-1	k u r e j															
5162-1	m i r̃ ɛ															
5406-1	t a n d															
359-1	g a r a															
1577-1	g i r i															
2196-1	n a r̃ a															
2230-1	s u r̃ i															
2533-1	b a r a															
3605-1	k a ŋ d a															
3866-1	ɔ s u															
4553-1	t a															
4822-1	k u m b u															
5254-1	d u r ɔ															
503-1	k i r̃ a															
1356-1	m a															
1881-1	n u m ɛ															
3218-1	p i s u															
3372-1	n a m b															
3718-1	a r a															
4135-1	b a ŋ a															
4694-1	g u s u															
807-1	k ɔ m															
2320-1	k a ŋ ɛ															
2476-1	k uː															
3719-1	m															
4081-1	d a m b a															
4313-1	n ɛ m															
4460-1	s u j															
5810-1	p i r i u															
93-1	d u															
260-1	b ɛ r i															
385-1	z i m b															
890-1	a m															
1336-1	t e															
1703-1	b a															
1769-1	t ɛ m b															
2162-1	b ɛ r ɛ															
2635-1	s u															
3031-1	d ɛ															
4591-1	t uː r a															
5301-1	p ɛ r u															
5605-1	t i m b															
463-1	d u m b															
1432-1	t a r u															
1474-1	t ɔ															
1788-1	s u															
2044-1	d i m b iː															
2713-1	t ɛ m b															
3219-1	p i s u															
3425-1	j e															
4184-1	n a															
4629-1	n u															
4759-1	n i															
4904-1	n u															
4960-1	g i r̃ iː															
4980-1	t u															
5059-1	g u															
5339-1	p a															
5549-1	t a w a															
5905-1	t i															
5922-1	b i r i															
5938-1	a															
1-1	p ɛ															
483-1	g o															
629-1	d u															
667-1	ɛ w ɛ j̃															
1254-1	z a															
1415-1	k ɛ															
1542-1	n i															
1683-1	s i															
1898-1	p i															
2901-1	t u															
2957-1	m a															
3048-1	b i															
3251-1	s a															
3885-1	d ɛ															
715-2		d u														
1089-2		n aː														
1319-2		n iː														
1398-2		s u														
1557-2		g i r i														
1626-2		w a g a														
1840-2		t i														
2247-2		g o														
4677-2		k u r u														
5162-2		m i n ɛ														
5406-2		t a n dʒ														
359-2		g a r a														
1577-2		g i r i														
2196-2		n a r a														
2230-2		s i														
2533-2		b a r a														
3605-2		k a n a														
3866-2		o s u														
4553-2		t a g														
4822-2		k u m b u														
5254-2		d u r ɔ														
503-2		k i														
1356-2		m a														
1881-2		n iː m														
2084-2		j a														
2420-2		k u r														
3218-2		p i s u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a														
4694-2		g u s u														
807-2		k ɔ m														
2320-2		k a r a														
2476-2		k u														
2842-2		d i														
4081-2		d a m b														
4313-2		n iː m														
4460-2		s u														
5514-2		n ɛ j̃														
5810-2		p i r i														
93-2		d														
260-2		b i														
385-2		s ɛ m b														
890-2		a m b ɛ														
1336-2		t i g i														
1703-2		b a														
1769-2		t ɛ m b														
2162-2		b ɛ j̃ ɛ														
2635-2		s i														
2735-2		d a														
3031-2		d ɛ j̃ ɛ														
4591-2		t aː r i														
5301-2		p ɛ r i														
5605-2		t i														
296-2		s a m														
463-2		d u m														
762-2		b a														
1432-2		t a r i														
1474-2		t ɔ														
1788-2		s i														
2044-2		d i														
2713-2		t o m														
3219-2		p aː s u														
3425-2		j u														
4184-2		n a j̃														
4629-2		n u														
4759-2		n iː														
4904-2		n u														
4960-2		g i														
4980-2		t ɔ														
5059-2		g u														
5125-2		ɔ														
5339-2		p a														
5549-2		t a														
5771-2		s u														
5905-2		t i														
5938-2		a														
1-2		p oː														
483-2		g o s u														
629-2		d u														
667-2		ɛ w														
1254-2		s a														
1415-2		s ɛ j̃														
1542-2		n iː														
1683-2		s i														
1898-2		p i														
2551-2		s i														
2901-2		t u														
2957-2		m a														
3048-2		b i														
3251-2		s a														
3885-2		t ɛ														
715-3			d u													
1089-3			n a n													
1319-3			n u													
1398-3			s u g u													
1557-3			g i l i													
1626-3			w a g a													
1840-3			t i n g													
2247-3			g e													
4677-3			k u l ɛ													
5162-3			m ɔː n ɛ													
5406-3			t o n d e													
359-3			g a l a													
1577-3			g e l i													
2196-3			n a n a													
2533-3			b a r a													
3866-3			m i r ɛ													
4553-3			t a g a													
5254-3			d u l ɛ													
503-3			k i n ɛ													
1881-3			n u m ɛ													
2084-3			j ɔ n ɛ													
2420-3			k u l ɛ													
3218-3			p u n													
3372-3			n a m a													
3718-3			ʔ a l a													
2320-3			k a n i													
2476-3			k u													
3719-3			m ɔː													
4460-3			s u w													
5514-3			n ɛ n d e													
890-3			ʔ a m ɛ e													
1336-3			t a g e													
1703-3			b o													
2162-3			b ɛ													
2635-3			s o													
2735-3			d a n a													
762-3			b a n a													
1788-3			s e													
2713-3			t o m ɛ													
3219-3			p o n													
4629-3			n u n g													
4904-3			n u n g													
5125-3			m o													
5771-3			dʒ u g u													
5938-3			ʔ i n i													
1898-3			p u													
2901-3			t u													
2957-3			m a n i e													
3048-3			b i													
715-4				d u												
1089-4				n aː												
1319-4				n aː												
1398-4				s u g u												
1557-4				g i r e												
1626-4				w a g a												
1840-4				t i r̃												
2247-4				g ɔ												
4677-4				k u r ɔ												
5162-4				m i r̃ e												
5406-4				t aː n												
359-4				g a r a												
1577-4				g i r e												
2196-4				n a r a												
2230-4				s i g e												
2533-4				b a r a												
3605-4				k a n a												
3866-4				oː dʒ u												
4553-4				t a g a												
4822-4				k u m ɔ												
5254-4				d u r ɔ												
503-4				k i r̃ e												
1356-4				m aː												
1881-4				n u m												
2084-4				j aː												
2420-4				k u r ɔ												
3218-4				p u dʒ u												
3718-4				a r a												
4135-4				b a r̃ a												
4694-4				g u dʒ u												
807-4				k ɔ m												
2320-4				k a ŋ												
2842-4				d i g u												
4313-4				n ɛ m												
4460-4				s ɔ												
5514-4				n ɛ n												
5810-4				p i r u												
93-4				d ɔ												
260-4				b ɛ r ɛ												
385-4				dʒ ɛ m ɛ												
890-4				a m												
1769-4				t ɛ m ɛ												
2162-4				b ɛ r ɛ												
2635-4				s ɔ												
2735-4				d aː n a												
3031-4				d ɛ g ɛ												
5301-4				p ɛ r u												
5605-4				t i m												
63-4				k a r a												
296-4				dʒ a m												
463-4				d u m												
762-4				b a n a												
1432-4				t a r u												
1474-4				t ɔ												
2044-4				d i m												
3219-4				p aː dʒ u												
4120-4				k ɔ r ɔ												
4184-4				ɲ ɛ												
4423-4				d ɔ r ɔ												
4629-4				n u ŋ												
4759-4				n i												
4904-4				n u ŋ												
4960-4				g i n												
4980-4				t ɔ												
5059-4				g u												
5125-4				ɔ												
5549-4				t a w												
5771-4				dʒ u g u												
5922-4				b i r												
1-4				p ɛ												
629-4				d ɔ												
667-4				ɛ												
1254-4				dʒ a												
1415-4				ɲ ɛ												
1542-4				n												
1683-4				s i												
1898-4				p u												
2551-4				r ɔ												
3251-4				s a												
3885-4				d ɛ												
715-5					d u											
1089-5					n a											
1319-5					n ɛː											
1398-5					s u n u											
1557-5					g i l i											
1626-5					w a g a											
1840-5					t e n g											
2247-5					g e											
4677-5					k u l ɛ											
5162-5					m i n i i											
5406-5					t ɛː n d											
359-5					g a r a											
1577-5					g i l i											
2196-5					n a n a											
2230-5					s u g e											
3605-5					k a n d a											
3866-5					k n u											
4553-5					t a g e											
4822-5					k u m b ɛ											
5254-5					d u l ɛ											
1356-5					m a											
1881-5					n u r											
2084-5					j ɛː n											
2420-5					k u l ɛ											
3218-5					p u n u											
3372-5					n a n a											
3718-5					a a a											
4135-5					b a n dʒ											
4694-5					g u n u											
2476-5					k u											
2842-5					d i g e											
3719-5					m i											
4081-5					d a m b a											
5514-5					n ɛː n d											
260-5					b o											
385-5					k ɛ m ɛ ɛ											
890-5					a m b											
1703-5					b a											
1769-5					t ɛ m b											
2735-5					d a n dʒ											
4591-5					t e r											
5301-5					p o											
63-5					k a r a											
296-5					k a m a a											
463-5					d u m b											
762-5					b a n a											
1788-5					s a											
3219-5					p o n e											
4120-5					k ɔ l e											
4759-5					n i											
4960-5					g i n i											
5059-5					g u											
5549-5					t a											
5771-5					j u g u											
5905-5					t i											
5938-5					a n u											
1415-5					k aː											
1542-5					n ɛː											
1898-5					p u											
2551-5					k u											
2957-5					m a n d											
3048-5					b i											
715-6						d u										
1089-6						n a										
1319-6						n ɔ										
1398-6						s u g dʒ										
1557-6						g i l ɛ										
1626-6						b a g a										
1840-6						t i n g										
2247-6						g o										
4677-6						k u l ɛ										
5162-6						m i n d										
5406-6						t i n d e										
359-6						g a l a										
1577-6						g i l ɛ										
2196-6						n a n a										
2230-6						s u g i										
2533-6						b a r a										
3605-6						k a n d e										
4553-6						t a g a										
4822-6						k u m b e										
5254-6						d u l ɛ										
503-6						k i n dʒ										
1356-6						m a										
1881-6						n u m										
2084-6						j a										
2420-6						k u l ɛ										
3218-6						p u dʒ i										
3372-6						n a m a										
3718-6						a a a										
4135-6						b a n dʒ										
4694-6						g u dʒ i										
807-6						k o m b e										
2320-6						k a n										
2842-6						d i g i										
3719-6						m o										
4081-6						d a m b e										
4313-6						n ɛ m										
4460-6						s ɛ										
5514-6						n e n d e										
5810-6						p i l i										
93-6						d ɛ										
890-6						a m b ɛ										
1336-6						t e g o										
1703-6						b a										
4591-6						t e r ɛ										
5605-6						t i m b										
63-6						k a r a										
296-6						dʒ a m b e										
463-6						d u m b u										
762-6						b a n a										
3425-6						j ɛ										
4120-6						k o l o										
4423-6						d e n ɛ										
4759-6						n i										
4904-6						n g ŋ										
4960-6						g i n d										
5125-6						ɔ n dʒ i										
5339-6						p a g a										
5771-6						dʒ i g u										
5922-6						b i n ɛ										
5938-6						a										
483-6						g o l i										
1542-6						n g										
1683-6						s u										
2551-6						s ɛ										
2957-6						m a n d e										
3048-6						b i j										
715-7							d u									
1089-7							n aː									
1319-7							n aː									
1398-7							s u g i									
1557-7							g i r i									
1626-7							t a g a									
1840-7							t u n i									
2247-7							g o									
4677-7							k u r i									
5162-7							m i r̃ i									
5406-7							t aː n d i									
359-7							g a r i									
1577-7							g i r i									
2196-7							n a r a									
2230-7							s u g o									
2533-7							b a r i									
3605-7							k a n d a									
3866-7							o o i									
4553-7							t a g a									
4822-7							k u m b i									
