COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u															
1089-1	n a															
1319-1	n d															
1398-1	s u w d															
1557-1	g i j ɛ															
1626-1	a a r															
1840-1	t i															
2247-1	g e															
4677-1	k u w u															
5162-1	m															
5406-1	t o n d															
359-1	g a r ɛ															
1577-1	g i j ɛ															
2196-1	n a n															
2230-1	s u j															
2533-1	b a r ɛ															
3605-1	k a n d a															
3866-1	ɔ s u															
4553-1	t a															
4822-1	k u m															
5254-1	d u w u															
503-1	k i n															
1356-1	m															
1881-1	n d m															
3218-1	k e															
3372-1	n a															
3718-1	a r															
4135-1	b a n															
4694-1	g u															
807-1	k e m															
2320-1	k a															
2476-1	k e															
3719-1	m															
4081-1	d a m															
4313-1	n ɛ															
4460-1	s u j															
5810-1	k i j d i															
93-1	d u															
260-1	b ɛ															
385-1	dʒ ɛ															
890-1	a															
1336-1	t															
1703-1	b a															
1769-1	t ɛ															
2162-1	b ɛ															
2635-1	s u															
3031-1	d ɛ															
4591-1	t ɛ															
5301-1	k ɛ															
5605-1	t i m															
463-1	d u m															
1432-1	t a															
1474-1	t o															
1788-1	s u															
2044-1	d u m															
2713-1	t ɛ m															
3219-1	k e															
3425-1	j															
4184-1	m ɛ															
4629-1	k u															
4759-1	k d															
4904-1	k u															
4960-1	g e															
4980-1	t o															
5059-1	g u															
5339-1	k a															
5549-1	t a															
5905-1	t i															
5922-1	b i															
5938-1	a															
1-1	k e															
483-1	g															
629-1	k u															
667-1	ɛ															
1254-1	dʒ a															
1415-1	m ɛ															
1542-1	k															
1683-1	s u															
1898-1	k u															
2901-1	t u															
2957-1	m															
3048-1	b ɛ j															
3251-1	k a															
3885-1	t ɛ															
4402-1	j															
5622-1	k e															
6006-1	k e															
135-1	t u															
158-1	m															
194-1	b ɛ															
221-1	ɛ															
650-1	b ɛ															
1152-1	t i															
1374-1	k e															
1452-1	g a															
1862-1	k															
2083-1	k a															
2108-1	k a															
2636-1	m															
2924-1	k e															
2941-1	b i															
3405-1	ɛ															
3751-1	k e															
4066-1	g															
4535-1	s u															
4888-1	s u															
5583-1	t a															
5751-1	t i j															
5981-1	a															
114-1	k u															
851-1	k e															
1941-1	k i															
2179-1	t d															
2351-1	k e															
2496-1	k															
3482-1	m															
3497-1	k															
3588-1	k e															
4202-1	g															
4293-1	dʒ															
4921-1	s u															
408-1	j															
545-1	k															
978-1	t o															
1052-1	k															
1070-1	k u															
1942-1	j															
2456-1	k e															
2514-1	k u															
2666-1	m u															
2817-1	a															
3132-1	k u															
3300-1	k															
3976-1	m															
4152-1	k i															
4361-1	t															
4570-1	k															
4648-1	j															
5318-1	k u															
5673-1	k u															
5887-1	j															
446-1	m															
521-1	k e															
1108-1	k															
1124-1	k															
1745-1	dʒ uː															
1823-1	m															
2143-1	m o															
2265-1	u															
2392-1	k d															
2579-1	k u															
2774-1	k a															
3339-1	k a															
3550-1	k															
4024-1	m															
4219-1	m															
4240-1	m o															
4259-1	m															
4738-1	m															
5197-1	k															
5447-1	m															
5531-1	k															
5733-1	k															
5828-1	j															
562-1	k u															
998-1	m															
1022-1	k ɛ															
1023-1	j															
1205-1	j															
1275-1	t															
1578-1	m															
2063-1	k															
2334-1	m															
2798-1	k															
3252-1	m															
3463-1	m															
3683-1	k															
3772-1	t															
3790-1	m															
4052-1	k a															
4220-1	k															
4440-1	t															
4479-1	k e															
4711-1	j															
4778-1	m u															
4821-1	k															
4941-1	ɔ															
5272-1	t															
5423-1	m															
5424-1	k															
563-1	m u															
613-1	m															
684-1	m															
742-1	m uː															
1204-1	k e															
1373-1	k															
1787-1	k															
1988-1	k															
2283-1	m ɛ															
2372-1	m o															
2441-1	k															
2598-1	k															
2773-1	m o															
3011-1	m o															
3176-1	m															
3283-1	m															
3318-1	k															
3658-1	m u															
3807-1	k e															
4037-1	m u															
4498-1	k															
4843-1	m															
5078-1	m e															
5357-1	k															
5390-1	k u															
5790-1	m															
21-1	k u															
42-1	k															
61-1	k ɛ															
239-1	m															
309-1	k u															
327-1	m															
482-1	m e															
594-1	m															
701-1	m															
909-1	m															
928-1	m															
1184-1	k															
715-2		tʃ u														
1089-2		tʃ a w														
1319-2		tʃ iː														
1398-2		s u														
1557-2		g u r̃ o														
1626-2		m a w a														
1840-2		t i r̃ ɛ														
2247-2		g u														
4677-2		tʃ u s o														
5162-2		m														
5406-2		t i w														
359-2		g a w a														
1577-2		g u r̃ o														
2196-2		tʃ a w a														
2230-2		s u s														
2533-2		u a														
3605-2		tʃ a w a														
3866-2		o														
4553-2		t a w														
4822-2		tʃ u m o														
5254-2		tʃ u														
503-2		tʃ i r̃ ɛ														
1356-2		m														
1881-2		m u m														
2084-2		j														
2420-2		tʃ u														
3218-2		u u														
3372-2		m a m a														
3718-2		a j a														
4135-2		u a w ɛ														
4694-2		g u s u														
807-2		tʃ u m														
2320-2		tʃ a w a														
2476-2		tʃ u														
2842-2		tʃ u r̃														
4081-2		tʃ a m														
4313-2		m iː m														
4460-2		s u														
5514-2		tʃ ɛ l														
5810-2		u i														
93-2		tʃ ɔ														
260-2		u ɔ														
385-2		m ɛ m														
890-2		a m														
1336-2		t i g														
1703-2		u														
1769-2		t i m														
2162-2		u														
2635-2		s u														
2735-2		tʃ a w														
3031-2		tʃ u g ɛ														
4591-2		t e l o														
5301-2		u ɔ j̃ o														
5605-2		t i m														
296-2		m a m														
463-2		tʃ u m														
762-2		u a														
1432-2		t a														
1474-2		t ɔ														
1788-2		s u														
2044-2		tʃ u m														
2713-2		t i m														
3219-2		u ɔ w u														
3425-2		j														
4184-2		k u j̃														
4629-2		tʃ u														
4759-2		k i														
4904-2		tʃ u														
4960-2		g u														
4980-2		t ɔ														
5059-2		g u														
5125-2		ɔ														
5339-2		k a w														
5549-2		t a w														
5771-2		tʃ u														
5905-2		t i														
5938-2		a														
1-2		k ɔ j̃														
483-2		g u s u														
629-2		tʃ u														
667-2		ɛ														
1254-2		m a														
1415-2		k ɛ														
1542-2		k														
1683-2		s u														
1898-2		u u														
2551-2		u														
2901-2		t u														
2957-2		m														
3048-2		u														
3251-2		s a														
3885-2		t u														
4402-2		j														
5081-2		u i														
5622-2		k ɔ l														
6006-2		u ɔ														
43-2		s u														
135-2		t u														
158-2		m														
194-2		u														
221-2		ɛ														
650-2		u														
1152-2		t i														
1374-2		tʃ u														
1452-2		g														
1862-2		u														
2108-2		k														
2636-2		m														
2880-2		tʃ u														
2924-2		u ɔ														
2941-2		u i														
3405-2		ɛ														
3959-2		t i l														
4066-2		g														
4535-2		s u														
4888-2		s a														
5180-2		s u m														
5751-2		t i j														
5981-2		a														
114-2		tʃ ɔ														
702-2		ɔ														
851-2		g u														
872-2		ɛ														
952-2		tʃ u														
2179-2		k														
2351-2		k ɔ														
2496-2		k														
4609-2		tʃ ɔ														
4740-2		g u														
4921-2		s a														
5982-2		g u														
978-2		t														
999-2		j														
1052-2		k														
1989-2		m														
2456-2		tʃ u														
2666-2		s u														
2817-2		a														
3132-2		k u														
3300-2		k														
3977-2		m														
3978-2		m														
4260-2		ɔ														
4278-2		tʃ u														
4334-2		s u														
4361-2		t														
4570-2		g														
4648-2		j														
5673-2		k ɛ m														
5887-2		j														
446-2		g														
1108-2		k														
1124-2		k														
1237-2		k														
1745-2		k a														
1823-2		g														
2143-2		k														
2265-2		u														
2392-2		k														
2579-2		k u														
2902-2		j														
3197-2		k u														
3339-2		k a														
3550-2		u														
3943-2		k ɔ														
4240-2		k														
5197-2		k														
5531-2		k														
5733-2		k														
409-2		k														
562-2		s u														
1022-2		k ɔ														
1205-2		j														
1275-2		t														
1524-2		k														
1578-2		k														
2063-2		u														
2798-2		k														
3088-2		k u														
3683-2		k i														
3772-2		t														
4711-2		j														
4778-2		s u														
4821-2		k u														
4941-2		ɔ														
5272-2		t														
5319-2		t														
5375-2		m														
5423-2		k														
5424-2		k														
5465-2		m														
5497-2		k														
178-2		k u														
563-2		s u														
684-2		k u														
742-2		k														
787-2		k														
1126-2		k														
1204-2		k u s														
1373-2		k														
1787-2		k														
1969-2		k														
2283-2		k														
2441-2		k														
2598-2		k														
2773-2		k														
2863-2		k														
3011-2		k														
3176-2		k														
3319-2		k														
4025-2		k u														
4037-2		k u														
4441-2		k														
4843-2		k														
5036-2		k														
5357-2		k														
5790-2		k														
61-2		k														
136-2		k														
239-2		k														
309-2		k u														
594-2		u														
701-2		k														
786-2		k														
909-2		k														
928-2		k														
951-2		k														
1184-2		k														
715-3			d u													
1089-3			d a													
1319-3			d i													
1398-3			s u n e													
1557-3			g i n i													
1626-3			w a w a													
1840-3			d i n g													
2247-3			g e n													
4677-3			k u l ɛ													
5162-3			k i n ɛ													
5406-3			d aː n d													
359-3			g a l a													
1577-3			g i n i													
2196-3			d a l a													
2533-3			b a w e													
3866-3			d o g i													
4553-3			d a l e													
5254-3			d u l ɛ													
503-3			k i l a													
1881-3			d u l i													
2084-3			j a l n													
2420-3			k u l ɛ													
3218-3			p u b e													
3372-3			d a m a													
3718-3			ʔ a m a													
2320-3			k a n a													
2476-3			k a g													
3719-3			k i													
4460-3			s e l													
5514-3			d e n d													
890-3			ʔ a b i													
1336-3			d aː m e													
1703-3			b a													
2162-3			b e m ɛ													
2635-3			s oː													
2735-3			d a l a													
762-3			b a n a													
1788-3			s e													
2713-3			d aː m b													
3219-3			p a b e													
4629-3			d u													
4904-3			d u m g													
5125-3			d a n i i													
5771-3			d a g e													
5938-3			ʔ a m a a													
1898-3			p u l ɛ													
2901-3			d u n a													
2957-3			k a n a													
3048-3			b i ŋ a													
5081-3			b i n i													
6006-3			p i g a													
716-3			j a													
1152-3			d i w ɛ													
1789-3			d u m b													
2083-3			k a n a													
2108-3			d a n													
2618-3			k a l ɛ													
2880-3			k a n a													
2941-3			b i													
3405-3			d a													
3811-3			d e													
5583-3			d a m g e													
5751-3			d aː n a													
2442-3			d a m b													
2496-3			d a													
4921-3			s a m b a													
196-3			k a l ɛ													
3639-3			d aː l													
3905-3			d a													
3977-3			k i n a i													
3978-3			k a l a													
4361-3			d aː													
5532-3			p o n i													
1237-3			p o n a i													
