COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	i a e									
56-1	i m									
96-1	a t a n									
99-1	a w i k a									
114-1	t a k									
115-1	w w									
133-1	t i p a n a									
144-1	a t a w a a									
150-1	k a w									
234-1	k k m									
236-1	p a k i n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a									
2-1	w o m									
65-1	i w									
74-1	p a n a									
106-1	t i n i k									
128-1	p k k									
147-1	t i k i									
231-1	p a n a w o									
232-1	p i p i									
239-1	n a m a k a n									
266-1	i t i m									
51-1	w w									
97-1	m a p a m									
109-1	i p i i k									
121-1	k a p a a a k a									
149-1	t o k									
160-1	k i i i k									
163-1	i p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n i p a t									
139-1	m a k o i i									
142-1	p a a a m a									
145-1	k a t a t									
148-1	t a a a w									
162-1	i j i n									
166-1	i m i									
179-1	t a									
201-1	p a									
21-1	k a w									
24-1	k a k a a n									
50-1	i n a									
57-1	t a k a w a n									
84-1	p i w a n									
91-1	m o k o n									
131-1	t a k a i i m									
151-1	k i w									
154-1	w e									
192-1	t i t									
197-1	t a m									
205-1	i p a n									
227-1	w a p w i t									
246-1	i w i									
251-1	w a n a									
271-1	tʃ i w									
285-1	i v a w i n									
75-1	i p i j a									
79-1	t a n									
104-1	k a p w n									
153-1	tʃ a k									
157-1	t a a a m									
174-1	p i i i									
240-1	t i m a k									
270-1	k a w a t i									
52-2		o t e								
56-2		o m								
96-2		a k a e								
99-2		a a a n								
114-2		t o k								
115-2		o k								
133-2		t a p a a								
144-2		a o a r a								
150-2		k a w								
234-2		k o m								
236-2		p a k r a								
241-2		a w o a								
249-2		o v h								
74-2		p a a a								
93-2		t o p a a o								
95-2		k o k								
106-2		t r a a								
119-2		o p t o o s								
128-2		t								
147-2		t o m o								
231-2		p a a a o								
232-2		o o s o s								
239-2		m a m a k a								
266-2		i s o m								
51-2		s w								
55-2		o w a m								
97-2		m a m								
121-2		a p a p a								
163-2		r p h								
167-2		p a								
259-2		t o w a								
66-2		k a a a a w								
112-2		t a a a a s								
116-2		t o p a k a								
125-2		k a t r m a								
135-2		n o m o m								
139-2		m k m o								
142-2		o a a a m								
148-2		t a a a a								
162-2		i a i i								
166-2		i m i								
179-2		t a								
45-2		o o o m a m a								
84-2		p o w a a								
131-2		i o s p a s								
146-2		o k m a								
154-2		w w								
192-2		t i t								
197-2		t o a m								
235-2		s o w o								
237-2		u a m a p o								
246-2		i w i								
250-2		m o k o t o t								
267-2		t o o a								
39-2		m a m o a								
42-2		k a t a a m a								
44-2		w a p a m								
75-2		o p o p a								
94-2		k e a r								
122-2		s i k i k a s o								
52-3			i tʃ t							
56-3			i k a							
96-3			a tʃ a t							
99-3			a t i k a							
114-3			tʃ o k k a i							
115-3			i t k							
133-3			tʃ i p a a a							
144-3			v t a a a i i							
150-3			k a w							
234-3			k k k							
236-3			p i k i k							
241-3			a w i							
249-3			i ë							
1-3			w a tʃ a							
2-3			t w i							
65-3			i w							
93-3			tʃ o p a a i a i							
95-3			p i k							
106-3			tʃ i k i k							
119-3			k a tʃ i k i							
128-3			k k k							
147-3			tʃ i k i a							
231-3			p a k a t e							
232-3			w i k i m							
239-3			k a m a k a k							
266-3			i tʃ i i							
3-3			a a i i m a							
4-3			w a a i m							
55-3			i h a i							
109-3			i p i ʃ i t							
121-3			k a p i a m i a							
149-3			tʃ e k							
160-3			k i i i k							
207-3			k i							
