COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³						
4-1	l a ⁵						
18-1	m j eː ŋ						
19-1	n i ³¹						
44-1	l o ʔ ³						
50-1	ʃ ə ŋ ⁵²						
62-1	s a k ⁵						
70-1	b a n ⁴						
75-1	m j ɔ ʔ ³¹						
97-1	tʃʰ a ŋ						
112-1	tsʰ o ³¹						
122-1	m j au ʔ ³²						
127-1	kʰ w i ³¹						
132-1	w a ʔ ³¹						
133-1	n ũ ³						
135-1	n au ⁴						
142-1	d z i i						
143-1	ŋ ɔ̰ ʔ ⁵²						
149-1	ʔ u						
152-1	ŋ ə ³						
157-1	p a ³¹						
183-1	ʔ u						
184-1	n o ʔ ⁵¹						
185-1	tsʰ a m ⁵³						
189-1	m j ɔ ʔ ³²						
192-1	n ũ ³						
195-1	n ai ³						
200-1	k i n ⁵³						
216-1	s a ŋ ⁵						
218-1	l ɔ̰ ʔ ³²						
225-1	s a ŋ ³¹						
235-1	kʰ j e ⁵³						
244-1	s w i						
253-1	m i ³						
270-1	m i ⁴						
278-1	m j ŋ ŋ ³¹						
279-1	w a ⁴						
285-1	j ɛ̰ m ⁴						
308-1	b j e						
322-1	m i ³¹						
325-1	kʰ au ³¹						
337-1	m j a ŋ ³¹						
341-1	d z ɔ						
347-1	ʃ au ʔ						
362-1	j ḭ ³¹						
391-1	j ø p ⁵						
394-1	m ɔ ʔ						
397-1	tʃʰ i ⁵						
443-1	n j ø p ⁵³						
460-1	s a ʔ ⁴²						
463-1	w ai ³¹						
464-1	ʔ au ŋ ⁵⁴						
473-1	s a m ³						
476-1	kʰ j au k ⁵³						
481-1	tsʰ e ³						
494-1	k i ³						
496-1	x ə ŋ ⁴³						
516-1	w e ²						
522-1	n a ʔ ³						
523-1	pʰ j u ⁴³						
524-1	n e ³¹						
540-1	kʰ ɔ ⁴						
3-1	b w i						
6-1	k ḭ ⁵³						
7-1	dʒ ɛ m						
20-1	n a p ³²						
51-1	ŋ w						
64-1	g o ŋ ³						
65-1	k o k ⁵³						
66-1	d z u ⁴						
71-1	ʃ i ³¹						
72-1	ʔ a ³						
76-1	w a ³¹						
77-1	m u k ³						
78-1	m au ³¹						
82-1	pʰ ə ŋ ⁴⁵						
87-1	ŋ ɔ ʔ						
