COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	n au ³¹						
4-1	l a ⁵						
18-1	n a ŋ ⁴³						
19-1	n j i d ⁵						
44-1	l o ʔ ⁴³						
50-1	tsʰ u ŋ ³¹						
62-1	s ai k ⁵³						
70-1	b a n ³						
75-1	n ɔ k ³¹						
97-1	tʃʰ a ŋ ⁵						
112-1	tsʰ u ⁵						
122-1	n j u k ³						
127-1	kʰ.j ei ³						
132-1	w ɔ k ³						
133-1	n u ³						
135-1	n a̰u ³¹						
142-1	d z i ⁴²						
143-1	ŋ ɛ ʔ ³¹						
149-1	ʔ u ʔ ³¹						
152-1	ŋ ɔ ³¹						
157-1	pʰ ɔ ⁵						
183-1	ʔ u ³¹						
184-1	n o ʔ ³¹						
185-1	tsʰ a m ³						
189-1	m j ɔ̰ k ⁵						
192-1	n ɔ ³						
195-1	n ɔ ³						
200-1	k i ⁵						
216-1	s ai ŋ ⁵						
218-1	l ɔ k ³¹						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ⁴²						
244-1	s ei ⁵						
253-1	n j ɛ ³						
270-1	n ei ³¹						
278-1	n j ɛ ŋ ³¹						
279-1	w u ⁵						
285-1	ɔ n ⁴²						
308-1	b j ⁵						
322-1	n i ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³						
341-1	d z ɔ ³						
347-1	ʃ j o ʔ ³¹						
362-1	j i ³¹						
391-1	j ɔ p ³¹						
394-1	n a k ⁵						
397-1	tʃʰ e ⁵						
443-1	n j u p ⁵³						
460-1	s a t ⁴²						
463-1	w i ³						
464-1	j ɔ ŋ ³						
473-1	s ɔ n ³						
476-1	kʰ j u k ³¹						
481-1	tsʰ e d ³						
494-1	k ɛ ³¹						
496-1	ʃ u ŋ ³						
516-1	w ei ³						
522-1	n u ʔ ³						
523-1	pʰ j u ³						
524-1	n e ³						
540-1	kʰ ɔ ⁴³						
3-1	b a̰ ³¹						
6-1	g ɛ ³						
7-1	d u n ⁴²						
20-1	n a p ³						
51-1	i ³²						
64-1	k ɔ ŋ ³¹						
65-1	k o k ⁵⁴						
66-1	z u ⁵						
71-1	ʃ i ⁵						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	n j ai k ³						
78-1	n au ⁵						
82-1	pʰ u ŋ ⁵						
87-1	ŋ u ³¹						
93-1	l a m ⁵						
94-1	n j ei ŋ ³						
100-1	s w a n ³¹						
116-1	l u ³						
119-1	w a m ³						
124-1	b.w j ɨu ³						
136-1	l i ³						
137-1	kʰ j au ³²						
144-1	s au t ⁵³						
145-1	d u ŋ ³¹						
146-1	n w a̰u ³						
150-1	g j ɔ ʔ ³						
154-1	n ei ³¹						
165-1	kʰ j au ŋ ³¹						
166-1	pʰ w ɔ ³						
169-1	k j a̰ ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ⁵						
174-1	l a m ³						
181-1	n j ɔ̰ ʔ ³¹						
193-1	b u ³¹						
205-1	n a̰ ʔ ⁵⁴						
206-1	n au ³						
212-1	tʃʰ a ʔ ⁵³						
214-1	l ɔ n ³¹						
217-1	ʔ ɨu ⁴²						
224-1	n j au ⁵						
228-1	b au ³¹						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	k j a ³						
256-1	ʔ a ³						
257-1	pʰ ɔ ʔ ³						
272-1	n ɔ̰ ⁵						
273-1	ʔ a ⁵⁴						
274-1	n a ŋ ⁴³						
1-2		m a ⁵²					
4-2		l a ⁵²					
18-2		m o					
19-2		n i ³					
44-2		l a k ⁵²					
50-2		a ŋ ³					
62-2		ʃ a ʔ ⁵²					
70-2		ʔ a n ²³					
75-2		m j a ʔ ⁵²					
97-2		l o ŋ ⁵²					
112-2		t a ⁵²					
122-2		m j a k ²³					
127-2		k w i ⁵²					
132-2		w a ʔ ²³					
133-2		n a ⁵²					
135-2		n a ²³					
142-2		t i ³					
