COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m d au d ³¹						
4-1	l a̰ ⁵						
18-1	m a ⁵						
19-1	n d ai d ⁵						
44-1	d l u ʔ ³¹						
50-1	ʃ d d u ŋ ³						
62-1	s ai ʔ ⁵						
70-1	b d a n ⁵						
75-1	m ɔ ʔ ³						
97-1	d tʃʰ a ŋ ³¹						
112-1	tsʰ ɔ ⁵						
122-1	m j ṵ ʔ ⁵⁴						
127-1	kʰ.j i ³						
132-1	w ɔ ʔ ³¹						
133-1	n d ɔ d ³¹						
135-1	n d a̰u d ³¹						
142-1	d z j i ³						
143-1	d ŋ ɛ ʔ ³¹						
149-1	j u d ⁴³						
152-1	ŋ ɔ d ³¹						
157-1	pʰ ɔ ³¹						
183-1	ʔ u ³¹						
184-1	d n u d ʔ ³¹						
185-1	tsʰ a m ³						
189-1	m j ɔ̰ ʔ ³¹						
192-1	d n ɔ̰ d ³						
195-1	n a ³¹						
200-1	kʰ d i n ³¹						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³¹						
225-1	s ai ŋ ⁵						
235-1	kʰ.j j ei d ³						
244-1	s w i ⁵						
253-1	m j d ei ³						
270-1	m i ⁵						
278-1	m d ɛ ŋ ³¹						
279-1	d w ai ³						
285-1	d ɛ m ³						
308-1	d b d ⁵						
322-1	m i ⁵						
325-1	kʰ.j d au d ⁵						
337-1	m a ŋ ⁵						
341-1	d z ɔ ³¹						
347-1	ʃ d u ʔ ³¹						
362-1	d j i d ³						
391-1	u p ³						
394-1	m ɔ ʔ ³¹						
397-1	tʃʰ ei ⁵						
443-1	n u p ⁵³						
460-1	s a ʔ ⁵⁴						
463-1	w d i d ³						
464-1	j e ŋ ³						
473-1	s u m ³						
476-1	kʰ.j ṵ ⁵						
481-1	tsʰ e d ³						
494-1	k d ei ³¹						
496-1	ʃ u ŋ ⁵⁴						
516-1	w ai ³¹						
522-1	n ɔ̰ ʔ ³¹						
523-1	pʰ au d ³						
524-1	n e ³						
540-1	kʰ.j ɔ ³						
3-1	b a̰ d ³¹						
6-1	k d ³						
7-1	dʒ u m ³¹						
20-1	n a p ³						
51-1	i d ³						
64-1	g ɔ ŋ ³¹						
65-1	k d o k ⁵⁴						
66-1	d z ṵ ³						
71-1	ʃ i ⁵						
72-1	ʔ a ⁵						
76-1	w ɔ ³						
77-1	m ṵ ʔ ³¹						
78-1	m au ⁵						
82-1	pʰ d ai ŋ ⁵						
87-1	ŋ ɔ ³¹						
93-1	l a m ⁵						
94-1	m j ei d ³						
100-1	s w u n ³¹						
116-1	d j o ³¹						
119-1	w a ⁵						
124-1	pʰ j au ³						
136-1	l w i ³¹						
137-1	kʰ.j j d au d ³²						
144-1	s a t ⁵³						
145-1	d u ŋ ³¹						
146-1	m a̰u ³						
150-1	d g j ɔ ʔ ³						
154-1	m d Ø ⁵						
165-1	ʔ au ŋ ³¹						
166-1	pʰ w ɔ ³¹						
169-1	k a̰ ŋ ³						
170-1	b j ɔ ³						
