COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1325	pʰ ə ⁵		b w e ⁵³	p a̰ t ⁵		p u	
1204			tʰ u ŋ ⁴	tʰ au ŋ ²	tʰ a ŋ ³¹		tʰ a ŋ ⁴³
1875	n a m ³¹		n a m ³¹			n a m	n a m ³²
2432		p au ⁵²	b j e ³¹	b au ³¹			b w i ³²
2431	g j ɛ̰ ³	k j ɛ ³	k j ṵ ⁵	g j œ ²			
1441		j au ʔ ⁵²			j o k ⁵⁵	j au k	j u ʔ ⁴
1739	d j u ³¹	p j u ³	b j u ⁵¹	b j u ³¹			
1542	ʔ u ŋ ³	ʔ a	ʔ a ³		ʔ ə		
385	ʃ a ŋ ³				s ə	s aː	ʃ a ŋ ⁵³
2275	m ɔ ʔ ⁴³		m ɔ ʔ ⁴		m o ʔ ³¹	m a k	
1263		l o ŋ ³			l o ⁵⁵	l a ŋ	l a ŋ ⁵³
740	ʔ a ³	ʔ a ³	ʔ a ⁴				ʔ a ⁴⁵
1781	b a n ³¹		b ãɪ ⁵¹	b a n ³¹		p a n	
1101	m a ŋ ⁵		m a ŋ ³⁴	m a ³⁴³	m ɔ ŋ ³¹		
518			l e ³	l a ³		l eː	l ai ³
54	n j ɔ̃ ³		m j ɔ̃ ³		m j a ³¹		m j ɔ ³¹
2820	n j ɔ ʔ ⁴³		m j ɔ ʔ ³	m j ɔ ʔ ³²			m j ɔ ʔ ³
480			kʰ j o ŋ ⁵	kʰ j æu ŋ ³	x ɔ ŋ ³¹	kʰ j au ŋ	
2258	dʒ ei ³		dʒ e ⁴³	tʃʰ ɔ ³			tʃʰ ɪ ³²
2862	h a m ⁵		h a m ⁴	h e ⁴			h a m ²¹
1380	d j ɔ ʔ ³¹		j ɔ̰ ʔ ³²	j ɔ ʔ ³²			j ɔ ʔ ³²
1349		s j ɛ ²³			ʃ i	s iˀ	s e ⁵³
995	t ɔ̰ ⁴⁵		d ɔ ³⁴	t o̰ ʔ ⁵			t ɔ̰ ⁵⁴
23		n a̰ k ⁵²	n ə k ³²	n a̰ k ⁵⁴			n ɪ k ⁵
2195		j a̰ p ³	j ø p ⁴²	j a̰ p ⁵			j ṵ p ⁵
1467	m ɛ ³	m a̰ ³	m ə ³	m ə ²			
2015	k j ɛ̰ n ³		g j ẽ ŋ ³²	g ɪ n ⁴¹			g i n ³¹
1063	d j ɔ ³¹		b j u ³¹	b j ɔ ³¹			b j ɔ ⁵¹
2682	s u ⁵		s ɔ ⁴	s u ⁵			s ɔ ⁵²
766	w a ŋ ³¹		w a ŋ ³¹	w a ³²		w a ŋ	
2148	n j ɔ p ⁴¹	n a p ⁵²		n a p ⁴			m j u p ³⁴
2582	d ṵ ḭ ⁵		d ɨ ⁵⁴	d ø i ⁵			d w i ⁵³
121	g u ŋ ⁴³		g o ŋ ³¹	g au ŋ ³¹			g u ŋ ³
2339			kʰ ɔ ʔ ⁵²	kʰ o ʔ ⁵⁴		k a	kʰ ɔ ʔ ⁵
2349	tʰ au ⁵		tʰ au ⁴			tʰ w iː	tʰ au ⁵²
2608	l a̰ p ⁴²		l æ̰ p ³²	l ḛ ʔ ⁵⁴			l a̰ p ⁵⁴
2853	d z w i ³		d z ɨ ²¹	d z ø i ⁵			d z w i ⁵³
772	tʰ ai ʔ ³¹		tʰ e ⁵³	tʰ a ⁴³			tʰ ai ⁵⁴
1681	d ai ³	t a ⁵²	d ai ³	d e ³			
1981	d e ³		d u ³¹	d au ³		t u	
2282	dʒ j ɛ n ³		dʒ e ŋ ³²	dʒ ɪ n ³²			dʒ ɪ n ³¹
1199			l e ³²	l a ⁵		l eː	l ai ⁵³
2390	b ɔ ³¹		b ɔ ⁵¹	b o ³			b ɔ ³¹
1106	g i ³¹		g e ³¹	g ai ²			g e ³¹
2750	kʰ a ⁴		kʰ a ²⁴	kʰ ø ⁵		k aˀ	
