COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1567	b ɔ p ⁴³		b ø p ²¹	b a p ³²			
643	l a̰u ⁵¹		l au ⁵¹				l au ⁵³
1941		k i ⁵²	g i ²	g i ²			
1370		f a ʔ ⁵²	f o ʔ ⁵³	f o ʔ ⁵			
2039	dʒ ei ⁵⁴			dʒ i t ⁴⁵			dʒ i ⁴
92			m j u k ³	m a̰ k ⁴²		m r a ts	
1302			l a ³²	l ə ²			l ə ²
100			m j o k ⁵⁴	m j æu ʔ ³²			m j u ʔ ⁵³
2590				kʰ a ²	k ə	k j aː	
1494	l ai ³⁴		l a ³				l ə ³
1843		n a ʔ ⁵²	n ɔ̃ ʔ ³				ŋ ɔ ³
180	ŋ a t ³¹		ŋ ai t ³				ŋ a t ³²
173	s w a t ⁵⁴			s ai t ⁵⁴			s ʊ t ⁵
638	b ɛ ³		b ə ³			b a	
2318		k o ŋ ⁵²	g a ŋ ³²				g ɔ ŋ ³²
2325	s o t ⁵			s ai t ⁵			s ʊ t ⁵
2492	g w a n ⁵			k a̰ n ³			g ɔ ŋ ²¹
2239	n ə ³		n ə ³²	n ə ²			
959	kʰ u ŋ ⁵		kʰ o ŋ ⁵				kʰ u ŋ ³¹
2006	g u ŋ ³¹		g o ŋ ⁵²			k a ŋ	
2007	g au ⁵		g au ⁵		k o ³¹		
816	n ɔ̰ ³¹		n ɔ̃ ³	n ɔ ³			
810	k ṵ k ⁵⁴		g o k ⁵³				k ṵ ʔ ⁵
658		k j ɛ ²³	kʰ j æ p ⁵³				kʰ j æ p ⁵
135	m i ⁴²		m ɨ ³²				m w i ³¹
68	kʰ o ŋ ³		kʰ o ŋ ³¹				kʰ u ŋ ⁵³
49			kʰ j o ŋ ⁴	kʰ æu ŋ ⁴²		kʰ j w i ŋ	
1326	l u k ⁵⁴		l o ʔ ³²	l au ʔ ³			
2097	k a̰ ŋ ³		g a ŋ k ⁵²	k a̰u ŋ ⁴			
1876			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
2653					sʰ i ³¹	s eː	ʃ i ⁵³
1011	d j ɛ n ³¹		b j e ŋ ⁵³	b j ɪ n ²¹			
1012	tʃʰ a ŋ ⁵		tʃʰ a ŋ ⁵	tʃʰ a ²			
2808			d w a ŋ ³¹			t a ŋ	d ɔ ŋ ³¹
