COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
449					dʑ u k u s i t a					dʑ u k u s i t a
136	n ɨ b u r u r i		n e i m u tɕː o i			n i v			n i ɴ z u ɴ	n e m u r u
458	θ u s i	t o s i	t o ɕ	t o s i	t o s i	t u s ɨ	t o s i	t o s i	t u s i	t o s i
383	n a b i r o s a r i					n a b ɭ ɨː				
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
130	mʲ uː r i		m i	m i r u	m i r u	m iː ɭ	m i r u	m i r u		m i r u
193	k iː s a r i	k iː r o kʲ a	k iː	k iː r o i	k iː r o i	ts ɨː r u	k iː r o	k iː r o i	tɕ iː r u	k iː r o i
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
245		k o k o	k o k o	k o k o	k o k o		k o k o	k o k o		k o k o
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
70	θ a n ɨ	t a n e	t a n e	t a n e	t a n e	t a n i	t a n e	t a n e		t a n e
155	i r u r i	i t e							i ts oː n	
399	s ɨ r u r i								ʃ i j u ɴ	
424	o θ a u r i	u t o u	ui t o	u t a u	u t a u		o t a o	u t a u	ʔ u t a j u ɴ	u t a u
21	n uː					n a u			n uː	
-260	θ ɨ ɴ		t e i ɴ		t e ɴ	t i n	t e ɴ	t e ɴ dʑ i k u	t i ɴ	
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
96	m ɨː		m e	m e	m eː	m iː	m e	m e	m iː	m e
303	w a θ a	h a r u t a	z u z u w a t a	h a r a w a t a	h a r a w a t a		h a r a w a t a	h a r a w a t a		h a r a w a t a
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
182	x ɨ b u s i		k e i m ui	k e m u r i	k e m u r i	k i β u s ɨ	k e m o r i	k e m u r i	k i b u s i	k e m u
457					n a w a			n a w a		
348	h i r u s a r i	h i r o kʲ a	h i r e	h i r o i	h i r o i	pˢ ɨ s u	ɸ u r eː	h i r o i	h w i r u s a ɴ	h i r o i
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
117				k i m o					tɕ i m u	
309	k u s a	k u s a	k u s a	k u s a	k u s a	f u s a	k u s a	k u s a	k u s a	k u s a
252	m iː ts ɨ	m i tsː u	m i	m i tː u	m i tsː u	m iː ts ɨ	m i tsː u	m i tsː u	m iː ɕ i	m i tsː u
13			o i d o ɴ				o r a r a	o r a tɕ i		
3			o iː				o r a	o r e		
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
447	ʔ w ɨː tɕ i	w e	u eː	u e	u eː	w aː r a	e w e	u e	ʔ w iː ɴ k a i	u eː
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
