COGID	Albanian	English	French	German	Latin
560-1	ʃ j m t				
438-1	u ə r				
1222-1	u				
353-1	p e ʃ t ə				
201-1	c i n ə				
20-1	l k r u				
503-1	p e a n				
957-1	u n				
728-1	l k g i				
244-1	n u m ə				
289-1	n u v t				
911-1	u u r r a				
724-1	t r r a				
145-1	d u				
992-1	u u				
1181-1	k ə n				
741-1	p e m				
560-2		w ɪ t			
438-2		f r			
1222-2		w ɑ			
353-2		f ɑ ʃ			
201-2		s u n p			
20-2		f ɔ			
503-2		f l l			
957-2		w ə n			
728-2		l o ŋ			
244-2		n ɑ m			
289-2		n ɑ t			
911-2		w a r t			
724-2		θ r t t			
145-2		t w ai			
992-2		w ɑ			
706-2		h			
106-2		f ɛ ð ə r			
741-2		f ɑ h			
421-2		b l ɑ t			
227-2		f ʊ t			
560-3			v j ɛ i		
438-3			k r		
1222-3			s		
353-3			p s s u		
201-3			p ɑ̃ s u		
20-3			p ɛ r		
503-3			p u r		
957-3			n		
728-3			l ɛ g		
244-3			n m m ɛ		
289-3			n e t		
911-3			p ɛ r		
724-3			t r		
145-3			d u e		
992-3			k ɔ		
1181-3			k ɑ̃ n e		
706-3			k s		
106-3			p u r		
741-3			p u ɥ		
421-3			f l ɥ		
227-3			p u		
560-4				v i	
438-4				v r	
1222-4				v g	
353-4				f i z u	
201-4				f i k	
20-4				f a r	
503-4				f au aː n	
957-4				ai aː	
728-4				l u ŋ ə	
244-4				n i m n	
289-4				n u x t	
911-4				r aː s	
724-4				d r n t	
145-4				ts oː	
992-4				h	
1181-4				h n n	
706-4				ai	
106-4				f e l ə r	
421-4				f l u x ə	
227-4				f au s t	
560-5					w e t n
438-5					o r u e
1222-5					w l
353-5					p oː n k
201-5					p oː n p
20-5					p r r r
503-5					p l l
957-5					n n n
728-5					l aː g gʷ
244-5					n m m
289-5					n oː iː
911-5					s e r d
724-5					t r oː
145-5					d uː n
992-5					k aː
1181-5					k aː n oː
706-5					uː g
106-5					p r t r
741-5					p au m n
421-5					f l uː r
227-5					p u t
