COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a ʔ ɨ m																		
107-1	g ə m ə l a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə kʼ l ə																		
381-1	ʔ a t																		
417-1	r ə j																		
451-1	s ə b a t																		
454-1	ʔ a s ə r																		
484-1	s ɨ l ɨ s t																		
535-1	ʔ a s ə r																		
543-1	s ə s t																		
593-1	ʔ a m ə s																		
640-1	m a n																		
1-1	d ə bː ə r ə																		
65-1	ʔ u b																		
212-1	ʔ ɨ n																		
244-1	ʔ a r b ə t																		
248-1	m u l a																		
293-1	f ə r ə j																		
373-1	kʼ ə m a l																		
408-1	b ə r a																		
414-1	d ə b a kʼ ə l																		
601-1	ʔ ə r o																		
642-1	n ə f a s																		
60-1	n ə f ə s ə																		
115-1	l ə m a																		
209-1	s ə m ə t																		
242-1	ʔ a m ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	ʔ ə bː ə																		
638-1	s ɨ r ə																		
645-1	kʼ a l																		
160-1	t ə r ə kʼ																		
208-1	ʔ ɨ n kʼ w ə																		
214-1	ʔ a b																		
378-1	ʔ a n g ə t																		
379-1	fː ə sː ə																		
409-1	a ə t ə r ə																		
598-1	k ə t																		
646-1	ʔ a s ə																		
210-1	fː ə k w ə																		
215-1	ʔ a t ə a ə t																		
285-1	m ɨ t a d																		
332-1	ʔ ə g ə r																		
380-1	ʔ ə k u																		
412-1	s a ʔ ə n																		
64-1	d a bː o																		
67-1	w ɨ r																		
251-1	f ə kʼ																		
294-1	m ə kʼ kʼ																		
597-1	ʔ ə n ə ə ə																		
7-1	ʔ a l g a																		
158-1	kʼ ə m i s																		
372-1	kʼ ə f ə r																		
374-1	b ə kʼ o lː o																		
375-1	s ə b																		
411-1	t ə r a s																		
541-1	kʼ ə s ɨ n																		
6-1	m ə l kʼ a m a																		
113-1	b u n ə																		
330-1	kʼ ə l d																		
448-1	kʼ ə d a s ə b ə t																		
449-1	ʔ a n ə																		
491-1	d ɨ n g ə t																		
596-1	ə g ə																		
4-1	g ə t ə																		
8-1	kʼ ə b ə t o																		
106-1	m ə s a																		
290-1	ʔ a g ə j ə																		
489-1	b ə r r s m a																		
602-1	m ɨ n																		
2-1	ʔ u lː u																		
3-1	ʔ i rː ə																		
213-1	ʔ a r ə s																		
486-1	n ə fː ə kʼ ə																		
647-1	t ə t a																		
10-1	sː ɨ kʼ ɨ r																		
110-1	d a t ə																		
152-1	ʔ a o																		
211-1	m ɨ s ə t																		
328-1	s ə l ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a b ə n a																		
410-1	kʼ a r ə																		
540-1	l b a																		
109-1	g u n tʃʼ ə																		
61-2		d ə m																	
63-2		x a f m																	
107-2		g ɨ m ɨ l ɨ																	
112-2		d a b ə n a																	
331-2		n ɨ g u s																	
377-2		b ə kʼ l l																	
381-2		ʔ ɨ d																	
417-2		r ɨ ɨ																	
451-2		s ə b ɨ t																	
454-2		x ɨ tʃ ə r																	
484-2		s ɨ l ɨ s t																	
535-2		x a s ɨ r																	
543-2		s o s t																	
593-2		x a m ɨ s																	
640-2		m a n																	
1-2		d ə b ə r ə																	
65-2		f ɨ b																	
163-2		s ə tʃʼ ə																	
212-2		x ɨ n																	
244-2		ʔ a r b ə																	
248-2		m ɨ l ɨ																	
293-2		f ə r ə ɨ																	
373-2		kʼ ɨ m ɨ l																	
408-2		b o r ɨ																	
414-2		d ə b a kʼ ɨ l																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə																	
115-2		l ə m ɨ																	
209-2		s ɨ m ɨ t																	
242-2		x a m ɨ s t																	
415-2		ɨ ɨ n a b																	
450-2		ɨ ə r																	
490-2		f ə b ə																	
645-2		kʼ a l																	
160-2		f ə r ə kʼ																	
208-2		x ɨ n kʼ u ə																	
378-2		x a n g ə t																	
379-2		f ə x ə																	
409-2		kʼ ɨ t ə r																	
598-2		k ə ɨ t																	
646-2		ʔ a n ə																	
210-2		f ə w o ə																	
215-2		x ɨ s ɨ b ə t																	
285-2		m ɨ t a d																	
380-2		x ə s ɨ ɨ																	
412-2		s a a n																	
496-2		s ə r b ə t ə t																	
64-2		d a b o																	
251-2		f ɨ kʼ																	
