COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
346				ʔ e t ə h ə							ʔ ə t ə k a								
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
499			l a l e		l a l e			l a l e			l a l e								
390						j ɨ ʔ ə z e										ʔ a z e	ħ ɨ z i		
329	s ɨ r a																s ɨ r a ħ		
469									z ɨ ɲ ʔ ə	s ə ɲ i									
352									s i j a		s i j a								
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
608			g a z				g a z	g a z			g a z			g a z					
613						g e s ə m				g i ʃ					g eː s			g eː s	g eː s
563										b ə ħ ə r	t ə h ɨ m		b ə h i						
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
70		n ə fː ə r a				n ə f ə r ə										ħ a f ə n a			
420			ʔ o z a t		ʔ o z a t		ʔ o z a t	ʔ o w z a t	ʔ a w z a t					ʔ o z a t					
289	l ɨ bː	l ɨ b i				l ɨ bː				kʼ ə l b i		l ɨ bː		l ɨ bː		l ɨ bː	l ɨ bː i		
641	s ə fː i	s ə f i															g ə fː i ħ		s ə fː i
660						m ɨ s l ə										m ɨ s	m ɨ s		
509										ʔ i r		j i m ɨ r		ʔ a r e t	ʔ a j ɨ r			ʔ ai̯ r	ʔ a r i t
304						z i ʔ a h u				z i j u									
58																		dʒ ə b ə	dʒ ə b a
383		b a r m a s i l a																	m aː ʃ u lː e
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
447	tʃʼ ə w	tʃ ə w				s e w										s e w e	tʃʼ ə w		
118			tʃ ə n ə		tʃ ə n ə		tʃ ə n ə	tʃ ə n ə	tʃ ə ɲ ə				tʃ ə ɲː ə						
542	j ɨ h									j i									
578															ʔ u x u n			ʔ u h u n	
286	s ə g u r	tʃ ɨ g a r				s ə g w r				tʃʼ ɨ g ə r						tʃʼ ə gː ə r ə t	s ə g u r i		t ɨ g ə r
418		b ə r b ə r e				b ə r b ə rː e				b ə r b ə r i						b ə r b ə r e	b ə r b ə r ə	b ə r b ə r e	b ə r b aː r i
510							w e g		w ə j ə g							w ə t ə r			
81						ʔ ɨ g w ə l t										ʔ ɨ g a l			
600	w ɨ h a	ʔ a h o w a																	
407																ʕ ɨ fː u n	ʕ u f a n		
428								dʒ ɨ mː ə			g i m ʔ ə	g i mː ə			g i mː a				g i mː a
388						k ɨ s a d										s ɨ g a d	k ɨ s a d		
154	ʔ a f ə rː ə s ə	f ə rː ə s ə				ʔ a f r ə s ə							b ə rː ə s ə	ʔ a f ə rː ə s ə m		ʔ a f r ə s a			f ə r ə s ə
216	tʃʼ ə rː ə s ə	tʃʼ e rː ə s a													tʃʼ eː r ə s ə			tʃʼ eː r ə s ə	
295		d ɨ m a													d u m			d u m i	
539	w ə f r a m	w ɨ f r a m																	
594	g i zː e					g i z e					g ɨ z ɨ j ə	g ɨ z j e	g ɨ z j e	g e				g ɨ n	g i
257					ʔ a dː a r ə							ʔ a dː a r ə	ʔ a dː a r ə	ʔ a dː a r ə					
354										w a r aː b a					w ə r a b ə			w ə r a b ə	ʔ u r aː b a
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
207	dʒ o r o	dʒ o r o																	
29										ħ a r ə kʼ						r ɨ s ɨ kʼ			ʔ a r ə kʼ
453	b ə g					b ə gː ɨ ʕ										b ə gː u ʕ	b ə g ɨ ʕ		
219			g ə p a t		g ə bː a t		g ə pː a t	g ə p a t	g ə p a t		g ə p a d		g ə bː a t	g ə bː a t					
126						w a l d				w iː dʒ						w ə l a d			
627															ʔ a w dʒ e			ʔ a w dʒ e	ʔ a w dʒ i
549			t ə h a n kʼ e	t ə h a ʔ e g ə d	t ə h a n kʼ j e		t ə x a n kʼ e	t ə h ʔ a n g j e				t ə k w a		t ə h ɨ m a n g e					
648		kʼ a m ə d i								kʼ a m ə d i									
343			kʼ ə ʃ ə		k ə ʃ ə		k j ə ʃ ə	kʼ ə ʃ ə		kʼ o s a									
120			d a n g a	d a n g ə	d a n g ə		d a n g a	d a n g a	d a n g a				d a n g a						
506						m ə n b ə r				w ə m b ə r		w ə n b ə r					m ə n b ə r		
26						ʕ ə bː i										ʕ a b a j i			
301			k u t ə r a		k u tː ə r a		k u tː a r a	k u t a r a	k u t a r a		k u t a r a		k u tː ə n a	k u tː ə n a					
493	ʔ ɨ h u d					ʔ ɨ ħ u d				ʔ a l ħ a d									
389						t ə s ʕ ə tː u										s ɨ ʕ	t ɨ ʃ ə ʕ a t ə		
348						ʕ a jː ə r ə										ʕ a j ə r a			
77				ʔ ə ʃː ə ʔ ə m							ʔ ə s ə m								
261						tʼ a l i											tʼʲ ə l		
24						ʕ a r a t										ʕ a r a t	ʕ a r a t		
319															d u m			d u m i	
309										ʔ a t ə w aː kʼ					ʔ ɨ n tʃ a kʼ o			ʔ ɨ n tʃʼ a kʼ o	ʔ ɨ n tʼ aː kʼ
222					f ə dʒː ə m	f ə sː ə m ə								f ə dʒː ə m					
221			dʒ ə p ə r ə				dʒ ə pː ə r ə	dʒ ə p ə r ə	dʒ ə pː ə r ə		dʒ ə p ə r ə		ʒ ə bː ə r ə						
320															w ə z ə n ə			w ə z aː n	w ə z ə n ə
561								h a t a							h a tː ai̯				
393										l ə f l ə f								l ə f l ə f	l e f l ə f
264										ʔ aː z j ə g ə d u					z ə g ə d o				
422				d a ʔ ə		g a ʕ t					d a ʔ a					g a ʕ t			
326	m ə t o	m ə t o				m ɨ ʔ ɨ t	m ə t o					m ə t o	m ə t o			m ɨ ʔ ɨ t	m i ʔ t i		
445	h a b t a m	d ə m a m															h a b t a m		
365															w ə r b a			w ə r a b e	
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
341			kʼ ə n d m ə m	kʼ ə n ə m ə	kʼ ə nː ə m ə m		kʼ ɨ n e m a	kʼ ə n d m ə m	kʼ ə n ə m ə		kʼ ə n ə m ə								
416	kʼ ei̯	kʼ ə j ɨ h								kʼ eː h						kʼ ai̯ ħ ɨ t	q ə j ɨ ħ		kʼ aːi̯
538	ʔ ɨ nː ə sː u																n ɨ sː a t ə n		ʔ ɨ n o mː u
656				g ə d ə n i							g ə d a n i j ə								
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
501			m a t ə g a	ʔ ɨ mː a t ə g	ʔ ɨ mː a t i n g i			h ɨ m ə g a								ʔ ɨ b h a m g ə m			
100																b a n i	b a n i		
267											ʔ ɨ n g w ə r ə g ɨi̯							w ə l ə n g aː j a	
132										w a z ə n a					w ə z ə n ə				
487	z ə f ə n	z ə f ə n																	
455		x ɨ j ɨ m a	ʔ e m a		ʔ e m a		ʔ e m a	ʔ e m a					ʔ e m a						
310										w ɨi̯							w u ʕ ui̯		
502				d a s								d ə r s	d ə r s	d ə rː ɨ s			d ə r f i		
466						b ɨ ʕ u l				b a ʔ a w									
170				d ə r ə w ə				j ə b a r ʔ a w i	ʔ a b a r a w		ʔ a b a r ʔ a w i								
391							m ɨ s	m ɨ s				m ɨ s	m ɨ s	m ɨ s					
287	ʔ ɨ sː u	k ɨ s u															n ɨ sː u		
111	l ɨ dʒ	l ɨ dʒ																w e dʒ	
133												b ai̯							b aː j u
566										r o g i					r a n dʒ i			r a n dʒ i	
217		ʔ a w								ʔ aː w									
376	s ə ɲː o					s ə n ui̯										s ə n o	s ə n ui̯		
335		k ə m e															k ə m əi̯		
551			s ɨ s ə		s ɨ sː ə		s ɨ s a	s ɨ s ə						s ə sː ə					
184									d a s ə	d aː m ə s a		d a s ə m			d a s ə m			d a s aː	
20				g ə m b ə n ə	g ə m b ə nː a						g ə m b ə n a								g ə m b ə l o
49																m ə kʼ tʼ ə n			m ɨ s k ə t
249	n ə tʃʼ ʃ ɨ n k u r t	z a h ʃ u n k u r t																	
178						ʔ a d g										ʔ a d ɨ g	ʔ a d g i		
446	m ə n g ə d					m ə n g ə d											m ə n g ə d i		
654			t ə h u t	t ɨ h u d ə											t uː h a				
468									m ə g a z									m ə g a z	m ə g a z
327	dʒ ɨ b	dʒ ɨ b				z ɨ ʔ b											z ɨ b ʔ i		
536	j a				z a							z a	z a	z a					
582																l a h ai̯			j a h ai̯
604		h u m a				j o m										j o m			
498			m ə tʃʼ ə kʼ ə m					m ə tʃʼ ə kʼ ə m				m o tʃʼ ə kʼ ə m	m e tʃʼ ə kʼ ə m		b o tʃʼ ə kʼ ə			b o tʃʼ ə kʼ ə	
513										ʔ uː n					ʔ uː n			ʔ u n	
363															ʔ ai̯ n ə k o				ʔ ai̯ k u
122			kʼ a w a	kʼ ə w a			kʼ a w a	kʼ a w a			kʼ a w a		kʼ a w a	kʼ a w a					
488	d ɨ n g ai̯	d ɨ n g ai̯																	
606			ʔ ə g a		ʔ ə g a			ʔ ə g a	ʔ ə g a										
305												k w a		x w a	ʔ u h a			ʔ u h ə	
649		b ə							b ə	b e								b ə	b ə
155	w ɨ ʃː a	w ɨ ʃ a										w ɨ sː a							
483																r ə ʔ a	r ə ʔ a j ə		
16			ʔ a g a t	ʔ a g a d					ʔ a g a l										
523															ʃ ɨ b ə t			ʃ ɨ b ə t	ʃ i b ai̯
364															b ɨ l			b ɨ l	
312												ʔ ə r ə dː a m		ʔ ə r ə dː a m		r ə d ɨ ʔ a			
471										ʔ uː g a					ʔ u n g a			ʔ u n dʒ ə	ʔ uː n dʒ ə
157	ʔ a lː ə m ə					ħ ɨ l u m										ħ a lː ə m	ħ a l ə m ə		
245	kʼ ə b ə r o		kʼ ə w ə r ə		kʼ ə w ə r ə		kʼ ə w ə r ə	kʼ ə w ə r ə	kʼ w ə b ə r ə					kʼ ə w ə r ə					
224						ħ ə r m ə z										h a r m ə z	ħ a r m a z		
580															ʔ ɨ nː ə				ʔ ɨ n a tʃː u
492	s ə h ai̯					tsʼ ə ħ ai̯											s ə ħ ai̯		
667												d ə x ə					n ɨ s ɨ x a		
345			ʒ ə p				ʒ ə pː	ʒ ə p ə	ʒ ə p		ʒ ə p								
84										b a ʔ a r a				b o r a					
463				b ə ʔ ə d							b ə ʔ ə d								
610			m ɨ r kʼ a r	m ɨ r a f ə r			m ɨ r kʼ a r	m ɨ r kʼ a r	m ə m ɨ r		m ɨ r ʔ a r		m ɨ r kʼ a r						
74			g w ə p ə		g w ə bː e		g w ə pː ai̯	g w ə p ə	g w ə p ai̯				g w ə bː e	g w ə bː e					
553				f a n g a j ə					f ə n g ə j a		f ə n g ə j a								
179						j ɨ b u s										j ɨ b u s	n ɨ kʼ w u s		
166			b a n ə r ə m	b a nː ə r ə	b a nː ə s ə m			b a n ə r ə m			b a n ə r ə								
336		g a r				t ə g b a r													
615						m ai̯				m i					m əi̯	m ai̯	m ai̯	m əi̯	m əi̯
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
108	d ɨ mː ə t	d ɨ m ə t				d ɨ mː ə t										d ɨ mː u	d ɨ mː u		
246	ʔ a r b					ʕ a r b											ʕ a r b i		
579															m ə g ə rː i			m ə g ə rː i	
27						s a lː i m										s ə l i m	s ə lː i m		
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
435													ʔ ɨ n kʼ a tʃː e		ʔ ɨ n kʼ a tʃː ə			ʔ ɨ n kʼ a tʃː e	
