COGID	Albanian	English	French	German	Latin
560-1	g j m				
438-1	a ə i				
1222-1	u g				
353-1	ə e θ c i				
201-1	s i g				
20-1	g r r r				
503-1	ə l p				
957-1	ə				
728-1	l n g u				
244-1	n e m r				
289-1	n t d				
911-1	r e d i				
724-1	ə ə r				
145-1	d v				
992-1	k				
1181-1	c j e r				
741-1	p t e				
1150-1	c j r v				
585-1	y				
814-1	j r ə				
560-2		v ɛ d			
438-2		u r			
1222-2		ɑ f			
353-2		f ɪ s k			
201-2		p d f			
20-2		k e r			
503-2		f l i n			
957-2		m			
728-2		l a g			
244-2		n ɑ m			
289-2		n ə t t			
911-2		r ə t t			
724-2		d r ə			
145-2		t w i			
992-2		h ə			
706-2		ɑ n			
106-2		f a t r			
741-2		p u k			
421-2		b l ɑ d			
227-2		f au t			
920-2		h j r t			
1083-2		h ɑ r n			
1066-2		ɪ f			
1125-2		j ɪ n r			
1197-2		m ə t r			
473-2		n j w ə			
284-2		n a s			
661-2		ai n			
701-2		r ʊ d			
315-2		r au			
1169-2		s a l t			
1150-2		k ʊ r n			
982-2		s ɪ t			
987-2		t ə ɪ			
1055-2		s t i ə l			
1130-2		s r			
433-2		s ɑ l			
625-2		l ə ŋ			
1186-2		t ɪ n			
560-3			g j		
438-3			v r		
1222-3			v a		
353-3			p ɑ̃ s e		
201-3			p v i		
20-3			f a r		
503-3			p l n		
957-3			ɑ̃		
728-3			l a n e		
244-3			a		
289-3			n a w		
911-3			d ɛ		
724-3			r ɛ		
145-3			ɥ		
992-3			y ɛ		
1181-3			s ɛ		
706-3			r e		
106-3			p r		
741-3			p ø k		
421-3			f l ɥ		
227-3			p u		
920-3			y ɔ r		
1083-3			y n r n ɥ		
1066-3			ɑ̃ a		
1125-3			ʒ ɛ t		
1197-3			m ɛ r		
473-3			n l e		
284-3			n		
661-3			v		
701-3			r ɥ a		
315-3			r ɥ		
1169-3			s a l		
1150-3			s j r		
982-3			s ɑ̃		
987-3			s l a		
1055-3			s r r		
1130-3			s i g e		
433-3			s i l		
585-3			t ɥ		
625-3			t ɛ g		
1186-3			ɛ e		
814-3			v ɑ̃ r t		
560-4				v u n t	
438-4				f r	
1222-4				ts v	
353-4				f i ʃ k	
201-4				f l b r	
20-4				k a r	
503-4				f l u	
957-4				r n t	
728-4				l u ŋ	
244-4				n i m	
289-4				n u x t	
911-4				r eː s x	
724-4				r u t	
145-4				s u	
992-4				h	
1181-4				i l u	
706-4				iː u	
106-4				f u d r	
421-4				f l u r r	
227-4				f uː s t	
920-4				h i r s	
1083-4				h e r n r	
1066-4				g	
1125-4				g eː n r	
1197-4				m u d r	
473-4				n r v	
284-4				n aː	
661-4				v n	
701-4				r au d	
315-4				r u n t n	
1169-4				ʃ a l t	
1150-4				ʃ au r t t	
982-4				ʃ y x	
987-4				l n v t	
1055-4				z t i a	
1130-4				ʃ e k	
433-4				ʃ i n u	
585-4				e	
625-4				l ə ŋ k	
1186-4				s i n	
814-4				v r r	
560-5					w e t a
438-5					w r u
1222-5					e e
353-5					p oː s k
201-5					p i p r
20-5					f a r
503-5					p l l
957-5					oː r
728-5					l aː n
244-5					n a m i
289-5					n e n
911-5					r m s n
724-5					t r oː a
145-5					d f
992-5					k e
1181-5					k e n t
706-5					u u
106-5					p aː t i
741-5					p au k
421-5					f l u i
227-5					p u d
920-5					h o r n u
1083-5					h a r n
1066-5					e n
1125-5					e n u
1197-5					m e t i
473-5					n m g
284-5					n aː u
661-5					w n
701-5					r eː t
315-5					r u n t
1169-5					s aː l n
982-5					s e t
987-5					s n aː
1055-5					s t a r n
1130-5					s e k e
433-5					s a n i i
585-5					t uː
625-5					l e n i
1186-5					n eː n
814-5					w eː i e
