COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n u ³⁵								
838-1	l au ³¹								
438-1	l i ɔ ʔ								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m i ³¹ ³¹								
221-1	i k p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	tɕ w ³¹								
7-1	p ɔ n ³¹								
664-1	o a m ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	ʂ ə k ⁵⁵								
555-1	i m m ⁵⁵								
464-1	m au ³¹								
119-1	ʂ ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʂ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ ʐ u ʔ ⁵⁵								
580-1	ʂ o ʔ ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m ə ŋ ³¹								
696-1	ŋ ³⁵ ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	ʂ ɔ ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	pʰ ⁵⁵ ³¹								
589-1	t u ŋ ⁵⁵								
658-1	o a m ⁵⁵								
456-1	ȵ i a ŋ ³¹								
183-1	k ʐ ³¹ ³¹								
785-1	x w a								
714-1	o ⁵⁵								
331-1	l ɔ a								
930-1	ŋ a p ⁵⁵								
161-1	ʂ ɔ m ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ o ʔ ⁵⁵								
194-1	ʂ w ʔ ⁵⁵								
727-1	ʂ a m ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ i k								
29-1	p ə ⁵⁵								
316-1	t ɔ ʔ ⁵⁵								
389-1	m ʐ a m ⁵⁵								
118-1	m w ³⁵								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	ȵ ʐ w ³¹								
927-1	ŋ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	i a m ⁵⁵								
873-1	ʂ ə ŋ ⁵⁵								
877-1	ʂ a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t a a ³⁵								
660-1	o a p ⁵⁵								
642-1	ʂ ə ŋ ³⁵								
257-1	x ʐ a m ⁵⁵								
167-1	k ʐ w ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n ə m ⁵⁵								
574-1	ʂ u m ³¹								
718-1	ʂ e n ³¹								
811-1	x au ³¹								
458-1	t u ŋ ³¹								
884-1	tʰ i ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	o ŋ ³¹								
36-1	p ʐ a m ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p ɔ n ⁵⁵								
342-1	ʐ u ʔ ⁵⁵								
