COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
34		s̪ t̪ r̪ ɜ k s̪		s̪ t̪ r̪ ɜ k s̪		s̪ t̪ r̪ ɜ k s̪	
343				k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	
329	b ɜ n̪ d	b ɜ n̪ d	b ɜ n̪ d				b ɜ n̪ d
701	kʰ o	kʰ o	kʰ o	kʰ o	kʰ o	kʰ o	kʰ o
1456	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	
1578		ʈʂ o		ʈʂ o	ʈʂ o	ʈʂ o	
41	õ s̪	õ s̪	õ s̪	õ s̪	õ s̪	o ŋ s̪	õ s̪
938	ɜ ŋ ɑ						ɜ m ɑ
1159	t̪ r̪ ɜ ŋ		t̪ r̪ ɜ ŋ	t̪ r̪ ɜ ŋ	t̪ r̪ ɜ ŋ	t̪ r̪ ɜ ŋ	ʈ ɑ ŋ
566			ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	
82				ɾ ɪ l s̪		ɾ ɪ l s̪	
330	g o b i	g o b i	g o b i				g o b i
1668	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ
767	ɜ ɕ i p ɑ	ɜ ɕ i p ɑ	ɜ ɕ i p ɑ	ɜ ɕ i p ɜ	ɜ ɕ i p ɑ	ɜ ɕ i p ɜ	
1380			d̪ i		d̪ i	d̪ i	
163	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɜ	ŋ ɑ
1520	g ʊ r̪ o ŋ	g r̪ o ŋ	g ʊ r̪ o ŋ			g ʊ r̪ o ŋ	
1379	d̪ʲ u n̪	d̪ʲ u n̪		d̪ʲ u ŋ	d̪ʲ u	d̪ʲ u ŋ	d̪ʲ u
1231	ɾ d u n̪	b d u n̪		β d u n̪	β d u n̪	b d u n̪	ʊ ɾ d u n̪
912	gʲ o x p ɑ	gʲ o x p ɑ	gʲ o x p ɜ	gʲ o x p ɜ	gʲ ʊ x p ɜ	gʲ ʊ k s̪ p ɜ	
1363	h tɕ u						h s̪ tɕ u
