COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n o tʃ i								
2-1	w x + tɬ x e x tɬ								
8-1	w e j t i								
16-1	eː s + tɬ i i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + iː								
52-1	w a k + i k								
53-1	n a k a s tɬ								
54-1	tɬ aː l + i								
55-1	k w a								
60-1	iː x + t i l o l o								
83-1	tɬ iː + t tɬ								
87-1	k a tɬ aː n i								
92-1	m a k a								
103-1	m aː + n								
106-1	k a k i								
138-1	n e h a								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t e k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ts + tɬ i								
186-1	k e tʃ + tɬ								
190-1	j a k a + i								
194-1	s eː								
220-1	o aː + tɬ i								
231-1	i t a								
240-1	k o tʃ i								
283-1	t e + tɬ i tɬ								
293-1	+ n + iː								
314-1	k w a w + + tɬ								
315-1	oː m e								
322-1	t e aː a m e m								
323-1	tɬ e m								
9-1	t oː t oː + tɬ								
17-1	oː m i + tɬ								
22-1	tɬ a t iː a								
30-1	w iː ts								
88-1	i i i								
158-1	w e j a k								
159-1	a t i m i + tɬ								
177-1	m i a k k								
184-1	t oː k aː +								
187-1	j a n k w i + k								
227-1	x aː l + l								
235-1	m o + tɬ aː l i a								
249-1	k oː k + tɬ i								
251-1	m o + k e ts a								
289-1	k w i tɬ a tʃ i l								
294-1	t e t a								
296-1	n e n e tʃ i l								
313-1	tɬ a n								
316-1	n e aː + n e m i								
318-1	t o t oː n i i i								
320-1	aː + tɬ								
324-1	i s t a k								
326-1	a k i n								
1-2		n u tʃ i							
2-2		t e x + r e e x t							
8-2		w e j e n							
16-2		e s s t i							
24-2		i s r e							
32-2		n i b u							
51-2		u n + i							
52-2		w a b + k u							
53-2		n a b a s t							
54-2		t a h h i							
55-2		b w a							
60-2		i x + r e h u h u							
83-2		t e + r n t							
87-2		ts a t a n u							
92-2		n a b a							
103-2		n a j n							
106-2		b a b i							
138-2		n e m t							
139-2		n i b + r i a							
142-2		n a r i							
145-2		n u + r e k a							
176-2		t a b a + t							
179-2		n a b a + t							
180-2		n e ts + t i							
186-2		b e tʃ + t u u							
190-2		j a b a t i							
194-2		s e n							
220-2		u m + t i							
231-2		i r a							
240-2		b u tʃ i							
283-2		r e + t i							
293-2		u n + n n							
314-2		b w a u + t t							
315-2		o n e							
322-2		r e a t n e t							
323-2		t e n							
9-2		r o r u + t							
17-2		u n i + t							
22-2		t a r i t							
88-2		i i i							
158-2		w e j a k							
159-2		a r i n i + t							
177-2		n i j k							
184-2		r o b a j +							
187-2		j a n b w i + k							
227-2		x a h h +							
235-2		n u + t a h i a							
249-2		ts o b + t i							
289-2		b w i t a tʃ i h							
294-2		r e m t							
296-2		n e n e tʃ i h							
313-2		t a n + t u							
316-2		n e m + n e n i							
318-2		r u t o n i k							
324-2		u s r a k							
326-2		a b							
1-3			n o tʃ i n						
2-3			n eː x + t i e eː						
8-3			w eː j eː i						
16-3			eː s a t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + i						
52-3			w aː k + ʔ o ʔ						
53-3			n a k a s t						
54-3			t aː l +						
55-3			k w aː						
60-3			iː x + t e l o l o						
83-3			t i + t						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː + n						
106-3			k a k i						
138-3			n eː + a						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k aː + t						
179-3			n a k a + t						
180-3			m eː ts + t i						
186-3			k e tʃ ʔ o						
190-3			j a k a + ʔ						
194-3			s eː						
220-3			o h + t i						
231-3			i t aː						
240-3			k o tʃ i						
283-3			t e + t t						
293-3			i n + i n						
314-3			k w a u + t ʔ						
315-3			oː m e						
322-3			t e h w aː e t						
323-3			t eː n						
9-3			t oː t o + t						
17-3			o m i + t						
22-3			t a t i aː						
30-3			w i ts						
88-3			i i i						
158-3			w eː j a ʔ						
159-3			aː t i m + t						
177-3			m i a k k						
184-3			t o k aː + +						
187-3			j a n k w i + k						
227-3			x aː l aː l						
235-3			m o + t aː l i aː a						
249-3			p oː k + t i						
251-3			m o + k e ts a						
289-3			k w i t aː p i l						
294-3			t eː h a						
313-3			t a n						
316-3			n e h + n e m i						
318-3			t o t oː n i ʔ						
320-3			aː + t						
324-3			i s t aː ʔ						
326-3			aː k n						
1-4				n o tʃ i					
2-4				m e x + t x e tɬ					
8-4				w e j t i					
16-4				e s + tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + t o k					
53-4				n a k a s tɬ i					
54-4				tɬ a l + l					
55-4				k w a					
60-4				i x + t e l o l o					
83-4				tɬ e + t i					
87-4				ts a tɬ a n i					
92-4				m a k a					
103-4				m a +					
106-4				k a k i					
138-4				n a h a					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t j k a					
176-4				tɬ a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ + tɬ +					
190-4				j a k a + t					
194-4				s e					
220-4				o h + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + tɬ t e tɬ					
293-4				i n + i					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w m e tɬ					
323-4				tɬ a					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				w i ts					
88-4				i i i					
158-4				w e j a k					
177-4				m i a k k					
184-4				t o k a + tɬ					
187-4				j a n k w i + k					
227-4				x a l l l					
235-4				m o + tɬ a l i a					
249-4				ts o k + tɬ i					
251-4				m o + k e ts a					
289-4				k w i tɬ a tʃ i l					
294-4				t e h a					
296-4				n e n e tʃ i l					
313-4				tɬ a n + tɬ i					
316-4				n e h + n e m i					
318-4				t o t o n i k					
320-4				a + tɬ					
324-4				i s t a k					
326-4				a k					
1-5					m o tʃ i				
2-5					t e x + t m e x				
8-5					aː e j t i				
16-5					eː s + t t				
24-5					i s t t				
32-5					m i b i				
51-5					o m + i				
52-5					aː + b + t o				
53-5					n a b a s t				
54-5					t l + t				
55-5					b aː a				
60-5					i x + t e l o t o				
83-5					t iː + t				
87-5					p a t n i				
92-5					m a b a				
103-5					m e j				
106-5					b a b i				
138-5					n e h a				
139-5					m i b + t i a				
142-5					m a t i				
145-5					m o + t eː b a				
176-5					t e b a t t				
179-5					n a b a + t				
180-5					m e ts + t i				
186-5					b e tʃ + i				
190-5					j a b + t				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					b o tʃ i				
283-5					t e t t t t				
293-5					i n + i n				
314-5					b aː a aː i t t				
315-5					oː m e				
322-5					t e h a m m				
323-5					t e n				
9-5					t oː t oː + t				
17-5					o m i + t				
22-5					t a t i a				
30-5					aː i ts				
88-5					i i i				
158-5					aː e j a b				
159-5					a t i m i t t				
177-5					m i j b b				
184-5					t oː b e h t				
187-5					j a m b aː i + k				
227-5					x b l + t				
235-5					m o + t l i a				
249-5					p oː b + t i				
251-5					m o + b e ts +				
289-5					b aː i t a p i l				
294-5					t e h a				
296-5					n e n e p i t g				
313-5					t a n +				
316-5					n e h + n e m i				
318-5					t o t oː m i k				
320-5					b + t				
324-5					i s t b k				
326-5					b i				
1-6						n u tʃ i n			
2-6						t w x + t eː e x			
8-6						w e j eː n			
16-6						eː s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + iː			
52-6						w a k + t u k			
53-6						n a k a s + t			
54-6						t a l l i			
55-6						k w a			
60-6						iː x + t e l u l u t			
83-6						t e + t			
87-6						ts a t a n i			
92-6						m a k a			
103-6						m a j			
106-6						k a k i			
138-6						n e n a a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t e k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e tʃ + t			
190-6						j a k a + e			
194-6						s eː			
220-6						u aː + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t t e t			
293-6						i n iː n			
314-6						k w a w i t t			
315-6						uː m e			
322-6						t e aː a m e n			
323-6						t eː m			
9-6						t uː t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						w i ts			
88-6						i i i			
158-6						w eː j a k			
159-6						a t i m i + t			
177-6						m i a k k			
184-6						t u k a + t			
187-6						j a n k w i + k			
227-6						x aː l l i			
235-6						m u + t a l i aː			
249-6						ts uː k + t i			
251-6						m u + k e ts a			
289-6						k w i t a ts i l +			
294-6						t e aː a a			
296-6						n e n e tʃ i l l			
313-6						t a n t i			
316-6						n e aː + n e m i			
318-6						t u t uː n i k			
320-6						a + t			
324-6						i s t aː k			
1-7							n w tʃ i		
2-7							+ e x t o x a		
8-7							e e n t		
16-7							e ts i t i		
24-7							i ts t i m		
32-7							m i k i		
51-7							o n o		
52-7							e a k t o k		
53-7							n e k e ts		
54-7							t a l		
55-7							k e a		
60-7							m x t w		
83-7							t t t m		
87-7							ts e t a n i		
92-7							m e k e		
103-7							m a n		
106-7							k e k i		
138-7							n e o e		
139-7							m i k t i e		
142-7							m e t i		
145-7							m w t e k e		
176-7							t a k e t		
179-7							n e k e t		
180-7							m e ts tʃ t i		
186-7							k w tʃ		
190-7							n e k a		
194-7							ts e t		
220-7							w n t i		
231-7							o t e		
240-7							k w tʃ i		
283-7							t w t t t		
293-7							o n u n		
314-7							k e e t i		
315-7							u m w		
322-7							t w n e m a m		
323-7							t e m		
17-7							o m i i t		
22-7							t e t i e		
30-7							e u ts m		
159-7							e t i m t		
251-7							m w k w ts e		
296-7							n w n w ts o l		
320-7							a t t		
326-7							a k t		
1-8								m o tʃ ɨ +	
2-8								tɬ e x h tɬ eː e eː	
8-8								w eː j ɨ ɨ	
16-8								eː s + tɬ ɨ	
24-8								ɨ s tɬ ɨ +	
32-8								m ɨ k ɨ	
51-8								o n + iː +	
52-8								w aː k + k o k	
53-8								n a k a s +	
54-8								tɬ aː l + ɨ	
55-8								k w a	
60-8								iː x + t e l o l o	
83-8								tɬ ɨ + tɬ	
87-8								ts a tɬ aː n ɨ	
92-8								m a k a	
103-8								m e j m	
106-8								k a k ɨ	
138-8								n eː h w	
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								tɬ e k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː ts + tɬ ɨ	
186-8								k e tʃ +	
190-8								j a k a tɬ ɨ	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								ɨ tɬ a	
240-8								k o tʃ ɨ	
283-8								t e + tɬ ɨ	
293-8								ɨ m h iː m	
314-8								k w aː w ɨ + tɬ	
315-8								oː m e	
322-8								t e w w m e m	
323-8								tɬ eː m	
9-8								t oː t oː + tɬ	
17-8								o m ɨ + tɬ	
22-8								tɬ a t ɨ a	
30-8								w ɨ ts k	
88-8								iː ɨ t	
158-8								w eː j a k k	
159-8								aː t ɨ m ɨ + tɬ	
177-8								m ɨ a k k	
184-8								t oː k e h	
187-8								j a n k w ɨ + k	
227-8								x e l l ɨ	
235-8								m o + tɬ aː l ɨ a	
249-8								ts oː k + tɬ ɨ	
251-8								m o + k e ts a k	
289-8								k w ɨ tɬ a ts ɨ l +	
294-8								t eː h w	
296-8								m e m e ts ɨ l	
313-8								tɬ a n + tɬ ɨ	
316-8								n e h + n e m ɨ	
318-8								t o t oː n ɨ + k	
320-8								aː + tɬ	
324-8								ɨ s t aː k	
326-8								aː k	
1-9									n o tʃ iː +
2-9									n e x + j x e t tɬ
8-9									w e j iː
16-9									e s + tɬ iː
24-9									iː s t iː tɬ
32-9									m iː k iː
51-9									o n + iː
52-9									w a k + t o k
53-9									n a k a s tɬ
54-9									tɬ a l l +
55-9									k w a
60-9									i x + t e l o l o
83-9									tɬ e + tɬ
87-9									ts a tɬ a n iː
92-9									m a k a
103-9									m a + iː
106-9									k a k iː
138-9									n e m w tɬ tɬ
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t x k a
176-9									tɬ x k a + tɬ u
179-9									n a k a + tɬ
180-9									m x ts + tɬ iː
186-9									k e tʃ tɬ ø
190-9									j a k a + tɬ
194-9									s x
220-9									o o + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ tɬ t tɬ
293-9									iː n + iː n
314-9									k w w b + + tɬ
315-9									u m e
322-9									t e a w m e
323-9									tɬ x
9-9									t u t o + tɬ
22-9									tɬ a t iː w
30-9									w i ts
88-9									iː iː iː
158-9									w e j a k
159-9									a t iː m ø + tɬ
177-9									m iː a k ts
184-9									t u k a + +
187-9									j a n k w iː + k
227-9									x a l l +
235-9									m o + tɬ a l iː a tɬ
249-9									ts u k + tɬ iː
251-9									m o + k e ts a
289-9									k w iː tɬ a ts iː l
294-9									t e o w a
296-9									n e n e ts iː l
313-9									tɬ a n + tɬ iː
316-9									n e o + n e m iː
318-9									t o t u n iː k
320-9									a + tɬ
324-9									iː s t a k
326-9									a k
