COGID	1	10	2	3	4	5	6	7	8	9
2689-1	z a m a									
893-1	a a p i i a									
1285-1	z z a k									
1303-1	n z ɔ m a									
2197-1	z n a l a									
2828-1	z i z a									
3572-1	s ɔ ɔ n i									
1095-1	l i m a									
1755-1	ɛ z ɛ									
1789-1	k l a á ŋ z a									
3207-1	z u l a									
3519-1	t ʊ m a									
3686-1	n i i n m d a									
4249-1	k u m i i									
4451-1	z i s i									
448-1	t ʊ k ʊ ʊ i									
630-1	z ɛ ɛ l ɛ									
814-1	z ɔ n m z ɛ ɛ									
1216-1	g a β a ɲ a									
1228-1	z z a									
1418-1	z i m i ɛ á a									
1475-1	g g a									
2026-1	t z n									
2775-1	z u m z a									
3397-1	z ɛ l a									
3826-1	z ɔ ɔ k a									
4003-1	n i i β a									
4040-1	z ɛ z i i									
4373-1	l i m i									
4384-1	i z ɔ									
84-1	s ʊ g ʊ l ʊ									
116-1	g i k a									
181-1	z ɔ ɔ n ŋ z ɔ ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ a ɲ β ɔ									
660-1	l ɔ ɔ l a									
848-1	k ɔ ɔ l a									
1083-1	l i i l a									
1122-1	β i k a									
1159-1	k a									
1350-1	l d a									
1374-1	n n a a n ɛ									
1396-1	d ɔ β ʊ									
1430-1	i n s ɔ									
1666-1	t n b ɔ									
1767-1	t ɔ p ɔ									
1906-1	i ŋ g i l a									
2177-1	z z n n i i									
2286-1	l a									
2317-1	t ʊ t a									
2419-1	s ɛ ɛ k a									
2750-1	n i z i									
3018-1	z i l a									
3275-1	k a a k a									
3441-1	s a n a ɲ β a									
3464-1	β ɛ k a									
3639-1	t ɛ t ɛ m ɛ l a									
3885-1	dʒ u k ɛ									
3981-1	i i m á á a									
4192-1	β i i i m d a									
4260-1	z z a									
4350-1	l a ɲ a ɲ l ɔ									
43-1	b i ɔ ɔ b ʊ									
93-1	k ɔ n ɔ									
200-1	t i									
374-1	ɛ a l t a									
459-1	l ʊ k a									
508-1	t ɔ k ʊ									
528-1	t i l i									
575-1	t a									
871-1	b ŋ b a									
1137-1	p ʊ k ʊ									
1339-1	p p i i ɔ ɔ									
1585-1	a á l a									
1712-1	k u l ɛ									
1872-1	p a									
2088-1	g i s a									
2166-1	n u n m g a									
2334-1	g i g ɔ									
2393-1	m a g a									
2537-1	l ɔ m ɔ									
2665-1	i n ŋ g i									
2738-1	t n n l n									
2872-1	p ɔ s i									
2893-1	k i i k ɛ k									
2997-1	g a n n z a a									
3075-1	b u l u b a ɲ									
3675-1	l d a ɲ a ɲ l a ɲ									
4028-1	d d ɛ ɛ									
4137-1	m ʊ l a									
4238-1	i s ɔ z i									
4316-1	t ɔ ɔ t ʊ									
4429-1	n a g a									
4440-1	b i i l i i									
4485-1	l a									
4574-1	g g a a l a									
4688-1	n n n ɛ									
143-1	g ʊ									
240-1	ɔ i g a									
388-1	g a g ʊ m a									
401-1	g a									
599-1	g a a m g i									
649-1	l ɛ ɛ t a									
755-1	g ŋ l a									
836-1	g u m g i									
969-1	á z a a									
994-1	l ɔ ɔ l ɔ ɔ l a									
1006-1	l ŋ ŋ b ŋ									
1032-1	k ɛ l ɛ l a									
1043-1	t ɔ ɔ l a									
1110-1	t ɛ ɛ a a									
1263-1	t a a a									
1273-1	l ɔ ɔ t a									
1329-1	i p a l a a									
1362-1	g i									
1606-1	ɔ ɔ t ɔ									
1617-1	k i i k a									
1629-1	k g i									
1744-1	i β i a									
1895-1	g a									
1917-1	l ʊ a a									
1969-1	l a l a									
1989-1	g a g a									
2037-1	g k a g a									
2128-1	g ŋ m g ŋ									
2186-1	g a n a									
2483-1	i a l a									
2592-1	l ɔ l a									
2615-1	t a									
2700-1	a a a p a									
2784-1	p p									
2797-1	ɛ ɔ k ɔ									
2884-1	l p p a									
2904-1	g ɛ ɛ n g a									
2972-1	g ɛ ɛ									
3030-1	l i a a									
3148-1	i t a									
3160-1	p i g i									
3261-1	p ɔ ɔ p ɔ ɔ									
3364-1	dʒ ɔ t a									
2689-2		s a v a								
893-2		a n a								
1303-2		s t oː m a								
2197-2		s l a l a								
2828-2		w i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		v a l a i i ŋ v a								
3207-2		s u l a								
3519-2		g u m a								
3686-2		i i ŋ ŋ b a								
4249-2		k u m i								
4451-2		v i i v i								
448-2		g u n i i i								
630-2		s e e l e								
814-2		w oː m w e								
1216-2		g a g a								
1228-2		w w a n								
1418-2		s i m a l l a								
1475-2		v s a								
2026-2		t w e a								
3826-2		s o k a								
4003-2		l i a v a								
4373-2		l i m i								
4384-2		i n o								
84-2		a u g u l u								
116-2		s i k a								
419-2		l o g a								
587-2		o a ŋ g o								
660-2		l ŋ l a								
848-2		g a l a								
1122-2		g i n a								
1159-2		w a								
1350-2		l g a a								
1374-2		n n a								
1906-2		i v i l a								
2419-2		s e k a								
2750-2		e ŋ s i								
3441-2		s e u s a								
3464-2		g o n a								
3639-2		g e e d n n e e m a								
3981-2		i a v a a n a								
4192-2		v i n m b a								
4350-2		l e e l v o								
278-2		s a								
3971-2		g a d a								
55-2		k a m a								
43-2		g i p u								
93-2		g o n o								
459-2		l u m a								
1137-2		s i g u								
1585-2		a a l a								
1872-2		p a a								
2166-2		u m b a								
2872-2		k o s i								
2997-2		s a s a								
3075-2		s u l u s u								
3675-2		l s e a l e								
4137-2		g i l a								
4238-2		i i s o s i								
4316-2		g oː p u								
4574-2		s s u l a								
3067-2		n n u								
3531-2		a a n i g a								
1033-2		k o s o o a								
3185-2		w i i k a								
794-2		w e e a a p a								
143-2		v u a								
240-2		o s a								
388-2		u m a								
599-2		t a m b i								
969-2		a s a								
994-2		g a a a g a								
1606-2		o t o								
1629-2		k s i a								
1895-2		d a								
2592-2		l o l a								
2884-2		p s a a								
3148-2		i t a								
3261-2		s e t e								
2689-3			s a s a							
893-3			a n a							
1285-3			tʰ s a							
1303-3			o k o s a							
2197-3			s l a l a							
2828-3			l i n a							
3572-3			s o n i i							
1095-3			l i s a							
1755-3			l tʰ e							
1789-3			k a l a o k a							
3207-3			s u l a							
3519-3			s u s a							
3686-3			i á b a							
4249-3			x u s i i							
4451-3			x i s i							
448-3			s u ɲ u i							
630-3			p e o l e							
1216-3			k a m a							
1228-3			b s a i i							
1418-3			s i s a							
1475-3			k s a							
3397-3			β o l a							
4003-3			i s a							
4040-3			k e n i i							
4373-3			l i s i							
4384-3			i ɲ o							
181-3			k o ŋ o k o							
419-3			l o k a							
587-3			o á k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			tʰ s a i i							
1374-3			n ŋ a a n o							
1396-3			s o f u							
1666-3			r o a tʰ o							
1767-3			x o x o							
1906-3			i o k i l a							
2177-3			s k o o i							
2286-3			l a							
2317-3			s u s a							
2750-3			e a s i							
3275-3			s a a n a							
3464-3			m o ɲ a							
3639-3			s o m o m o l a							
3981-3			i s ŋ a							
4192-3			s i á b a							
4260-3			β β a i i							
4350-3			l e o l a o							
278-3			p a							
745-3			p a a x o							
3971-3			x á s a							
93-3			k o ɲ o							
200-3			β i i a							
374-3			a a l s a							
508-3			s o o s u							
528-3			β i i l i i							
1137-3			s i k u							
1585-3			a o l a							
1712-3			m u l o							
2088-3			s i s a							
2334-3			s i k o							
2393-3			s a ɲ a							
2665-3			i o k i							
2738-3			β e e l e							
3675-3			l s l o							
4137-3			s i l a							
4440-3			x i l i							
4574-3			s s o o l a							
4688-3			o m m e							
2798-3			x β a							
3067-3			n k u							
3531-3			a n u s a							
3767-3			l o							
4632-3			x a a β i i							
401-3			k a							
649-3			l e e β a							
755-3			k o l a							
1032-3			s o l o l a							
1043-3			m o l a							
1273-3			l o o β a							
1362-3			k i							
1895-3			a							
2615-3			d a a							
2784-3			k a l a							
2904-3			k e o n d a a							
2689-4				t a t a						
893-4				a e e n e a						
1285-4				n n a n						
3572-4				t t t r						
1755-4				dʒ t dʒ						
1789-4				b i i r r a r r a						
3686-4				m i i t t t m						
4451-4				r r r r						
1216-4				e e e e e e						
4003-4				r r r i i						
419-4				i i i i i i i i						
1122-4				e e e e						
1430-4				i i i i i i ɔ						
1666-4				r o r r r						
1767-4				r r r r						
55-4				s a s a						
94-4				ɲ ɲ i ɲ						
2717-4				ɔ a k ɔ a						
1339-4				ɲ ɲ i i ɲ						
4632-4				r r r r						
2784-4				o o o o						
3160-4				i i i i i i i i						
2689-5					f a f a					
893-5					n á á					
1285-5					β w a β					
1303-5					f β o f a					
2197-5					w β a l a					
2828-5					w i n a					
3572-5					s o n i					
1095-5					l i á					
3207-5					á u l a					
3519-5					t u f a					
3686-5					β i p f f a					
4249-5					k u f i					
448-5					b u n β β i					
630-5					β e e l e					
814-5					m o s m m e					
1228-5					á á a β					
1418-5					ʃ i á p ʃ β					
2026-5					t m e s					
2775-5					β u p p p a					
3397-5					β o l					
3826-5					m o k a					
4040-5					e n i					
4373-5					p i á i					
4384-5					i á o					
84-5					p p p p l p					
116-5					ʃ i k a					
587-5					p f f p					
848-5					k f l a					
1159-5					p a					
1350-5					l f a β					
1396-5					w f u					
1430-5					i s					
1767-5					β o k o					
2286-5					l					
2317-5					β u β					
2419-5					s e k a					
2750-5					e ʃ i					
3018-5					ʃ i l					
3275-5					k n					
3441-5					s ʃ g a					
3885-5					p a p u					
4192-5					f i f f f a					
4260-5					s β β					
4350-5					l e e l β					
278-5					β a					
745-5					β k o					
3971-5					k a f a					
55-5					m a m a					
94-5					s o k o					
