COGID	1	10	2	3	4	5	6	7	8	9
2689-1	f a m a									
893-1	a z i i a									
1285-1	n w a i									
1303-1	n g ɔ m a									
2197-1	z i a l a									
2828-1	i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	i n ɛ									
1789-1	k a l a ŋ g a									
3207-1	β u l a									
3519-1	t ʊ m a									
3686-1	i i i m b a									
4249-1	k u m i									
4451-1	β i s i									
448-1	z ʊ p i i i									
630-1	β ɛ ɛ l ɛ									
814-1	ɔ m b ɛ									
1216-1	g a β á i a									
1228-1	b w a									
1418-1	z i m i i i a									
1475-1	g w a									
2026-1	t w i									
2775-1	β u m b a									
3397-1	β ɔ l a									
3826-1	n ɔ ɔ k a									
4003-1	i i β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i z ɔ									
84-1	s u g u l u									
116-1	f i k a									
181-1	g a ŋ g a									
419-1	l ɔ g a									
587-1	ɔ i n g ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i t a									
1159-1	a									
1350-1	l a									
1374-1	n i á a n ɛ									
1396-1	z ɔ β ʊ									
1430-1	i n s ɔ									
1666-1	t ŋ n ɔ									
1767-1	k ɔ d ɔ									
1906-1	i ŋ g i l a									
2177-1	n g ŋ a									
2286-1	l a									
2317-1	z ʊ z a									
2419-1	s ɛ k a									
2750-1	ɛ i z i									
3018-1	f i l a									
3275-1	k a f a									
3441-1	s a ŋ g a									
3464-1	β ɔ k a									
3639-1	d ɛ t ɛ m ɛ l a									
3885-1	s u m ɔ									
3981-1	i m á i a									
4192-1	β i i m b a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i m ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	i a l k a									
459-1	l u m a									
508-1	d ɔ d ʊ									
528-1	β i l i									
575-1	t a									
871-1	t ʊ m a									
2689-2		w a m a								
893-2		a a n a								
1303-2		w s o m o m a								
2197-2		w l a l a								
2828-2		w i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l ŋ g a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		l i l m b a								
4249-2		k u m i								
4451-2		i i s i								
448-2		g u ɲ l l i								
630-2		v e e l e								
814-2		w o m b e								
1216-2		g a v a								
1228-2		b w a								
1418-2		s i m a a a a								
1475-2		g w a								
2026-2		t w e u								
3826-2		s o k a								
4003-2		i a a								
4373-2		l i m i								
4384-2		i ɲ o								
84-2		a l k u l u								
116-2		s i k a								
419-2		l o g a								
587-2		o a ŋ g o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i ɲ a								
1159-2		w a								
1350-2		l w a								
1374-2		n a a n u								
1906-2		i u g i l a								
2419-2		s e k a								
2750-2		e u s i								
3441-2		s e u u w a								
3464-2		v o n a								
3639-2		v i dʒ l l i m a								
3981-2		i a m l i a								
4192-2		w i i m b a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		s a m a								
43-2		w e m u								
93-2		k o n o								
459-2		l u m a								
2689-3			s a m a							
893-3			a n a							
1285-3			n w a							
1303-3			a k o m a							
2197-3			x a l a							
2828-3			l i i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a a ŋ k a							
3207-3			x u l a							
3519-3			s u m a							
3686-3			i i á b a							
4249-3			x u m i							
4451-3			tʰ i tʰ i							
448-3			s o ɲ a a i							
630-3			β e e l e							
1216-3			k a a							
1228-3			b w a a							
1418-3			s i s a a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i b a							
4040-3			k e n i							
4373-3			d i s i							
4384-3			i ɲ o							
181-3			k o o ŋ k o							
419-3			l o k a							
587-3			o ŋ k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l s a a							
1374-3			n ŋ a a n ŋ							
1396-3			f o f u u							
1666-3			r a a n o							
1767-3			x o x o							
1906-3			i ŋ k i l a							
2177-3			x k a a i							
2286-3			l a							
2317-3			tʰ u tʰ a							
2750-3			e u s i							
3275-3			x a ɲ a							
3464-3			tʰ o ɲ a							
3639-3			tʰ a s a m l a							
3981-3			i m a ŋ a							
4192-3			w i á b a							
4260-3			β w a a							
4350-3			l e e l o o							
278-3			p a							
745-3			p a x o							
3971-3			x a w a							
93-3			k o ɲ o							
200-3			β i a							
374-3			a a a l β a a							
508-3			s o o s u							
528-3			β i l i							
2689-4				m a m a						
893-4				a e r e e a						
1285-4				l l a e						
3572-4				m e m e						
1755-4				e l e						
1789-4				k a b a a o r a						
3686-4				e e e e m a						
4451-4				r e b u						
1216-4				dʒ e dʒ e e e						
4003-4				a o r a						
419-4				k u k á						
1122-4				dʒ e dʒ e						
1430-4				e ɔ l ɔ						
1666-4				l i i l u						
1767-4				r i r i						
55-4				s a s a						
94-4				ɲ e s e						
2717-4				g a ɔ g a						
2689-5					β a m a					
893-5					a p n p p					
1285-5					n w					
1303-5					β o m a					
2197-5					β β l					
2828-5					ʃ i n a					
3572-5					s o n i					
1095-5					l i m					
3207-5					β u l					
3519-5					t u m a					
3686-5					o i β d a					
4249-5					k u m i					
448-5					k u n i					
630-5					β e e l e					
814-5					ʃ o p m ʃ e					
1228-5					β w a					
1418-5					ʃ i m					
2026-5					t w e p					
2775-5					β u p i ʃ					
3397-5					β o l					
3826-5					p o k a					
4040-5					e n i					
4373-5					j i m i					
4384-5					i n o					
84-5					u p u l u					
116-5					p i k					
587-5					o á d o					
848-5					k l a					
1159-5					d a					
1350-5					l b a					
1396-5					β o β u					
1430-5					i s o					
1767-5					k o k o					
2286-5					l					
2317-5					β u β					
2419-5					s e k					
2750-5					e e ʃ i					
3018-5					ʃ i l					
3275-5					k t					
3441-5					s a p ŋ g					
3885-5					p i m o					
4192-5					d i i d a					
4260-5					s w					
4350-5					l e e l o					
