ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Argobba	m ə kː a tʃː a	m ə - - kː a tʃː a	13
2	Chaha	m ə t a g ə tʃ a	m ə t a g ə tʃ a	13
3	Chaha	ʔ a g a t	ʔ a g a t	16
4	Endegagn	ʔ a g a d	ʔ a g a d	16
5	Gyeto	ʔ a g a l	ʔ a g a l	16
6	Endegagn	g ə m b ə n ə	g ə m b ə n ə	20
7	Ezha	g ə m b ə nː a	g ə m b ə nː a	20
8	Inor	g ə m b ə n a	g ə m b ə n a	20
9	Zway	g ə m b ə l o	g ə m b ə l o	20
10	Geez	ʕ a r a t	ʕ a r a t	24
11	Tigre	ʕ a r a t	ʕ a r a t	24
12	Tigrigna	ʕ a r a t	ʕ a r a t	24
13	Geez	ʕ ə bː i	ʕ ə bː - - i	26
14	Tigre	ʕ a b a j i	ʕ a b a j i	26
15	Geez	s a lː i m	s a lː i m	27
16	Tigre	s ə l i m	s ə l i m	27
17	Tigrigna	s ə lː i m	s ə lː i m	27
18	Harari	ħ a r ə kʼ	ħ a r ə kʼ	29
19	Tigre	r ɨ s ɨ kʼ	r ɨ s ɨ kʼ	29
20	Zway	ʔ a r ə kʼ	ʔ a r ə kʼ	29
21	Harari	ħ a tʃʼ i	ħ a tʃʼ i -	30
22	Silte	tʃʼ ɨ n	- - tʃʼ ɨ n	30
23	Wolane	tʃ ɨ n	- - tʃ ɨ n	30
24	Harari	tʼ əi̯	tʼ əi̯ -	35
25	Silte	tʼ e m	tʼ e m	35
26	Wolane	t ɨ m	t ɨ m	35
27	Silte	b ə r eː d ə	b ə r eː d ə	42
28	Wolane	b ə r e d ə	b ə r e d ə	42
29	Tigre	m ə kʼ tʼ ə n	m ə - kʼ tʼ ə n	49
30	Zway	m ɨ s k ə t	m ɨ s k - ə t	49
31	Wolane	dʒ ə b ə	dʒ ə b ə	58
32	Zway	dʒ ə b a	dʒ ə b a	58
33	Amharic	g o mː ə nː	g o mː ə nː	68
34	Argobba	g o m ə n	g o m ə n	68
35	Amharic	tʼ ɨ dʒː a	tʼ ɨ dʒː a	69
36	Argobba	tʼ ɨ dʒː a	tʼ ɨ dʒː a	69
37	Harari	tʼ ɨ dʒ a	tʼ ɨ dʒ a	69
38	Kistane	tʼ ə g	tʼ ə g -	69
39	Muher	d ə g	d ə g -	69
40	Argobba	n ə fː ə r a	n ə fː ə r a	70
41	Geez	n ə f ə r ə	n ə f ə r ə	70
42	Tigre	ħ a f ə n a	ħ a f ə n a	70
43	Argobba	ʔ ə h	ʔ ə h - -	71
44	Geez	ʔ ɨ ħ ɨ w	ʔ ɨ ħ ɨ w	71
45	Harari	ʔ ɨ ħ	ʔ ɨ ħ - -	71
46	Zway	ʔ ɨː n	ʔ ɨː n - -	71
47	Endegagn	ʔ ə ʃː ə ʔ ə m	ʔ ə ʃː ə ʔ ə m	77
48	Inor	ʔ ə s ə m	ʔ ə s - - ə m	77
49	Geez	ʔ ɨ g w ə l t	ʔ ɨ g w ə l t	81
50	Tigre	ʔ ɨ g a l	ʔ ɨ g - a l -	81
51	Harari	b a ʔ a r a	b a ʔ a r a	84
52	Muher	b o r a	b o - - r a	84
53	Mesqan	f u r n o	f u r n o	87
54	Silte	f u r n o	f u r n o	87
55	Silte	ʔ ɨ z ə kʼ	ʔ ɨ z ə kʼ	98
56	Zway	ʔ ɨ z ə kʼ	ʔ ɨ z ə kʼ	98
57	Tigre	b a n i	b a n i	100
58	Tigrigna	b a n i	b a n i	100
59	Tigre	ħ u	ħ u -	101
60	Tigrigna	ħ a w	ħ a w	101
61	Amharic	d ɨ mː ə t	d ɨ mː ə t	108
62	Argobba	d ɨ m ə t	d ɨ m ə t	108
63	Geez	d ɨ mː ə t	d ɨ mː ə t	108
64	Tigre	d ɨ mː u	d ɨ mː u -	108
65	Tigrigna	d ɨ mː u	d ɨ mː u -	108
66	Amharic	l ɨ dʒ	l ɨ dʒ	111
67	Argobba	l ɨ dʒ	l ɨ dʒ	111
68	Wolane	w e dʒ	w e dʒ	111
69	Amharic	d ə bː ə kʼ ə	d ə bː ə kʼ ə	114
70	Geez	d ə b ə kʼ ə	d ə b ə kʼ ə	114
71	Argobba	g ə n g a d	g ə n g a d - -	116
72	Geez	ʔ ɨ n g ɨ d ʔ a	ʔ ɨ n g ɨ d ʔ a	116
73	Endegagn	d ə ʔ ə n ə	d ə ʔ ə n ə -	124
74	Inor	d ə ʔ ə r ə ʔ	d ə ʔ ə r ə ʔ	124
75	Geez	w a l d	w a l - d	126
76	Harari	w iː dʒ	w iː - - dʒ	126
77	Tigre	w ə l a d	w ə l a d	126
78	Harari	ʔ a d u rː u	ʔ a d u rː u	131
79	Silte	ʔ aː d ə n	ʔ aː d ə n -	131
80	Wolane	ʔ a d ə n	ʔ a d ə n -	131
81	Zway	ʔ a d u rː u	ʔ a d u rː u	131
82	Harari	w a z ə n a	w a z ə n a	132
83	Silte	w ə z ə n ə	w ə z ə n ə	132
84	Kistane	b ai̯	b ai̯ - -	133
85	Zway	b aː j u	b aː j u	133
86	Amharic	ʔ a l ə kʼː ə s ə	ʔ a l ə kʼː ə s ə	151
87	Argobba	l ə kʼː ə s ə	- - l ə kʼː ə s ə	151
88	Amharic	w ɨ ʃː a	w ɨ ʃː a	155
89	Argobba	w ɨ ʃ a	w ɨ ʃ a	155
90	Kistane	w ɨ sː a	w ɨ sː a	155
91	Amharic	ʔ a h ɨ jː a	ʔ a h ɨ jː a	156
92	Argobba	ʔ a h ɨ j a	ʔ a h ɨ j a	156
93	Amharic	ʔ a lː ə m ə	ʔ a lː ə m ə	157
94	Geez	ħ ɨ l u m	ħ ɨ l u m -	157
95	Tigre	ħ a lː ə m	ħ a lː ə m -	157
96	Tigrigna	ħ a l ə m ə	ħ a l ə m ə	157
97	Chaha	b a n ə r ə m	b a n ə r ə m	166
98	Endegagn	b a nː ə r ə	b a nː ə r ə -	166
99	Ezha	b a nː ə s ə m	b a nː ə s ə m	166
100	Gura	b a n ə r ə m	b a n ə r ə m	166
101	Inor	b a n ə r ə	b a n ə r ə -	166
102	Endegagn	d ə r ə w ə	d ə - - r - ə w ə	170
103	Gura	j ə b a r ʔ a w i	j ə b a r ʔ a w i	170
104	Gyeto	ʔ a b a r a w	ʔ a b a r - a w -	170
105	Inor	ʔ a b a r ʔ a w i	ʔ a b a r ʔ a w i	170
106	Geez	ħ ə r g ə s	ħ ə r g ə s	175
107	Harari	ħ aː s	ħ aː - - - s	175
108	Tigrigna	ħ a r g ə s	ħ a r g ə s	175
109	Geez	k ə l b	k ə l - b -	177
110	Tigre	k ə l ɨ b	k ə l ɨ b -	177
111	Tigrigna	k ə l b i	k ə l - b i	177
112	Geez	ʔ a d g	ʔ a d - g -	178
113	Tigre	ʔ a d ɨ g	ʔ a d ɨ g -	178
114	Tigrigna	ʔ a d g i	ʔ a d - g i	178
115	Geez	j ɨ b u s	j ɨ - b u s	179
116	Tigre	j ɨ b u s	j ɨ - b u s	179
117	Tigrigna	n ɨ kʼ w u s	n ɨ kʼ w u s	179
118	Gyeto	d a s ə	d a - - s ə -	184
119	Harari	d aː m ə s a	d aː m ə s a -	184
120	Kistane	d a s ə m	d a - - s ə m	184
121	Silte	d a s ə m	d a - - s ə m	184
122	Wolane	d a s aː	d a - - s aː -	184
123	Harari	kʼ oː tʃʼ a	kʼ oː tʃʼ a	186
124	Silte	kʼ oː tʃ e	kʼ oː tʃ e	186
125	Wolane	kʼ oː tʃ e	kʼ oː tʃ e	186
126	Zway	kʼ uː tʃ i	kʼ uː tʃ i	186
127	Harari	b u tʃ i	b u tʃ i	187
128	Silte	b uː tʃ o	b uː tʃ o	187
129	Wolane	b u tʃ o	b u tʃ o	187
130	Amharic	dʒ o r o	dʒ o r o	207
131	Argobba	dʒ o r o	dʒ o r o	207
132	Amharic	tʃʼ ə rː ə s ə	tʃʼ ə rː ə s ə	216
133	Argobba	tʃʼ e rː ə s a	tʃʼ e rː ə s a	216
134	Silte	tʃʼ eː r ə s ə	tʃʼ eː r ə s ə	216
135	Wolane	tʃʼ eː r ə s ə	tʃʼ eː r ə s ə	216
136	Argobba	ʔ a w	ʔ a w	217
137	Harari	ʔ aː w	ʔ aː w	217
138	Ezha	f ə dʒː ə m	f ə dʒː ə m -	222
139	Geez	f ə sː ə m ə	f ə sː ə m ə	222
140	Muher	f ə dʒː ə m	f ə dʒː ə m -	222
141	Geez	ħ ə r m ə z	ħ ə r m ə z	224
142	Tigre	h a r m ə z	h a r m ə z	224
143	Tigrigna	ħ a r m a z	ħ a r m a z	224
144	Harari	ʔ a tʼ ə b i ɲː	ʔ a tʼ ə b i - ɲː -	227
145	Tigrigna	ʔ a s a b ɨ ʕ t i	ʔ a s a b ɨ ʕ t i	227
146	Kistane	tʃʼ ə rː ə s ə	tʃʼ ə rː ə s ə -	229
147	Tigre	w ə dː ə ʔ ə	w ə dː ə ʔ ə -	229
148	Tigrigna	w ə dː ə ʔ ə	w ə dː ə ʔ ə -	229
149	Zway	ʔ a tʃʼ i r aː kʼ	ʔ a tʃʼ i r aː kʼ	229
150	Amharic	ʔ a g ə ɲː ə	ʔ a g ə ɲː ə -	243
151	Harari	ʔ a g ə ɲ ə	ʔ a g ə ɲ ə -	243
