ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Amharic	g ə b s	g ə b - s	5
2	Geez	g ə b s	g ə b - s	5
3	Harari	g uː s	g uː - - s	5
4	Kistane	g ə b s	g ə b - s	5
5	Zway	g ə b ɨ s	g ə b ɨ s	5
6	Argobba	m ə kː a tʃː a	m ə - - kː a tʃː a	13
7	Chaha	m ə t a g ə tʃ a	m ə t a g ə tʃ a	13
8	Chaha	ʔ a g a t	ʔ a g a t	16
9	Endegagn	ʔ a g a d	ʔ a g a d	16
10	Gyeto	ʔ a g a l	ʔ a g a l	16
11	Endegagn	g ə m b ə n ə	g ə m b ə n ə	20
12	Ezha	g ə m b ə nː a	g ə m b ə nː a	20
13	Inor	g ə m b ə n a	g ə m b ə n a	20
14	Zway	g ə m b ə l o	g ə m b ə l o	20
15	Geez	ʕ a r a t	ʕ a r a t	24
16	Tigre	ʕ a r a t	ʕ a r a t	24
17	Tigrigna	ʕ a r a t	ʕ a r a t	24
18	Geez	ʕ ə bː i	ʕ ə bː - - i	26
19	Tigre	ʕ a b a j i	ʕ a b a j i	26
20	Geez	s a lː i m	s a lː i m	27
21	Tigre	s ə l i m	s ə l i m	27
22	Tigrigna	s ə lː i m	s ə lː i m	27
23	Harari	ħ a r ə kʼ	ħ a r ə kʼ	29
24	Tigre	r ɨ s ɨ kʼ	r ɨ s ɨ kʼ	29
25	Zway	ʔ a r ə kʼ	ʔ a r ə kʼ	29
26	Harari	ħ a tʃʼ i	ħ a tʃʼ i -	30
27	Silte	tʃʼ ɨ n	- - tʃʼ ɨ n	30
28	Wolane	tʃ ɨ n	- - tʃ ɨ n	30
29	Harari	tʼ əi̯	tʼ əi̯ -	35
30	Silte	tʼ e m	tʼ e m	35
31	Wolane	t ɨ m	t ɨ m	35
32	Silte	b ə r eː d ə	b ə r eː d ə	42
33	Wolane	b ə r e d ə	b ə r e d ə	42
34	Tigre	m ə kʼ tʼ ə n	m ə - kʼ tʼ ə n	49
35	Zway	m ɨ s k ə t	m ɨ s k - ə t	49
36	Wolane	dʒ ə b ə	dʒ ə b ə	58
37	Zway	dʒ ə b a	dʒ ə b a	58
38	Amharic	f ə lː a	f ə lː - - a	62
39	Harari	f ə l a ħ a	f ə l a ħ a	62
40	Kistane	f ə lː a m	f ə lː a m -	62
41	Silte	f ə l a	f ə l - - a	62
42	Wolane	f ə l a	f ə l - - a	62
43	Zway	f ə l ə	f ə l - - ə	62
44	Amharic	g o mː ə nː	g o mː ə nː	68
45	Argobba	g o m ə n	g o m ə n	68
46	Amharic	tʼ ɨ dʒː a	tʼ ɨ dʒː a	69
47	Argobba	tʼ ɨ dʒː a	tʼ ɨ dʒː a	69
48	Harari	tʼ ɨ dʒ a	tʼ ɨ dʒ a	69
49	Kistane	tʼ ə g	tʼ ə g -	69
50	Muher	d ə g	d ə g -	69
51	Argobba	n ə fː ə r a	n ə fː ə r a	70
52	Geez	n ə f ə r ə	n ə f ə r ə	70
53	Tigre	ħ a f ə n a	ħ a f ə n a	70
54	Argobba	ʔ ə h	ʔ ə h - -	71
55	Geez	ʔ ɨ ħ ɨ w	ʔ ɨ ħ ɨ w	71
56	Harari	ʔ ɨ ħ	ʔ ɨ ħ - -	71
57	Zway	ʔ ɨː n	ʔ ɨː n - -	71
58	Chaha	g w ə p ə	g w ə p ə	74
59	Ezha	g w ə bː e	g w ə bː e	74
60	Gumer	g w ə pː ai̯	g w ə pː ai̯	74
61	Gura	g w ə p ə	g w ə p ə	74
62	Gyeto	g w ə p ai̯	g w ə p ai̯	74
63	Mesqan	g w ə bː e	g w ə bː e	74
64	Muher	g w ə bː e	g w ə bː e	74
65	Endegagn	ʔ ə ʃː ə ʔ ə m	ʔ ə ʃː ə ʔ ə m	77
66	Inor	ʔ ə s ə m	ʔ ə s - - ə m	77
67	Geez	ʔ ɨ g w ə l t	ʔ ɨ g w ə l t	81
68	Tigre	ʔ ɨ g a l	ʔ ɨ g - a l -	81
69	Harari	b a ʔ a r a	b a ʔ a r a	84
70	Muher	b o r a	b o - - r a	84
71	Mesqan	f u r n o	f u r n o	87
72	Silte	f u r n o	f u r n o	87
73	Silte	ʔ ɨ z ə kʼ	ʔ ɨ z ə kʼ	98
74	Zway	ʔ ɨ z ə kʼ	ʔ ɨ z ə kʼ	98
75	Tigre	b a n i	b a n i	100
76	Tigrigna	b a n i	b a n i	100
77	Tigre	ħ u	ħ u -	101
78	Tigrigna	ħ a w	ħ a w	101
79	Amharic	d ɨ mː ə t	d ɨ mː ə t	108
80	Argobba	d ɨ m ə t	d ɨ m ə t	108
81	Geez	d ɨ mː ə t	d ɨ mː ə t	108
82	Tigre	d ɨ mː u	d ɨ mː u -	108
83	Tigrigna	d ɨ mː u	d ɨ mː u -	108
84	Amharic	l ɨ dʒ	l ɨ dʒ	111
85	Argobba	l ɨ dʒ	l ɨ dʒ	111
86	Wolane	w e dʒ	w e dʒ	111
87	Amharic	d ə bː ə kʼ ə	d ə bː ə kʼ ə	114
88	Geez	d ə b ə kʼ ə	d ə b ə kʼ ə	114
89	Argobba	g ə n g a d	g ə n g a d - -	116
90	Geez	ʔ ɨ n g ɨ d ʔ a	ʔ ɨ n g ɨ d ʔ a	116
91	Chaha	tʃ ə n ə	tʃ ə n ə	118
92	Ezha	tʃ ə n ə	tʃ ə n ə	118
93	Gumer	tʃ ə n ə	tʃ ə n ə	118
94	Gura	tʃ ə n ə	tʃ ə n ə	118
95	Gyeto	tʃ ə ɲ ə	tʃ ə ɲ ə	118
96	Mesqan	tʃ ə ɲː ə	tʃ ə ɲː ə	118
97	Chaha	d a n g a	d a n g a	120
98	Endegagn	d a n g ə	d a n g ə	120
99	Ezha	d a n g ə	d a n g ə	120
100	Gumer	d a n g a	d a n g a	120
101	Gura	d a n g a	d a n g a	120
102	Gyeto	d a n g a	d a n g a	120
103	Mesqan	d a n g a	d a n g a	120
104	Chaha	kʼ a w a	kʼ a w a	122
105	Endegagn	kʼ ə w a	kʼ ə w a	122
106	Gumer	kʼ a w a	kʼ a w a	122
107	Gura	kʼ a w a	kʼ a w a	122
108	Inor	kʼ a w a	kʼ a w a	122
109	Mesqan	kʼ a w a	kʼ a w a	122
110	Muher	kʼ a w a	kʼ a w a	122
111	Endegagn	d ə ʔ ə n ə	d ə ʔ ə n ə -	124
112	Inor	d ə ʔ ə r ə ʔ	d ə ʔ ə r ə ʔ	124
113	Geez	w a l d	w a l - d	126
114	Harari	w iː dʒ	w iː - - dʒ	126
115	Tigre	w ə l a d	w ə l a d	126
116	Harari	ʔ a d u rː u	ʔ a d u rː u	131
117	Silte	ʔ aː d ə n	ʔ aː d ə n -	131
118	Wolane	ʔ a d ə n	ʔ a d ə n -	131
119	Zway	ʔ a d u rː u	ʔ a d u rː u	131
120	Harari	w a z ə n a	w a z ə n a	132
121	Silte	w ə z ə n ə	w ə z ə n ə	132
122	Kistane	b ai̯	b ai̯ - -	133
123	Zway	b aː j u	b aː j u	133
124	Amharic	ʔ a l ə kʼː ə s ə	ʔ a l ə kʼː ə s ə	151
125	Argobba	l ə kʼː ə s ə	- - l ə kʼː ə s ə	151
126	Amharic	w ə sː ə n ə	w ə - - sː - ə n ə	153
127	Chaha	w ə w ə sː ɨ n	w ə w ə sː - ɨ n -	153
128	Gumer	w ə s n o t	w ə - - s n o t -	153
129	Inor	w ə sː ɨ n	w ə - - sː - ɨ n -	153
130	Kistane	w o w o sː ɨ n	w o w o sː - ɨ n -	153
131	Mesqan	w ə w ə sː ɨ n	w ə w ə sː - ɨ n -	153
132	Muher	w ə w ə sː ɨ n	w ə w ə sː - ɨ n -	153
133	Tigrigna	w ə sː ə n ə	w ə - - sː - ə n ə	153
134	Amharic	ʔ a f ə rː ə s ə	ʔ a f ə rː ə s ə -	154
135	Argobba	f ə rː ə s ə	f ə - - rː ə s ə -	154
136	Geez	ʔ a f r ə s ə	ʔ a f - r ə s ə -	154
137	Mesqan	b ə rː ə s ə	b ə - - rː ə s ə -	154
138	Muher	ʔ a f ə rː ə s ə m	ʔ a f ə rː ə s ə m	154
139	Tigre	ʔ a f r ə s a	ʔ a f - r ə s a -	154
140	Zway	f ə r ə s ə	f ə - - r ə s ə -	154
141	Amharic	w ɨ ʃː a	w ɨ ʃː a	155
142	Argobba	w ɨ ʃ a	w ɨ ʃ a	155
143	Kistane	w ɨ sː a	w ɨ sː a	155
144	Amharic	ʔ a h ɨ jː a	ʔ a h ɨ jː a	156
145	Argobba	ʔ a h ɨ j a	ʔ a h ɨ j a	156
146	Amharic	ʔ a lː ə m ə	ʔ a lː ə m ə	157
147	Geez	ħ ɨ l u m	ħ ɨ l u m -	157
148	Tigre	ħ a lː ə m	ħ a lː ə m -	157
149	Tigrigna	ħ a l ə m ə	ħ a l ə m ə	157
150	Chaha	b a n ə r ə m	b a n ə r ə m	166
151	Endegagn	b a nː ə r ə	b a nː ə r ə -	166
152	Ezha	b a nː ə s ə m	b a nː ə s ə m	166
153	Gura	b a n ə r ə m	b a n ə r ə m	166
154	Inor	b a n ə r ə	b a n ə r ə -	166
155	Endegagn	d ə r ə w ə	d ə - - r - ə w ə	170
156	Gura	j ə b a r ʔ a w i	j ə b a r ʔ a w i	170
157	Gyeto	ʔ a b a r a w	ʔ a b a r - a w -	170
158	Inor	ʔ a b a r ʔ a w i	ʔ a b a r ʔ a w i	170
159	Geez	ħ ə r g ə s	ħ ə r g ə s	175
160	Harari	ħ aː s	ħ aː - - - s	175
161	Tigrigna	ħ a r g ə s	ħ a r g ə s	175
162	Geez	k ə l b	k ə l - b -	177
163	Tigre	k ə l ɨ b	k ə l ɨ b -	177
164	Tigrigna	k ə l b i	k ə l - b i	177
165	Geez	ʔ a d g	ʔ a d - g -	178
166	Tigre	ʔ a d ɨ g	ʔ a d ɨ g -	178
167	Tigrigna	ʔ a d g i	ʔ a d - g i	178
