ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Amharic	h u lː u m	h - u lː u m - -	2
2	Argobba	d i jː u m	- d i jː u m - -	2
3	Geez	k w ə lː	k w ə lː - - - -	2
4	Harari	k u lː u	k - u lː u - - -	2
5	Kistane	k u lː ɨ m	k - u lː ɨ m - -	2
6	Silte	h u lː ɨ m k ə	h - u lː ɨ m k ə	2
7	Tigre	k ɨ lː a n	k - ɨ lː a n - -	2
8	Tigrigna	k u lː u	k - u lː u - - -	2
9	Wolane	h u l ɨ m	h - u l ɨ m - -	2
10	Zway	h u lː u	h - u lː u - - -	2
11	Amharic	k ɨ n d	k ɨ n - d -	3
12	Argobba	k ɨ rː a	k ɨ - - rː a	3
13	Ezha	h ɨ nː ə	h ɨ nː - - ə	3
14	Gumer	x ɨ n ə	x ɨ n - - ə	3
15	Gura	h ɨ n ə	h ɨ n - - ə	3
16	Inor	h ɨ n ɨ ʔ ə	h ɨ n ɨ ʔ ə	3
17	Kistane	k ɨ rː ə	k ɨ - - rː ə	3
18	Mesqan	h ɨ nː ə	h ɨ nː - - ə	3
19	Silte	k i r e	k i - - r e	3
20	Wolane	k i r e	k i - - r e	3
21	Amharic	dʒ ə r b a	dʒ - ə r b - - a	4
22	Argobba	dʒ eː d	dʒ - eː d - - - -	4
23	Chaha	g j i ʃ ə	g j i - ʃ - - ə	4
24	Endegagn	g j i ʃ ə	g j i - ʃ - - ə	4
25	Ezha	g ɨ n ʒ ə	g - ɨ n ʒ - - ə	4
26	Gura	dʒ j i ʃ ə	dʒ j i - ʃ - - ə	4
27	Gyeto	g i ʃ ə	g - i - ʃ - - ə	4
28	Inor	g i ʃ ɨ ʔ ə	g - i - ʃ ɨ ʔ ə	4
29	Kistane	g ɨ n ʒ ə	g - ɨ n ʒ - - ə	4
30	Mesqan	g ɨ n ʒ ə	g - ɨ n ʒ - - ə	4
31	Muher	g ɨ n ʒ ə	g - ɨ n ʒ - - ə	4
32	Amharic	g ə b s	g ə b - s	5
33	Geez	g ə b s	g ə b - s	5
34	Harari	g uː s	g uː - - s	5
35	Kistane	g ə b s	g ə b - s	5
36	Zway	g ə b ɨ s	g ə b ɨ s	5
37	Amharic	m ə l k a m	m ə l k a m -	6
38	Chaha	m ə r k a m a	m ə r k a m a	6
39	Endegagn	m ə l k a m a	m ə l k a m a	6
40	Ezha	m ə r k a mː a	m ə r k a mː a	6
41	Gumer	m ə r k a mː a	m ə r k a mː a	6
42	Gura	m ə r k a m a	m ə r k a m a	6
43	Gyeto	m ə r k a m a	m ə r k a m a	6
44	Inor	m ə r k a m a	m ə r k a m a	6
45	Kistane	m ə l k a m a	m ə l k a m a	6
46	Mesqan	m ə l k a m a	m ə l k a m a	6
47	Muher	m ə l k a m a	m ə l k a m a	6
48	Zway	m ə l k ə mː a	m ə l k ə mː a	6
49	Amharic	kʼ ə b ə tː o	kʼ ə b ə tː o - -	8
50	Endegagn	kʼ ə b ə t o ʔ ə	kʼ ə b ə t o ʔ ə	8
51	Ezha	kʼ ə b ə tː o	kʼ ə b ə tː o - -	8
52	Gumer	kʼ ə b ə tː o	kʼ ə b ə tː o - -	8
53	Gura	kʼ ə b ə tː o	kʼ ə b ə tː o - -	8
54	Gyeto	kʼ ə b ə t o ʔ ə	kʼ ə b ə t o ʔ ə	8
55	Kistane	kʼ ə b ə tː o	kʼ ə b ə tː o - -	8
56	Mesqan	kʼ ə b ə tː o	kʼ ə b ə tː o - -	8
57	Muher	kʼ ə b ə tː o	kʼ ə b ə tː o - -	8
58	Silte	kʼ ə b ə tː o	kʼ ə b ə tː o - -	8
59	Wolane	kʼ ə b ə tː o	kʼ ə b ə tː o - -	8
60	Amharic	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
61	Argobba	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
62	Chaha	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
63	Gumer	tʼ ɨ k w ɨ r	tʼ ɨ k w ɨ r	10
64	Gura	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
65	Gyeto	l ɨ kʼ u r	l ɨ kʼ - u r	10
66	Kistane	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
67	Mesqan	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
68	Muher	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
69	Argobba	m ə kː a tʃː a	m ə - - kː a tʃː a	13
70	Chaha	m ə t a g ə tʃ a	m ə t a g ə tʃ a	13
71	Chaha	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
72	Endegagn	h ɨ n ʔ e d i	h ɨ n ʔ e d i	15
73	Ezha	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
74	Gumer	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
75	Gura	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
76	Gyeto	ʔ ɨ nː ɨ ʔ	ʔ ɨ nː - ɨ ʔ -	15
77	Inor	ʔ ɨ nː ə	ʔ ɨ nː - ə - -	15
78	Mesqan	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
79	Muher	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
80	Chaha	ʔ a g a t	ʔ a g a t	16
81	Endegagn	ʔ a g a d	ʔ a g a d	16
82	Gyeto	ʔ a g a l	ʔ a g a l	16
83	Chaha	ʔ ə x ɨ r	ʔ ə x ɨ r	17
84	Endegagn	ʔ ə h ɨ r	ʔ ə h ɨ r	17
85	Ezha	ʔ ə x ɨ r	ʔ ə x ɨ r	17
86	Gumer	ʔ ə h ɨ r	ʔ ə h ɨ r	17
87	Gura	ʔ ə h ɨ r	ʔ ə h ɨ r	17
88	Gyeto	ʔ ə x ɨ r	ʔ ə x ɨ r	17
89	Inor	ʔ ə x ɨ r	ʔ ə x ɨ r	17
90	Mesqan	ʔ ɨ h ɨ r	ʔ ɨ h ɨ r	17
91	Muher	ʔ ə x i	ʔ ə x i -	17
92	Silte	ʔ ɨ x ɨ l	ʔ ɨ x ɨ l	17
93	Tigre	ʃ ɨ ʕ i r	ʃ ɨ ʕ i r	17
94	Wolane	ʔ ɨ x ɨ l	ʔ ɨ x ɨ l	17
95	Chaha	n ɨ kʼ i j ə	n ɨ kʼ i j ə	18
96	Endegagn	n u ʔ	n u ʔ - - -	18
97	Ezha	ʔ ɨ m i j ə	ʔ ɨ m i j ə	18
98	Gumer	n ɨ kʼ j ə	n ɨ kʼ - j ə	18
99	Gura	n ɨ kʼ j ə	n ɨ kʼ - j ə	18
100	Gyeto	n ɨ k i j ə	n ɨ k i j ə	18
101	Inor	n u ʔ i j ə	n u ʔ i j ə	18
102	Mesqan	n ɨ kʼ	n ɨ kʼ - - -	18
103	Muher	l ɨ ʔ ɨ j ə	l ɨ ʔ ɨ j ə	18
104	Endegagn	g ə m b ə n ə	g ə m b ə n ə	20
105	Ezha	g ə m b ə nː a	g ə m b ə nː a	20
106	Inor	g ə m b ə n a	g ə m b ə n a	20
107	Zway	g ə m b ə l o	g ə m b ə l o	20
108	Geez	ʕ a r a t	ʕ a r a t	24
109	Tigre	ʕ a r a t	ʕ a r a t	24
110	Tigrigna	ʕ a r a t	ʕ a r a t	24
111	Geez	ʕ ə bː i	ʕ ə bː - - i	26
112	Tigre	ʕ a b a j i	ʕ a b a j i	26
113	Geez	s a lː i m	s a lː i m	27
114	Tigre	s ə l i m	s ə l i m	27
115	Tigrigna	s ə lː i m	s ə lː i m	27
116	Harari	ħ a r ə kʼ	ħ a r ə kʼ	29
117	Tigre	r ɨ s ɨ kʼ	r ɨ s ɨ kʼ	29
118	Zway	ʔ a r ə kʼ	ʔ a r ə kʼ	29
119	Harari	ħ a tʃʼ i	ħ a tʃʼ i -	30
120	Silte	tʃʼ ɨ n	- - tʃʼ ɨ n	30
121	Wolane	tʃ ɨ n	- - tʃ ɨ n	30
122	Harari	tʼ əi̯	tʼ əi̯ -	35
123	Silte	tʼ e m	tʼ e m	35
124	Wolane	t ɨ m	t ɨ m	35
125	Silte	b ə r eː d ə	b ə r eː d ə	42
126	Wolane	b ə r e d ə	b ə r e d ə	42
127	Tigre	m ə kʼ tʼ ə n	m ə - kʼ tʼ ə n	49
128	Zway	m ɨ s k ə t	m ɨ s k - ə t	49
129	Wolane	dʒ ə b ə	dʒ ə b ə	58
130	Zway	dʒ ə b a	dʒ ə b a	58
131	Amharic	f ə lː a	f ə lː - - a	62
132	Harari	f ə l a ħ a	f ə l a ħ a	62
133	Kistane	f ə lː a m	f ə lː a m -	62
134	Silte	f ə l a	f ə l - - a	62
135	Wolane	f ə l a	f ə l - - a	62
136	Zway	f ə l ə	f ə l - - ə	62
137	Amharic	g o mː ə nː	g o mː ə nː	68
138	Argobba	g o m ə n	g o m ə n	68
139	Amharic	tʼ ɨ dʒː a	tʼ ɨ dʒː a	69
140	Argobba	tʼ ɨ dʒː a	tʼ ɨ dʒː a	69
141	Harari	tʼ ɨ dʒ a	tʼ ɨ dʒ a	69
142	Kistane	tʼ ə g	tʼ ə g -	69
143	Muher	d ə g	d ə g -	69
144	Argobba	n ə fː ə r a	n ə fː ə r a	70
145	Geez	n ə f ə r ə	n ə f ə r ə	70
146	Tigre	ħ a f ə n a	ħ a f ə n a	70
147	Argobba	ʔ ə h	ʔ ə h - -	71
148	Geez	ʔ ɨ ħ ɨ w	ʔ ɨ ħ ɨ w	71
149	Harari	ʔ ɨ ħ	ʔ ɨ ħ - -	71
150	Zway	ʔ ɨː n	ʔ ɨː n - -	71
151	Chaha	tʃ ə k ə r ə m	tʃ ə k - ə r ə m	73
152	Endegagn	tʃ a k a rː a	tʃ a k - a rː a -	73
153	Ezha	tʃ ə kː w ə r ə	tʃ ə kː w ə r ə -	73
154	Gumer	tʃ ə kː ə r ə m	tʃ ə kː - ə r ə m	73
155	Gura	tʃ ə k ə r ə m	tʃ ə k - ə r ə m	73
156	Gyeto	tʃ ə k ə r ə	tʃ ə k - ə r ə -	73
157	Inor	tʃ ə k w ə r ə	tʃ ə k w ə r ə -	73
158	Mesqan	tʃ ə kː w ə r ə	tʃ ə kː w ə r ə -	73
159	Muher	tʃ ə kː w ə r ə m	tʃ ə kː w ə r ə m	73
160	Chaha	g w ə p ə	g w ə p ə	74
161	Ezha	g w ə bː e	g w ə bː e	74
162	Gumer	g w ə pː ai̯	g w ə pː ai̯	74
163	Gura	g w ə p ə	g w ə p ə	74
164	Gyeto	g w ə p ai̯	g w ə p ai̯	74
165	Mesqan	g w ə bː e	g w ə bː e	74
166	Muher	g w ə bː e	g w ə bː e	74
167	Chaha	m w ə s a	- - m w ə s a	76
168	Endegagn	m o s a	- - m - o s a	76
169	Ezha	m w ə sː a	- - m w ə sː a	76
170	Gumer	m w ə s a	- - m w ə s a	76
171	Gura	m w ə s a	- - m w ə s a	76
172	Gyeto	m w ə s a	- - m w ə s a	76
173	Inor	m w ə s a	- - m w ə s a	76
174	Mesqan	m w a s a	- - m w a s a	76
175	Wolane	ʔ ɨ m b o sː ə	ʔ ɨ m b o sː ə	76
176	Endegagn	ʔ ə ʃː ə ʔ ə m	ʔ ə ʃː ə ʔ ə m	77
177	Inor	ʔ ə s ə m	ʔ ə s - - ə m	77
178	Geez	ʔ ɨ g w ə l t	ʔ ɨ g w ə l t	81
179	Tigre	ʔ ɨ g a l	ʔ ɨ g - a l -	81
180	Harari	b a ʔ a r a	b a ʔ a r a	84
181	Muher	b o r a	b o - - r a	84
182	Mesqan	f u r n o	f u r n o	87
183	Silte	f u r n o	f u r n o	87
184	Silte	ʔ ɨ z ə kʼ	ʔ ɨ z ə kʼ	98
185	Zway	ʔ ɨ z ə kʼ	ʔ ɨ z ə kʼ	98
186	Tigre	b a n i	b a n i	100
187	Tigrigna	b a n i	b a n i	100
188	Tigre	ħ u	ħ u -	101
189	Tigrigna	ħ a w	ħ a w	101
190	Amharic	m ə tʼː a	m ə tʼː - a -	106
191	Argobba	m ə tʼː a	m ə tʼː - a -	106
192	Endegagn	m ə ʔ a	m ə - ʔ a -	106
193	Geez	m ə s ʔ a	m ə s ʔ a -	106
194	Inor	m ə ʔ a	m ə - ʔ a -	106
195	Kistane	m ə tʼː a	m ə tʼː - a -	106
196	Silte	m ə tʼ a	m ə tʼ - a -	106
197	Tigre	m ə s a	m ə s - a -	106
198	Tigrigna	m ɨ s a ʔ	m ɨ s - a ʔ	106
199	Wolane	m ə tʼ a	m ə tʼ - a -	106
200	Zway	m aː t aː	m aː t - aː -	106
201	Amharic	d ɨ mː ə t	d ɨ mː ə t	108
202	Argobba	d ɨ m ə t	d ɨ m ə t	108
203	Geez	d ɨ mː ə t	d ɨ mː ə t	108
204	Tigre	d ɨ mː u	d ɨ mː u -	108
205	Tigrigna	d ɨ mː u	d ɨ mː u -	108
206	Amharic	g u n tʃʼ	g u n tʃʼ -	109
207	Argobba	g u n tʃ e	g u n tʃ e	109
208	Harari	tʃʼ aː tʃʼ u	tʃʼ aː - tʃʼ u	109
209	Inor	g u n tʃʼ ə	g u n tʃʼ ə	109
210	Kistane	g u n tʃʼ ə	g u n tʃʼ ə	109
211	Muher	g u n tʃʼ ə	g u n tʃʼ ə	109
212	Silte	g u n tʃʼ o	g u n tʃʼ o	109
213	Tigrigna	n u n tʃʼ i	n u n tʃʼ i	109
214	Amharic	d ə r ə t	d ə r ə t	110
215	Chaha	d a t a	d a t a -	110
216	Endegagn	d a tː ə	d a tː ə -	110
217	Ezha	d a dː a	d a dː a -	110
218	Gumer	d a tː a	d a tː a -	110
219	Gyeto	d a tː ə	d a tː ə -	110
220	Inor	d a t a	d a t a -	110
221	Kistane	d ə r ə t	d ə r ə t	110
222	Muher	d a dː a	d a dː a -	110
223	Amharic	l ɨ dʒ	l ɨ dʒ	111
224	Argobba	l ɨ dʒ	l ɨ dʒ	111
225	Wolane	w e dʒ	w e dʒ	111
226	Amharic	b u nː a	b u nː a	113
227	Argobba	b u nː	b u nː -	113
228	Ezha	b u n a	b u n a	113
229	Geez	b u nː a	b u nː a	113
230	Gyeto	b u n o	b u n o	113
231	Harari	b u n	b u n -	113
232	Kistane	b u n a	b u n a	113
233	Silte	b u n o	b u n o	113
234	Tigre	b u n	b u n -	113
235	Tigrigna	b u n	b u n -	113
236	Wolane	b u n o	b u n o	113
237	Zway	b u n a	b u n a	113
238	Amharic	d ə bː ə kʼ ə	d ə bː ə kʼ ə	114
239	Geez	d ə b ə kʼ ə	d ə b ə kʼ ə	114
240	Argobba	g ə n g a d	g ə n g a d - -	116
241	Geez	ʔ ɨ n g ɨ d ʔ a	ʔ ɨ n g ɨ d ʔ a	116
242	Chaha	tʃ ə n ə	tʃ ə n ə	118
243	Ezha	tʃ ə n ə	tʃ ə n ə	118
244	Gumer	tʃ ə n ə	tʃ ə n ə	118
245	Gura	tʃ ə n ə	tʃ ə n ə	118
246	Gyeto	tʃ ə ɲ ə	tʃ ə ɲ ə	118
247	Mesqan	tʃ ə ɲː ə	tʃ ə ɲː ə	118
248	Chaha	ʔ a n g a tʃ a	ʔ a n g a tʃ a	119
249	Endegagn	ʔ a n g a tʃː ə	ʔ a n g a tʃː ə	119
250	Ezha	ʔ a n g a tʃː a	ʔ a n g a tʃː a	119
251	Gumer	ʔ a n g a tʃː a	ʔ a n g a tʃː a	119
252	Gura	ʔ a n g a tʃ a	ʔ a n g a tʃ a	119
253	Gyeto	ʔ a n g a tʃ a	ʔ a n g a tʃ a	119
254	Inor	ʔ a n g a tʃ a	ʔ a n g a tʃ a	119
255	Kistane	ʔ a n g a tʃ a	ʔ a n g a tʃ a	119
256	Mesqan	ʔ a n g a tʃ a	ʔ a n g a tʃ a	119
257	Muher	ʔ a n g a tʃ a	ʔ a n g a tʃ a	119
258	Chaha	d a n g a	d a n g a	120
259	Endegagn	d a n g ə	d a n g ə	120
260	Ezha	d a n g ə	d a n g ə	120
261	Gumer	d a n g a	d a n g a	120
262	Gura	d a n g a	d a n g a	120
263	Gyeto	d a n g a	d a n g a	120
264	Mesqan	d a n g a	d a n g a	120
265	Chaha	t ɨ k ə	t ɨ k ə	121
266	Endegagn	t ɨ k ə	t ɨ k ə	121
267	Ezha	t ɨ k ə	t ɨ k ə	121
268	Gumer	t ɨ k ə	t ɨ k ə	121
269	Gura	t ɨ k ə	t ɨ k ə	121
270	Gyeto	t ɨ k ə	t ɨ k ə	121
271	Inor	t ɨ k ə	t ɨ k ə	121
272	Mesqan	t ɨ x ə	t ɨ x ə	121
273	Muher	t ɨ k ə	t ɨ k ə	121
274	Chaha	kʼ a w a	kʼ a w a	122
275	Endegagn	kʼ ə w a	kʼ ə w a	122
276	Gumer	kʼ a w a	kʼ a w a	122
277	Gura	kʼ a w a	kʼ a w a	122
278	Inor	kʼ a w a	kʼ a w a	122
279	Mesqan	kʼ a w a	kʼ a w a	122
280	Muher	kʼ a w a	kʼ a w a	122
281	Chaha	ʃ e m ə	ʃ e m ə - -	123
282	Ezha	ʃ e m ə m	ʃ e m ə m -	123
283	Gumer	ʃ e m ə m	ʃ e m ə m -	123
284	Gura	ʃ e m ə ʔ	ʃ e m ə ʔ -	123
285	Gyeto	ʃ e m ə	ʃ e m ə - -	123
286	Harari	ʃ eː m ə kʼ a	ʃ eː m ə kʼ a	123
287	Kistane	s ə tʼ ə	s ə tʼ ə - -	123
288	Mesqan	ʃ e m ə	ʃ e m ə - -	123
289	Muher	ʃ ə m ə m	ʃ ə m ə m -	123
290	Silte	ʃ eː m e	ʃ eː m e - -	123
291	Wolane	ʃ e m e	ʃ e m e - -	123
292	Zway	ʃ i m i	ʃ i m i - -	123
293	Endegagn	d ə ʔ ə n ə	d ə ʔ ə n ə -	124
294	Inor	d ə ʔ ə r ə ʔ	d ə ʔ ə r ə ʔ	124
295	Geez	w a l d	w a l - d	126
296	Harari	w iː dʒ	w iː - - dʒ	126
297	Tigre	w ə l a d	w ə l a d	126
298	Harari	ʔ a d u rː u	ʔ a d u rː u	131
299	Silte	ʔ aː d ə n	ʔ aː d ə n -	131
300	Wolane	ʔ a d ə n	ʔ a d ə n -	131
301	Zway	ʔ a d u rː u	ʔ a d u rː u	131
302	Harari	w a z ə n a	w a z ə n a	132
303	Silte	w ə z ə n ə	w ə z ə n ə	132
304	Kistane	b ai̯	b ai̯ - -	133
305	Zway	b aː j u	b aː j u	133
306	Amharic	ʔ a l ə kʼː ə s ə	ʔ a l ə kʼː ə s ə	151
307	Argobba	l ə kʼː ə s ə	- - l ə kʼː ə s ə	151
308	Amharic	ʔ a zː o	ʔ a zː o	152
309	Argobba	ʔ a z o	ʔ a z o	152
310	Ezha	ʔ a zː o	ʔ a zː o	152
311	Gumer	ʔ a zː o	ʔ a zː o	152
312	Kistane	ʔ a zː o	ʔ a zː o	152
313	Mesqan	ʔ a zː o	ʔ a zː o	152
314	Muher	ʔ a zː o	ʔ a zː o	152
315	Wolane	ʔ a zː o	ʔ a zː o	152
316	Zway	ʔ a zː o	ʔ a zː o	152
317	Amharic	w ə sː ə n ə	w ə - - sː - ə n ə	153
318	Chaha	w ə w ə sː ɨ n	w ə w ə sː - ɨ n -	153
319	Gumer	w ə s n o t	w ə - - s n o t -	153
320	Inor	w ə sː ɨ n	w ə - - sː - ɨ n -	153
321	Kistane	w o w o sː ɨ n	w o w o sː - ɨ n -	153
322	Mesqan	w ə w ə sː ɨ n	w ə w ə sː - ɨ n -	153
323	Muher	w ə w ə sː ɨ n	w ə w ə sː - ɨ n -	153
324	Tigrigna	w ə sː ə n ə	w ə - - sː - ə n ə	153
325	Amharic	ʔ a f ə rː ə s ə	ʔ a f ə rː ə s ə -	154
326	Argobba	f ə rː ə s ə	f ə - - rː ə s ə -	154
327	Geez	ʔ a f r ə s ə	ʔ a f - r ə s ə -	154
328	Mesqan	b ə rː ə s ə	b ə - - rː ə s ə -	154
