ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Amharic	g ə b s	g ə b - s	5
2	Geez	g ə b s	g ə b - s	5
3	Harari	g uː s	g uː - - s	5
4	Kistane	g ə b s	g ə b - s	5
5	Zway	g ə b ɨ s	g ə b ɨ s	5
6	Amharic	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
7	Argobba	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
8	Chaha	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
9	Gumer	tʼ ɨ k w ɨ r	tʼ ɨ k w ɨ r	10
10	Gura	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
11	Gyeto	l ɨ kʼ u r	l ɨ kʼ - u r	10
12	Kistane	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
13	Mesqan	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
14	Muher	tʼ ɨ kʼ u r	tʼ ɨ kʼ - u r	10
15	Argobba	m ə kː a tʃː a	m ə - - kː a tʃː a	13
16	Chaha	m ə t a g ə tʃ a	m ə t a g ə tʃ a	13
17	Chaha	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
18	Endegagn	h ɨ n ʔ e d i	h ɨ n ʔ e d i	15
19	Ezha	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
20	Gumer	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
21	Gura	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
22	Gyeto	ʔ ɨ nː ɨ ʔ	ʔ ɨ nː - ɨ ʔ -	15
23	Inor	ʔ ɨ nː ə	ʔ ɨ nː - ə - -	15
24	Mesqan	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
25	Muher	ʔ ɨ nː ɨ m	ʔ ɨ nː - ɨ m -	15
26	Chaha	ʔ a g a t	ʔ a g a t	16
27	Endegagn	ʔ a g a d	ʔ a g a d	16
28	Gyeto	ʔ a g a l	ʔ a g a l	16
29	Chaha	n ɨ kʼ i j ə	n ɨ kʼ i j ə	18
30	Endegagn	n u ʔ	n u ʔ - - -	18
31	Ezha	ʔ ɨ m i j ə	ʔ ɨ m i j ə	18
32	Gumer	n ɨ kʼ j ə	n ɨ kʼ - j ə	18
33	Gura	n ɨ kʼ j ə	n ɨ kʼ - j ə	18
34	Gyeto	n ɨ k i j ə	n ɨ k i j ə	18
35	Inor	n u ʔ i j ə	n u ʔ i j ə	18
36	Mesqan	n ɨ kʼ	n ɨ kʼ - - -	18
37	Muher	l ɨ ʔ ɨ j ə	l ɨ ʔ ɨ j ə	18
38	Endegagn	g ə m b ə n ə	g ə m b ə n ə	20
39	Ezha	g ə m b ə nː a	g ə m b ə nː a	20
40	Inor	g ə m b ə n a	g ə m b ə n a	20
41	Zway	g ə m b ə l o	g ə m b ə l o	20
42	Geez	ʕ a r a t	ʕ a r a t	24
43	Tigre	ʕ a r a t	ʕ a r a t	24
44	Tigrigna	ʕ a r a t	ʕ a r a t	24
45	Geez	ʕ ə bː i	ʕ ə bː - - i	26
46	Tigre	ʕ a b a j i	ʕ a b a j i	26
47	Geez	s a lː i m	s a lː i m	27
48	Tigre	s ə l i m	s ə l i m	27
49	Tigrigna	s ə lː i m	s ə lː i m	27
50	Harari	ħ a r ə kʼ	ħ a r ə kʼ	29
51	Tigre	r ɨ s ɨ kʼ	r ɨ s ɨ kʼ	29
52	Zway	ʔ a r ə kʼ	ʔ a r ə kʼ	29
53	Harari	ħ a tʃʼ i	ħ a tʃʼ i -	30
54	Silte	tʃʼ ɨ n	- - tʃʼ ɨ n	30
55	Wolane	tʃ ɨ n	- - tʃ ɨ n	30
56	Harari	tʼ əi̯	tʼ əi̯ -	35
57	Silte	tʼ e m	tʼ e m	35
58	Wolane	t ɨ m	t ɨ m	35
59	Silte	b ə r eː d ə	b ə r eː d ə	42
60	Wolane	b ə r e d ə	b ə r e d ə	42
61	Tigre	m ə kʼ tʼ ə n	m ə - kʼ tʼ ə n	49
62	Zway	m ɨ s k ə t	m ɨ s k - ə t	49
63	Wolane	dʒ ə b ə	dʒ ə b ə	58
64	Zway	dʒ ə b a	dʒ ə b a	58
65	Amharic	f ə lː a	f ə lː - - a	62
66	Harari	f ə l a ħ a	f ə l a ħ a	62
67	Kistane	f ə lː a m	f ə lː a m -	62
68	Silte	f ə l a	f ə l - - a	62
69	Wolane	f ə l a	f ə l - - a	62
70	Zway	f ə l ə	f ə l - - ə	62
71	Amharic	g o mː ə nː	g o mː ə nː	68
72	Argobba	g o m ə n	g o m ə n	68
73	Amharic	tʼ ɨ dʒː a	tʼ ɨ dʒː a	69
74	Argobba	tʼ ɨ dʒː a	tʼ ɨ dʒː a	69
75	Harari	tʼ ɨ dʒ a	tʼ ɨ dʒ a	69
76	Kistane	tʼ ə g	tʼ ə g -	69
77	Muher	d ə g	d ə g -	69
78	Argobba	n ə fː ə r a	n ə fː ə r a	70
79	Geez	n ə f ə r ə	n ə f ə r ə	70
80	Tigre	ħ a f ə n a	ħ a f ə n a	70
81	Argobba	ʔ ə h	ʔ ə h - -	71
82	Geez	ʔ ɨ ħ ɨ w	ʔ ɨ ħ ɨ w	71
83	Harari	ʔ ɨ ħ	ʔ ɨ ħ - -	71
84	Zway	ʔ ɨː n	ʔ ɨː n - -	71
85	Chaha	tʃ ə k ə r ə m	tʃ ə k - ə r ə m	73
86	Endegagn	tʃ a k a rː a	tʃ a k - a rː a -	73
87	Ezha	tʃ ə kː w ə r ə	tʃ ə kː w ə r ə -	73
88	Gumer	tʃ ə kː ə r ə m	tʃ ə kː - ə r ə m	73
89	Gura	tʃ ə k ə r ə m	tʃ ə k - ə r ə m	73
90	Gyeto	tʃ ə k ə r ə	tʃ ə k - ə r ə -	73
91	Inor	tʃ ə k w ə r ə	tʃ ə k w ə r ə -	73
92	Mesqan	tʃ ə kː w ə r ə	tʃ ə kː w ə r ə -	73
93	Muher	tʃ ə kː w ə r ə m	tʃ ə kː w ə r ə m	73
94	Chaha	g w ə p ə	g w ə p ə	74
95	Ezha	g w ə bː e	g w ə bː e	74
96	Gumer	g w ə pː ai̯	g w ə pː ai̯	74
97	Gura	g w ə p ə	g w ə p ə	74
98	Gyeto	g w ə p ai̯	g w ə p ai̯	74
99	Mesqan	g w ə bː e	g w ə bː e	74
100	Muher	g w ə bː e	g w ə bː e	74
101	Chaha	m w ə s a	- - m w ə s a	76
102	Endegagn	m o s a	- - m - o s a	76
103	Ezha	m w ə sː a	- - m w ə sː a	76
104	Gumer	m w ə s a	- - m w ə s a	76
105	Gura	m w ə s a	- - m w ə s a	76
106	Gyeto	m w ə s a	- - m w ə s a	76
107	Inor	m w ə s a	- - m w ə s a	76
108	Mesqan	m w a s a	- - m w a s a	76
109	Wolane	ʔ ɨ m b o sː ə	ʔ ɨ m b o sː ə	76
110	Endegagn	ʔ ə ʃː ə ʔ ə m	ʔ ə ʃː ə ʔ ə m	77
111	Inor	ʔ ə s ə m	ʔ ə s - - ə m	77
112	Geez	ʔ ɨ g w ə l t	ʔ ɨ g w ə l t	81
113	Tigre	ʔ ɨ g a l	ʔ ɨ g - a l -	81
114	Harari	b a ʔ a r a	b a ʔ a r a	84
115	Muher	b o r a	b o - - r a	84
116	Mesqan	f u r n o	f u r n o	87
117	Silte	f u r n o	f u r n o	87
118	Silte	ʔ ɨ z ə kʼ	ʔ ɨ z ə kʼ	98
119	Zway	ʔ ɨ z ə kʼ	ʔ ɨ z ə kʼ	98
120	Tigre	b a n i	b a n i	100
121	Tigrigna	b a n i	b a n i	100
122	Tigre	ħ u	ħ u -	101
123	Tigrigna	ħ a w	ħ a w	101
124	Amharic	d ɨ mː ə t	d ɨ mː ə t	108
125	Argobba	d ɨ m ə t	d ɨ m ə t	108
126	Geez	d ɨ mː ə t	d ɨ mː ə t	108
127	Tigre	d ɨ mː u	d ɨ mː u -	108
128	Tigrigna	d ɨ mː u	d ɨ mː u -	108
129	Amharic	g u n tʃʼ	g u n tʃʼ -	109
130	Argobba	g u n tʃ e	g u n tʃ e	109
131	Harari	tʃʼ aː tʃʼ u	tʃʼ aː - tʃʼ u	109
132	Inor	g u n tʃʼ ə	g u n tʃʼ ə	109
133	Kistane	g u n tʃʼ ə	g u n tʃʼ ə	109
134	Muher	g u n tʃʼ ə	g u n tʃʼ ə	109
135	Silte	g u n tʃʼ o	g u n tʃʼ o	109
136	Tigrigna	n u n tʃʼ i	n u n tʃʼ i	109
137	Amharic	d ə r ə t	d ə r ə t	110
138	Chaha	d a t a	d a t a -	110
139	Endegagn	d a tː ə	d a tː ə -	110
140	Ezha	d a dː a	d a dː a -	110
141	Gumer	d a tː a	d a tː a -	110
142	Gyeto	d a tː ə	d a tː ə -	110
143	Inor	d a t a	d a t a -	110
144	Kistane	d ə r ə t	d ə r ə t	110
145	Muher	d a dː a	d a dː a -	110
146	Amharic	l ɨ dʒ	l ɨ dʒ	111
147	Argobba	l ɨ dʒ	l ɨ dʒ	111
148	Wolane	w e dʒ	w e dʒ	111
149	Amharic	d ə bː ə kʼ ə	d ə bː ə kʼ ə	114
150	Geez	d ə b ə kʼ ə	d ə b ə kʼ ə	114
151	Argobba	g ə n g a d	g ə n g a d - -	116
152	Geez	ʔ ɨ n g ɨ d ʔ a	ʔ ɨ n g ɨ d ʔ a	116
153	Chaha	tʃ ə n ə	tʃ ə n ə	118
154	Ezha	tʃ ə n ə	tʃ ə n ə	118
155	Gumer	tʃ ə n ə	tʃ ə n ə	118
156	Gura	tʃ ə n ə	tʃ ə n ə	118
157	Gyeto	tʃ ə ɲ ə	tʃ ə ɲ ə	118
158	Mesqan	tʃ ə ɲː ə	tʃ ə ɲː ə	118
159	Chaha	ʔ a n g a tʃ a	ʔ a n g a tʃ a	119
