COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə l a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə kʼ u o																		
381-1	ʔ a t																		
417-1	r u j																		
451-1	s ə b a t																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ dː ɨ s t																		
535-1	ʔ a sː ɨ r																		
543-1	s o s t																		
593-1	ʔ a m u s																		
640-1	m a n																		
1-1	d ə bː ə r ə																		
65-1	tʼ u b																		
212-1	ʔ ə n																		
244-1	ʔ a r b ə t																		
248-1	m u l a																		
293-1	f ə r ə j																		
373-1	kʼ ɨ m a l																		
408-1	b o r a																		
414-1	d ə b a kʼ u lː a																		
601-1	ʔ ə r o b																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ ə m a																		
209-1	s ɨ m u t																		
242-1	ʔ a m ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	tʼ ə bː ə																		
638-1	s ɨ r e																		
645-1	kʼ a l																		
160-1	tʼ ə r ə kʼ																		
208-1	ʔ ɨ n kʼ u ə																		
214-1	ʔ a b																		
378-1	ʔ a n g ə t																		
379-1	f ə tʼ ə																		
409-1	g a t ə r																		
598-1	k ə t																		
646-1	ʔ a h ə																		
210-1	zː ə h ə ə																		
215-1	ʔ a tʼ i b ə																		
285-1	m ɨ tʼ a dː																		
332-1	ʔ ə g ɨ r																		
380-1	ʔ a h u a																		
412-1	s a h ɨ n																		
64-1	d a bː o																		
67-1	t ɨ r																		
251-1	f ə kʼ																		
294-1	m u kʼ kʼ																		
597-1	ʔ ə m ə ɨ ə																		
7-1	ʔ a l g a																		
158-1	kʼ ə m i s																		
372-1	kʼ ə n f ə r																		
374-1	b ə kʼ o kʼ o																		
375-1	s ə b																		
411-1	t ə r a s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	m ə l kʼ a m a																		
113-1	b u n																		
330-1	kʼ ə l d																		
448-1	kʼ ə tʼ a m s ə n b ə w																		
449-1	ʔ a f ə																		
491-1	dː ɨ n g ə t																		
596-1	n ə g ə																		
4-1	g ɨ n sː ə																		
8-1	kʼ ə b ə w o																		
106-1	m ə tʼ a																		
290-1	ʔ a g ə j ə																		
489-1	b o r tʃʼ tʃʼ m a a																		
602-1	m ɨ n																		
2-1	ʔ u lː ɨ m																		
3-1	kʼ ɨ l ə																		
61-2		d ə m																	
63-2		ʔ a tʼ ɨ m																	
107-2		g a m ə l a																	
112-2		d a b ə n a																	
331-2		n ɨ g u s																	
377-2		b u kʼ u ə																	
381-2		ʔ a d																	
417-2		r u z																	
451-2		s ə b a t																	
454-2		ʔ a tʃ ɨ r																	
484-2		s ɨ dː ɨ s t																	
535-2		ʔ a s ɨ r																	
543-2		s o s t																	
593-2		ʔ a m u s																	
640-2		m a n																	
1-2		d ə tʼː ə r ə																	
65-2		tʼ u b																	
163-2		s ə tʃ ə																	
212-2		ʔ ə n																	
244-2		ʔ a r b ə																	
248-2		m u l a																	
293-2		f ə r ə z																	
373-2		kʼ u m a l																	
408-2		b o r a																	
414-2		d ə b a kʼ u a																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə																	
115-2		l ə m a																	
209-2		s ɨ m u																	
242-2		ʔ a m ɨ s t																	
415-2		z ɨ n a b																	
450-2		z ə r																	
490-2		tʼ ə b ə																	
645-2		kʼ a l																	
160-2		tʼ ə r ə kʼ																	
208-2		ʔ ɨ n kʼ ə																	
378-2		ʔ a n g ə t																	
379-2		f ə tʼ ə																	
409-2		g ə t ə r																	
598-2		k u ə t																	
646-2		ʔ a h ə																	
210-2		dː ə h o ə																	
215-2		ʔ a tʼ ə b ə																	
285-2		m ɨ tʼ a d																	
380-2		ʔ a h u a																	
412-2		s a h ə n																	
496-2		t u r b ə n β ə t																	
64-2		d a b o																	
251-2		f e kʼ																	
