COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n o tʃ i k								
2-1	k e x + tɬ eː + a								
8-1	w e j i +								
16-1	e s + tɬ i +								
24-1	i s t i k								
32-1	m i k i								
51-1	o n + i								
52-1	w aː ʔ + tɬ i k								
53-1	n a k a s k								
54-1	tɬ aː l l i								
55-1	k w a								
60-1	iː x + tɬ e l o l o								
83-1	tɬ e + tɬ k								
87-1	p a tɬ aː n i								
92-1	m a k a								
103-1	m a +								
106-1	k a k i								
138-1	n e ʔ a								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ts + tɬ i								
186-1	k e tʃ k tɬ								
190-1	j a k a + tɬ								
194-1	s eː								
220-1	o ʔ + tɬ i								
231-1	i t a								
240-1	k o tʃ i								
283-1	t e + tɬ +								
293-1	i n + iː n								
314-1	k w a w + + k								
315-1	oː m e								
322-1	t e ʔ a m e k								
323-1	tɬ eː n								
9-1	t oː t oː + tɬ								
17-1	o m i + tɬ								
22-1	tɬ a t i aː +								
30-1	w iː ts								
88-1	i i i								
158-1	w e j a k								
159-1	a t i m i + tɬ								
177-1	m i a k k								
184-1	t oː k a + +								
187-1	j a n k w i + k								
227-1	x aː l i l								
1-2		n u tʃ i							
2-2		n e x + r n							
8-2		w e j i							
16-2		e s + r i							
24-2		i s t i							
32-2		m i b i							
51-2		u n + i							
52-2		w aː b + t u							
53-2		n a b a s							
54-2		t aː l h							
55-2		b w a							
60-2		iː j + t e l u l u							
83-2		t e + r							
87-2		p a t aː n i							
92-2		m a b a							
103-2		m aː j							
106-2		b a b i							
138-2		n e h e							
139-2		m i k + t i a							
142-2		m a t i							
145-2		m u + t eː k a							
176-2		t aː b a + t							
179-2		n a b a + t							
180-2		m eː ts + r i							
186-2		b e tʃ + k u							
190-2		j a b a + r							
194-2		s eː							
220-2		u h + t i							
231-2		i t a							
240-2		b u tʃ i							
283-2		t e + t							
293-2		i n + iː							
314-2		b w a w i +							
315-2		o m e							
322-2		t e h w h e							
323-2		t e							
9-2		t u t u + t							
17-2		u m i + t							
22-2		r a t i h							
88-2		i i i							
158-2		w e j a k							
159-2		a t i m i + t							
177-2		m i a k							
184-2		t u k a + +							
187-2		j a m b w i + b							
227-2		a aː l h l							
1-3			n o p i						
2-3			n e x + t n						
8-3			w eː j						
16-3			e s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + iː						
52-3			w aː k + t i ʔ						
53-3			n a k a s						
54-3			t aː l i						
55-3			k w aː						
60-3			iː x + t e l o l o						
83-3			t e + t						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː						
106-3			k a k i						
138-3			n e h w						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a + t						
179-3			n a k a + t						
180-3			m eː ts + t i						
186-3			k e j + ʔ i						
190-3			j a k a + ʔ						
194-3			s eː						
220-3			o h + t i						
231-3			i t a						
240-3			k o p i						
283-3			t e + ʔ						
293-3			iː n + n						
314-3			k w a u + ʔ						
315-3			oː m e						
322-3			t e h w aː n						
323-3			t eː						
9-3			t oː t oː + t						
17-3			o m i + t						
22-3			t a t i						
30-3			w iː ts						
88-3			i i i						
158-3			w e j a k						
159-3			aː t i m i + t						
177-3			m i a k k						
184-3			t oː k aː +						
187-3			j a n k w i + k						
227-3			x aː l aː l						
1-4				m o tʃ i					
2-4				k e x + tɬ i + a					
8-4				w e j					
16-4				e s + tɬ i					
24-4				i s t e					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + t o k					
53-4				n a k a s					
54-4				tɬ a l i					
55-4				k w a					
60-4				i x t e l o l o					
83-4				tɬ e + t					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m a					
106-4				k a k i					
138-4				n e h w					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				tɬ a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ a tɬ i					
190-4				j a k a + tɬ					
194-4				s e					
220-4				o h + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + tɬ e					
293-4				i n + i					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w m e					
323-4				tɬ e					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				w i ts					
88-4				i i i					
158-4				w e j a k					
177-4				m i a k k					
184-4				t o k a + tɬ					
187-4				j a m k w i + k					
227-4				x a h l l					
1-5					m o j i				
2-5					oː e x + t n a				
8-5					a eː j i				
16-5					e s + t t				
24-5					i s t i				
32-5					m i b i				
51-5					o n + i				
52-5					w aː b + t o k				
53-5					n a b a s				
54-5					t aː l i				
55-5					b w aː				
60-5					l x t e o o				
83-5					t e + t				
87-5					p a t aː n i				
92-5					m a b a				
103-5					m aː j				
106-5					b a b i				
138-5					n e h a				
139-5					m i b + t i +				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t aː g a + t				
179-5					n a b a + t				
180-5					m eː ts + t i				
186-5					b e j + t				
190-5					j a b + + a				
194-5					s eː				
220-5					o h + t i				
231-5					i t p				
240-5					b o j i				
283-5					t e + t t				
293-5					i n + i				
314-5					b w a w t o t				
315-5					oː m e				
322-5					t e h a m				
323-5					t eː				
9-5					t oː t oː + t				
17-5					o m i + t				
22-5					t a t i				
30-5					w l ts				
88-5					i i i				
158-5					a e j x g				
159-5					a t i m + t				
177-5					m i a k k				
184-5					t oː g aː +				
187-5					j a m b a i + k				
227-5					x aː l i				
1-6						n u tʃ i			
2-6						k w x t n e			
8-6						w e j a			
16-6						e s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + i			
52-6						w a k + t u			
53-6						n a k a s			
54-6						t aː l l			
55-6						k w a			
60-6						iː x + t e l u l u			
83-6						t e + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m aː			
106-6						k a k i			
138-6						n e h a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e p t			
190-6						j a k a + t			
194-6						s eː			
220-6						u h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						i n + iː			
314-6						k w a w t			
315-6						u m e			
322-6						t e h w a e			
323-6						t eː			
9-6						t u t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						w iː ts			
88-6						i i i			
158-6						w eː eː a k			
159-6						a t i m + t			
177-6						m i a k			
184-6						t u k a + t			
187-6						j a m k w i + k			
227-6						x aː l l			
1-7							m w tʃ i		
2-7							k e ts m t e e		
8-7							e e n		
16-7							e h m t i		
24-7							i h t i		
32-7							x i o i		
51-7							w n m i		
52-7							e a o m e o		
53-7							n e o e h		
54-7							t a l		
55-7							o e e		
60-7							u x t + + +		
83-7							t e m e		
87-7							p e t a n i		
92-7							x e o e		
103-7							x a		
106-7							o l o i		
138-7							n e e		
139-7							x i o t i l		
142-7							x e t i		
145-7							x w m t e o e		
176-7							t a o e m t		
179-7							n e o e m t		
180-7							x e ts m t i		
186-7							o e tʃ		
190-7							o e o l m		
194-7							h e		
220-7							w a m t i		
231-7							i t e		
240-7							o w tʃ i		
283-7							t e m t		
293-7							i n i		
314-7							o w e t + +		
315-7							u x e		
322-7							t e a e x e		
323-7							t e		
17-7							o x i m t		
22-7							t e t i l		
30-7							e i ts		
159-7							a t i x + t		
1-8								n o + ɨ +	
2-8								n w x + tɬ n a	
8-8								w eː j ɨ	
16-8								ɨ s + tɬ ɨ	
24-8								ɨ s t i +	
32-8								m ɨ k ɨ	
51-8								o n + p	
52-8								w aː ts + tɬ ɨ k	
53-8								n a k a s	
54-8								tɬ aː l l ɨ	
55-8								k w aː k	
60-8								i x + t ɨ l o l o	
83-8								tɬ ɨ + tɬ	
87-8								+ a tɬ aː n p l	
92-8								m a k a k	
103-8								m aː j	
106-8								k a k ɨ	
138-8								n ə h a	
139-8								m ɨ k + + t a k	
142-8								m a t ɨ	
145-8								m o + t eː + a	
176-8								tɬ aː + a + tɬ k	
179-8								n a k a + tɬ k	
180-8								m eː k + tɬ ɨ	
186-8								k e tʃ +	
190-8								j a k + + k	
194-8								s eː	
220-8								o h + tɬ ɨ k	
231-8								i t a k	
240-8								k o + ɨ l	
283-8								t ɨ + tɬ	
293-8								i n + i m	
314-8								k w a w + tɬ tɬ	
315-8								oː m ɨ k	
322-8								t ɨ h w k e	
323-8								tɬ eː	
9-8								t oː t oː + tɬ	
17-8								o m ɨ + tɬ	
22-8								tɬ a t i ɨ k	
30-8								w i ts k	
88-8								ɨ ɨ ɨ	
158-8								w eː j a + k	
159-8								aː t i m ɨ + tɬ	
177-8								m ɨ a + +	
184-8								t oː k a +	
187-8								j a m k w ɨ + +	
227-8								x aː l ɨ l	
1-9									n o tʃ iː +
2-9									n e x + + i e
8-9									w i j iː
16-9									e s + tɬ iː
24-9									iː s t e
32-9									m iː k iː
51-9									o n + iː
52-9									w p k + t iː k
53-9									n a k a s
54-9									tɬ p l l
55-9									k w a
60-9									i x + t e l o l o
83-9									tɬ e + t
87-9									p a tɬ p n iː
92-9									m a k a
103-9									m x tʃ
106-9									k a k iː
138-9									n e h w
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t i k a
176-9									tɬ p k a + tɬ
179-9									n a k a + tɬ
180-9									m i ts + tɬ iː
186-9									k e tʃ tɬ iː
190-9									j a k a + tɬ
194-9									s i
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + +
293-9									iː n + iː
314-9									k w a w iː +
315-9									u m e
322-9									t e h w m e
323-9									tɬ e
9-9									t u t u + tɬ
22-9									tɬ a t iː iː
30-9									w i ts
88-9									iː iː iː
158-9									w e j a k
159-9									a t iː m iː + tɬ
177-9									m iː a k
184-9									t u k a + e
187-9									j a n k w iː + k
227-9									x p l l l
