COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2709	pʰ ă j a m a	pʰ a i a m a		pʰ ă j a m a	pʰ e j a m a		pʰ a i a m a	
856			k j a k p a				k j a k p a	
1169	o t p a			o t p a				
2645	h ă ŋ		h ă ŋ		h ă ŋ			h ă ŋ
2201		n a ʃ u				n a ʃ u		
1264				z o ɾ				z o ɾ
5						dʒ a ŋ		dʒ a ŋ
865						z a s	z a s	
864		g o ŋ			g o ŋ			
936		tʰ o ŋ	tʰ o ŋ		t o ŋ	kʰ a t o ŋ		
2416						z i k a n		z i g p a n
1088	j o n			j o n				j o n
66			z a m i ŋ			z a m i n		z a m i n z i m b u
2295			b ɾ a k o		b e kʰ e n	b ɾ a k o	b r e k a kʰ e n	
2463			d̪ a ŋ b a	d̪ a ŋ tʃʰ a m				
1060	kʰ o l o k p a		k o l o k p a			k o l o k p a		
964			tʰ i m l u ŋ			tʰ i m l u ŋ		
72	d̪ a n		d̪ a n			d̪ a n		
2149					n u p kʰ ə n		n u p kʰ ə n	
773	g a ɾ a ŋ tʃ i ŋ n a ŋ			g ă z a ŋ tʃ i ŋ n a	g a ɾ a ŋ tʃ i ŋ n a ŋ		g a ɾ a ŋ tʃ i ŋ n a ŋ	
1924		k ɾ e m ʃ i pː a				k ɾ e m ʃ i pː a		
2277			ŋ j e w o			ŋ j e w o		
1773						h a ŋ a n u		h a ŋ g i n u
2605	ɾ e d̪ a ŋ			pʰ a i ɾ e d̪ a ŋ				
729		b i ŋ tʃ e n	b i ŋ tʃ e n			b i ŋ tʃ e n	b i ŋ tʃ e n	
2063		tʰ a kʰ u				tʰ a kʰ u		
238	kʰ a l u			kʰ a l u				kʰ a l u
1996	m u t̪ i r k a	m u ŋ t̪ a ŋ			m u ŋ d i r		m u ŋ d i r kʰ e n	m u ŋ d i r p a n
2158					p i r kʰ ə n		p i r kʰ ə n	
266	j i			j i				
2422	j a k p o		j a k p o					
1089		j o m l o k p a ts o k			j o m l o k p a ts o k		j o m l o k p a ts o k	
2083			z a m b o		z a m b o			
2266		g ɾ a n tʃ u			g ɾ a kʰ e n	g r a k a n	g ɾ a kʰ e n	
1548		pʰ e l u tʃ o k			pʰ e l u tʃ o k	pʰ e l u tʃ o k		
854	p a i pʰ u			p a i p u				p e p u
2222					ʃ e kʰ e n		ʃ e kʰ e n	
311		d a			d a	d a	d a	
446		n a ɾ i j a l			n a ɾ i j a l		n a ɾ i j a l	
2638		p e t̪ a r				b e t̪ a r		
1796	kʰ a b a ɾ a	kʰ a b a r		kʰ a b a r				pʰ a r
1646		tʃ o	tʃ o	tʃ o			tʃ o	
1061		g u m z i ŋ			g u m z i ŋ		g u m z i ŋ	
2462		d̪ a ŋ kʰ u				d̪ a m k u	d a ŋ kʰ ə n	tʰ a ŋ m a n
373	k o b i	k o b i				k o b i		
1878	j u ŋ m u	j u ŋ b u	j u ŋ b u			j u ŋ b u		j u ŋ b u
863	s e		s e	s e				
2163	ŋ a t̪ k a		ŋ a t a ɲ dʒ i			ŋ a t̪ a k a n		ŋ a t p a n
2710			n ĭ z i	n ĭ z i		ŋ i z i		n ĭ z i
1007	d u ŋ d u ŋ m a			d u ŋ d u ŋ m a				
2100	ʃ i k a		ʃ i l o		ʃ i k a n	ʃ i k a n	ʃ i kʰ e n	
2081		d̪ o ŋ b a	d̪ o ŋ b a			d̪ o ŋ k a n	d o ŋ kʰ e n	
1851	kʰ u m i n			kʰ ŏ m i n				kʰ ŏ m i n
1672	l e m a			l e m a				
1628		ɾ i tʃ i k p u	ɾ i tʃ i k p u			ɾ i tʃ i k p u		
2101		ʃ i n dʒ i		ʃ i n tʃʰ a m				
2006	s e m tʃ e n							s e m tʃ e n
518		t o ŋ tʃ e n			t o ŋ tʃ e n	t o ŋ tʃ e n	t o ŋ tʃ e n	
2433		pʰ i r	pʰ i r pʰ o		pʰ i r p o k			
1108	t̪ a ŋ h e p k a							t̪ a ŋ h e m p a n
1918					o tʰ u g a ŋ p u	u t u g a m p u	u t g a m b u	
2092		l e m	tʃ a m l e m b o		l e m b o	l e m b o		
908	l j a k p u			l e k p u				j a k p u
2053		u n tʃ u		ŭ n tʃʰ a m				
509			t̪ i n u ŋ a m tʰ u r	ŋ a m tʰ u r				
2203					a kʰ ə n		n a kʰ ə n	
2379			tʰ i ŋ kʰ u		tʰ i ŋ kʰ ə n	tʰ i ŋ kʰ u	tʰ i ŋ kʰ ə n	tʰ i ŋ m a n
2034						g o k u	g o kʰ e n	
134	dʒ a p							dʒ a p
580	b l a s a							b l a s a
1805	h a s o k l a							kʰ a s o
1961					o tʰ u g a ŋ p u	ʔ o ɲ u g a m p u	o i g a ŋ p u	
590	n a			n a				n a
2498	l e k aː l o	l e k a ʔ a n z u		l e k a ă n tʃʰ a m	l e k aː l o	l e k a ʔ a l o		
2312		g o tʃ u				g o tʃ u		
