COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z oː n ə			
2054-1	d ɔ n d ə r			
1375-1	l ɪ x			
760-1	w ɪ n t			
756-1	n n eː			
726-1	m ɔ d ə r			
1351-1	x r ɑ n p p aː ɑ			
1353-1	x r ɑ n + m ɔ d ə r			
412-1	v ɑ n p r r r p aː			
406-1	z w n ə r r ə m			
1005-1	s t iː p v ɑ d r			
1012-1	s t eː p + m ɔ d ə r			
1016-1	w ɪ t ə r			
1069-1	ɪ x			
509-1	v ɔ l ə			
693-1	m uː l l			
2179-1	n eː s t			
1753-1	p ɪ s k			
1131-1	w ɔ l f			
1198-1	b aː r d			
2032-1	h oː r n			
2241-1	n aː z			
2244-1	l ɪ p			
610-1	k n iː			
945-1	h ɛ t			
1534-1	l ɛɪ k ə			
384-1	z oː k ə			
1650-1	n ɔ t			
1663-1	z ɑ l			
2279-1	l ɛɪ n			
471-1	z eː ə ə			
1385-1	z ɑ d ɛ k			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d			
2020-1	l ɑ ŋ			
867-1	h oː n d t			
1970-1	p l l			
1230-1	d r eː t			
2017-1	n ɔ ɔ ɣ			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h uː ɣ ə l			
829-1	k l ɪ p			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ j			
1832-1	r oː f			
-1816-1	oː t aː n			
-335-1	l ə ɣ uː n			
1043-1	s t r oː m			
423-1	s t eː n			
2049-1	m oː n t			
2062-1	s t ɔ r m			
2065-1	r ɛɪ n + + + b oː ɣ			
1368-1	s ɑ d ə			
1365-1	d ɛɪ			
754-1	r ɛɪ n ə			
768-1	w ɛ d ə r			
1211-1	v oː ə r			
106-1	m ɑ n			
-98-1	b eː b eː			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	ɛ ɑ n t			
-2026-1	n eː v ə ɛɪ			
409-1	z w n ɣ ə r + + oː n			
402-1	d w eː ɣ r r ɑ t + + t ə			
1014-1	s t eː p + d ɔ t t ə			
1059-1	w eː r			
120-1	s t ɑ l			
2183-1	d t r ɔ			
2194-1	ɔ k s			
2199-1	k ɑ f f			
2197-1	s aː p			
1523-1	z ɑu w			
1521-1	b ɔ k			
512-1	m x r aː			
2141-1	h oː n			
2147-1	x ɑ n t			
814-1	k r ɑu ə			
810-1	d oː b ə			
1755-1	h oː n			
1758-1	m ɔ z			
1760-1	r k t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l oː z			
1307-1	n ɪ t			
1305-1	v l oː			
711-1	w ɛ s p			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ x			
-73-1	m ɔ s k eː t eː			
1810-1	h oː d			
1805-1	v l eː s			
1813-1	h aː r r			
1811-1	b l uː t			
690-1	r ʉ p			
2177-1	h oː p t			
246-1	oː ɣ + r ɔ b r ɑu			
1469-2		s æ n t		
2047-2		s aʊ n		
2054-2		d aʊ n d r r		
1375-2		l ɪ t		
760-2		w aɪ n d		
756-2		s n d		
726-2		p ɔː d ə r		
1351-2		ɡ r aɪ z p v eɪ d ə r		
1353-2		ɡ r aɪ z + m ʌ d ə r		
412-2		s ɪ iː p r iː d		
406-2		s w iː n r r r		
1005-2		s t ɪ p v r ɛ		
1012-2		s t ɪ f + m ʌ d ə r		
1016-2		w ɛ d v		
1069-2		s k		
509-2		f ʊ l		
693-2		m iː l		
2179-2		n t s t		
1753-2		f ɪ s		
1131-2		w əʊ l		
1198-2		b əʊ r		
2032-2		h ʌ r n		
2241-2		n æ s		
2244-2		l ɪ p		
610-2		k ɪ ɪ		
945-2		h ɑː r		
1534-2		l ɪ k		
384-2		s aɪ k		
1650-2		n eɪ t		
1663-2		s əʊ l		
2279-2		l aɪ n		
471-2		s iː		
1385-2		s iː t aɪ		
792-2		j ɔ k		
1111-2		m æ s t		
197-2		s aʊ t		
2020-2		l æ ŋ		
867-2		h aɪ n d ə		
1970-2		f l̩ l		
1230-2		d r ɛ d		
2017-2		n ʌ w t		
968-2		w ɛ l		
1674-2		l æ n d		
1671-2		h ɪ l̩ l		
829-2		k l ɛ f		
1025-2		w ɛ t ə r		
1027-2		s eɪ		
1832-2		r ɪ		
-1816-2		ʌ t eɪ n		
-335-2		l eɪ aʊ n		
1043-2		s t r iː m		
423-2		s t aɪ n		
2049-2		m iː n d		
2062-2		s t ʌ r m		
2065-2		r eɪ n + b iː ɡ		
1368-2		s æ d d ɪ		
1365-2		d ɔː		
754-2		r eɪ		
768-2		w ɛ d		
1211-2		f ɔː ə r		
106-2		m æ n		
-98-2		b iː v iː		
719-2		f iː d ə r		
1341-2		s ʌ n		
-2027-2		t æ n d		
-2026-2		n eɪ f		
409-2		s w aɪ n r aʊ		
402-2		s w aɪ n r r ɔ k k d		
1014-2		s t ɪ f + d ɔ k t ə r		
1059-2		w iː		
120-2		s t əʊ l		
2194-2		ʌ k		
2199-2		k əʊ l v		
2197-2		s ɑː f p		
1523-2		s ɪ		
512-2		m ɪ r		
2141-2		h æ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		θ ɪ v		
1758-2		m aʊ s		
1760-2		r əʊ		
1620-2		f aɪ n		
1282-2		w ɛ l		
1136-2		f ʌ s		
1309-2		l aʊ s		
1307-2		n ɛ t		
1305-2		f l ʌ		
711-2		w ɛ s p		
1442-2		f l aɪ ɡ		
62-2		m + dʒ		
-73-2		m ɪ s k ɪ		
1810-2		h h t		
1805-2		f l aɪ s		
1813-2		h ɑː r		
1811-2		b l ʊ t		
690-2		r ɪ p		
2177-2		h iː f		
246-2		ɡ iː əʊ + b r iː		
1469-3			ʃ o t i	
2047-3			ʃ u n	
2054-3			t u n ʀ ʀ	
1375-3			l ɑ̃ z	
760-3			p ɑ̃ n i	
756-3			ɛ n y ɛ	
726-3			p ɔ t ʀ ʀ	
1351-3			k ɔ t t p ə i ʀ ʀ	
