COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	k e r i															
1089-1	a a a u															
1319-1	a a															
1398-1	a a r a e j a															
1557-1	k a j e															
1626-1	a a w e															
1840-1	k a a u															
2247-1	k a m															
4677-1	k e a a a															
5162-1	a a ŋ j a															
5406-1	k a e a a															
359-1	g a a a ei															
1577-1	k e e e															
2196-1	a a j a															
2230-1	a e e															
2533-1	b a a d a															
3605-1	k a a d a															
3866-1	k ɔ j a															
4553-1	t a r d s e															
4822-1	k a a b a															
5254-1	d e a e															
503-1	k a e a j															
1356-1	a e j a															
1881-1	a a e a j ei															
3218-1	b a n i j e															
3372-1	a a a a															
3718-1	k a a a															
4135-1	k a a a j															
4694-1	g e a uː s a															
807-1	g e e b i															
2320-1	k e j e															
2476-1	k a m ɔ															
3719-1	a ɛ															
4081-1	g a a b b a															
4313-1	a a e j e															
4460-1	a e j a															
5810-1	k e n a e															
93-1	z aː															
260-1	b a a a															
385-1	k e ɛ b e															
890-1	g e e b e e e															
1336-1	d eː j a															
1703-1	m a m															
1769-1	b ɛ e d e															
2162-1	dʒ e u e															
2635-1	ɛ e															
3031-1	dʒ e j ɛ															
4591-1	k e a a															
5301-1	b e j u															
5605-1	d e a a j̃															
463-1	d e e e															
1432-1	t eː e u															
1474-1	t u e b e															
1788-1	k a r̃ u															
2044-1	k u a b e															
2713-1	g ɛ a b ɛ n d e j ɛ															
3219-1	dʒ ei uː															
3425-1	a a															
4184-1	a a j i															
4629-1	ɛ e e ɛ a															
4759-1	a a ŋ e a															
4904-1	a dʒ e e b a															
4960-1	dʒ e e e r e															
4980-1	t ɔ m u															
5059-1	k a a a															
5339-1	k e m a															
5549-1	t e e d e															
5905-1	t u j u															
5922-1	k e e e															
5938-1	g a n a a u r̃ a															
1-1	dʒ e															
483-1	g e s u															
629-1	dʒ a															
667-1	e e e															
1254-1	ɔ a ɔ b e a u															
1415-1	a m a															
1542-1	e dʒ e															
1683-1	a e ɔː ɔː															
1898-1	k a a a j															
2901-1	b e u d uː															
2957-1	a a a d e															
3048-1	k a j a															
3251-1	ɛ e a e															
3885-1	dʒ e r u															
4402-1	a a															
5622-1	k a a i j a e															
6006-1	k a j a															
135-1	b a e d a															
158-1	ɔ k e j u															
194-1	t aː j															
221-1	e e															
650-1	k eː r e															
1152-1	k a j a															
1374-1	k ɔ ɔ d ɔ															
1452-1	k a j a															
1862-1	e w e															
2083-1	k a e i i															
2108-1	ɔ a m b u															
2636-1	j															
2924-1	b e e u															
2941-1	b i j a															
3405-1	k e a a j															
3751-1	dʒ e j															
4066-1	g a j a															
4535-1	a e w a															
4888-1	a a a i a a															
5583-1	k e e e															
5751-1	d i a a															
5981-1	e e e															
114-1	dʒ e e e															
851-1	dʒ a w̃ w̃															
1941-1	k e e e															
2179-1	e t e															
2351-1	k e e															
2496-1	a ɔː															
3482-1	ŋ̍ ŋ̍ a e a a r r e															
3497-1	m ɛ u															
3588-1	k e e e															
4202-1	b a a n d e															
4293-1	z ei w̃ ei															
4921-1	a a a b j a															
408-1	a e e b i															
545-1	e u i															
978-1	t eː j															
1052-1	ɔ a u b u															
1070-1	l e w e															
1942-1	e e															
2456-1	k aː j u															
2514-1	k e z e															
2666-1	a e j a															
2817-1	e ɛ uː															
3132-1	dʒ ɔ ɔ a															
3300-1	e ɔː e															
3976-1	z w̃															
4152-1	d e e e r															
4361-1	t aː s aː															
4570-1	t a w u w̃															
4648-1	a ɔː															
5318-1	dʒ e e e															
5673-1	d a a d a															
5887-1	ɛ a j ei															
446-1	g a a d u r e															
521-1	k a m a															
1108-1	k e j aː															
1124-1	a a j a															
1745-1	d u w̃ a															
1823-1	g e e															
2143-1	dʒ a															
2265-1	u w̃ w̃															
2392-1	ɔ g aː r̃ u															
2579-1	t e															
2774-1	k a a j															
3339-1	k a j a															
3550-1	k a a i n a															
4024-1	z ɛ z ɛ															
4219-1	k a m b w̃															
4240-1	ɛ eː ɛ aː															
