COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d a r															
1089-1	a aː j a															
1319-1	a a															
1398-1	a a r aː e j aː															
1557-1	tʃ iː a iː															
1626-1	a aː j iː															
1840-1	tʃ aː a a															
2247-1	k a															
4677-1	k a a e a															
5162-1	a iː n a iː															
5406-1	t aː e aː															
359-1	k a a iː															
1577-1	k iː a iː															
2196-1	a aː a aː															
2230-1	a e iː															
2533-1	b a a a															
3605-1	k aː a iː															
3866-1	b aː s a															
4553-1	d aː r s iː															
4822-1	k a e b iː															
5254-1	d iː a iː															
503-1	tʃ a a a j															
1356-1	a a a a															
1881-1	a aː a iː j ei															
3218-1	b a b i a a															
3372-1	a aː a aː															
3718-1	k aː aː aː															
4135-1	b a e iː j															
4694-1	g aː s iː															
807-1	k a e b e															
2320-1	k a a a															
2476-1	k aː															
3719-1	a a															
4081-1	d aː a b b iː															
4313-1	a e e j iː															
4460-1	a e e ɔ															
5810-1	b e a a															
93-1	a															
260-1	b e e iː															
385-1	p aː a b a															
890-1	b iː a b iː iː iː															
1336-1	d a a															
1703-1	a															
1769-1	d e e b iː															
2162-1	b e e u															
2635-1	j a															
3031-1	d e a															
4591-1	d a a iː															
5301-1	b aː a u															
5605-1	t e a a j															
463-1	d iː e b iː															
1432-1	t e e a															
1474-1	t e e															
1788-1	j aː r̃ iː															
2044-1	k e e b a															
2713-1	b a i b ɛ n d a a a															
3219-1	d a s a															
3425-1	a a															
4184-1	j a aː															
4629-1	ɛ a e j a															
4759-1	a iː i a a															
4904-1	a k a a a															
4960-1	d iː a iː r iː															
4980-1	t e															
5059-1	k e aː aː															
5339-1	k a a															
5549-1	d a a iː															
5905-1	t a j u															
5922-1	p e e e															
5938-1	k aː a a r̃ aː															
1-1	dʒ a															
483-1	g e s a															
629-1	d a															
667-1	e a a															
1254-1	s a e d e a a															
1415-1	a a															
1542-1	a iː r															
1683-1	a e r e															
1898-1	b a a aː j															
2901-1	s a e d a															
2957-1	a iː n iː															
3048-1	b iː iː a															
3251-1	ɛ e e e															
3885-1	d e r a															
4402-1	j a															
5622-1	b a a i j a e															
6006-1	b e a a															
135-1	b a e d iː															
158-1	a k e s u															
194-1	b aː aː															
221-1	e r e															
650-1	b e r iː															
1152-1	k i a a															
1374-1	k e e e															
1452-1	k e e e															
1862-1	e r e															
2083-1	k aː e i aː															
2108-1	ɛ a e															
2636-1	j															
2924-1	z a e e															
2941-1	b i n i															
3405-1	k iː a iː j															
3751-1	k e e															
4066-1	g a j ɔ															
4535-1	a iː w iː															
4888-1	a a a i a a															
5583-1	k e e e															
