COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l ɔ ⁵⁵								
438-1	ȵ ʐ ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m i ³¹								
221-1	i o p ⁵⁵								
202-1	k au ³¹								
935-1	ɕ ³¹								
93-1	k ə ³¹								
7-1	p a n ³¹								
664-1	o w ⁵⁵ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	s ə ʔ ⁵⁵								
555-1	i n m ⁵⁵								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a ⁵⁵								
891-1	t ə ŋ ³⁵								
528-1	k o ⁵⁵								
797-1	k ʐ o ⁵⁵ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	ʐ a m ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	m ʐ u ʔ ⁵⁵								
580-1	s u t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w ŋ ³¹								
696-1	ŋ ³⁵ ⁵⁵								
86-1	t ə ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a m ⁵⁵								
536-1	s ɔ ⁵⁵ ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵ ⁵⁵								
589-1	x ə ⁵⁵ ⁵⁵								
658-1	o a m ⁵⁵								
456-1	ȵ a w ŋ ³¹								
183-1	k ʐ ³¹								
785-1	x ɔ ³¹								
714-1	a ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ ʔ ⁵⁵ ⁵⁵								
161-1	k ɔ m ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ ʔ ⁵⁵ ⁵⁵								
194-1	k ɔ ʔ ⁵⁵								
727-1	ʂ w a ⁵⁵								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	ʂ ə ʔ ⁵⁵								
29-1	p ə ʔ								
316-1	t ɔ ʔ ⁵⁵								
389-1	m ʐ w ŋ ⁵⁵								
118-1	m ɔ ⁵⁵								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	m a ɔ ³¹								
927-1	ŋ e n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	a m m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t w ŋ								
660-1	o ʔ ⁵⁵ ⁵⁵								
642-1	tɕ w ŋ ³⁵								
257-1	x ʐ m m ⁵⁵								
167-1	tɕ ʐ ɔ ³¹								
880-1	t a ⁵⁵ ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ e n ³¹								
811-1	x ʐ ³¹								
458-1	t ə ŋ ³¹								
884-1	t ə ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ ɔ ⁵⁵								
920-1	ə ŋ ³¹								
36-1	p ʐ w ⁵⁵ ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ o ʔ ⁵⁵								
280-1	x ʐ ⁵⁵								
612-1	ʂ ə ŋ ³¹								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s i ³¹								
283-1	x ʐ ³⁵ ³¹								
148-1	k ɔ ŋ ³¹								
652-1	o ⁵⁵ ⁵⁵								
220-1	a w ŋ ³¹								
562-1	k ə ŋ ³¹								
31-1	p ʐ ɔ ⁵⁵								
386-1	m a ⁵⁵								
804-1	x ʐ ə ŋ ³¹								
369-1	l ə ʔ ³¹								
125-1	t w ³¹								
314-1	k ʐ w ⁵⁵								
823-1	l ɔ p ⁵⁵								
471-1	n a m ⁵⁵								
40-1	p ʐ ə ŋ ³⁵								
393-1	m w ŋ ³⁵								
272-1	x ʐ w ŋ ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	a m ³¹								
123-1	t o ⁵⁵								
512-1	tɕ ʐ ə ⁵⁵ ⁵⁵								
518-1	tɕ ʐ o ⁵⁵								
878-1	t ɔ ³¹								
849-1	ʂ a t ⁵⁵								
524-1	pʰ u ʔ ⁵⁵								
90-1	t ɔ ³⁵								
541-1	s e n ³¹								
933-1	ʑ au ³¹								
467-1	n ɔ ³¹								
49-1	p o ⁵⁵								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ ⁵⁵								
377-1	l u ŋ ³¹								
127-1	ʈʂ a ⁵⁵ ⁵⁵								
67-1	t a t ⁵⁵								
864-1	p ʐ ³¹ ³¹								
126-1	ʈʂ ɔ ⁵⁵								
656-1	o a m								
635-1	k ɔ ʔ ⁵⁵								
473-1	n m m ⁵⁵								
98-1	ʂ ɔ ³¹								
445-1	ȵ i au ⁵⁵								
379-1	l u t ⁵⁵								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		n i ⁵¹							
438-2		m o o ʔ							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j i ²¹							
221-2		a t p ⁵¹							
202-2		k j ²¹							
935-2		a ²¹ ²¹							
93-2		l o ²¹							
7-2		p a ŋ ²¹							
664-2		l a ŋ ⁵¹							
