COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	zː ə m ə lː a																		
112-1	d ə b ə n a																		
331-1	n ɨ zː ə s																		
377-1	b ə tʃʼ ə ə																		
381-1	ʔ a t																		
417-1	r ə j																		
451-1	s ə b a																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ ə ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s ə s t																		
593-1	ʔ a m ɨ s																		
640-1	m ə a																		
1-1	ə tʼ ə r ə																		
65-1	tʼ ɨ b																		
212-1	ʔ ɨ n																		
244-1	ʔ a r b																		
248-1	m ɨ lː a																		
293-1	fː ə r ə j																		
373-1	t ɨ m a s																		
408-1	b a r a																		
414-1	tʼ ə b a t																		
601-1	ʔ ə r ə ʔ																		
642-1	n ɨ fː a s																		
60-1	n ə fː ə s ə																		
115-1	ʔ ə b a																		
209-1	s ə m ɨ t																		
242-1	ʔ a b ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	tʼ ə tʼ ɨ																		
638-1	s ɨ r																		
645-1	t a r																		
160-1	tʼ ə r ə t																		
208-1	ʔ ɨ n a w ə a																		
214-1	ʔ a b																		
378-1	ʔ a nː zː ə t																		
379-1	ʔ ə tʼ ə																		
409-1	zː ə t ə r																		
598-1	k w t ʔ																		
646-1	ʔ a ɲː ə																		
210-1	j ə a o																		
215-1	ʔ a tʼ ə b ə																		
285-1	b ɨ tʼ a																		
332-1	ʔ ɨ zː ɨ r																		
380-1	ʔ ə a ɨ a																		
412-1	s ə tʃʼ ə n																		
64-1	tʼ a tʼ ə																		
67-1	w ɨ r																		
251-1	fː ɨ tʃʼ																		
294-1	m ɨ																		
597-1	ʔ ə b ə t ə																		
7-1	ʔ a l zː a																		
158-1	t ə m ɨ s																		
372-1	fː ə n f ə r																		
374-1	b ə tʃʼ j t j																		
375-1	s ə b																		
411-1	b ə r a s																		
541-1	tʃʼ ə tʃʼ ɨ ɲː																		
6-1	m r fː a b a																		
113-1	b u nː																		
330-1	t ə lː tʼ																		
448-1	b ə tʼ a m ə b ə																		
449-1	ʔ a ə																		
491-1	tʼ ɨ nː g ə t																		
596-1	n ə zː																		
4-1	zː ɨ																		
8-1	ə ə b ə t																		
106-1	m ə tʃʼ a																		
290-1	ʔ a g ə dʒ ə																		
489-1	b w ə r j b ə a																		
602-1	m ɨ n																		
2-1	fː ɨ lː ɨ																		
3-1	ʔ ɨ rː ə																		
213-1	ʔ a r ə s																		
486-1	n ə tʼ ə kʼ ə																		
647-1	b ə b a h																		
10-1	tʼ ɨ ə ɨ r																		
110-1	tʼ a t ə																		
152-1	ʔ a tʼ o																		
211-1	m ɨ s ə t																		
328-1	s ə ə ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a n b ə ʃː a																		
410-1	ə a r ə																		
540-1	ʔ b a																		
109-1	dʒː ə n tʃʼ ə																		
153-1	w ə w ə ʃː ə																		
250-1	t ə k																		
289-1	lː ɨ tʼ																		
326-1	m ə ʔ o																		
594-1	g ɨ j																		
154-1	fː a rː ə s ə																		
245-1	ə w ə ə ə																		
247-1	ʔ ɨ n a u r ə r i t																		
286-1	tʃʼ ə g ə r																		
643-1	dʒː ə																		
62-1	fː ə ə a																		
288-1	r ɨ ʔ a s																		
416-1	a ə ɨ ɨ t																		
5-1	g ə bː s																		
61-2		d ə m																	
63-2		ʔ a tʼ ɨ m																	
107-2		g a m ə rː a																	
112-2		d a m a n a																	
331-2		n ɨ g ɨ s																	
377-2		b ɨ kʼ ə ə																	
381-2		ʔ a d																	
417-2		rː ɨ dʒ																	
451-2		s ə b a																	
454-2		ʔ a tʃʼ ɨ																	
484-2		s ɨ b ɨ s																	
535-2		ʔ a s ɨ rː																	
543-2		s ɨ s ə																	
593-2		ʔ a m ɨ s																	
640-2		m a a																	
1-2		d ə tʼ ə r ə																	
