COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	ʐ ɔ ⁵⁵								
438-1	ȵ i ɔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	n i ³¹								
221-1	i o p ⁵⁵								
202-1	k au ³¹								
935-1	³¹								
93-1	ʂ w a								
7-1	p a n ³¹								
664-1	o w ⁵⁵ ⁵⁵								
246-1	x ɔ k ⁵⁵								
547-1	s i k ⁵⁵								
555-1	i n m								
464-1	m au ³¹								
119-1	t ə ŋ ⁵⁵								
835-1	n a p ⁵⁵								
79-1	t ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a ⁵⁵ ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ u ʔ								
493-1	n i ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ au u ʔ								
580-1	s o t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m w ŋ ³¹								
696-1	ŋ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	t a ⁵⁵								
536-1	ʂ ɔ ʔ ⁵⁵								
731-1	ʂ w ³¹								
779-1	ɔ ⁵⁵ ⁵⁵								
589-1	x w ⁵⁵								
658-1	o a ⁵⁵								
456-1	ȵ a w a ³¹								
183-1	k ʐ a ³¹								
785-1	x ɔ a								
714-1	o ⁵⁵								
331-1	l w a								
930-1	ŋ a p ⁵⁵								
161-1	ʂ a m ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ o ⁵⁵								
194-1	ʐ ɔ ʔ ⁵⁵								
727-1	ʂ w a								
260-1	x ʐ a p ⁵⁵								
144-1	ʂ a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	pʰ k ⁵⁵								
29-1	p i ⁵⁵								
316-1	tʰ ɔ k ⁵⁵								
389-1	m ʐ w a ⁵⁵								
118-1	m ɔ ³⁵								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	ȵ a ɔ ³¹								
927-1	ŋ ɔ n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	a a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	ʂ a ³⁵								
344-1	l a m								
666-1	ŋ ɔ ³¹								
595-1	x w ³⁵								
660-1	o m ⁵⁵ ⁵⁵								
642-1	x w a ³⁵								
257-1	x ʐ a m								
167-1	k ʐ ɔ ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ e n ³¹								
811-1	x au ³¹								
458-1	t u ŋ ³¹								
884-1	t i ³⁵								
205-1	k u ʔ								
499-1	n a ⁵⁵								
706-1	ʂ a ⁵⁵								
920-1	x ŋ ³¹								
36-1	pʰ a a t								
12-1	p i ⁵⁵								
350-1	l w ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ u ʔ ⁵⁵								
280-1	x i ⁵⁵								
612-1	pʰ w a ³¹								
459-1	ȵ i ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x ʐ u ³⁵								
148-1	k a a ³¹								
652-1	o ³¹ ⁵⁵								
220-1	pʰ a a ³¹								
562-1	ʂ ə ŋ ³¹								
31-1	pʰ ʐ o ⁵⁵								
386-1	m a a								
804-1	x ʐ ə ŋ ³¹								
369-1	l u ʔ ³¹								
125-1	t u ³¹								
314-1	x ʐ a								
823-1	l a p ⁵⁵								
471-1	n a m								
40-1	p i ə ŋ								
393-1	m w ³⁵								
272-1	x ʐ a ³⁵ ³⁵								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	a a ³¹								
665-2		ŋ o ⁵¹							
495-2		n u ʔ							
838-2		n o ʔ ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j ²¹							
221-2		j u p ²¹							
202-2		k u ²¹							
935-2		a ²¹ ²¹							
93-2		ts o ²¹							
7-2		p a n ²¹							
664-2		a a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		k a k ⁵⁵							
555-2		j o̱ ⁵⁵ ⁵¹							
464-2		m u ²¹							
119-2		m j ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹ ²¹							
693-2		ŋ u ⁵¹							
477-2		n a ʔ ²¹							
891-2		t i ŋ ⁵⁵							
528-2		j o ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n j k ²¹							
217-2		j a p ²¹							
896-2		ts u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		a u ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ o ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a ⁵¹ ²¹							
536-2		x o ʔ ⁵⁵							
731-2		ʃ j ²¹							
779-2		a o̱ ⁵¹							
589-2		t u ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		l o ⁵¹ ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j e̱ ²¹							
785-2		kʰ o ²¹							
714-2		a ⁵¹							
331-2		l o ²¹							
206-2		j o ⁵¹							
930-2		n a p ⁵⁵							
353-2		l i ⁵¹							
