COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	n j ei ³						
19-1	n j ei ³						
44-1	l u k ³²						
50-1	ʃ a ŋ ³						
62-1	s ai k ⁵⁴						
70-1	d a n ³¹						
75-1	n j ɔ ʔ ⁴						
97-1	tʃʰ a ŋ ⁵						
112-1	dʒ ɔ ⁵						
122-1	n j u k ⁴³						
127-1	kʰ w i ³						
132-1	b w ɔ ʔ ³¹						
133-1	n au ⁵						
135-1	n au ⁵						
142-1	d z w i ³						
143-1	ŋ ɔ ʔ ³¹						
149-1	ʔ u ³						
152-1	ŋ a ³						
157-1	b u ⁵						
183-1	ʔ u ⁵						
184-1	n au k ³²						
185-1	dʒ a m ³						
189-1	n j ɔ ʔ ⁴³						
192-1	n a ³						
195-1	n ɔ ³¹						
200-1	g a n ³¹						
216-1	s ai n ³						
218-1	l ɔ ʔ ⁴³						
225-1	s ai n ⁵						
235-1	kʰ j ei ³						
244-1	s w i ³						
253-1	m j ɛ ⁵						
270-1	m i ⁵						
278-1	n j u ŋ ⁵						
279-1	w u ³⁴						
285-1	j ḛ m ⁵						
308-1	d j ɛ ⁵						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	n j ɛ n ³						
341-1	d z u ³⁴						
347-1	x j ɛ ⁵³						
362-1	g j i ³¹						
391-1	ʔ ṵ p ⁵⁴						
394-1	m ɔ ʔ ⁴³						
397-1	tʃʰ ei ⁵						
443-1	n j æ̰ p ⁴²						
460-1	s a t ⁵⁴						
463-1	b w i ⁴²						
464-1	ʔ u ŋ ³						
473-1	s u m ³						
476-1	kʰ j u ŋ ³						
481-1	dʒ i t ³¹						
494-1	dʒ ɔ̰ ³¹						
496-1	ʃ a ŋ ³						
516-1	b j ei ³						
1-2		m au ⁵²					
4-2		l a ⁵²					
18-2		m ḭ ²³					
19-2		n i ³					
44-2		l u ²³					
50-2		ʃ ḭ ³					
62-2		s a k ⁵²					
70-2		p ẽ ²³					
75-2		m j a ʔ ⁵²					
97-2		tʃʰ a ŋ ²³					
112-2		x a ⁵²					
122-2		m a k ³					
127-2		kʰ ɛ ³					
132-2		w e ʔ ⁵²					
133-2		n a ⁵²					
135-2		n au ⁵²					
142-2		ts ai ²³					
143-2		ŋ au ⁵²					
149-2		w u ³					
152-2		ŋ a ³					
157-2		p a ⁵²					
183-2		ʔ au ⁵²					
184-2		n au k ⁵²					
185-2		x a m ³					
189-2		m j a ʔ ²³					
192-2		n a ³					
195-2		n a ⁵²					
200-2		ts a̰ n ³					
216-2		s a ŋ ²³					
218-2		l a ʔ ⁵²					
225-2		s a ŋ ²³					
235-2		kʰ j ɛ ³					
244-2		s au ⁵²					
253-2		m i ⁵²					
270-2		m i ⁵²					
278-2		m a̰ ŋ ³					
279-2		w a ⁵²					
285-2		ʔ a m ³					
308-2		p i ³					
322-2		m i ⁵²					
325-2		kʰ au ⁵²					
337-2		m j o ŋ ³					
341-2		ts aː					
347-2		ʃ au ⁵²					
362-2		ɣ i ³					
391-2		j ɛ ²³					
394-2		m a ʔ ⁵²					
397-2		tʃʰ ə ⁵²					
443-2		n a p ⁵²					
460-2		s j ɛ ²³					
463-2		ɣ ai ³					
464-2		j au ŋ ⁵²					
473-2		s a m ²³					
476-2		kʰ j u ʔ ⁵²					
481-2		x ai ³					
494-2		s e ⁵²					
496-2		ʃ i ⁵²					
516-2		w ɛ ³					
1-3			m au ⁴				
4-3			l ɔ ⁴				
18-3			m j ɛ n ³				
19-3			n ə k ⁵³				
44-3			l o ʔ ³²				
50-3			ʃ i n ⁴				
62-3			s ə k ⁵³				
70-3			b j e ⁴				
75-3			m j ɔ̃ ʔ ³				
97-3			tʃʰ a ŋ ⁵				
112-3			tsʰ ɔ ⁴				
122-3			m j o k ³²				
127-3			kʰ e ⁴³				
132-3			pʰ ɔ ʔ ³				
133-3			n j ɔ̃ ³				
135-3			n au ³¹				
142-3			dʒ o i ⁵¹				
143-3			ŋ ɔ ³				
149-3			g u ³²				
152-3			ŋ ə ³				
157-3			b ɔ ⁴				
183-3			ʔ u ³				
184-3			n o k ³²				
185-3			tsʰ æ m ⁴³				
189-3			m j ɔ̃ ʔ ³				
192-3			n a ⁵¹				
195-3			n ɔ̃ ³				
200-3			g e n ³²				
216-3			s ə ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ e ⁴³				
244-3			s ⁵²				
253-3			m j e ³				
270-3			m e ³				
278-3			m j e ŋ ³²				
279-3			pʰ ø ⁵³				
285-3			j ḛ m ⁴				
308-3			b j ḛ ʔ ⁵³				
322-3			m j e ⁴				
325-3			kʰ au ³				
337-3			m j a ŋ ³				
341-3			d z ɔ ⁴⁵				
347-3			ʃ o k ⁵³				
362-3			j i ⁴				
391-3			j o k ⁵³				
394-3			m ɔ ʔ ³				
397-3			tʃʰ e ⁴³				
443-3			m j ɛ p ³²				
460-3			s æ p ⁵³				
463-3			pʰ e ⁵¹				
464-3			j o ŋ ³				
473-3			s ɛ ⁵³				
476-3			kʰ j o k ⁵³				
481-3			tʃʰ e ⁴³				
494-3			ʃ ɔ ³¹				
496-3			ʃ i ŋ ⁴				
516-3			pʰ e ³				
1-4				m o k ⁴³			
4-4				l e ⁴			
18-4				m j ɛ n ³²			
19-4				n i ʔ ⁵⁴			
44-4				l au ʔ ³			
50-4				ʃ a n ⁴			
62-4				s a k ⁵			
70-4				b ḛ ⁴²			
75-4				m e ³²			
97-4				tʃʰ a ²			
112-4				tsʰ o ⁵			
122-4				m j æu ʔ ⁴³			
127-4				kʰ ø i ⁵			
132-4				pʰ o ʔ ⁴³			
133-4				n au ³¹			
135-4				n o̰ ʔ ⁵			
142-4				dʒ o i ⁵¹			
143-4				ŋ ɔ ⁴⁵			
149-4				ɣ au ³			
152-4				ŋ a ³			
157-4				b o ⁴			
183-4				ʔ au ²			
184-4				n au k ⁵⁴			
185-4				tsʰ a m ⁴¹			
189-4				m j ɔ ʔ ³			
192-4				n a ⁴¹			
195-4				n o ²³			
200-4				g ɪ n ⁴			
216-4				s ɪ n ⁴			
218-4				l o ʔ ³²			
225-4				s a ŋ k ⁵³			
