COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	o m e									
96-1	a t a m									
99-1	a t i k o n									
114-1	t o k o									
115-1	o o o i									
133-1	t i p a a a									
144-1	a t a w ʔ									
150-1	k a w ʔ									
234-1	k o m									
236-1	p a k o n ʔ									
241-1	a w i n ʔ									
249-1	i tʃ e ʔ									
1-1	w a z a ʔ									
2-1	w o m m									
65-1	i w									
74-1	p a n a ʔ									
106-1	t o n i ʔ									
128-1	o o k o									
147-1	t i m i									
231-1	p a n a w o ʔ									
232-1	p i p i o ʔ									
239-1	n a m a k a n									
266-1	i t i m m									
51-1	o w e ʔ									
97-1	m a o o k ʔ									
109-1	o p i a i									
121-1	k a p i j a k a ʔ									
149-1	t o k									
160-1	k i i i k ʔ									
163-1	o p e n									
52-2		t t e								
56-2		o m e								
96-2		a r a s i								
99-2		a r i k o n								
114-2		t o k o s i								
115-2		o o r s i s								
133-2		t i p r a a s i								
144-2		a r a a a s i								
150-2		k a w								
234-2		k o m								
236-2		p i k o n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a r i s i								
95-2		w i k i s								
106-2		t o n e i i								
119-2		n a t t i i								
128-2		h o k o s i								
147-2		t i m i s i								
231-2		p a a a w o								
232-2		u i p i o i								
239-2		n a m a k a n								
266-2		i t i m								
51-2		e w e								
55-2		i h a m								
97-2		m a h o m								
121-2		k a p i a a k s i								
163-2		e p e n								
52-3			t t p tʃ							
56-3			u m p							
96-3			a t a a							
99-3			a t i w a							
114-3			t u k u a m							
115-3			u u u a e							
133-3			t e h a t a a a							
144-3			t t t n t e m							
150-3			k a n							
234-3			k u m m							
236-3			h i k u e							
241-3			a n e e							
249-3			e s p							
1-3			n a i a							
2-3			w w m m							
65-3			e n i							
93-3			t o i a a t e m							
95-3			n e k a							
106-3			t u e i tʃ i							
119-3			m i t i m e a							
128-3			h u k a e							
147-3			t u m u e m							
231-3			h a e a n u							
232-3			h i i e m a							
239-3			m a m a k a e							
266-3			v i e m							
3-3			i a e k k m							
4-3			n a t a h i							
55-3			i h a a m							
109-3			u h u a i a							
