COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n o ³⁵								
838-1	ʐ i ⁵⁵ ⁵⁵								
438-1	ȵ ʐ w ʔ								
334-1	l w ʔ ⁵⁵								
360-1	l i ³¹								
394-1	ȵ i ³¹ ³¹								
221-1	ʑ p ui ⁵⁵								
202-1	k au ³¹								
935-1	ɔ ³¹								
93-1	ts ə ³¹ ³¹								
7-1	p o n ³¹								
664-1	ʈʂ ə m ⁵⁵								
246-1	x w ʔ ⁵⁵								
547-1	ʂ ə k ⁵⁵								
555-1	ʑ n m ⁵⁵								
464-1	ʑ au ³¹								
119-1	n ə ŋ ⁵⁵								
835-1	ʈʂ w p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ u ⁵⁵								
477-1	n ui p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	l o ⁵⁵								
797-1	m̥ ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʐ w p ⁵⁵								
896-1	l o t ⁵⁵								
452-1	ȵ i u ʔ ⁵⁵								
580-1	ʂ ui t ⁵⁵								
833-1	ʈʂ ui ⁵⁵								
390-1	ȵ ə ŋ ³¹								
696-1	ŋ p ⁵⁵								
86-1	tʰ u ŋ ⁵⁵								
384-1	ȵ i n ³⁵								
61-1	t o m ⁵⁵								
536-1	l w ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ a ⁵⁵								
589-1	t ɔ m ⁵⁵								
658-1	ɔ a m ⁵⁵								
456-1	ȵ i w ŋ ³¹								
183-1	k ʐ i								
785-1	k ɔ ³¹								
714-1	ʑ ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ p p ⁵⁵								
161-1	k ə m ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	l ɔ ʔ ⁵⁵								
727-1	ʂ a m ⁵⁵								
260-1	k ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p o m ⁵⁵								
59-1	l ɔ ʔ ⁵⁵								
506-1	k ə k ⁵⁵								
29-1	p ə k ⁵⁵								
316-1	l ɔ ʔ ⁵⁵								
389-1	ȵ ʐ ə ŋ ⁵⁵								
118-1	ȵ ɔ ³⁵								
312-1	k o ³¹								
490-1	n i ³⁵ ³⁵								
436-1	ȵ i w ³¹								
927-1	ŋ p m ⁵⁵								
383-1	ȵ ɔ ʔ ⁵⁵								
211-1	ʑ a m ⁵⁵								
873-1	ʐ ə ŋ ⁵⁵								
877-1	l ui ³⁵								
344-1	l m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	l ə ŋ ³⁵								
660-1	ɔ ui ʔ ⁵⁵								
642-1	l ə ŋ ³⁵								
257-1	k ʐ a m ⁵⁵								
167-1	k ʐ ɔ ³¹								
880-1	l ɔ p ⁵⁵								
484-1	n ə ŋ ⁵⁵								
574-1	l ui m ³¹								
718-1	ʂ a n ³¹								
811-1	x au ³¹								
458-1	tʰ o ŋ ³¹								
884-1	tʰ o ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n ui ⁵⁵								
706-1	ʂ ɔ ⁵⁵								
920-1	o ŋ ³¹								
36-1	p ʐ w a ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p o m ⁵⁵								
342-1	l u ʔ ⁵⁵								
280-1	m̥ ʐ a								
612-1	tʰ ə ŋ ³¹								
459-1	ȵ ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	k ʐ u ³⁵								
148-1	k ɔ a ³¹								
652-1	l ui ⁵⁵								
220-1	ʐ w ³¹ ³¹								
562-1	n ə ŋ ³¹								
31-1	p ʐ w ʔ ⁵⁵								
386-1	ȵ ɔ p ³¹								
804-1	k ʐ u ŋ ³⁵								
369-1	l ə k ⁵⁵								
125-1	tʰ o ³¹								
314-1	k ʐ w ⁵⁵								
823-1	l ui p ⁵⁵								
471-1	n i m ³¹								
40-1	p ʐ ə ŋ ³⁵								
393-1	ȵ ə ŋ ³⁵								
272-1	k ʐ u ŋ ³⁵								
463-1	m u ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ʐ a m								
123-1	tʰ ui ⁵⁵ ⁵⁵								
512-1	ȵ ʐ ə k ⁵⁵								
518-1	p ʐ o ⁵⁵								
878-1	tʰ i ³¹								
849-1	pʰ ui t ⁵⁵								
524-1	n u ʔ ⁵⁵								
90-1	tʰ w ʔ ⁵⁵								
541-1	l ui n ³¹								
933-1	l au ³¹								
467-1	l ɔ a								
49-1	p au ⁵⁵								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ a ⁵⁵								
377-1	l o n ³¹								
127-1	ʈʂ ui p ⁵⁵								
67-1	l t ⁵⁵								
864-1	p ʐ a ³¹								
126-1	ʈʂ w ʔ ⁵⁵								
656-1	ɔ m m ³⁵								
635-1	ʈʂ ə ʔ ⁵⁵								
473-1	ʈʂ ui m ⁵⁵								
98-1	ʂ ɔ ³¹								
445-1	ȵ ʐ au ⁵⁵								
379-1	l ui t ³⁵								
323-1	k ʐ au p ⁵⁵								
485-1	l ə ³¹								
357-1	l ɿ ⁵⁵								
432-1	ȵ ə k ⁵⁵								
80-1	t au ³¹								
10-1	k ui ui ⁵⁵								
335-1	ʈʂ ɔ ʔ ⁵⁵								
649-1	ɔ ɔ ³¹								
115-1	l ui n ³¹								
137-1	k ɔ ⁵⁵								
844-1	p ʔ ⁵⁵								
723-1	p ui ui ⁵⁵								
494-1	n ə ŋ ³¹								
196-1	k ʐ o ʔ ⁵⁵								
376-1	l m ⁵⁵								
466-1	n ɔ ⁵⁵								
75-1	t ə ŋ ³¹								
552-1	k ə ŋ ⁵⁵								
208-1	ʑ ə ³¹								
180-1	k ʐ a m								
253-1	k ɔ t ⁵⁵								
45-1	p ʐ w ⁵⁵								
665-2		k o ⁵¹							
495-2		l u̱i ⁵⁵							
838-2		l i ŋ ²¹							
438-2		k j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ŋ							
394-2		k j ŋ							
221-2		j o̱ o̱ ²¹							
202-2		k m ŋ							
935-2		x ŋ							
93-2		l o ŋ ²¹							
7-2		k o ŋ							
664-2		l a̱ ŋ ⁵¹							
246-2		k o ʔ ²¹							
547-2		l i ŋ ²¹							
555-2		j a m ²¹							
464-2		m m ⁵¹							
119-2		l i ŋ ²¹							
835-2		l o ʔ ²¹							
79-2		l ui ŋ							
693-2		k m ²¹							
477-2		l o ʔ ²¹							
891-2		l i ŋ ²¹							
528-2		l ui ²¹							
797-2		k j u̱i ʔ ⁵⁵							
493-2		l i ŋ ²¹							
217-2		j o ʔ ²¹							
896-2		l ui p ⁵⁵							
452-2		k j u̱i ʔ ²¹							
580-2		l ui ʔ ⁵⁵							
833-2		l o ⁵¹							
390-2		m o ŋ ⁵¹							
696-2		k a ²¹							
86-2		l i ŋ ²¹							
384-2		m a ⁵⁵ ⁵⁵							
61-2		l a m ⁵¹							
536-2		l o ʔ ⁵⁵							
731-2		x i ⁵⁵							
779-2		x o ⁵¹							
589-2		l a̱ ŋ ⁵¹							
680-2		k o ʔ ²¹							
658-2		o a m ⁵¹							
456-2		k j a̱ ŋ ⁵¹							
183-2		k e i ŋ							
785-2		k o ⁵¹							
714-2		l ui ⁵¹							
331-2		l o ŋ							
206-2		j o ⁵¹							
930-2		k o ʔ ²¹							
353-2		l i ŋ							
161-2		k a̱ ŋ ⁵¹							
814-2		k ui e							
179-2		k e o ʔ ²¹							
194-2		l o ʔ ²¹							
727-2		l a̱ ŋ ⁵¹							
260-2		j o ʔ ²¹							
144-2		l a m ⁵¹							
53-2		o̱ a m ²¹							
59-2		l o ʔ ²¹							
506-2		p i ŋ ²¹							
29-2		k i ŋ ²¹							
316-2		l o ʔ ²¹							
389-2		m l a̱ ŋ ⁵¹							
118-2		m o ʔ							
312-2		l ui ŋ							
490-2		l i ⁵⁵							
436-2		k j o ŋ							
927-2		a m ⁵¹							
383-2		m o ʔ ²¹							
211-2		j a m ⁵¹							
873-2		x i ŋ ²¹							
371-2		l i ŋ ²¹							
877-2		l ui ⁵⁵							
344-2		l a m ⁵¹							
666-2		k o ŋ							
595-2		l a̱ ŋ							
660-2		o ʔ ʔ ²¹							
642-2		l a̱ ŋ							
257-2		j a m ⁵¹							
167-2		k e o ⁵¹							
880-2		l o ʔ ⁵⁵							
337-2		l o ⁵¹							
484-2		l a̱ ŋ ⁵¹							
574-2		l a m							
718-2		x i ui ⁵⁵							
811-2		k ŋ							
458-2		l ŋ ⁵¹							
884-2		l i ⁵⁵							
205-2		k o ʔ ²¹							
499-2		l o ⁵¹							
706-2		x o ⁵¹							
920-2		ŋ ²¹							
36-2		k j a̱ ŋ ²¹							
12-2		k i ŋ							
350-2		l a̱ ŋ							
4-2		k j m ⁵¹							
342-2		l ui ʔ ²¹							
280-2		k j i							
638-2		l o ʔ ²¹							
729-2		l i ⁵⁵							
72-2		l a̱ ŋ ²¹							
612-2		l a̱ ŋ ⁵¹							
459-2		m j i ŋ ⁵¹							
569-2		l ui ŋ							
283-2		j u̱i ²¹							
501-2		x o ⁵⁵							
652-2		l l ²¹							
220-2		j a̱ ŋ							
233-2		j u̱i ʔ ²¹							
562-2		l i ŋ ⁵¹							
31-2		k j o ʔ ²¹							
386-2		m o ʔ ²¹							
684-2		k j o ʔ ²¹							
804-2		j i ŋ							
618-2		l a ŋ							
565-2		l o ŋ							
468-2		l o ʔ ²¹							
369-2		l i k ²¹							
314-2		e o ⁵¹							
776-2		x u̱i ʔ ²¹							
170-2		k e o ²¹							
823-2		l ui ʔ ²¹							
471-2		l a m ²¹							
249-2		a m							
367-2		l i ŋ							
414-2		j i ⁵⁵							
503-2		x o ŋ							
40-2		k j i ŋ ⁵⁵							
647-2		l i ⁵¹							
105-2		l a ŋ							
141-2		k j ŋ							
272-2		k j a̱ ŋ ⁵¹							
463-2		m m ²¹							
1-2		k o ⁵¹							
349-2		l a̱ ŋ ⁵¹							
214-2		j a m ⁵¹							
841-2		l ŏ̱ ⁵⁵							
123-2		l ui ²¹ ²¹							
646-2		l i ⁵⁵							
433-2		k i ŋ ⁵¹							
512-2		p j ŋ k ²¹							
518-2		p j ui ²¹							
878-2		l o ŋ							
849-2		x o ʔ ⁵⁵							
