COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d i j															
1089-1	n a															
1319-1	n ɔː															
1398-1	s u k u r u															
1557-1	g i r e															
1626-1	w a g a															
1840-1	t i n															
2247-1	g o															
4677-1	k u r e j															
5162-1	m i r̃ ɛ															
5406-1	t aː n d u															
359-1	k a r a															
1577-1	g i r e															
2196-1	n a r a															
2230-1	s u g e															
2533-1	b a r a															
3605-1	k a n d a															
3866-1	o s u															
4553-1	t a g u															
4822-1	k u m b e															
5254-1	d u r ɔ															
503-1	k i r̃ a															
1356-1	m a j̃															
1881-1	n u m iː															
3218-1	p uː s u															
3372-1	n a m a															
3718-1	a r a															
4135-1	b a n u															
4694-1	g u s u															
807-1	k o m b															
2320-1	k a j̃ ɛ															
2476-1	k uː															
3719-1	m d															
4081-1	d a m b i															
4313-1	n ɛ m															
4460-1	s ɔ j															
5810-1	p i r u															
93-1	d ɔː															
260-1	b ɛ r d															
385-1	z ɛ m b ɛ															
890-1	a m b i r u															
1336-1	t e g e															
1703-1	b a															
1769-1	t ɛ m b b															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	t aː r a															
5301-1	p ɛ r u															
5605-1	t i m ɛ															
463-1	d u m b u															
1432-1	t a r u															
1474-1	t ɔ n															
1788-1	s i															
2044-1	d i m b e															
2713-1	t ɔː m d d r ɛ ɛ															
3219-1	p aː s u															
3425-1	j uː															
4184-1	ɲ ɔː															
4629-1	n u j̃ ɔ															
4759-1	n i j e															
4904-1	n u k a															
4960-1	g i n aː dʒ u															
4980-1	t ɔː															
5059-1	g u j o															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i r̃ u															
5922-1	b i r ɛ															
5938-1	a d u n a															
1-1	p ei															
483-1	g o s u															
629-1	d ɔː															
667-1	ɛ w ɛ															
1254-1	z a m d u r u															
1415-1	ɲ ɔː															
1542-1	n ɔː															
1683-1	s i j															
1898-1	p u r o															
2901-1	t u n d u															
2957-1	m a n d i															
3048-1	b i j e															
3251-1	t a r a															
3885-1	t ɛ r ɛ															
4402-1	j i															
5622-1	p ɛ r i j e															
6006-1	p d b a															
135-1	t u n d u															
158-1	m ɔ s u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b e s e															
1152-1	t i w ɛ															
1374-1	k ɔ j̃ ɔ ɔ															
1452-1	g a r a															
1862-1	i s i															
2083-1	k a n i															
2108-1	n a j															
2636-1	m															
2924-1	p o r u															
2941-1	b i r iː															
3405-1	ɛ m ɛ															
3751-1	p ɛ j															
4066-1	g ɔː r̃ ɔ															
4535-1	s u g ɔ															
4888-1	s a m n a															
5583-1	t a j̃ a a															
5751-1	t i j ɛ															
5981-1	a r̃ a															
114-1	d ɔ j a															
851-1	g ɔ															
1941-1	k i r i															
2179-1	n̩ d d															
2351-1	p a b a															
2496-1	n u n															
3482-1	m i s i d ɛ															
3497-1	n a															
3588-1	k ɔ r ɔ															
4202-1	g o r o															
4293-1	z ɔ z ɔ															
4921-1	s a m b a															
408-1	j e m b u															
545-1	i r u															
978-1	t a m															
1052-1	n a m b u															
1070-1	r u g o															
1942-1	j e															
2456-1	k ɔ r u															
2514-1	d u s u															
2666-1	s u g e															
2817-1	a j̃ g a															
3132-1	d u j̃															
3300-1	ɛ w ɛ															
3976-1	s ãː															
4152-1	k i r̃ a															
4361-1	t e g e															
4570-1	t ɔ k															
4648-1	j e															
715-2		d i														
1089-2		n aː														
1319-2		n ɔː														
1398-2		s u g u r u														
1557-2		g i r e														
1626-2		w a g a														
1840-2		t i n														
2247-2		g o														
4677-2		k u r o j														
5162-2		m i r̃ ɛ														
5406-2		t aː n d u														
359-2		g a r a														
1577-2		g i r e														
2196-2		n a r̃ a														
2230-2		s u g o														
2533-2		b a r a														
3605-2		k a n a a														
3866-2		o dʒ u														
4553-2		t a g u														
4822-2		k u m b o														
5254-2		d u r ɔ														
503-2		k i r̃ i														
1356-2		m a j̃														
1881-2		n u m iː														
2084-2		j aː p i														
2420-2		k u r ɔ														
3218-2		p u s u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a n u														
4694-2		g u dʒ u														
807-2		k o m														
2320-2		k a ŋ ɛ														
2476-2		k uː														
2842-2		d i g u														
4081-2		d a m b i														
4313-2		n ɛ m														
4460-2		s ɔ̃ː j														
5514-2		n ɛ n d ɛ														
5810-2		p i r u														
93-2		d ɔː														
260-2		b ɛ r ɛ														
385-2		dʒ ɛ m b ɛ														
890-2		a m i r r														
1336-2		t e g e														
1703-2		b aː														
1769-2		t ɛ m b i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n a														
3031-2		d ɛ g ɛ														
4591-2		t aː r i														
5301-2		p ɛ r u														
5605-2		t i w̃ i														
296-2		dʒ a m r̃														
463-2		d u m b i														
762-2		b a n a k k r														
1432-2		t a r u														
1474-2		t ɔ j̃ o														
1788-2		s i r														
2044-2		d i m b e														
2713-2		t ɔː m d ɛ r ɛ														
3219-2		p aː dʒ u														
