COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1526			s ɛ l i		s a l a											
4843	o r u	o r u					o r i		o r u m							
4498	ɛ r u m			e r u			ɛ r i		e r u							
200										b e j aː					b i j a	
1297			s aː m b a				dʒ aː m b a									
2579	d oː	d oː		d ɔ j̃			d oː								d a j	d o m
5357	k ɔ n	k ɔ̃ː				k o ŋ g o	k ɔ									
853			b ɛ m b ɔ								b e m b e					
61	k ɛ n d ɛ	k ɛ l ɛ					k ɛ n d ɛ									
2599			ʔ i g e		i g e			i g e			iː g e					
4865	m	m														
1275	t ãː	t ãː	t a										t aː			t ãː
4713				m a n a	a m a n a			a m a n a								
3518					sʷ aː			sʷ aː								
5535															i n	ɛ n
1729										iː		iː				
5906			t eː ŋ g e			t eː ŋ g o		t eː ŋ g e			t eː ŋ g e					
1724				l ɛː					l ɛː							l ɛː
1255	m	m														
5480			ʔ o g a					o g a			aː g a					
1185	n					n										
1684			s i w o		s i w o							s i w e		s i w o		
1378					k u n d a l e			k u n d a l e								
1503				d a ŋ a					d a ŋ a							
4611			k ɔː m ɔ		k ɔː m ɔ	k ɔ m ɔː		k ɔː m ɔ			k ɔː m ɔ		k ɔː m ɔ			
2942				t i r u								t i r i		t i r u		
652									b i j̃ ɛ			b i j ɛ		b i w		
5707	t oː						n̩ d o									
3340			b iː ŋ g e					b iː ŋ g o			b iː ŋ g o					
4102					k u m a ŋ g a			k u m aː ŋ g a								
3221							k ɛ n d ɛ						k i n d ɛ			
2143	b a	b a	b o				b aː			b a					b aː	
3792				dʒ ɔ w̃ ɔ								dʒ ɔ w ɔ				
5448		p ɔ t ɔ							p ɔ t ɔ		p ɔ r ɔ					
3625									d ɛː g ɛ							d i g ɛ
2866					g j ɛː			g i j ɛ								
4025		dʒ u w ɔ					dʒ u w a				j u w a	dʒ u w ɔ				
5088														b e t e	p i d i m	
5551						d o ŋ g i								d o g u		
96					j ɛː			j ɛ								
5017	d a j̃					d a j										
5962							j u r		j u r							
3180						d u n d ɛ		d u n d ɛ								
4440	t i			t iː					t iː	t i				t i w		
4297					r e			r e								
1376			k u l ɛ ŋ			k u l ɛ										
5109				l a ɣ a					l a g a			l a g a				l a g a
