COGID	dutch	english	french	german
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
1401		ɡ r ɑː s p		ɡ r ai f ə n
1921	s l aː n			ʃ l aː ɡ ə n
657	h aː m ə r	h æ m ə r		h a m ə r
2253	k ɛ r v ə	k ɑː v		
271		l eɪ z ɪ		l ɛ s ɪ x
2016		f r aɪ	f ʀ i ʀ	
-2035		k ʌ z n̩		k uː z iː n ə
1024	aː d ə r			aː d ə r
1892	x ɪ f			ɡ ɪ f t
877	w eː ɣ ə			v iː ɡ ə n
1274	h aː j			h ai
700	t w aː l f	t w ɛ l v		ts v œ l f
104	m ɑ n ə + l ə k			m ɛ n + l ɪ x
232	k oː p ə			k au f ə n
260	m uː			m yː d ə
919	s t uː l			ʃ t uː l
-1615	oː l iː	ɔ ɪ l		ɶː l
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
1828	s x œy m			ʃ au m
2009	oː v ə	ʌ v n̩		oː f ə n
-2290	s t ɔ f			ʃ t ɔ f
-225	p r ɛɪ s	p r aɪ s		p r ai s
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
596	t eː n	t əʊ		ts eː ə
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
1559	ɑ l ə	ɔː l		a l ə
256	n aː k t	n eɪ k ɪ d		n a k t
1666	v l ɑ k t ə			f l ɛ x ə
1199	s l œy j ə r			ʃ l ai ə r
2216	v l øː ɣ ə l			f l yː ɡ ə l
2127	d r aː j ə			d r eː ə n
1799	k n oː p			k n ɔ pf
1518	s p ɪ ts			ʃ p ɪ ts ə
916	t r ɔ x	t r ɔ f		t r oː k
1472	m ɔ d ə r	m ʌ d		
1606	h øː p	h ɪ p		h ʏ f t ə
1694	d r ʉ p ə l ə	d r ɪ p		t r ɔ pf ə n
472	n iː z ə	s n iː z		n iː z ə n
858	œy t + r ɛ k ə	s t r ɛ tʃ		ʃ t r ɛ k ə n
633	n aː l t	n iː d l̩		n aː d ə l
850	t ɔ p	t ɔ p		
1075	b l aː z ə	b l əʊ		b l aː z ə n
1979	x r ɑ s	ɡ r ɑː s		ɡ r aː s
798		s n eɪ l		ʃ n ɛ k ə
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
1633	ɛɪ z ə r	aɪ r ə n		ai z ə n
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
2168	k ɑ m	k əʊ m		k a m
1556	x eː w ə			ɡ a f ə n
586	k r aː x			k r aː ɡ ə n
2271	v ɪ l t	f ɛ l t		f ɪ l ts
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
1821	r ʉ x			r ʏ k ə n
-350	p aː r	p ɛ ə r		p aː r
51		b r ɪ k	b ʀ i k	
1177	d iː p	d iː p		t iː f
638	m aː l ə			m aː l ə n
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
320		d aɪ		t oː t
1989	h oː j	h eɪ		h ɔy
1895		h iː l		h ai l ə n
311	l ɛɪ k			l ai x + n aː m
1836	k ɑ l m	k ɑː m		
1912	s t ɛ r k			ʃ t a r k
1212	r oː k			r au x
1062	z ɪ ŋ k ə	s ɪ ŋ k		z ɛ ŋ k ə n
1333		n ɪ ə r		n aː ə
376	d r ɪ ŋ k ə	d r ɪ ŋ k		t r ɪ ŋ k ə n
1194	w ɛɪ t	w aɪ d		
278	b l ɪ n t	b l aɪ n d		b l ɪ n t
2277	w ɔ l	w ʊ l		v ɔ l ə
243	d yː r			t ɔy ə r
1961	d r oː m ə	d r iː m		t r ɔy m ə n
-2270	r ɛ s t ə			r ɛ s t
-1161	l ɛɪ n	l aɪ n		
300		f əʊ l d		f a l t ə n
1681	d ɑ l			t aː l
3	h ɔ f			h oː f
1532	k n eː d ə	n iː d		k n eː t ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
1509	s n ɔ t	s n ɔ t		
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
525	z w ɛ l ɪ ŋ	s w ɛ l ɪ ŋ		ʃ v ɛ l ʊ ŋ
451	h ɔ ŋ ə r s + n oː t			h ʊ ŋ ə r s + n oː t
1692	v ɑ l ə	f ɔː l		f a l ə n
2003	k eː t ə l	k ɛ t l̩		k ɛ s ə l
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
694	s n ʉ r k ə	s n ɔː r		ʃ n a r x ə n
514	h ɛ ŋ s t			h ɛ ŋ s t
855	l aː x	l əʊ		
783		r əʊ d	ʀ u t	
1928	s p l ɛɪ t ə	s p l ɪ t		ʃ p a l t ə n
2058	n aː ɣ ə l	n eɪ l		n aː ɡ ə l
940	m aː x			m aː ɡ ə n
650	d eː x	d əʊ		t ai k
677	t ɛ l ə			ts ɛː l ə n
713	s ɑ p	s æ p		z a f t
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
1204	v iː r + k ɑ n t			f iː r + ɛ k
1254	h aː r t			h eː r t
1553	h uː s t ə			h ʊ s t ə n
-934	l ɑ m p	l æ m p		l a m p ə
-346		r iː f		r ɪ f
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
838		s t eɪ	ʀ ɛ s t e	
2111	x r aː v ə			ɡ r aː b ə n
184	b ə + t aː l ə			b ə + ts aː l ə n
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
27	v l eː s			f l ai ʃ
1661	m ɛ l k	m ɪ l k		m ɪ l x
778	p ɑ t	p ɑː θ		pf aː t
-2260	p l ɑ n t ə	p l ɑː n t		pf l a n ts ə n
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
1020		s w ɔ m p		z ʊ m pf
1726	v ɛ l t	f iː l d		f ɛ l t
1286	v ɛ r	f ɑː r		f ɛ r n
1065			t y	d uː
207	r ɛɪ p	r aɪ p		r ai f
280	b oː x			b oː ɡ ə n
352	eː r s t ə			eː r s t ə
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
528	j øː k			j ʊ k ə n
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
213	r ɛ x ts	r aɪ t		r ɛ x t
685		t aɪ m	t ɑ̃	
860	m ɪ d ə	m ɪ d l̩		m ɪ t ə
2144	k œy k ə	tʃ ɪ k ɪ n		
630	v ɑ ŋ ə			f a ŋ ə n
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
20	k l ɛɪ n			k l ai n
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
116	j ɔ ŋ ə			j ʊ ŋ ə
922	b ɛ t	b ɛ d		b ɛ t
1568	w ɛɪ n ə x			v eː n ɪ x
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
100	v r ɑu w			f r au
601	h ɑ n t	h æ n d		h a n t
268	d ɛɪ	θ aɪ		
-588	p l ɑ t			p l a t
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
1872	w ɑ ŋ			v a ŋ ə
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
1861	s x eː d ə l			ʃ ɛː d ə l
837	b l ɛɪ v ə			b l ai b ə n
1411	h ɛ b ə	h æ v		h aː b ə n
2208	h ɑ k ə			ts ɛ r + h a k ə n
736	v r ɑu w			f r au
2125	w ɪ k ə l ə			v ɪ k ə l n
864		s aɪ d		z ai t ə
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
108	m ɛɪ s j ə			m ɛː t x ə n
2219	v ə r + z aː m ə l ə			z a m ə l n
-1153	r ɔ n t	r aʊ n d		r ʊ n t
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
240	v ə r + k oː p ə			f ɛ r + k au f ə n
1193	b r eː t			b r ai t
782	w ɛ x			v ɛ k
1696	w ɛ r p ə			v ɛ r f ə n
-1158	b ɑ l	b ɔː l		
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
2245	t ɔ ŋ	t ʌ ŋ		ts ʊ ŋ ə
1789	b eː d ə l aː r			b ɛ t l ə r
931	k aː r s			k eː r ts ə
164	x iː r			ɡ ai ə r
1972	d eː l			t ai l
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
603	ɛ l ə + b oː x	ɛ l + b əʊ		ɛ l ə n + b oː ɡ ə n
323	l eː v ə	ə + l aɪ v		l eː b ə n
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
159	h aː v ɪ k			h aː b ɪ x t
1689		l ɪ f t	l ə v e	
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
1848	r ʉ n t			r ɪ n t + f iː
319	s t ɛ r v ə			ʃ t ɛ r b ə n
2024	p ɑ n	p æ n		pf a n ə
2156	v ə r + k ɑu t + h ɛɪ t	k əʊ l d		ɛ r + k ɛ l t + ʊ ŋ
672	d eː k ə			d ɛ k ə
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
2001		l iː f		l au p
1343	k ɪ n t			k ɪ n t
1678	v ɑ s t ə + l ɑ n t			f ɛ s t + l a n t
1617	s x ʉ p			ʃ ʊ p ə
480	d r ɑ ŋ k	d r ɪ ŋ k		ɡ ə + t r ɛ ŋ k
-1259	d iː n eː	d ɪ n ə r		
612	b eː n			b ai n
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
566	k l ɪ m ə	k l aɪ m		
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
1267	n iː r			n iː r ə
1506	n øː s + f l øː ɣ ə l	n ɔ s t r ə l		n aː z ə n + l ɔ x
1720	b uː r			b au ə r
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
2082	t ə r ʉ + ɣ eː v ə	ɡ ɪ v + b æ k		ts uː r ʏ k + ɡ eː b ə n
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
287	t ɑu w			t au
-1785	x r aː n	ɡ r eɪ n		
186	s x ʉ l t			ʃ ʊ l t
-1682	v ɑ l ɛɪ	v æ l ɪ		
684	t ɛɪ t			ts ai t
1542	b r aː k ə			ɛ r + b r ɛ x ə n
70	b øː k	b iː tʃ		b uː x ə
293	d ɑ k			d a x
274	d oː f	d ɛ f		t au p
-78	p ɛɪ m + b oː m	p aɪ n		
337	k aː p	k eɪ p		
1431	d r aː ɣ ə			t r aː ɡ ə n
-1041	r iː v iː r	r ɪ v ə r		
2228	h ɑ l s			h a l s
816	l oː n			l oː n
776	v ə r + d eː l ə			t ai l ə n
6011	j ʉ l iː		e t a b l	
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
436	h ɑu t			h ɔ l ts
1478	b oː d ə m			b oː d ə n
383	eː t ə	iː t		ɛ s ə n
135	x l ɛɪ d ə	s l aɪ d		ɡ l ai t ə n
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
2242	m ɔ n t	m aʊ ð		m ʊ n t
-1033	b aː j	b eɪ		
2202	r ɑ m	r æ m		
1952	d øː r	d ɔː r		t oː r
-1337	v ɔ r k	f ɔː k		
-2	t ɛ n t	t ɛ n t		
1407	v ɑ s t + h ɑu d ə	h əʊ l d		h a l t ə n
2166	b ɔ r s t ə l			b ʏ r s t ə
1669	b ɛ r x			b ɛ r k
1548	aː d ə m ə			aː t m ə n
655	b r oː t	b r ɛ d		b r oː t
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
785	w iː l	w iː l		
517	p aː r t			pf eː r t
1535	z w eː t ə	s w ɛ t		ʃ v ɪ ts ə n
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
1321	k ɔ p	k ʌ p	k u p	
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
646	l ɔ ŋ	l ʌ ŋ		l ʊ ŋ ə
584	h aː k	h ʊ k		h aː k ə n
308	d uː n	d uː		t uː n
1264	s x ɪ l ə			ʃ ɛː l ə n
1648	s m eː d ə			ʃ m iː d ə n
1546	s p yː ɣ ə	s p ɪ t		ʃ p ʊ k ə n
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
1144	k aː l			k aː l
2293	l eː r	l ɛ ð ə r		l eː d ə r
2091	b ə + w aː r ə			b ə + v aː r ə n
937	b ɔ r s t	b r ɛ s t		b r ʊ s t
1038			v a ɡ	v oː ɡ ə
169	r ɛɪ ɣ ə r			r ai ə r
1865	x ə + z ɪ x t			g e + z ɪ x t
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
1906	z w ɑ k			ʃ v a x
30	l ɛɪ m			l ai m
2006	p ɔ t	p ɔ t		
947	l eː v ə r	l ɪ v ə r		l eː b ə r
847	h oː x	h aɪ		h oː x
1272	r ɔ ɣ ə	r aɪ		r ɔ ɡ ə n
575	ɔ k s ə l		ɛ s ɛ l	a k s ə l + h ɶː l ə
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
474	d ɪ k	θ ɪ k		d ɪ k
1479	oː p ə n ə	əʊ p ə n		œ f n ə n
1447	b oː m			b au m
-36	s uː p	s uː p		z ʊ p ə
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
1939	v l uː r	f l ɔː r		
899	l ɑ d ə r	l æ d ə r		l ai t ə r
