COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z ɔ n			
2054-1	d ɔ n ə r r			
1375-1	l ɛɪ x			
760-1	w ɪ n t			
756-1	s n eː			
726-1	m ɔ d ə r			
1351-1	x r ɑ n + p aː d ə			
1353-1	x r ɛɪ n + m ɔ d ə r			
412-1	v w ɔ ɣ ə r eː n l ə			
406-1	m w eː ɣ ə r + m d ə			
1005-1	s t eː p + v ɑ t ə r			
1012-1	s t eː p ə m ɔ d ə r			
1016-1	w ɪ d w r r			
1069-1	ɛɪ x			
509-1	v ɑ l ə			
693-1	m oː l + +			
2179-1	n ɛ s t			
1753-1	v ɪ s x			
1131-1	w ɔ l f			
1198-1	b aː r t			
2032-1	h ɔ r			
2241-1	n aː s			
2244-1	l ɪ p			
610-1	k n			
945-1	h ɛ t			
1534-1	l ɛ k ə			
384-1	z ɔ ɣ ə			
1650-1	n ɔ t			
1663-1	s ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z uː ə			
1385-1	z ɑ t			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h ɔ n d r r d			
1970-1	v ɔ l			
1230-1	d r ɪ t			
2017-1	n oː uː			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h øː ɣ ə l			
829-1	k l ɪ p			
1025-1	w ɑ s ə r			
1027-1	z uː			
1832-1	r oː w			
-1816-1	oː x eː j			
-335-1	l ɑ ɣ uː n			
1043-1	s t r oː m			
423-1	s t eː n			
2049-1	m ɔ n			
2062-1	s t ɔ r m			
2065-1	r aː ɣ ə + b oː oː ɣ			
1368-1	s ɑ d ə n			
1365-1	d oː uː			
754-1	r aː ɣ ə			
768-1	w ɛ t ə r			
1211-1	v ɪ ɣ r			
106-1	m ɑ n			
-98-1	b eː j iː			
719-1	v ɑ t ə r			
1341-1	z oː n			
-2027-1	d ɑ n t			
-2026-1	n eː v ə uː			
409-1	z oː n ɣ ə r + z ɔ n			
402-1	d ɔ x ɣ r r + n k l d ə			
1014-1	s t eː p + d ɔ x t ə r			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	ɔ k s			
2199-1	k ɑ l p			
2197-1	s aː p			
1523-1	z uː w			
1521-1	b ɔ k			
512-1	m ɛ r aː			
2141-1	h oː n			
2147-1	x ɑ n s			
814-1	k r ɔ x			
810-1	d oː b ə			
1755-1	h ɔ n t			
1758-1	m uː s			
1760-1	r ɔ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n ɪ t			
1305-1	v l oː			
711-1	w ɛ s p			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ x			
-73-1	m m s k oː t			
1810-1	h oː t			
1805-1	v l ɑ s			
1813-1	h aː r			
1811-1	b l oː t			
690-1	r ɪ ŋ			
2177-1	h oː p t			
246-1	oː ɣ + r ɛɪ b r ɑu			
1469-2		s æ n d		
2047-2		s ʌ n		
2054-2		d ʌ n d r r		
1375-2		l ɪ		
760-2		w aɪ n d		
756-2		s n eɪ		
726-2		m aʊ d ə r		
1351-2		ɡ r aɪ t n̩ f iː d ə r		
1353-2		ɡ r aɪ t b m aʊ d ə r		
412-2		s w ʌ n + r əʊ d		
406-2		s w aɪ n ə r aʊ m		
1005-2		s d + f əʊ f d d		
1012-2		s t iː p æ m aʊ d ə r		
1016-2		w ɛ d v ə		
1069-2		ɪ k		
509-2		f iː l		
693-2		m iː l æ		
2179-2		n ɛ s t		
1753-2		f aɪ s		
1131-2		w ʊ l		
1198-2		b iː r d		
2032-2		h ʌ r n		
2241-2		n ɔ s		
2244-2		l ɪ p		
610-2		k n		
945-2		h ɑː r		
1534-2		l ɪ k		
384-2		s eɪ		
1650-2		n ʌ t		
1663-2		s æ l		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ d		
792-2		h ɪ k		
1111-2		m æ s d		
197-2		s ʌ d		
2020-2		l æ ŋ		
867-2		h ʌ n d ə r		
1970-2		f ʊ l		
1230-2		d r ɪ d		
2017-2		n ɪ w aɪ		
968-2		w ɛ l		
1674-2		l æ n d		
1671-2		h ʌ l̩		
829-2		k l ɪ p		
1025-2		w ɛ t ə r		
1027-2		s eɪ		
1832-2		r aʊ		
-1816-2		ɔ s n̩ l n n		
-335-2		l eɪ l aʊ n		
1043-2		s t r aɪ m		
423-2		s t ɛ n		
2049-2		m iː n d		
2062-2		s t ɔː r m		
2065-2		r eɪ n b ʌ		
1368-2		s æ d d r		
1365-2		d ɔː		
754-2		r eɪ		
768-2		w ɛ d r		
1211-2		f ɔː r r		
106-2		m æ n		
-98-2		b ɛ b		
719-2		f iː d ə r		
1341-2		s ʌ n		
-2027-2		t æ n d		
-2026-2		n ɛ f		
409-2		ʃ w ʌ n r ʌ n		
402-2		ʃ w ʌ n + r d r		
1014-2		s d + f æ d k k d ə r		
1059-2		w aɪ r		
120-2		s t ɔː l		
2194-2		h æ		
